"lab2","population","treatment","flask","species","day","latbb80","latbb50","latbb1"
"sm.HC.HP.LF.40.alninc.1","sm","HC.HP.LF",40,"alninc",20,20,20,20
"sm.HC.HP.LF.40.alnvir.1","sm","HC.HP.LF",40,"alnvir",27,39,39,36
"sm.HC.HP.LF.40.spibet.1","sm","HC.HP.LF",40,"spibet",20,20,20,20
"sm.HC.HP.LF.5.loninv.1","sm","HC.HP.LF",5,"loninv",4,NA,NA,7
"sm.HC.HP.LF.5.popbal.1","sm","HC.HP.LF",5,"popbal",27,NA,NA,NA
"sm.HC.HP.LF.5.spibet.1","sm","HC.HP.LF",5,"spibet",13,NA,13,13
"sm.HC.HP.LF.6.corsto.1","sm","HC.HP.LF",6,"corsto",13,13,13,13
"sm.HC.HP.LF.6.vibedu.1","sm","HC.HP.LF",6,"vibedu",9,NA,9,4
"sm.HC.HP.LF.7.spibet.1","sm","HC.HP.LF",7,"spibet",20,27,27,27
"sm.HC.HP.LF.7.spipyr.1","sm","HC.HP.LF",7,"spipyr",13,39,13,13
"sm.HC.HP.LF.8.betpap.1","sm","HC.HP.LF",8,"betpap",36,NA,NA,NA
"sm.HC.HP.LF.8.riblac.1","sm","HC.HP.LF",8,"riblac",16,58,20,16
"sm.HC.HP.LF.8.spibet.1","sm","HC.HP.LF",8,"spibet",22,NA,20,10
"sm.HC.HP.LF.9.poptre.1","sm","HC.HP.LF",9,"poptre",36,36,36,36
"sm.HC.HP.LF.9.shecan.1","sm","HC.HP.LF",9,"shecan",13,27,24,24
"sm.HC.HP.LF.9.spibet.1","sm","HC.HP.LF",9,"spibet",13,NA,NA,10
"sm.HC.LP.HF.1.shecan.1","sm","HC.LP.HF",1,"shecan",16,19,16,13
"sm.HC.LP.HF.1.spipyr.1","sm","HC.LP.HF",1,"spipyr",13,NA,10,10
"sm.HC.LP.HF.1.vibedu.1","sm","HC.LP.HF",1,"vibedu",7,NA,7,5
"sm.HC.LP.HF.10.vacmem.1","sm","HC.LP.HF",10,"vacmem",13,NA,NA,13
"sm.HC.LP.HF.11.alnvir.1","sm","HC.LP.HF",11,"alnvir",42,54,54,54
"sm.HC.LP.HF.11.corsto.1","sm","HC.LP.HF",11,"corsto",17,NA,23,17
"sm.HC.LP.HF.11.riblac.1","sm","HC.LP.HF",11,"riblac",13,NA,34,13
"sm.HC.LP.HF.11.vibedu.1","sm","HC.LP.HF",11,"vibedu",0,NA,NA,4
"sm.HC.LP.HF.12.amealn.1","sm","HC.LP.HF",12,"amealn",7,19,19,7
"sm.HC.LP.HF.12.corsto.1","sm","HC.LP.HF",12,"corsto",13,NA,19,16
"sm.HC.LP.HF.12.shecan.1","sm","HC.LP.HF",12,"shecan",23,48,28,19
"sm.HC.LP.HF.13.alninc.1","sm","HC.LP.HF",13,"alninc",23,23,23,19
"sm.HC.LP.HF.13.corsto.1","sm","HC.LP.HF",13,"corsto",10,10,10,10
"sm.HC.LP.HF.13.popbal.1","sm","HC.LP.HF",13,"popbal",23,23,19,19
"sm.HC.LP.HF.14.alnvir.1","sm","HC.LP.HF",14,"alnvir",31,NA,NA,31
"sm.HC.LP.HF.14.rubpar.1","sm","HC.LP.HF",14,"rubpar",10,10,10,10
"sm.HC.LP.HF.14.sorsco.1","sm","HC.LP.HF",14,"sorsco",5,13,13,13
"sm.HC.LP.HF.14.vibedu.1","sm","HC.LP.HF",14,"vibedu",8,5,5,5
"sm.HC.LP.HF.15.betpap.1","sm","HC.LP.HF",15,"betpap",26,NA,NA,NA
"sm.HC.LP.HF.15.poptre.1","sm","HC.LP.HF",15,"poptre",23,NA,NA,NA
"sm.HC.LP.HF.16.corsto.1","sm","HC.LP.HF",16,"corsto",8,10,8,8
"sm.HC.LP.HF.16.shecan.1","sm","HC.LP.HF",16,"shecan",7,NA,NA,42
"sm.HC.LP.HF.16.spipyr.1","sm","HC.LP.HF",16,"spipyr",13,NA,NA,13
"sm.HC.LP.HF.17.alnvir.1","sm","HC.LP.HF",17,"alnvir",34,45,45,34
"sm.HC.LP.HF.17.poptre.1","sm","HC.LP.HF",17,"poptre",19,NA,23,19
"sm.HC.LP.HF.17.riblac.1","sm","HC.LP.HF",17,"riblac",12,51,16,12
"sm.HC.LP.HF.17.spibet.1","sm","HC.LP.HF",17,"spibet",16,NA,NA,10
"sm.HC.LP.HF.18.betpap.1","sm","HC.LP.HF",18,"betpap",28,NA,NA,NA
"sm.HC.LP.HF.18.popbal.1","sm","HC.LP.HF",18,"popbal",25,37,28,28
"sm.HC.LP.HF.18.poptre.1","sm","HC.LP.HF",18,"poptre",25,NA,NA,NA
"sm.HC.LP.HF.19.alninc.1","sm","HC.LP.HF",19,"alninc",23,28,28,28
"sm.HC.LP.HF.19.loninv.1","sm","HC.LP.HF",19,"loninv",10,13,10,10
"sm.HC.LP.HF.19.spibet.1","sm","HC.LP.HF",19,"spibet",7,NA,NA,7
"sm.HC.LP.HF.2.spipyr.1","sm","HC.LP.HF",2,"spipyr",7,NA,10,7
"sm.HC.LP.HF.20.acegla.1","sm","HC.LP.HF",20,"acegla",48,NA,NA,NA
"sm.HC.LP.HF.20.poptre.1","sm","HC.LP.HF",20,"poptre",37,34,34,34
"sm.HC.LP.HF.21.alninc.1","sm","HC.LP.HF",21,"alninc",26,28,28,26
"sm.HC.LP.HF.21.popbal.1","sm","HC.LP.HF",21,"popbal",19,19,19,19
"sm.HC.LP.HF.21.riblac.1","sm","HC.LP.HF",21,"riblac",12,NA,19,13
"sm.HC.LP.HF.22.poptre.1","sm","HC.LP.HF",22,"poptre",26,42,34,23
"sm.HC.LP.HF.23.alninc.1","sm","HC.LP.HF",23,"alninc",20,40,23,20
"sm.HC.LP.HF.23.betpap.1","sm","HC.LP.HF",23,"betpap",23,25,25,23
"sm.HC.LP.HF.23.poptre.1","sm","HC.LP.HF",23,"poptre",20,20,20,20
"sm.HC.LP.HF.23.sorsco.1","sm","HC.LP.HF",23,"sorsco",42,25,17,17
"sm.HC.LP.HF.24.betpap.1","sm","HC.LP.HF",24,"betpap",26,31,26,26
"sm.HC.LP.HF.24.riblac.1","sm","HC.LP.HF",24,"riblac",13,NA,NA,13
"sm.HC.LP.HF.24.shecan.1","sm","HC.LP.HF",24,"shecan",23,NA,NA,20
"sm.HC.LP.HF.24.sorsco.1","sm","HC.LP.HF",24,"sorsco",17,NA,NA,10
"sm.HC.LP.HF.24.vibedu.1","sm","HC.LP.HF",24,"vibedu",7,NA,7,5
"sm.HC.LP.HF.25.corsto.1","sm","HC.LP.HF",25,"corsto",8,10,8,8
"sm.HC.LP.HF.25.popbal.1","sm","HC.LP.HF",25,"popbal",17,NA,NA,NA
"sm.HC.LP.HF.26.acegla.1","sm","HC.LP.HF",26,"acegla",26,NA,NA,26
"sm.HC.LP.HF.26.betpap.1","sm","HC.LP.HF",26,"betpap",19,19,19,19
"sm.HC.LP.HF.26.sorsco.1","sm","HC.LP.HF",26,"sorsco",13,NA,NA,NA
"sm.HC.LP.HF.27.alninc.1","sm","HC.LP.HF",27,"alninc",20,31,23,20
"sm.HC.LP.HF.27.alnvir.1","sm","HC.LP.HF",27,"alnvir",40,40,40,40
"sm.HC.LP.HF.27.riblac.1","sm","HC.LP.HF",27,"riblac",28,NA,23,17
"sm.HC.LP.HF.27.sorsco.1","sm","HC.LP.HF",27,"sorsco",20,17,17,17
"sm.HC.LP.HF.28.loninv.1","sm","HC.LP.HF",28,"loninv",5,28,10,5
"sm.HC.LP.HF.29.alnvir.1","sm","HC.LP.HF",29,"alnvir",48,51,51,34
"sm.HC.LP.HF.29.popbal.1","sm","HC.LP.HF",29,"popbal",23,23,23,23
"sm.HC.LP.HF.29.riblac.1","sm","HC.LP.HF",29,"riblac",31,NA,NA,19
"sm.HC.LP.HF.29.vibedu.1","sm","HC.LP.HF",29,"vibedu",4,10,10,4
"sm.HC.LP.HF.3.loninv.1","sm","HC.LP.HF",3,"loninv",7,NA,7,7
"sm.HC.LP.HF.3.poptre.1","sm","HC.LP.HF",3,"poptre",37,NA,NA,40
"sm.HC.LP.HF.3.sorsco.1","sm","HC.LP.HF",3,"sorsco",13,NA,NA,NA
"sm.HC.LP.HF.30.alninc.1","sm","HC.LP.HF",30,"alninc",31,23,23,23
"sm.HC.LP.HF.30.alninc.2","sm","HC.LP.HF",30,"alninc",28,31,31,31
"sm.HC.LP.HF.30.corsto.1","sm","HC.LP.HF",30,"corsto",12,12,12,12
"sm.HC.LP.HF.30.rubpar.1","sm","HC.LP.HF",30,"rubpar",23,23,23,23
"sm.HC.LP.HF.31.sorsco.1","sm","HC.LP.HF",31,"sorsco",7,NA,9,9
"sm.HC.LP.HF.32.amealn.1","sm","HC.LP.HF",32,"amealn",23,16,7,7
"sm.HC.LP.HF.33.poptre.1","sm","HC.LP.HF",33,"poptre",23,NA,25,25
"sm.HC.LP.HF.33.shecan.1","sm","HC.LP.HF",33,"shecan",19,31,19,19
"sm.HC.LP.HF.33.spibet.1","sm","HC.LP.HF",33,"spibet",12,16,16,16
"sm.HC.LP.HF.34.amealn.1","sm","HC.LP.HF",34,"amealn",23,20,20,17
"sm.HC.LP.HF.34.rubpar.1","sm","HC.LP.HF",34,"rubpar",13,NA,NA,17
"sm.HC.LP.HF.34.rubpar.2","sm","HC.LP.HF",34,"rubpar",23,NA,28,20
"sm.HC.LP.HF.34.spipyr.1","sm","HC.LP.HF",34,"spipyr",7,7,7,7
"sm.HC.LP.HF.35.amealn.1","sm","HC.LP.HF",35,"amealn",13,NA,13,13
"sm.HC.LP.HF.35.sorsco.1","sm","HC.LP.HF",35,"sorsco",10,13,13,13
"sm.HC.LP.HF.35.spibet.1","sm","HC.LP.HF",35,"spibet",8,NA,8,8
"sm.HC.LP.HF.36.acegla.1","sm","HC.LP.HF",36,"acegla",34,NA,NA,34
"sm.HC.LP.HF.36.betpap.1","sm","HC.LP.HF",36,"betpap",23,25,23,20
"sm.HC.LP.HF.36.popbal.1","sm","HC.LP.HF",36,"popbal",17,NA,NA,NA
"sm.HC.LP.HF.37.betpap.1","sm","HC.LP.HF",37,"betpap",20,26,26,26
"sm.HC.LP.HF.38.alninc.1","sm","HC.LP.HF",38,"alninc",23,25,19,19
"sm.HC.LP.HF.38.popbal.1","sm","HC.LP.HF",38,"popbal",16,NA,NA,NA
"sm.HC.LP.HF.38.spibet.1","sm","HC.LP.HF",38,"spibet",19,NA,10,10
"sm.HC.LP.HF.39.amealn.1","sm","HC.LP.HF",39,"amealn",16,16,16,16
"sm.HC.LP.HF.4.alnvir.1","sm","HC.LP.HF",4,"alnvir",40,NA,NA,NA
"sm.HC.LP.HF.4.amealn.1","sm","HC.LP.HF",4,"amealn",17,19,19,17
"sm.HC.LP.HF.4.rubpar.1","sm","HC.LP.HF",4,"rubpar",17,23,19,17
"sm.HC.LP.HF.4.vacmem.1","sm","HC.LP.HF",4,"vacmem",23,NA,37,17
"sm.HC.LP.HF.40.acegla.1","sm","HC.LP.HF",40,"acegla",34,NA,NA,31
"sm.HC.LP.HF.40.riblac.1","sm","HC.LP.HF",40,"riblac",37,NA,NA,0
"sm.HC.LP.HF.40.sorsco.1","sm","HC.LP.HF",40,"sorsco",20,NA,20,20
"sm.HC.LP.HF.5.spibet.1","sm","HC.LP.HF",5,"spibet",13,NA,NA,13
"sm.HC.LP.HF.5.vacmem.1","sm","HC.LP.HF",5,"vacmem",17,NA,34,17
"sm.HC.LP.HF.6.alnvir.1","sm","HC.LP.HF",6,"alnvir",42,NA,48,42
"sm.HC.LP.HF.6.betpap.1","sm","HC.LP.HF",6,"betpap",19,19,19,19
"sm.HC.LP.HF.6.vibedu.1","sm","HC.LP.HF",6,"vibedu",4,NA,26,0
"sm.HC.LP.HF.6.vibedu.2","sm","HC.LP.HF",6,"vibedu",4,NA,NA,0
"sm.HC.LP.HF.7.amealn.1","sm","HC.LP.HF",7,"amealn",7,13,7,7
"sm.HC.LP.HF.7.corsto.1","sm","HC.LP.HF",7,"corsto",13,NA,16,13
"sm.HC.LP.HF.7.popbal.1","sm","HC.LP.HF",7,"popbal",26,31,31,31
"sm.HC.LP.HF.7.sorsco.1","sm","HC.LP.HF",7,"sorsco",9,9,9,9
"sm.HC.LP.HF.8.loninv.1","sm","HC.LP.HF",8,"loninv",13,13,13,5
"sm.HC.LP.HF.8.shecan.1","sm","HC.LP.HF",8,"shecan",19,28,26,19
"sm.HC.LP.HF.8.vacmem.1","sm","HC.LP.HF",8,"vacmem",10,NA,13,10
"sm.HC.LP.HF.8.vibedu.1","sm","HC.LP.HF",8,"vibedu",8,10,7,7
"sm.HC.LP.HF.9.amealn.1","sm","HC.LP.HF",9,"amealn",13,13,13,13
"sm.HC.LP.HF.9.loninv.1","sm","HC.LP.HF",9,"loninv",0,10,10,7
"sm.HC.LP.LF.1.alninc.1","sm","HC.LP.LF",1,"alninc",36,36,36,36
"sm.HC.LP.LF.1.sorsco.1","sm","HC.LP.LF",1,"sorsco",19,27,24,24
"sm.HC.LP.LF.10.betpap.1","sm","HC.LP.LF",10,"betpap",39,NA,NA,NA
"sm.HC.LP.LF.10.spibet.1","sm","HC.LP.LF",10,"spibet",10,NA,30,10
"sm.HC.LP.LF.10.spipyr.1","sm","HC.LP.LF",10,"spipyr",16,NA,NA,16
"sm.HC.LP.LF.11.shecan.1","sm","HC.LP.LF",11,"shecan",42,84,49,33
"sm.HC.LP.LF.11.spibet.1","sm","HC.LP.LF",11,"spibet",27,NA,84,20
"sm.HC.LP.LF.12.acegla.1","sm","HC.LP.LF",12,"acegla",33,42,36,33
"sm.HC.LP.LF.12.betpap.1","sm","HC.LP.LF",12,"betpap",33,33,33,33
"sm.HC.LP.LF.12.poptre.1","sm","HC.LP.LF",12,"poptre",52,NA,58,49
"sm.HC.LP.LF.13.loninv.1","sm","HC.LP.LF",13,"loninv",19,NA,NA,NA
"sm.HC.LP.LF.13.vibedu.1","sm","HC.LP.LF",13,"vibedu",5,24,10,5
"sm.HC.LP.LF.14.alnvir.1","sm","HC.LP.LF",14,"alnvir",58,61,58,58
"sm.HC.LP.LF.14.amealn.1","sm","HC.LP.LF",14,"amealn",10,27,10,10
"sm.HC.LP.LF.14.vacmem.1","sm","HC.LP.LF",14,"vacmem",24,NA,NA,24
"sm.HC.LP.LF.15.loninv.1","sm","HC.LP.LF",15,"loninv",10,NA,NA,19
"sm.HC.LP.LF.15.spibet.1","sm","HC.LP.LF",15,"spibet",10,13,10,10
"sm.HC.LP.LF.15.spipyr.1","sm","HC.LP.LF",15,"spipyr",27,NA,27,27
"sm.HC.LP.LF.16.shecan.1","sm","HC.LP.LF",16,"shecan",27,39,36,27
"sm.HC.LP.LF.16.spipyr.1","sm","HC.LP.LF",16,"spipyr",19,NA,NA,19
"sm.HC.LP.LF.16.vibedu.1","sm","HC.LP.LF",16,"vibedu",10,NA,27,8
"sm.HC.LP.LF.17.alnvir.1","sm","HC.LP.LF",17,"alnvir",49,61,58,52
"sm.HC.LP.LF.17.betpap.1","sm","HC.LP.LF",17,"betpap",30,36,30,27
"sm.HC.LP.LF.17.sorsco.1","sm","HC.LP.LF",17,"sorsco",19,NA,NA,NA
"sm.HC.LP.LF.17.sorsco.2","sm","HC.LP.LF",17,"sorsco",7,NA,NA,NA
"sm.HC.LP.LF.18.riblac.1","sm","HC.LP.LF",18,"riblac",25,NA,NA,33
"sm.HC.LP.LF.18.spibet.1","sm","HC.LP.LF",18,"spibet",13,NA,NA,NA
"sm.HC.LP.LF.18.spibet.2","sm","HC.LP.LF",18,"spibet",25,NA,NA,13
"sm.HC.LP.LF.19.betpap.1","sm","HC.LP.LF",19,"betpap",36,36,36,36
"sm.HC.LP.LF.19.shecan.1","sm","HC.LP.LF",19,"shecan",49,42,42,39
"sm.HC.LP.LF.19.vibedu.1","sm","HC.LP.LF",19,"vibedu",7,NA,7,7
"sm.HC.LP.LF.2.amealn.1","sm","HC.LP.LF",2,"amealn",10,13,10,10
"sm.HC.LP.LF.2.corsto.1","sm","HC.LP.LF",2,"corsto",19,27,24,19
"sm.HC.LP.LF.2.riblac.1","sm","HC.LP.LF",2,"riblac",42,NA,NA,49
"sm.HC.LP.LF.2.spipyr.1","sm","HC.LP.LF",2,"spipyr",24,NA,NA,16
"sm.HC.LP.LF.20.corsto.1","sm","HC.LP.LF",20,"corsto",13,13,13,13
"sm.HC.LP.LF.20.loninv.1","sm","HC.LP.LF",20,"loninv",10,52,19,10
"sm.HC.LP.LF.20.popbal.1","sm","HC.LP.LF",20,"popbal",24,NA,NA,NA
"sm.HC.LP.LF.21.riblac.1","sm","HC.LP.LF",21,"riblac",12,33,24,19
"sm.HC.LP.LF.21.vibedu.1","sm","HC.LP.LF",21,"vibedu",5,NA,7,5
"sm.HC.LP.LF.22.shecan.1","sm","HC.LP.LF",22,"shecan",27,39,36,27
"sm.HC.LP.LF.23.alninc.1","sm","HC.LP.LF",23,"alninc",20,27,24,20
"sm.HC.LP.LF.23.amealn.1","sm","HC.LP.LF",23,"amealn",20,36,36,20
"sm.HC.LP.LF.23.popbal.1","sm","HC.LP.LF",23,"popbal",24,NA,NA,NA
"sm.HC.LP.LF.23.rubpar.1","sm","HC.LP.LF",23,"rubpar",49,NA,39,36
"sm.HC.LP.LF.24.popbal.1","sm","HC.LP.LF",24,"popbal",27,NA,36,36
"sm.HC.LP.LF.24.poptre.1","sm","HC.LP.LF",24,"poptre",30,NA,NA,NA
"sm.HC.LP.LF.25.acegla.1","sm","HC.LP.LF",25,"acegla",33,67,55,39
"sm.HC.LP.LF.25.riblac.1","sm","HC.LP.LF",25,"riblac",33,NA,NA,33
"sm.HC.LP.LF.25.spipyr.1","sm","HC.LP.LF",25,"spipyr",16,NA,NA,19
"sm.HC.LP.LF.25.vibedu.1","sm","HC.LP.LF",25,"vibedu",19,19,13,13
"sm.HC.LP.LF.26.betpap.1","sm","HC.LP.LF",26,"betpap",36,36,36,36
"sm.HC.LP.LF.26.poptre.1","sm","HC.LP.LF",26,"poptre",42,49,49,49
"sm.HC.LP.LF.27.riblac.1","sm","HC.LP.LF",27,"riblac",19,NA,30,13
"sm.HC.LP.LF.27.spibet.1","sm","HC.LP.LF",27,"spibet",13,NA,NA,24
"sm.HC.LP.LF.27.vacmem.1","sm","HC.LP.LF",27,"vacmem",30,NA,36,24
"sm.HC.LP.LF.28.amealn.1","sm","HC.LP.LF",28,"amealn",27,36,30,27
"sm.HC.LP.LF.28.amealn.2","sm","HC.LP.LF",28,"amealn",16,16,16,13
"sm.HC.LP.LF.28.shecan.1","sm","HC.LP.LF",28,"shecan",30,36,30,24
"sm.HC.LP.LF.28.spipyr.1","sm","HC.LP.LF",28,"spipyr",27,NA,NA,27
"sm.HC.LP.LF.29.alninc.1","sm","HC.LP.LF",29,"alninc",33,36,36,33
"sm.HC.LP.LF.29.alninc.2","sm","HC.LP.LF",29,"alninc",36,42,42,36
"sm.HC.LP.LF.29.betpap.1","sm","HC.LP.LF",29,"betpap",33,33,33,33
"sm.HC.LP.LF.29.betpap.2","sm","HC.LP.LF",29,"betpap",33,33,33,33
"sm.HC.LP.LF.3.loninv.1","sm","HC.LP.LF",3,"loninv",10,NA,NA,19
"sm.HC.LP.LF.3.popbal.1","sm","HC.LP.LF",3,"popbal",42,NA,NA,NA
"sm.HC.LP.LF.3.riblac.1","sm","HC.LP.LF",3,"riblac",25,NA,NA,19
"sm.HC.LP.LF.30.alninc.1","sm","HC.LP.LF",30,"alninc",36,39,36,36
"sm.HC.LP.LF.30.alnvir.1","sm","HC.LP.LF",30,"alnvir",46,49,46,42
"sm.HC.LP.LF.30.amealn.1","sm","HC.LP.LF",30,"amealn",20,NA,36,36
"sm.HC.LP.LF.31.alninc.1","sm","HC.LP.LF",31,"alninc",27,27,27,27
"sm.HC.LP.LF.31.amealn.1","sm","HC.LP.LF",31,"amealn",10,16,16,10
"sm.HC.LP.LF.32.acegla.1","sm","HC.LP.LF",32,"acegla",27,52,36,36
"sm.HC.LP.LF.32.betpap.1","sm","HC.LP.LF",32,"betpap",33,33,33,33
"sm.HC.LP.LF.32.popbal.1","sm","HC.LP.LF",32,"popbal",27,24,24,24
"sm.HC.LP.LF.32.spibet.1","sm","HC.LP.LF",32,"spibet",27,NA,NA,19
"sm.HC.LP.LF.33.corsto.1","sm","HC.LP.LF",33,"corsto",27,33,33,33
"sm.HC.LP.LF.33.popbal.1","sm","HC.LP.LF",33,"popbal",24,NA,NA,NA
"sm.HC.LP.LF.33.shecan.1","sm","HC.LP.LF",33,"shecan",46,58,52,39
"sm.HC.LP.LF.34.alnvir.1","sm","HC.LP.LF",34,"alnvir",33,39,39,33
"sm.HC.LP.LF.34.alnvir.2","sm","HC.LP.LF",34,"alnvir",49,76,61,46
"sm.HC.LP.LF.34.corsto.1","sm","HC.LP.LF",34,"corsto",24,19,19,19
"sm.HC.LP.LF.34.vibedu.1","sm","HC.LP.LF",34,"vibedu",12,52,16,8
"sm.HC.LP.LF.35.alninc.1","sm","HC.LP.LF",35,"alninc",24,27,24,24
"sm.HC.LP.LF.35.amealn.1","sm","HC.LP.LF",35,"amealn",24,33,27,27
"sm.HC.LP.LF.35.poptre.1","sm","HC.LP.LF",35,"poptre",33,30,30,30
"sm.HC.LP.LF.36.alninc.1","sm","HC.LP.LF",36,"alninc",36,36,33,33
"sm.HC.LP.LF.36.corsto.1","sm","HC.LP.LF",36,"corsto",16,19,16,16
"sm.HC.LP.LF.36.corsto.2","sm","HC.LP.LF",36,"corsto",16,16,16,16
"sm.HC.LP.LF.36.vibedu.1","sm","HC.LP.LF",36,"vibedu",5,NA,19,7
"sm.HC.LP.LF.37.loninv.1","sm","HC.LP.LF",37,"loninv",9,NA,33,10
"sm.HC.LP.LF.37.rubpar.1","sm","HC.LP.LF",37,"rubpar",24,NA,NA,NA
"sm.HC.LP.LF.37.spipyr.1","sm","HC.LP.LF",37,"spipyr",30,NA,NA,33
"sm.HC.LP.LF.38.poptre.1","sm","HC.LP.LF",38,"poptre",42,42,42,42
"sm.HC.LP.LF.39.acegla.1","sm","HC.LP.LF",39,"acegla",39,NA,36,36
"sm.HC.LP.LF.39.vacmem.1","sm","HC.LP.LF",39,"vacmem",33,NA,33,27
"sm.HC.LP.LF.4.acegla.1","sm","HC.LP.LF",4,"acegla",16,NA,55,49
"sm.HC.LP.LF.4.alnvir.1","sm","HC.LP.LF",4,"alnvir",52,58,55,52
"sm.HC.LP.LF.4.corsto.1","sm","HC.LP.LF",4,"corsto",19,27,19,19
"sm.HC.LP.LF.40.acegla.1","sm","HC.LP.LF",40,"acegla",49,NA,55,49
"sm.HC.LP.LF.40.alnvir.1","sm","HC.LP.LF",40,"alnvir",49,67,55,55
"sm.HC.LP.LF.40.poptre.1","sm","HC.LP.LF",40,"poptre",67,NA,NA,61
"sm.HC.LP.LF.5.poptre.1","sm","HC.LP.LF",5,"poptre",36,NA,NA,NA
"sm.HC.LP.LF.5.shecan.1","sm","HC.LP.LF",5,"shecan",16,30,30,24
"sm.HC.LP.LF.5.vibedu.1","sm","HC.LP.LF",5,"vibedu",7,NA,9,4
"sm.HC.LP.LF.6.alnvir.1","sm","HC.LP.LF",6,"alnvir",39,46,46,39
"sm.HC.LP.LF.6.sorsco.1","sm","HC.LP.LF",6,"sorsco",19,NA,NA,NA
"sm.HC.LP.LF.6.sorsco.2","sm","HC.LP.LF",6,"sorsco",10,NA,30,24
"sm.HC.LP.LF.7.poptre.1","sm","HC.LP.LF",7,"poptre",36,NA,46,42
"sm.HC.LP.LF.7.riblac.1","sm","HC.LP.LF",7,"riblac",33,NA,42,30
"sm.HC.LP.LF.8.corsto.1","sm","HC.LP.LF",8,"corsto",30,36,30,30
"sm.HC.LP.LF.8.popbal.1","sm","HC.LP.LF",8,"popbal",30,33,33,33
"sm.HC.LP.LF.8.rubpar.1","sm","HC.LP.LF",8,"rubpar",33,NA,30,30
"sm.HC.LP.LF.9.acegla.1","sm","HC.LP.LF",9,"acegla",30,NA,NA,NA
"sm.HC.LP.LF.9.loninv.1","sm","HC.LP.LF",9,"loninv",19,NA,NA,24
"sm.HC.LP.LF.9.popbal.1","sm","HC.LP.LF",9,"popbal",30,30,27,27
"sm.LC.HP.HF.1.amealn.1","sm","LC.HP.HF",1,"amealn",17,NA,36,23
"sm.LC.HP.HF.1.popbal.1","sm","LC.HP.HF",1,"popbal",29,31,31,31
"sm.LC.HP.HF.1.shecan.1","sm","LC.HP.HF",1,"shecan",23,23,23,19
"sm.LC.HP.HF.10.riblac.1","sm","LC.HP.HF",10,"riblac",19,NA,NA,15
"sm.LC.HP.HF.11.rubpar.1","sm","LC.HP.HF",11,"rubpar",25,NA,23,23
"sm.LC.HP.HF.11.spipyr.1","sm","LC.HP.HF",11,"spipyr",19,NA,31,25
"sm.LC.HP.HF.12.corsto.1","sm","LC.HP.HF",12,"corsto",15,27,19,15
"sm.LC.HP.HF.12.loninv.1","sm","LC.HP.HF",12,"loninv",19,NA,NA,23
"sm.LC.HP.HF.12.poptre.1","sm","LC.HP.HF",12,"poptre",31,NA,31,31
"sm.LC.HP.HF.13.corsto.1","sm","LC.HP.HF",13,"corsto",23,25,25,23
"sm.LC.HP.HF.14.acegla.1","sm","LC.HP.HF",14,"acegla",17,NA,NA,39
"sm.LC.HP.HF.14.popbal.1","sm","LC.HP.HF",14,"popbal",17,25,21,19
"sm.LC.HP.HF.15.rubpar.1","sm","LC.HP.HF",15,"rubpar",31,NA,37,31
"sm.LC.HP.HF.15.shecan.1","sm","LC.HP.HF",15,"shecan",15,25,19,15
"sm.LC.HP.HF.16.alninc.1","sm","LC.HP.HF",16,"alninc",31,31,31,31
"sm.LC.HP.HF.16.alnvir.1","sm","LC.HP.HF",16,"alnvir",60,NA,NA,63
"sm.LC.HP.HF.16.corsto.1","sm","LC.HP.HF",16,"corsto",9,23,15,15
"sm.LC.HP.HF.16.vacmem.1","sm","LC.HP.HF",16,"vacmem",15,NA,17,15
"sm.LC.HP.HF.17.sorsco.1","sm","LC.HP.HF",17,"sorsco",23,23,23,23
"sm.LC.HP.HF.17.vibedu.1","sm","LC.HP.HF",17,"vibedu",10,NA,23,10
"sm.LC.HP.HF.18.sorsco.1","sm","LC.HP.HF",18,"sorsco",23,NA,NA,NA
"sm.LC.HP.HF.18.sorsco.2","sm","LC.HP.HF",18,"sorsco",15,NA,NA,NA
"sm.LC.HP.HF.19.poptre.1","sm","LC.HP.HF",19,"poptre",34,53,34,34
"sm.LC.HP.HF.19.spibet.1","sm","LC.HP.HF",19,"spibet",15,22,19,15
"sm.LC.HP.HF.2.loninv.1","sm","LC.HP.HF",2,"loninv",15,19,17,15
"sm.LC.HP.HF.2.popbal.1","sm","LC.HP.HF",2,"popbal",37,50,50,50
"sm.LC.HP.HF.2.riblac.1","sm","LC.HP.HF",2,"riblac",27,78,27,27
"sm.LC.HP.HF.2.shecan.1","sm","LC.HP.HF",2,"shecan",27,NA,50,27
"sm.LC.HP.HF.20.alnvir.1","sm","LC.HP.HF",20,"alnvir",40,40,40,36
"sm.LC.HP.HF.20.betpap.1","sm","LC.HP.HF",20,"betpap",23,25,25,25
"sm.LC.HP.HF.21.alninc.1","sm","LC.HP.HF",21,"alninc",25,66,34,31
"sm.LC.HP.HF.21.amealn.1","sm","LC.HP.HF",21,"amealn",16,19,19,16
"sm.LC.HP.HF.21.amealn.2","sm","LC.HP.HF",21,"amealn",16,16,16,16
"sm.LC.HP.HF.22.corsto.1","sm","LC.HP.HF",22,"corsto",15,19,17,17
"sm.LC.HP.HF.22.riblac.1","sm","LC.HP.HF",22,"riblac",25,63,27,17
"sm.LC.HP.HF.22.shecan.1","sm","LC.HP.HF",22,"shecan",19,25,22,17
"sm.LC.HP.HF.22.spibet.1","sm","LC.HP.HF",22,"spibet",15,22,19,15
