"lab2","population","treatment","flask","species","day","latbb80","latbb50","latbb1"
"mp.LC.HP.HF.33.vacmem.1","mp","LC.HP.HF",33,"vacmem",17,NA,27,17
"mp.LC.HP.HF.34.popbal.1","mp","LC.HP.HF",34,"popbal",27,29,27,27
"mp.LC.HP.HF.34.rubpar.1","mp","LC.HP.HF",34,"rubpar",27,NA,31,27
"mp.LC.HP.HF.34.shecan.1","mp","LC.HP.HF",34,"shecan",27,29,27,23
"mp.LC.HP.HF.35.loninv.1","mp","LC.HP.HF",35,"loninv",69,NA,NA,42
"mp.LC.HP.HF.35.popbal.1","mp","LC.HP.HF",35,"popbal",21,NA,78,31
"mp.LC.HP.HF.35.spibet.1","mp","LC.HP.HF",35,"spibet",27,23,16,16
"mp.LC.HP.HF.35.vibedu.1","mp","LC.HP.HF",35,"vibedu",21,NA,NA,NA
"mp.LC.HP.HF.36.alnvir.1","mp","LC.HP.HF",36,"alnvir",39,NA,NA,42
"mp.LC.HP.HF.36.poptre.1","mp","LC.HP.HF",36,"poptre",31,29,29,27
"mp.LC.HP.HF.36.rubpar.1","mp","LC.HP.HF",36,"rubpar",23,NA,NA,17
"mp.LC.HP.HF.37.alnvir.1","mp","LC.HP.HF",37,"alnvir",17,NA,NA,NA
"mp.LC.HP.HF.37.loninv.1","mp","LC.HP.HF",37,"loninv",39,NA,NA,NA
"mp.LC.HP.HF.37.poptre.1","mp","LC.HP.HF",37,"poptre",33,25,25,25
"mp.LC.HP.HF.37.vibedu.1","mp","LC.HP.HF",37,"vibedu",17,NA,NA,19
"mp.LC.HP.HF.38.popbal.1","mp","LC.HP.HF",38,"popbal",29,33,29,29
"mp.LC.HP.HF.38.rubpar.1","mp","LC.HP.HF",38,"rubpar",23,23,23,23
"mp.LC.HP.HF.38.samrac.1","mp","LC.HP.HF",38,"samrac",69,78,53,53
"mp.LC.HP.HF.38.shecan.1","mp","LC.HP.HF",38,"shecan",29,NA,NA,23
"mp.LC.HP.HF.39.corsto.1","mp","LC.HP.HF",39,"corsto",15,23,17,15
"mp.LC.HP.HF.39.samrac.1","mp","LC.HP.HF",39,"samrac",40,NA,NA,NA
"mp.LC.HP.HF.39.shecan.1","mp","LC.HP.HF",39,"shecan",27,NA,NA,15
"mp.LC.HP.HF.4.corsto.1","mp","LC.HP.HF",4,"corsto",17,23,19,17
"mp.LC.HP.HF.4.shecan.1","mp","LC.HP.HF",4,"shecan",15,31,29,23
"mp.LC.HP.HF.4.shecan.2","mp","LC.HP.HF",4,"shecan",19,25,23,19
"mp.LC.HP.HF.40.corsto.1","mp","LC.HP.HF",40,"corsto",15,21,17,15
"mp.LC.HP.HF.40.rhoalb.1","mp","LC.HP.HF",40,"rhoalb",19,NA,NA,19
"mp.LC.HP.HF.40.shecan.1","mp","LC.HP.HF",40,"shecan",31,NA,NA,23
"mp.LC.HP.HF.5.alnvir.1","mp","LC.HP.HF",5,"alnvir",75,NA,57,53
"mp.LC.HP.HF.5.loninv.1","mp","LC.HP.HF",5,"loninv",22,NA,NA,NA
"mp.LC.HP.HF.5.sorsco.1","mp","LC.HP.HF",5,"sorsco",22,34,29,29
"mp.LC.HP.HF.5.spipyr.1","mp","LC.HP.HF",5,"spipyr",29,NA,NA,29
"mp.LC.HP.HF.6.corsto.1","mp","LC.HP.HF",6,"corsto",10,15,15,15
"mp.LC.HP.HF.6.loninv.1","mp","LC.HP.HF",6,"loninv",15,NA,40,15
"mp.LC.HP.HF.6.riblac.1","mp","LC.HP.HF",6,"riblac",15,NA,23,15
"mp.LC.HP.HF.6.rubpar.1","mp","LC.HP.HF",6,"rubpar",23,27,23,23
"mp.LC.HP.HF.7.riblac.1","mp","LC.HP.HF",7,"riblac",15,NA,36,19
"mp.LC.HP.HF.7.rubpar.1","mp","LC.HP.HF",7,"rubpar",22,NA,57,27
"mp.LC.HP.HF.7.spipyr.1","mp","LC.HP.HF",7,"spipyr",15,NA,17,15
"mp.LC.HP.HF.7.vibedu.1","mp","LC.HP.HF",7,"vibedu",22,NA,NA,17
"mp.LC.HP.HF.8.rhoalb.1","mp","LC.HP.HF",8,"rhoalb",18,NA,NA,22
"mp.LC.HP.HF.8.riblac.1","mp","LC.HP.HF",8,"riblac",33,NA,NA,31
"mp.LC.HP.HF.8.spibet.1","mp","LC.HP.HF",8,"spibet",27,27,19,19
"mp.LC.HP.HF.9.samrac.1","mp","LC.HP.HF",9,"samrac",19,NA,27,27
"mp.LC.HP.HF.9.sorsco.1","mp","LC.HP.HF",9,"sorsco",19,NA,NA,27
"mp.LC.HP.HF.9.vibedu.1","mp","LC.HP.HF",9,"vibedu",19,NA,NA,22
"mp.LC.HP.LF.1.amealn.1","mp","LC.HP.LF",1,"amealn",15,28,19,15
"mp.LC.HP.LF.1.poptre.1","mp","LC.HP.LF",1,"poptre",75,NA,NA,NA
"mp.LC.HP.LF.1.rhoalb.1","mp","LC.HP.LF",1,"rhoalb",22,NA,NA,22
"mp.LC.HP.LF.10.acegla.1","mp","LC.HP.LF",10,"acegla",81,NA,NA,81
"mp.LC.HP.LF.10.shecan.1","mp","LC.HP.LF",10,"shecan",39,57,45,28
"mp.LC.HP.LF.11.shecan.1","mp","LC.HP.LF",11,"shecan",55,78,55,43
"mp.LC.HP.LF.11.vacmem.1","mp","LC.HP.LF",11,"vacmem",32,NA,NA,24
"mp.LC.HP.LF.12.amealn.1","mp","LC.HP.LF",12,"amealn",37,45,43,28
"mp.LC.HP.LF.12.amealn.2","mp","LC.HP.LF",12,"amealn",37,45,37,28
"mp.LC.HP.LF.12.sorsco.1","mp","LC.HP.LF",12,"sorsco",32,NA,28,26
"mp.LC.HP.LF.12.sorsco.2","mp","LC.HP.LF",12,"sorsco",37,NA,49,37
"mp.LC.HP.LF.13.alninc.1","mp","LC.HP.LF",13,"alninc",43,53,48,45
"mp.LC.HP.LF.13.shecan.1","mp","LC.HP.LF",13,"shecan",48,NA,NA,39
"mp.LC.HP.LF.14.acegla.1","mp","LC.HP.LF",14,"acegla",17,NA,NA,17
"mp.LC.HP.LF.14.poptre.1","mp","LC.HP.LF",14,"poptre",78,NA,NA,NA
"mp.LC.HP.LF.15.alninc.1","mp","LC.HP.LF",15,"alninc",39,39,39,39
"mp.LC.HP.LF.15.vibedu.1","mp","LC.HP.LF",15,"vibedu",81,NA,NA,36
"mp.LC.HP.LF.16.vacmem.1","mp","LC.HP.LF",16,"vacmem",22,NA,NA,28
"mp.LC.HP.LF.16.vibedu.1","mp","LC.HP.LF",16,"vibedu",32,NA,NA,37
"mp.LC.HP.LF.17.alnvir.1","mp","LC.HP.LF",17,"alnvir",69,NA,NA,69
"mp.LC.HP.LF.17.popbal.1","mp","LC.HP.LF",17,"popbal",38,55,43,38
"mp.LC.HP.LF.17.spibet.1","mp","LC.HP.LF",17,"spibet",38,NA,NA,NA
"mp.LC.HP.LF.18.alninc.1","mp","LC.HP.LF",18,"alninc",49,NA,NA,NA
"mp.LC.HP.LF.18.popbal.1","mp","LC.HP.LF",18,"popbal",43,49,49,49
"mp.LC.HP.LF.19.corsto.1","mp","LC.HP.LF",19,"corsto",17,43,24,19
"mp.LC.HP.LF.19.rhoalb.1","mp","LC.HP.LF",19,"rhoalb",24,26,24,24
"mp.LC.HP.LF.19.vibedu.1","mp","LC.HP.LF",19,"vibedu",31,NA,NA,NA
"mp.LC.HP.LF.19.vibedu.2","mp","LC.HP.LF",19,"vibedu",69,NA,NA,39
"mp.LC.HP.LF.2.popbal.1","mp","LC.HP.LF",2,"popbal",38,55,43,38
"mp.LC.HP.LF.2.rhoalb.1","mp","LC.HP.LF",2,"rhoalb",21,24,21,21
"mp.LC.HP.LF.2.samrac.1","mp","LC.HP.LF",2,"samrac",55,78,78,78
"mp.LC.HP.LF.2.vibedu.1","mp","LC.HP.LF",2,"vibedu",38,39,38,38
"mp.LC.HP.LF.20.corsto.1","mp","LC.HP.LF",20,"corsto",24,34,32,28
"mp.LC.HP.LF.20.corsto.2","mp","LC.HP.LF",20,"corsto",22,NA,NA,24
"mp.LC.HP.LF.20.rhoalb.1","mp","LC.HP.LF",20,"rhoalb",22,NA,NA,NA
"mp.LC.HP.LF.20.vibedu.1","mp","LC.HP.LF",20,"vibedu",74,NA,NA,28
"mp.LC.HP.LF.21.rhoalb.1","mp","LC.HP.LF",21,"rhoalb",24,57,57,48
"mp.LC.HP.LF.21.rubpar.1","mp","LC.HP.LF",21,"rubpar",26,26,26,26
"mp.LC.HP.LF.22.alnvir.1","mp","LC.HP.LF",22,"alnvir",17,NA,NA,66
"mp.LC.HP.LF.22.alnvir.2","mp","LC.HP.LF",22,"alnvir",66,72,66,66
"mp.LC.HP.LF.22.samrac.1","mp","LC.HP.LF",22,"samrac",72,NA,66,66
"mp.LC.HP.LF.22.vacmem.1","mp","LC.HP.LF",22,"vacmem",32,NA,NA,NA
"mp.LC.HP.LF.23.rubpar.1","mp","LC.HP.LF",23,"rubpar",45,NA,NA,39
"mp.LC.HP.LF.23.sorsco.1","mp","LC.HP.LF",23,"sorsco",22,NA,24,22
"mp.LC.HP.LF.24.amealn.1","mp","LC.HP.LF",24,"amealn",63,NA,63,45
"mp.LC.HP.LF.24.popbal.1","mp","LC.HP.LF",24,"popbal",43,NA,NA,NA
"mp.LC.HP.LF.25.corsto.1","mp","LC.HP.LF",25,"corsto",19,43,28,22
"mp.LC.HP.LF.25.loninv.1","mp","LC.HP.LF",25,"loninv",24,NA,NA,24
"mp.LC.HP.LF.25.spibet.1","mp","LC.HP.LF",25,"spibet",34,NA,39,34
"mp.LC.HP.LF.26.alnvir.1","mp","LC.HP.LF",26,"alnvir",66,NA,NA,66
"mp.LC.HP.LF.26.poptre.1","mp","LC.HP.LF",26,"poptre",78,NA,NA,NA
"mp.LC.HP.LF.26.rhoalb.1","mp","LC.HP.LF",26,"rhoalb",24,NA,NA,24
"mp.LC.HP.LF.27.popbal.1","mp","LC.HP.LF",27,"popbal",46,57,57,46
"mp.LC.HP.LF.27.rhoalb.1","mp","LC.HP.LF",27,"rhoalb",22,39,24,24
"mp.LC.HP.LF.29.rhoalb.1","mp","LC.HP.LF",29,"rhoalb",21,39,24,24
"mp.LC.HP.LF.29.riblac.1","mp","LC.HP.LF",29,"riblac",39,NA,NA,NA
"mp.LC.HP.LF.29.sorsco.1","mp","LC.HP.LF",29,"sorsco",32,NA,NA,NA
"mp.LC.HP.LF.3.popbal.1","mp","LC.HP.LF",3,"popbal",43,NA,48,43
"mp.LC.HP.LF.3.rubpar.1","mp","LC.HP.LF",3,"rubpar",28,57,45,35
"mp.LC.HP.LF.3.spibet.1","mp","LC.HP.LF",3,"spibet",45,NA,NA,NA
"mp.LC.HP.LF.30.alnvir.1","mp","LC.HP.LF",30,"alnvir",75,NA,NA,NA
"mp.LC.HP.LF.31.corsto.1","mp","LC.HP.LF",31,"corsto",22,NA,45,24
"mp.LC.HP.LF.33.alninc.1","mp","LC.HP.LF",33,"alninc",43,45,45,45
"mp.LC.HP.LF.33.shecan.1","mp","LC.HP.LF",33,"shecan",4,48,43,39
"mp.LC.HP.LF.33.sorsco.1","mp","LC.HP.LF",33,"sorsco",26,NA,NA,NA
"mp.LC.HP.LF.35.corsto.1","mp","LC.HP.LF",35,"corsto",15,37,15,15
"mp.LC.HP.LF.36.acegla.2","mp","LC.HP.LF",36,"acegla",26,60,53,45
"mp.LC.HP.LF.36.amealn.1","mp","LC.HP.LF",36,"amealn",45,NA,NA,45
"mp.LC.HP.LF.37.samrac.1","mp","LC.HP.LF",37,"samrac",38,19,19,19
"mp.LC.HP.LF.38.acegla.1","mp","LC.HP.LF",38,"acegla",61,NA,NA,NA
"mp.LC.HP.LF.38.shecan.1","mp","LC.HP.LF",38,"shecan",39,45,43,37
"mp.LC.HP.LF.39.amealn.1","mp","LC.HP.LF",39,"amealn",39,57,57,28
"mp.LC.HP.LF.39.poptre.1","mp","LC.HP.LF",39,"poptre",72,66,66,66
"mp.LC.HP.LF.4.alninc.1","mp","LC.HP.LF",4,"alninc",43,48,45,45
"mp.LC.HP.LF.4.popbal.1","mp","LC.HP.LF",4,"popbal",48,NA,75,24
"mp.LC.HP.LF.4.spibet.1","mp","LC.HP.LF",4,"spibet",39,NA,NA,39
"mp.LC.HP.LF.4.spibet.2","mp","LC.HP.LF",4,"spibet",61,NA,NA,NA
"mp.LC.HP.LF.40.alninc.1","mp","LC.HP.LF",40,"alninc",48,48,48,48
"mp.LC.HP.LF.40.samrac.1","mp","LC.HP.LF",40,"samrac",57,NA,NA,NA
"mp.LC.HP.LF.40.shecan.1","mp","LC.HP.LF",40,"shecan",43,46,46,39
"mp.LC.HP.LF.5.loninv.1","mp","LC.HP.LF",5,"loninv",39,NA,NA,45
"mp.LC.HP.LF.5.samrac.1","mp","LC.HP.LF",5,"samrac",45,NA,81,81
"mp.LC.HP.LF.6.alninc.1","mp","LC.HP.LF",6,"alninc",48,55,55,55
"mp.LC.HP.LF.6.alninc.2","mp","LC.HP.LF",6,"alninc",26,43,39,38
"mp.LC.HP.LF.7.sorsco.1","mp","LC.HP.LF",7,"sorsco",21,NA,NA,NA
"mp.LC.HP.LF.8.corsto.1","mp","LC.HP.LF",8,"corsto",17,32,19,17
"mp.LC.HP.LF.8.popbal.1","mp","LC.HP.LF",8,"popbal",45,NA,NA,NA
"mp.LC.HP.LF.9.samrac.1","mp","LC.HP.LF",9,"samrac",69,NA,NA,NA
"mp.LC.HP.LF.9.shecan.1","mp","LC.HP.LF",9,"shecan",37,45,39,37
"mp.LC.HP.LF.9.spibet.1","mp","LC.HP.LF",9,"spibet",37,32,32,32
"mp.LC.HP.LF.9.spipyr.1","mp","LC.HP.LF",9,"spipyr",37,37,37,37
"mp.LC.LP.HF.1.amealn.1","mp","LC.LP.HF",1,"amealn",15,22,15,15
"mp.LC.LP.HF.1.corsto.1","mp","LC.LP.HF",1,"corsto",9,19,15,15
"mp.LC.LP.HF.10.alnvir.1","mp","LC.LP.HF",10,"alnvir",34,53,42,34
"mp.LC.LP.HF.10.sorsco.1","mp","LC.LP.HF",10,"sorsco",15,NA,NA,NA
"mp.LC.LP.HF.10.spipyr.1","mp","LC.LP.HF",10,"spipyr",31,NA,NA,34
"mp.LC.LP.HF.11.amealn.1","mp","LC.LP.HF",11,"amealn",17,34,22,17
"mp.LC.LP.HF.11.poptre.1","mp","LC.LP.HF",11,"poptre",46,NA,NA,NA
"mp.LC.LP.HF.11.poptre.2","mp","LC.LP.HF",11,"poptre",50,NA,NA,NA
"mp.LC.LP.HF.11.spipyr.1","mp","LC.LP.HF",11,"spipyr",29,29,27,22
"mp.LC.LP.HF.12.alnvir.1","mp","LC.LP.HF",12,"alnvir",75,NA,75,39
"mp.LC.LP.HF.12.amealn.1","mp","LC.LP.HF",12,"amealn",9,17,9,9
"mp.LC.LP.HF.12.shecan.1","mp","LC.LP.HF",12,"shecan",26,26,26,26
"mp.LC.LP.HF.13.acegla.1","mp","LC.LP.HF",13,"acegla",22,NA,NA,NA
"mp.LC.LP.HF.13.alninc.1","mp","LC.LP.HF",13,"alninc",27,27,24,22
"mp.LC.LP.HF.13.riblac.1","mp","LC.LP.HF",13,"riblac",19,19,19,19
"mp.LC.LP.HF.14.alninc.1","mp","LC.LP.HF",14,"alninc",27,31,31,29
"mp.LC.LP.HF.14.shecan.1","mp","LC.LP.HF",14,"shecan",27,27,24,24
"mp.LC.LP.HF.14.shecan.2","mp","LC.LP.HF",14,"shecan",29,27,27,27
"mp.LC.LP.HF.15.alninc.1","mp","LC.LP.HF",15,"alninc",31,37,31,31
"mp.LC.LP.HF.15.loninv.1","mp","LC.LP.HF",15,"loninv",25,NA,NA,15
"mp.LC.LP.HF.15.spibet.1","mp","LC.LP.HF",15,"spibet",15,NA,22,17
"mp.LC.LP.HF.15.vibedu.1","mp","LC.LP.HF",15,"vibedu",42,NA,NA,15
"mp.LC.LP.HF.16.alnvir.1","mp","LC.LP.HF",16,"alnvir",37,66,66,33
"mp.LC.LP.HF.16.corsto.1","mp","LC.LP.HF",16,"corsto",19,NA,21,21
"mp.LC.LP.HF.16.popbal.1","mp","LC.LP.HF",16,"popbal",27,37,29,27
"mp.LC.LP.HF.16.spipyr.1","mp","LC.LP.HF",16,"spipyr",33,NA,27,19
"mp.LC.LP.HF.17.amealn.1","mp","LC.LP.HF",17,"amealn",9,19,9,9
"mp.LC.LP.HF.17.vacmem.1","mp","LC.LP.HF",17,"vacmem",19,NA,NA,25
"mp.LC.LP.HF.18.corsto.1","mp","LC.LP.HF",18,"corsto",15,15,15,15
"mp.LC.LP.HF.18.rubpar.1","mp","LC.LP.HF",18,"rubpar",69,NA,NA,31
"mp.LC.LP.HF.18.vacmem.1","mp","LC.LP.HF",18,"vacmem",15,NA,NA,NA
"mp.LC.LP.HF.18.vibedu.1","mp","LC.LP.HF",18,"vibedu",7,NA,NA,37
"mp.LC.LP.HF.19.rhoalb.1","mp","LC.LP.HF",19,"rhoalb",19,NA,NA,22
"mp.LC.LP.HF.19.riblac.1","mp","LC.LP.HF",19,"riblac",15,NA,NA,69
"mp.LC.LP.HF.19.sorsco.1","mp","LC.LP.HF",19,"sorsco",15,NA,NA,NA
"mp.LC.LP.HF.2.amealn.1","mp","LC.LP.HF",2,"amealn",15,25,21,15
"mp.LC.LP.HF.2.shecan.1","mp","LC.LP.HF",2,"shecan",19,21,21,15
"mp.LC.LP.HF.20.rhoalb.1","mp","LC.LP.HF",20,"rhoalb",19,NA,NA,22
"mp.LC.LP.HF.20.rhoalb.2","mp","LC.LP.HF",20,"rhoalb",19,NA,22,22
"mp.LC.LP.HF.20.samrac.1","mp","LC.LP.HF",20,"samrac",57,42,42,40
"mp.LC.LP.HF.20.shecan.1","mp","LC.LP.HF",20,"shecan",15,NA,29,19
"mp.LC.LP.HF.21.popbal.1","mp","LC.LP.HF",21,"popbal",34,NA,NA,57
"mp.LC.LP.HF.21.spibet.1","mp","LC.LP.HF",21,"spibet",22,22,22,22
"mp.LC.LP.HF.22.alnvir.1","mp","LC.LP.HF",22,"alnvir",39,NA,50,46
"mp.LC.LP.HF.22.popbal.1","mp","LC.LP.HF",22,"popbal",26,NA,50,27
"mp.LC.LP.HF.22.shecan.1","mp","LC.LP.HF",22,"shecan",27,29,22,15
"mp.LC.LP.HF.23.alnvir.1","mp","LC.LP.HF",23,"alnvir",57,78,72,63
"mp.LC.LP.HF.23.loninv.1","mp","LC.LP.HF",23,"loninv",19,NA,NA,NA
"mp.LC.LP.HF.24.loninv.1","mp","LC.LP.HF",24,"loninv",17,NA,NA,NA
"mp.LC.LP.HF.24.vacmem.1","mp","LC.LP.HF",24,"vacmem",17,NA,NA,19
"mp.LC.LP.HF.25.spibet.1","mp","LC.LP.HF",25,"spibet",19,31,19,19
"mp.LC.LP.HF.25.spibet.2","mp","LC.LP.HF",25,"spibet",19,36,22,19
"mp.LC.LP.HF.26.corsto.1","mp","LC.LP.HF",26,"corsto",15,19,15,15
"mp.LC.LP.HF.26.samrac.1","mp","LC.LP.HF",26,"samrac",81,NA,57,57
"mp.LC.LP.HF.26.spibet.1","mp","LC.LP.HF",26,"spibet",15,19,19,19
"mp.LC.LP.HF.27.amealn.1","mp","LC.LP.HF",27,"amealn",19,NA,19,19
"mp.LC.LP.HF.27.samrac.1","mp","LC.LP.HF",27,"samrac",27,NA,NA,27
"mp.LC.LP.HF.27.vibedu.1","mp","LC.LP.HF",27,"vibedu",21,NA,NA,27
"mp.LC.LP.HF.28.rhoalb.1","mp","LC.LP.HF",28,"rhoalb",17,29,17,17
"mp.LC.LP.HF.28.samrac.1","mp","LC.LP.HF",28,"samrac",40,42,37,37
"mp.LC.LP.HF.28.spibet.1","mp","LC.LP.HF",28,"spibet",17,NA,NA,17
"mp.LC.LP.HF.29.popbal.1","mp","LC.LP.HF",29,"popbal",29,NA,NA,42
"mp.LC.LP.HF.29.vibedu.1","mp","LC.LP.HF",29,"vibedu",24,NA,NA,15
"mp.LC.LP.HF.3.alninc.1","mp","LC.LP.HF",3,"alninc",31,31,31,31
"mp.LC.LP.HF.3.rhoalb.1","mp","LC.LP.HF",3,"rhoalb",19,19,19,19
"mp.LC.LP.HF.3.vibedu.1","mp","LC.LP.HF",3,"vibedu",21,NA,NA,27
"mp.LC.LP.HF.30.loninv.1","mp","LC.LP.HF",30,"loninv",37,NA,NA,17
"mp.LC.LP.HF.30.popbal.1","mp","LC.LP.HF",30,"popbal",33,NA,60,57
"mp.LC.LP.HF.30.rhoalb.1","mp","LC.LP.HF",30,"rhoalb",27,27,27,22
"mp.LC.LP.HF.30.sorsco.1","mp","LC.LP.HF",30,"sorsco",15,NA,NA,NA
"mp.LC.LP.HF.31.alninc.1","mp","LC.LP.HF",31,"alninc",25,36,36,27
"mp.LC.LP.HF.31.poptre.2","mp","LC.LP.HF",31,"poptre",49,40,34,34
"mp.LC.LP.HF.31.shecan.1","mp","LC.LP.HF",31,"shecan",25,27,22,19
"mp.LC.LP.HF.31.sorsco.1","mp","LC.LP.HF",31,"sorsco",15,18,18,18
"mp.LC.LP.HF.32.poptre.1","mp","LC.LP.HF",32,"poptre",75,NA,NA,NA
"mp.LC.LP.HF.32.samrac.1","mp","LC.LP.HF",32,"samrac",66,NA,60,60
"mp.LC.LP.HF.34.amealn.1","mp","LC.LP.HF",34,"amealn",25,39,31,25
"mp.LC.LP.HF.34.poptre.1","mp","LC.LP.HF",34,"poptre",49,NA,NA,NA
"mp.LC.LP.HF.34.spipyr.1","mp","LC.LP.HF",34,"spipyr",25,46,46,31
"mp.LC.LP.HF.35.corsto.1","mp","LC.LP.HF",35,"corsto",15,25,25,25
"mp.LC.LP.HF.36.corsto.1","mp","LC.LP.HF",36,"corsto",15,22,15,15
"mp.LC.LP.HF.36.rhoalb.1","mp","LC.LP.HF",36,"rhoalb",19,NA,NA,19
"mp.LC.LP.HF.37.rubpar.1","mp","LC.LP.HF",37,"rubpar",17,NA,19,17
"mp.LC.LP.HF.37.sorsco.1","mp","LC.LP.HF",37,"sorsco",33,NA,NA,29
"mp.LC.LP.HF.38.riblac.1","mp","LC.LP.HF",38,"riblac",17,NA,17,17
"mp.LC.LP.HF.38.spibet.1","mp","LC.LP.HF",38,"spibet",15,24,24,24
"mp.LC.LP.HF.39.corsto.1","mp","LC.LP.HF",39,"corsto",19,25,25,19
"mp.LC.LP.HF.39.popbal.1","mp","LC.LP.HF",39,"popbal",27,NA,46,25
"mp.LC.LP.HF.39.spibet.1","mp","LC.LP.HF",39,"spibet",15,NA,NA,15
"mp.LC.LP.HF.4.alninc.1","mp","LC.LP.HF",4,"alninc",22,27,24,22
"mp.LC.LP.HF.40.rhoalb.1","mp","LC.LP.HF",40,"rhoalb",19,NA,37,19
"mp.LC.LP.HF.40.shecan.1","mp","LC.LP.HF",40,"shecan",26,NA,NA,26
"mp.LC.LP.HF.5.popbal.1","mp","LC.LP.HF",5,"popbal",29,NA,34,24
"mp.LC.LP.HF.5.rubpar.1","mp","LC.LP.HF",5,"rubpar",22,NA,24,24
"mp.LC.LP.HF.5.samrac.1","mp","LC.LP.HF",5,"samrac",27,78,37,37
"mp.LC.LP.HF.5.spipyr.1","mp","LC.LP.HF",5,"spipyr",19,NA,24,19
"mp.LC.LP.HF.6.alninc.1","mp","LC.LP.HF",6,"alninc",31,34,34,31
"mp.LC.LP.HF.6.alninc.2","mp","LC.LP.HF",6,"alninc",31,34,31,31
"mp.LC.LP.HF.6.popbal.1","mp","LC.LP.HF",6,"popbal",31,31,31,31
"mp.LC.LP.HF.6.riblac.1","mp","LC.LP.HF",6,"riblac",31,NA,31,15
"mp.LC.LP.HF.7.corsto.1","mp","LC.LP.HF",7,"corsto",15,NA,31,17
"mp.LC.LP.HF.7.poptre.1","mp","LC.LP.HF",7,"poptre",60,63,57,57
"mp.LC.LP.HF.7.sorsco.1","mp","LC.LP.HF",7,"sorsco",17,NA,NA,NA
"mp.LC.LP.HF.8.alnvir.1","mp","LC.LP.HF",8,"alnvir",57,NA,NA,63
"mp.LC.LP.HF.8.alnvir.2","mp","LC.LP.HF",8,"alnvir",66,NA,NA,NA
"mp.LC.LP.HF.8.rubpar.1","mp","LC.LP.HF",8,"rubpar",39,NA,NA,36
"mp.LC.LP.HF.8.sorsco.1","mp","LC.LP.HF",8,"sorsco",15,NA,NA,19
"mp.LC.LP.HF.9.samrac.1","mp","LC.LP.HF",9,"samrac",25,60,60,60
"mp.LC.LP.HF.9.sorsco.1","mp","LC.LP.HF",9,"sorsco",25,NA,NA,NA
"mp.LC.LP.LF.1.alninc.1","mp","LC.LP.LF",1,"alninc",43,43,43,43
"mp.LC.LP.LF.1.corsto.1","mp","LC.LP.LF",1,"corsto",15,19,19,19
"mp.LC.LP.LF.10.popbal.1","mp","LC.LP.LF",10,"popbal",54,NA,NA,NA
"mp.LC.LP.LF.10.rhoalb.1","mp","LC.LP.LF",10,"rhoalb",32,45,45,45
"mp.LC.LP.LF.10.shecan.1","mp","LC.LP.LF",10,"shecan",39,57,39,35
"mp.LC.LP.LF.10.spipyr.1","mp","LC.LP.LF",10,"spipyr",49,NA,NA,49
"mp.LC.LP.LF.11.corsto.1","mp","LC.LP.LF",11,"corsto",15,26,21,19
"mp.LC.LP.LF.11.rhoalb.1","mp","LC.LP.LF",11,"rhoalb",21,NA,38,26
"mp.LC.LP.LF.11.rubpar.1","mp","LC.LP.LF",11,"rubpar",24,60,60,24
"mp.LC.LP.LF.12.rubpar.1","mp","LC.LP.LF",12,"rubpar",72,NA,NA,72
"mp.LC.LP.LF.12.samrac.1","mp","LC.LP.LF",12,"samrac",49,NA,49,49
"mp.LC.LP.LF.13.amealn.1","mp","LC.LP.LF",13,"amealn",24,28,24,24
"mp.LC.LP.LF.13.rubpar.1","mp","LC.LP.LF",13,"rubpar",60,NA,NA,72
"mp.LC.LP.LF.13.sorsco.1","mp","LC.LP.LF",13,"sorsco",43,NA,NA,NA
"mp.LC.LP.LF.14.alninc.1","mp","LC.LP.LF",14,"alninc",32,43,39,38
"mp.LC.LP.LF.14.alninc.2","mp","LC.LP.LF",14,"alninc",48,54,54,48
"mp.LC.LP.LF.14.popbal.1","mp","LC.LP.LF",14,"popbal",54,NA,NA,NA
"mp.LC.LP.LF.15.corsto.1","mp","LC.LP.LF",15,"corsto",15,NA,19,19
"mp.LC.LP.LF.17.amealn.1","mp","LC.LP.LF",17,"amealn",35,45,35,17
"mp.LC.LP.LF.17.corsto.1","mp","LC.LP.LF",17,"corsto",15,19,19,17
"mp.LC.LP.LF.17.samrac.1","mp","LC.LP.LF",17,"samrac",75,NA,66,45
"mp.LC.LP.LF.18.riblac.1","mp","LC.LP.LF",18,"riblac",17,NA,NA,17
"mp.LC.LP.LF.18.vibedu.1","mp","LC.LP.LF",18,"vibedu",32,NA,45,24
"mp.LC.LP.LF.19.corsto.1","mp","LC.LP.LF",19,"corsto",17,NA,28,19
"mp.LC.LP.LF.19.shecan.1","mp","LC.LP.LF",19,"shecan",26,43,39,28
"mp.LC.LP.LF.2.alninc.1","mp","LC.LP.LF",2,"alninc",39,45,45,43
"mp.LC.LP.LF.2.vibedu.1","mp","LC.LP.LF",2,"vibedu",21,NA,NA,19
"mp.LC.LP.LF.20.alninc.1","mp","LC.LP.LF",20,"alninc",36,43,43,38
"mp.LC.LP.LF.21.acegla.1","mp","LC.LP.LF",21,"acegla",55,NA,NA,NA
"mp.LC.LP.LF.21.sorsco.1","mp","LC.LP.LF",21,"sorsco",32,NA,NA,NA
"mp.LC.LP.LF.21.vibedu.1","mp","LC.LP.LF",21,"vibedu",72,NA,NA,32
"mp.LC.LP.LF.22.rubpar.1","mp","LC.LP.LF",22,"rubpar",17,NA,NA,NA
"mp.LC.LP.LF.22.spibet.1","mp","LC.LP.LF",22,"spibet",32,NA,72,32
