"","lab2","population","chill","photo","force","flask","species","tbb","nl","latbb80","latbb50","latbb1","treatment"
"1219","mp.LC.LP.LF.30.rubpar.1","mp","LC","LP","LF",30,"rubpar",54,1,NA,NA,69,"LC.LP.LF"
"1220","mp.LC.LP.LF.30.sorsco.1","mp","LC","LP","LF",30,"sorsco",49,1,NA,49,49,"LC.LP.LF"
"1221","mp.LC.LP.LF.31.loninv.1","mp","LC","LP","LF",31,"loninv",NA,0,NA,NA,NA,"LC.LP.LF"
"1222","mp.LC.LP.LF.31.samrac.1","mp","LC","LP","LF",31,"samrac",NA,0,NA,NA,NA,"LC.LP.LF"
"1223","mp.LC.LP.LF.31.shecan.1","mp","LC","LP","LF",31,"shecan",38,1,45,43,38,"LC.LP.LF"
"1224","mp.LC.LP.LF.31.symalb.1","mp","LC","LP","LF",31,"symalb",60,1,NA,NA,60,"LC.LP.LF"
"1225","mp.LC.LP.LF.32.popbal.1","mp","LC","LP","LF",32,"popbal",39,1,39,39,39,"LC.LP.LF"
"1226","mp.LC.LP.LF.32.rhoalb.1","mp","LC","LP","LF",32,"rhoalb",57,1,NA,NA,NA,"LC.LP.LF"
"1227","mp.LC.LP.LF.32.shecan.1","mp","LC","LP","LF",32,"shecan",43,1,NA,NA,43,"LC.LP.LF"
"1228","mp.LC.LP.LF.32.vibedu.1","mp","LC","LP","LF",32,"vibedu",34,1,NA,NA,NA,"LC.LP.LF"
"1229","mp.LC.LP.LF.33.alninc.1","mp","LC","LP","LF",33,"alninc",46,1,54,54,54,"LC.LP.LF"
"1230","mp.LC.LP.LF.33.alnvir.1","mp","LC","LP","LF",33,"alnvir",NA,0,NA,NA,NA,"LC.LP.LF"
"1231","mp.LC.LP.LF.33.corsto.1","mp","LC","LP","LF",33,"corsto",24,1,NA,24,24,"LC.LP.LF"
"1232","mp.LC.LP.LF.33.popbal.1","mp","LC","LP","LF",33,"popbal",54,1,NA,NA,NA,"LC.LP.LF"
"1233","mp.LC.LP.LF.34.amealn.1","mp","LC","LP","LF",34,"amealn",39,1,39,39,39,"LC.LP.LF"
"1234","mp.LC.LP.LF.34.popbal.1","mp","LC","LP","LF",34,"popbal",39,1,39,39,39,"LC.LP.LF"
"1235","mp.LC.LP.LF.34.sorsco.1","mp","LC","LP","LF",34,"sorsco",24,1,NA,NA,NA,"LC.LP.LF"
"1236","mp.LC.LP.LF.34.vacmem.1","mp","LC","LP","LF",34,"vacmem",3,1,NA,NA,3,"LC.LP.LF"
"1237","mp.LC.LP.LF.35.poptre.1","mp","LC","LP","LF",35,"poptre",78,1,NA,NA,NA,"LC.LP.LF"
"1238","mp.LC.LP.LF.35.riblac.1","mp","LC","LP","LF",35,"riblac",NA,0,NA,NA,NA,"LC.LP.LF"
"1239","mp.LC.LP.LF.35.rubpar.1","mp","LC","LP","LF",35,"rubpar",22,1,NA,NA,22,"LC.LP.LF"
"1240","mp.LC.LP.LF.35.samrac.1","mp","LC","LP","LF",35,"samrac",NA,0,NA,NA,NA,"LC.LP.LF"
"1241","mp.LC.LP.LF.36.poptre.1","mp","LC","LP","LF",36,"poptre",NA,0,NA,NA,NA,"LC.LP.LF"
"1242","mp.LC.LP.LF.36.rhoalb.1","mp","LC","LP","LF",36,"rhoalb",43,1,NA,NA,NA,"LC.LP.LF"
"1243","mp.LC.LP.LF.36.samrac.1","mp","LC","LP","LF",36,"samrac",66,1,NA,NA,NA,"LC.LP.LF"
"1244","mp.LC.LP.LF.36.symalb.1","mp","LC","LP","LF",36,"symalb",45,1,NA,69,45,"LC.LP.LF"
"1245","mp.LC.LP.LF.37.alnvir.1","mp","LC","LP","LF",37,"alnvir",66,1,NA,66,66,"LC.LP.LF"
"1246","mp.LC.LP.LF.37.poptre.1","mp","LC","LP","LF",37,"poptre",78,1,NA,NA,78,"LC.LP.LF"
"1247","mp.LC.LP.LF.37.rhoalb.1","mp","LC","LP","LF",37,"rhoalb",26,1,26,26,26,"LC.LP.LF"
"1248","mp.LC.LP.LF.37.vibedu.1","mp","LC","LP","LF",37,"vibedu",32,1,NA,43,32,"LC.LP.LF"
"1249","mp.LC.LP.LF.38.alnvir.1","mp","LC","LP","LF",38,"alnvir",66,1,72,72,69,"LC.LP.LF"
"1250","mp.LC.LP.LF.38.amealn.1","mp","LC","LP","LF",38,"amealn",22,1,26,26,24,"LC.LP.LF"
"1251","mp.LC.LP.LF.38.menfer.1","mp","LC","LP","LF",38,"menfer",81,1,NA,NA,81,"LC.LP.LF"
"1252","mp.LC.LP.LF.38.symalb.1","mp","LC","LP","LF",38,"symalb",55,1,NA,NA,55,"LC.LP.LF"
"1253","mp.LC.LP.LF.39.alnvir.1","mp","LC","LP","LF",39,"alnvir",60,1,NA,72,72,"LC.LP.LF"
"1254","mp.LC.LP.LF.39.riblac.1","mp","LC","LP","LF",39,"riblac",15,1,NA,NA,NA,"LC.LP.LF"
"1255","mp.LC.LP.LF.39.riblac.2","mp","LC","LP","LF",39,"riblac",NA,0,NA,NA,NA,"LC.LP.LF"
"1256","mp.LC.LP.LF.39.symalb.1","mp","LC","LP","LF",39,"symalb",26,1,NA,NA,26,"LC.LP.LF"
"1257","mp.LC.LP.LF.4.menfer.1","mp","LC","LP","LF",4,"menfer",72,1,NA,NA,72,"LC.LP.LF"
"1258","mp.LC.LP.LF.4.menfer.2","mp","LC","LP","LF",4,"menfer",78,1,NA,NA,78,"LC.LP.LF"
"1259","mp.LC.LP.LF.4.menfer.3","mp","LC","LP","LF",4,"menfer",NA,0,NA,NA,NA,"LC.LP.LF"
"1260","mp.LC.LP.LF.4.sorsco.1","mp","LC","LP","LF",4,"sorsco",49,1,NA,NA,NA,"LC.LP.LF"
"1261","mp.LC.LP.LF.40.popbal.1","mp","LC","LP","LF",40,"popbal",49,1,49,49,49,"LC.LP.LF"
"1262","mp.LC.LP.LF.40.poptre.1","mp","LC","LP","LF",40,"poptre",72,1,NA,NA,NA,"LC.LP.LF"
"1263","mp.LC.LP.LF.40.rhoalb.1","mp","LC","LP","LF",40,"rhoalb",24,1,NA,45,28,"LC.LP.LF"
"1264","mp.LC.LP.LF.40.sorsco.1","mp","LC","LP","LF",40,"sorsco",32,1,NA,NA,32,"LC.LP.LF"
"1265","mp.LC.LP.LF.5.alnvir.1","mp","LC","LP","LF",5,"alnvir",NA,0,NA,NA,NA,"LC.LP.LF"
"1266","mp.LC.LP.LF.5.loninv.1","mp","LC","LP","LF",5,"loninv",38,1,NA,NA,NA,"LC.LP.LF"
"1267","mp.LC.LP.LF.5.spibet.1","mp","LC","LP","LF",5,"spibet",45,1,45,45,45,"LC.LP.LF"
"1268","mp.LC.LP.LF.5.vacmem.1","mp","LC","LP","LF",5,"vacmem",43,1,NA,NA,43,"LC.LP.LF"
"1269","mp.LC.LP.LF.6.amealn.1","mp","LC","LP","LF",6,"amealn",32,1,NA,32,32,"LC.LP.LF"
"1270","mp.LC.LP.LF.6.riblac.1","mp","LC","LP","LF",6,"riblac",NA,0,NA,NA,NA,"LC.LP.LF"
"1271","mp.LC.LP.LF.6.shecan.1","mp","LC","LP","LF",6,"shecan",35,1,49,35,35,"LC.LP.LF"
"1272","mp.LC.LP.LF.6.vacmem.1","mp","LC","LP","LF",6,"vacmem",43,1,NA,NA,49,"LC.LP.LF"
"1273","mp.LC.LP.LF.7.corsto.1","mp","LC","LP","LF",7,"corsto",15,1,21,21,15,"LC.LP.LF"
"1274","mp.LC.LP.LF.7.popbal.1","mp","LC","LP","LF",7,"popbal",54,1,NA,NA,NA,"LC.LP.LF"
"1275","mp.LC.LP.LF.7.rhoalb.1","mp","LC","LP","LF",7,"rhoalb",19,1,NA,NA,26,"LC.LP.LF"
"1276","mp.LC.LP.LF.7.vacmem.1","mp","LC","LP","LF",7,"vacmem",NA,0,NA,NA,NA,"LC.LP.LF"
"1277","mp.LC.LP.LF.8.corsto.1","mp","LC","LP","LF",8,"corsto",19,1,26,19,19,"LC.LP.LF"
"1278","mp.LC.LP.LF.8.loninv.1","mp","LC","LP","LF",8,"loninv",NA,0,NA,NA,NA,"LC.LP.LF"
"1279","mp.LC.LP.LF.8.sorsco.1","mp","LC","LP","LF",8,"sorsco",34,1,NA,NA,NA,"LC.LP.LF"
"1280","mp.LC.LP.LF.8.spipyr.1","mp","LC","LP","LF",8,"spipyr",NA,0,NA,NA,NA,"LC.LP.LF"
"1281","mp.LC.LP.LF.9.alninc.1","mp","LC","LP","LF",9,"alninc",49,1,54,49,49,"LC.LP.LF"
"1282","mp.LC.LP.LF.9.rhoalb.1","mp","LC","LP","LF",9,"rhoalb",43,1,NA,43,43,"LC.LP.LF"
"1283","mp.LC.LP.LF.9.riblac.1","mp","LC","LP","LF",9,"riblac",NA,0,NA,NA,NA,"LC.LP.LF"
"1284","mp.LC.LP.LF.9.spipyr.1","mp","LC","LP","LF",9,"spipyr",66,1,NA,66,66,"LC.LP.LF"
"1285","sm.HC.HP.HF.1.alninc.1","sm","HC","HP","HF",1,"alninc",13,1,19,13,13,"HC.HP.HF"
"1286","sm.HC.HP.HF.1.amealn.1","sm","HC","HP","HF",1,"amealn",7,1,13,10,7,"HC.HP.HF"
"1287","sm.HC.HP.HF.1.sorsco.1","sm","HC","HP","HF",1,"sorsco",10,1,NA,NA,NA,"HC.HP.HF"
"1288","sm.HC.HP.HF.1.vibedu.1","sm","HC","HP","HF",1,"vibedu",8,1,NA,10,8,"HC.HP.HF"
"1289","sm.HC.HP.HF.10.corsto.1","sm","HC","HP","HF",10,"corsto",8,1,10,8,8,"HC.HP.HF"
"1290","sm.HC.HP.HF.10.rubpar.1","sm","HC","HP","HF",10,"rubpar",NA,0,NA,NA,NA,"HC.HP.HF"
"1291","sm.HC.HP.HF.10.spipyr.1","sm","HC","HP","HF",10,"spipyr",8,1,NA,8,8,"HC.HP.HF"
"1292","sm.HC.HP.HF.10.symalb.1","sm","HC","HP","HF",10,"symalb",13,1,NA,NA,13,"HC.HP.HF"
"1293","sm.HC.HP.HF.11.betpap.1","sm","HC","HP","HF",11,"betpap",23,1,31,28,23,"HC.HP.HF"
"1294","sm.HC.HP.HF.11.betpap.2","sm","HC","HP","HF",11,"betpap",23,1,25,25,23,"HC.HP.HF"
"1295","sm.HC.HP.HF.11.poptre.1","sm","HC","HP","HF",11,"poptre",16,1,NA,NA,NA,"HC.HP.HF"
"1296","sm.HC.HP.HF.11.poptre.2","sm","HC","HP","HF",11,"poptre",19,1,NA,NA,NA,"HC.HP.HF"
"1297","sm.HC.HP.HF.11.shecan.1","sm","HC","HP","HF",11,"shecan",16,1,37,31,16,"HC.HP.HF"
"1298","sm.HC.HP.HF.12.loninv.1","sm","HC","HP","HF",12,"loninv",7,1,NA,7,7,"HC.HP.HF"
"1299","sm.HC.HP.HF.12.menfer.1","sm","HC","HP","HF",12,"menfer",31,1,NA,NA,31,"HC.HP.HF"
"1300","sm.HC.HP.HF.12.popbal.1","sm","HC","HP","HF",12,"popbal",25,1,25,25,25,"HC.HP.HF"
"1301","sm.HC.HP.HF.12.poptre.1","sm","HC","HP","HF",12,"poptre",19,1,NA,NA,NA,"HC.HP.HF"
"1302","sm.HC.HP.HF.13.alninc.1","sm","HC","HP","HF",13,"alninc",16,1,28,19,16,"HC.HP.HF"
"1303","sm.HC.HP.HF.13.popbal.1","sm","HC","HP","HF",13,"popbal",19,1,26,19,19,"HC.HP.HF"
"1304","sm.HC.HP.HF.13.sorsco.1","sm","HC","HP","HF",13,"sorsco",10,1,NA,NA,NA,"HC.HP.HF"
"1305","sm.HC.HP.HF.13.symalb.1","sm","HC","HP","HF",13,"symalb",10,1,34,10,10,"HC.HP.HF"
"1306","sm.HC.HP.HF.14.acegla.1","sm","HC","HP","HF",14,"acegla",28,1,NA,NA,45,"HC.HP.HF"
"1307","sm.HC.HP.HF.14.loninv.1","sm","HC","HP","HF",14,"loninv",10,1,26,13,10,"HC.HP.HF"
"1308","sm.HC.HP.HF.14.menfer.1","sm","HC","HP","HF",14,"menfer",34,1,60,60,34,"HC.HP.HF"
"1309","sm.HC.HP.HF.14.poptre.1","sm","HC","HP","HF",14,"poptre",28,1,NA,NA,31,"HC.HP.HF"
"1310","sm.HC.HP.HF.15.amealn.1","sm","HC","HP","HF",15,"amealn",13,1,13,13,13,"HC.HP.HF"
"1311","sm.HC.HP.HF.15.loninv.1","sm","HC","HP","HF",15,"loninv",7,1,NA,7,7,"HC.HP.HF"
"1312","sm.HC.HP.HF.15.sorsco.1","sm","HC","HP","HF",15,"sorsco",10,1,NA,NA,NA,"HC.HP.HF"
"1313","sm.HC.HP.HF.15.spibet.1","sm","HC","HP","HF",15,"spibet",7,1,31,7,7,"HC.HP.HF"
"1314","sm.HC.HP.HF.16.popbal.1","sm","HC","HP","HF",16,"popbal",19,1,19,19,19,"HC.HP.HF"
"1315","sm.HC.HP.HF.16.shecan.1","sm","HC","HP","HF",16,"shecan",19,1,31,26,19,"HC.HP.HF"
"1316","sm.HC.HP.HF.16.spibet.1","sm","HC","HP","HF",16,"spibet",10,1,NA,NA,10,"HC.HP.HF"
"1317","sm.HC.HP.HF.16.symalb.1","sm","HC","HP","HF",16,"symalb",16,1,NA,NA,16,"HC.HP.HF"
"1318","sm.HC.HP.HF.17.popbal.1","sm","HC","HP","HF",17,"popbal",19,1,19,19,19,"HC.HP.HF"
"1319","sm.HC.HP.HF.17.rubpar.1","sm","HC","HP","HF",17,"rubpar",19,1,19,19,19,"HC.HP.HF"
"1320","sm.HC.HP.HF.17.rubpar.2","sm","HC","HP","HF",17,"rubpar",34,1,NA,34,34,"HC.HP.HF"
"1321","sm.HC.HP.HF.17.vibedu.1","sm","HC","HP","HF",17,"vibedu",3,1,NA,7,3,"HC.HP.HF"
"1322","sm.HC.HP.HF.18.alninc.1","sm","HC","HP","HF",18,"alninc",22,1,25,25,22,"HC.HP.HF"
"1323","sm.HC.HP.HF.18.menfer.1","sm","HC","HP","HF",18,"menfer",25,1,NA,NA,25,"HC.HP.HF"
"1324","sm.HC.HP.HF.18.popbal.1","sm","HC","HP","HF",18,"popbal",25,1,NA,NA,NA,"HC.HP.HF"
"1325","sm.HC.HP.HF.19.alninc.1","sm","HC","HP","HF",19,"alninc",16,1,19,19,16,"HC.HP.HF"
"1326","sm.HC.HP.HF.19.corsto.1","sm","HC","HP","HF",19,"corsto",7,1,7,7,7,"HC.HP.HF"
"1327","sm.HC.HP.HF.19.menfer.1","sm","HC","HP","HF",19,"menfer",26,1,NA,26,26,"HC.HP.HF"
"1328","sm.HC.HP.HF.19.symalb.1","sm","HC","HP","HF",19,"symalb",13,1,NA,NA,13,"HC.HP.HF"
"1329","sm.HC.HP.HF.2.shecan.1","sm","HC","HP","HF",2,"shecan",13,1,31,26,13,"HC.HP.HF"
"1330","sm.HC.HP.HF.2.spibet.1","sm","HC","HP","HF",2,"spibet",7,1,NA,NA,NA,"HC.HP.HF"
"1331","sm.HC.HP.HF.2.symalb.1","sm","HC","HP","HF",2,"symalb",17,1,NA,78,17,"HC.HP.HF"
"1332","sm.HC.HP.HF.2.vibedu.1","sm","HC","HP","HF",2,"vibedu",3,1,NA,8,3,"HC.HP.HF"
"1333","sm.HC.HP.HF.20.riblac.1","sm","HC","HP","HF",20,"riblac",16,1,NA,NA,16,"HC.HP.HF"
"1334","sm.HC.HP.HF.20.spibet.1","sm","HC","HP","HF",20,"spibet",10,1,NA,10,10,"HC.HP.HF"
"1335","sm.HC.HP.HF.20.vacmem.1","sm","HC","HP","HF",20,"vacmem",13,1,NA,NA,13,"HC.HP.HF"
"1336","sm.HC.HP.HF.20.vacmem.2","sm","HC","HP","HF",20,"vacmem",13,1,NA,NA,13,"HC.HP.HF"
"1337","sm.HC.HP.HF.21.amealn.1","sm","HC","HP","HF",21,"amealn",7,1,26,10,10,"HC.HP.HF"
"1338","sm.HC.HP.HF.21.loninv.1","sm","HC","HP","HF",21,"loninv",7,1,19,7,7,"HC.HP.HF"
"1339","sm.HC.HP.HF.21.vacmem.1","sm","HC","HP","HF",21,"vacmem",13,1,NA,16,13,"HC.HP.HF"
"1340","sm.HC.HP.HF.22.betpap.1","sm","HC","HP","HF",22,"betpap",26,1,26,26,26,"HC.HP.HF"
"1341","sm.HC.HP.HF.22.riblac.1","sm","HC","HP","HF",22,"riblac",13,1,NA,17,13,"HC.HP.HF"
"1342","sm.HC.HP.HF.22.shecan.1","sm","HC","HP","HF",22,"shecan",19,1,NA,40,23,"HC.HP.HF"
"1343","sm.HC.HP.HF.22.symalb.1","sm","HC","HP","HF",22,"symalb",13,1,NA,NA,13,"HC.HP.HF"
"1344","sm.HC.HP.HF.23.betpap.1","sm","HC","HP","HF",23,"betpap",19,1,19,19,19,"HC.HP.HF"
"1345","sm.HC.HP.HF.23.popbal.1","sm","HC","HP","HF",23,"popbal",23,1,NA,NA,NA,"HC.HP.HF"
"1346","sm.HC.HP.HF.23.spibet.1","sm","HC","HP","HF",23,"spibet",8,1,NA,28,8,"HC.HP.HF"
"1347","sm.HC.HP.HF.24.alnvir.1","sm","HC","HP","HF",24,"alnvir",31,1,63,37,31,"HC.HP.HF"
"1348","sm.HC.HP.HF.24.alnvir.2","sm","HC","HP","HF",24,"alnvir",34,1,37,34,34,"HC.HP.HF"
"1349","sm.HC.HP.HF.24.symalb.1","sm","HC","HP","HF",24,"symalb",13,1,NA,NA,13,"HC.HP.HF"
"1350","sm.HC.HP.HF.24.vacmem.1","sm","HC","HP","HF",24,"vacmem",17,1,NA,23,17,"HC.HP.HF"
"1351","sm.HC.HP.HF.25.betpap.1","sm","HC","HP","HF",25,"betpap",23,1,23,23,23,"HC.HP.HF"
"1352","sm.HC.HP.HF.25.corsto.1","sm","HC","HP","HF",25,"corsto",7,1,10,7,7,"HC.HP.HF"
"1353","sm.HC.HP.HF.25.poptre.1","sm","HC","HP","HF",25,"poptre",16,1,NA,NA,NA,"HC.HP.HF"
"1354","sm.HC.HP.HF.25.rubpar.1","sm","HC","HP","HF",25,"rubpar",23,1,NA,40,23,"HC.HP.HF"
"1355","sm.HC.HP.HF.26.menfer.1","sm","HC","HP","HF",26,"menfer",22,1,54,34,22,"HC.HP.HF"
"1356","sm.HC.HP.HF.26.menfer.2","sm","HC","HP","HF",26,"menfer",26,1,NA,NA,26,"HC.HP.HF"
"1357","sm.HC.HP.HF.26.rubpar.1","sm","HC","HP","HF",26,"rubpar",13,1,NA,19,13,"HC.HP.HF"
"1358","sm.HC.HP.HF.26.shecan.1","sm","HC","HP","HF",26,"shecan",16,1,57,31,16,"HC.HP.HF"
"1359","sm.HC.HP.HF.27.acegla.1","sm","HC","HP","HF",27,"acegla",23,1,NA,37,23,"HC.HP.HF"
"1360","sm.HC.HP.HF.27.betpap.1","sm","HC","HP","HF",27,"betpap",19,1,19,19,19,"HC.HP.HF"
"1361","sm.HC.HP.HF.27.sorsco.1","sm","HC","HP","HF",27,"sorsco",10,1,NA,NA,NA,"HC.HP.HF"
"1362","sm.HC.HP.HF.27.vacmem.1","sm","HC","HP","HF",27,"vacmem",13,1,NA,NA,13,"HC.HP.HF"
"1363","sm.HC.HP.HF.28.popbal.1","sm","HC","HP","HF",28,"popbal",22,1,26,22,22,"HC.HP.HF"
"1364","sm.HC.HP.HF.28.riblac.1","sm","HC","HP","HF",28,"riblac",10,1,NA,15,10,"HC.HP.HF"
"1365","sm.HC.HP.HF.28.shecan.1","sm","HC","HP","HF",28,"shecan",22,1,NA,42,22,"HC.HP.HF"
"1366","sm.HC.HP.HF.28.vacmem.1","sm","HC","HP","HF",28,"vacmem",10,1,NA,22,10,"HC.HP.HF"
"1367","sm.HC.HP.HF.28.vibedu.1","sm","HC","HP","HF",28,"vibedu",5,1,NA,NA,5,"HC.HP.HF"
"1368","sm.HC.HP.HF.29.alnvir.1","sm","HC","HP","HF",29,"alnvir",28,1,NA,34,28,"HC.HP.HF"
"1369","sm.HC.HP.HF.29.riblac.1","sm","HC","HP","HF",29,"riblac",16,1,NA,54,16,"HC.HP.HF"
"1370","sm.HC.HP.HF.29.spipyr.1","sm","HC","HP","HF",29,"spipyr",7,1,10,7,7,"HC.HP.HF"
"1371","sm.HC.HP.HF.3.alnvir.1","sm","HC","HP","HF",3,"alnvir",34,1,37,34,34,"HC.HP.HF"
"1372","sm.HC.HP.HF.3.alnvir.2","sm","HC","HP","HF",3,"alnvir",37,1,40,40,37,"HC.HP.HF"
"1373","sm.HC.HP.HF.3.popbal.1","sm","HC","HP","HF",3,"popbal",17,1,19,19,19,"HC.HP.HF"
"1374","sm.HC.HP.HF.3.sorsco.1","sm","HC","HP","HF",3,"sorsco",5,1,NA,NA,NA,"HC.HP.HF"
"1375","sm.HC.HP.HF.30.alninc.1","sm","HC","HP","HF",30,"alninc",22,1,28,25,22,"HC.HP.HF"
"1376","sm.HC.HP.HF.30.alnvir.1","sm","HC","HP","HF",30,"alnvir",19,1,NA,40,28,"HC.HP.HF"
"1377","sm.HC.HP.HF.30.corsto.1","sm","HC","HP","HF",30,"corsto",7,1,7,7,7,"HC.HP.HF"
"1378","sm.HC.HP.HF.30.vibedu.1","sm","HC","HP","HF",30,"vibedu",0,1,NA,22,3,"HC.HP.HF"
"1379","sm.HC.HP.HF.31.acegla.1","sm","HC","HP","HF",31,"acegla",26,1,NA,31,26,"HC.HP.HF"
"1380","sm.HC.HP.HF.31.alninc.1","sm","HC","HP","HF",31,"alninc",NA,0,NA,NA,NA,"HC.HP.HF"
"1381","sm.HC.HP.HF.31.riblac.1","sm","HC","HP","HF",31,"riblac",10,1,NA,NA,12,"HC.HP.HF"
"1382","sm.HC.HP.HF.31.riblac.2","sm","HC","HP","HF",31,"riblac",10,1,NA,12,12,"HC.HP.HF"
"1383","sm.HC.HP.HF.32.loninv.1","sm","HC","HP","HF",32,"loninv",10,1,NA,10,10,"HC.HP.HF"
"1384","sm.HC.HP.HF.32.spipyr.1","sm","HC","HP","HF",32,"spipyr",10,1,10,10,10,"HC.HP.HF"
"1385","sm.HC.HP.HF.32.vacmem.1","sm","HC","HP","HF",32,"vacmem",13,1,NA,NA,13,"HC.HP.HF"
"1386","sm.HC.HP.HF.33.corsto.1","sm","HC","HP","HF",33,"corsto",7,1,10,7,7,"HC.HP.HF"
"1387","sm.HC.HP.HF.33.poptre.1","sm","HC","HP","HF",33,"poptre",23,1,NA,NA,NA,"HC.HP.HF"
"1388","sm.HC.HP.HF.33.shecan.1","sm","HC","HP","HF",33,"shecan",23,1,28,28,23,"HC.HP.HF"
"1389","sm.HC.HP.HF.33.spibet.1","sm","HC","HP","HF",33,"spibet",10,1,NA,NA,NA,"HC.HP.HF"
"1390","sm.HC.HP.HF.33.spipyr.1","sm","HC","HP","HF",33,"spipyr",7,1,NA,7,7,"HC.HP.HF"
"1391","sm.HC.HP.HF.34.amealn.1","sm","HC","HP","HF",34,"amealn",10,1,10,10,10,"HC.HP.HF"
"1392","sm.HC.HP.HF.34.corsto.1","sm","HC","HP","HF",34,"corsto",12,1,15,15,12,"HC.HP.HF"
"1393","sm.HC.HP.HF.34.rubpar.1","sm","HC","HP","HF",34,"rubpar",31,1,NA,34,31,"HC.HP.HF"
"1394","sm.HC.HP.HF.34.vibedu.1","sm","HC","HP","HF",34,"vibedu",3,1,NA,23,3,"HC.HP.HF"
"1395","sm.HC.HP.HF.35.betpap.1","sm","HC","HP","HF",35,"betpap",19,1,19,19,19,"HC.HP.HF"
"1396","sm.HC.HP.HF.35.loninv.1","sm","HC","HP","HF",35,"loninv",10,1,25,12,10,"HC.HP.HF"
"1397","sm.HC.HP.HF.35.rubpar.1","sm","HC","HP","HF",35,"rubpar",25,1,NA,31,25,"HC.HP.HF"
"1398","sm.HC.HP.HF.36.alninc.1","sm","HC","HP","HF",36,"alninc",17,1,22,19,17,"HC.HP.HF"
"1399","sm.HC.HP.HF.36.loninv.1","sm","HC","HP","HF",36,"loninv",7,1,NA,NA,7,"HC.HP.HF"
"1400","sm.HC.HP.HF.36.menfer.1","sm","HC","HP","HF",36,"menfer",22,1,31,22,22,"HC.HP.HF"
"1401","sm.HC.HP.HF.36.spipyr.1","sm","HC","HP","HF",36,"spipyr",13,1,NA,NA,NA,"HC.HP.HF"
"1402","sm.HC.HP.HF.37.acegla.1","sm","HC","HP","HF",37,"acegla",42,1,NA,NA,42,"HC.HP.HF"
"1403","sm.HC.HP.HF.37.corsto.1","sm","HC","HP","HF",37,"corsto",10,1,13,13,10,"HC.HP.HF"
"1404","sm.HC.HP.HF.37.rubpar.1","sm","HC","HP","HF",37,"rubpar",16,1,NA,16,16,"HC.HP.HF"
"1405","sm.HC.HP.HF.37.sorsco.1","sm","HC","HP","HF",37,"sorsco",4,1,NA,NA,NA,"HC.HP.HF"
"1406","sm.HC.HP.HF.38.amealn.1","sm","HC","HP","HF",38,"amealn",19,1,34,31,19,"HC.HP.HF"
"1407","sm.HC.HP.HF.38.menfer.1","sm","HC","HP","HF",38,"menfer",37,1,NA,60,37,"HC.HP.HF"
"1408","sm.HC.HP.HF.38.shecan.1","sm","HC","HP","HF",38,"shecan",17,1,28,28,17,"HC.HP.HF"
"1409","sm.HC.HP.HF.38.spipyr.1","sm","HC","HP","HF",38,"spipyr",13,1,NA,13,13,"HC.HP.HF"
"1410","sm.HC.HP.HF.39.acegla.1","sm","HC","HP","HF",39,"acegla",26,1,26,26,26,"HC.HP.HF"
"1411","sm.HC.HP.HF.39.alnvir.1","sm","HC","HP","HF",39,"alnvir",19,1,NA,NA,19,"HC.HP.HF"
"1412","sm.HC.HP.HF.39.spibet.1","sm","HC","HP","HF",39,"spibet",10,1,10,10,10,"HC.HP.HF"
"1413","sm.HC.HP.HF.39.spibet.2","sm","HC","HP","HF",39,"spibet",10,1,10,10,10,"HC.HP.HF"
"1414","sm.HC.HP.HF.4.alninc.1","sm","HC","HP","HF",4,"alninc",16,1,26,23,23,"HC.HP.HF"
"1415","sm.HC.HP.HF.4.amealn.1","sm","HC","HP","HF",4,"amealn",5,1,16,5,5,"HC.HP.HF"
"1416","sm.HC.HP.HF.4.sorsco.1","sm","HC","HP","HF",4,"sorsco",13,1,NA,NA,NA,"HC.HP.HF"
"1417","sm.HC.HP.HF.40.acegla.1","sm","HC","HP","HF",40,"acegla",17,1,34,17,17,"HC.HP.HF"
"1418","sm.HC.HP.HF.40.sorsco.1","sm","HC","HP","HF",40,"sorsco",7,1,NA,NA,NA,"HC.HP.HF"
"1419","sm.HC.HP.HF.40.spipyr.1","sm","HC","HP","HF",40,"spipyr",7,1,7,7,7,"HC.HP.HF"
"1420","sm.HC.HP.HF.40.symalb.1","sm","HC","HP","HF",40,"symalb",13,1,NA,13,13,"HC.HP.HF"
"1421","sm.HC.HP.HF.5.acegla.1","sm","HC","HP","HF",5,"acegla",54,1,NA,NA,NA,"HC.HP.HF"
"1422","sm.HC.HP.HF.5.alnvir.1","sm","HC","HP","HF",5,"alnvir",31,1,NA,42,31,"HC.HP.HF"
"1423","sm.HC.HP.HF.5.corsto.1","sm","HC","HP","HF",5,"corsto",7,1,10,7,7,"HC.HP.HF"
"1424","sm.HC.HP.HF.5.riblac.1","sm","HC","HP","HF",5,"riblac",12,1,22,22,12,"HC.HP.HF"
"1425","sm.HC.HP.HF.6.amealn.1","sm","HC","HP","HF",6,"amealn",7,1,10,8,7,"HC.HP.HF"
"1426","sm.HC.HP.HF.6.loninv.1","sm","HC","HP","HF",6,"loninv",7,1,NA,7,7,"HC.HP.HF"
"1427","sm.HC.HP.HF.6.vibedu.1","sm","HC","HP","HF",6,"vibedu",0,1,NA,3,3,"HC.HP.HF"
"1428","sm.HC.HP.HF.6.vibedu.2","sm","HC","HP","HF",6,"vibedu",3,1,NA,8,3,"HC.HP.HF"
"1429","sm.HC.HP.HF.7.poptre.1","sm","HC","HP","HF",7,"poptre",16,1,34,16,16,"HC.HP.HF"
