"","lab2","population","chill","photo","force","flask","species","tbb","nl","latbb80","latbb50","latbb1","treatment"
"2135","sm.LC.HP.LF.31.loninv.1","sm","LC","HP","LF",31,"loninv",17,1,32,17,17,"LC.HP.LF"
"2136","sm.LC.HP.LF.31.riblac.1","sm","LC","HP","LF",31,"riblac",NA,0,NA,NA,NA,"LC.HP.LF"
"2137","sm.LC.HP.LF.31.riblac.2","sm","LC","HP","LF",31,"riblac",34,1,NA,NA,34,"LC.HP.LF"
"2138","sm.LC.HP.LF.31.shecan.1","sm","LC","HP","LF",31,"shecan",15,1,39,39,15,"LC.HP.LF"
"2139","sm.LC.HP.LF.32.loninv.1","sm","LC","HP","LF",32,"loninv",17,1,17,17,17,"LC.HP.LF"
"2140","sm.LC.HP.LF.32.poptre.1","sm","LC","HP","LF",32,"poptre",NA,0,NA,NA,NA,"LC.HP.LF"
"2141","sm.LC.HP.LF.32.vibedu.1","sm","LC","HP","LF",32,"vibedu",9,1,22,19,15,"LC.HP.LF"
"2142","sm.LC.HP.LF.33.alninc.1","sm","LC","HP","LF",33,"alninc",37,1,48,43,37,"LC.HP.LF"
"2143","sm.LC.HP.LF.33.popbal.1","sm","LC","HP","LF",33,"popbal",37,1,NA,NA,NA,"LC.HP.LF"
"2144","sm.LC.HP.LF.33.spipyr.1","sm","LC","HP","LF",33,"spipyr",75,1,NA,NA,75,"LC.HP.LF"
"2145","sm.LC.HP.LF.33.symalb.1","sm","LC","HP","LF",33,"symalb",75,1,NA,NA,75,"LC.HP.LF"
"2146","sm.LC.HP.LF.34.alnvir.1","sm","LC","HP","LF",34,"alnvir",43,1,57,54,43,"LC.HP.LF"
"2147","sm.LC.HP.LF.34.menfer.1","sm","LC","HP","LF",34,"menfer",NA,0,NA,NA,NA,"LC.HP.LF"
"2148","sm.LC.HP.LF.34.poptre.1","sm","LC","HP","LF",34,"poptre",54,1,NA,NA,NA,"LC.HP.LF"
"2149","sm.LC.HP.LF.34.sorsco.1","sm","LC","HP","LF",34,"sorsco",54,1,54,54,54,"LC.HP.LF"
"2150","sm.LC.HP.LF.35.acegla.1","sm","LC","HP","LF",35,"acegla",NA,0,NA,NA,NA,"LC.HP.LF"
"2151","sm.LC.HP.LF.35.menfer.1","sm","LC","HP","LF",35,"menfer",66,1,NA,NA,66,"LC.HP.LF"
"2152","sm.LC.HP.LF.35.rubpar.1","sm","LC","HP","LF",35,"rubpar",39,1,NA,43,39,"LC.HP.LF"
"2153","sm.LC.HP.LF.35.spipyr.1","sm","LC","HP","LF",35,"spipyr",NA,0,NA,NA,NA,"LC.HP.LF"
"2154","sm.LC.HP.LF.36.corsto.1","sm","LC","HP","LF",36,"corsto",15,1,NA,22,22,"LC.HP.LF"
"2155","sm.LC.HP.LF.36.menfer.1","sm","LC","HP","LF",36,"menfer",69,1,NA,69,69,"LC.HP.LF"
"2156","sm.LC.HP.LF.36.spipyr.1","sm","LC","HP","LF",36,"spipyr",NA,0,NA,NA,NA,"LC.HP.LF"
"2157","sm.LC.HP.LF.36.symalb.1","sm","LC","HP","LF",36,"symalb",NA,0,NA,NA,NA,"LC.HP.LF"
"2158","sm.LC.HP.LF.37.alninc.1","sm","LC","HP","LF",37,"alninc",43,1,49,43,43,"LC.HP.LF"
"2159","sm.LC.HP.LF.37.betpap.1","sm","LC","HP","LF",37,"betpap",32,1,32,32,32,"LC.HP.LF"
"2160","sm.LC.HP.LF.37.menfer.1","sm","LC","HP","LF",37,"menfer",NA,0,NA,NA,NA,"LC.HP.LF"
"2161","sm.LC.HP.LF.37.vacmem.1","sm","LC","HP","LF",37,"vacmem",NA,0,NA,NA,NA,"LC.HP.LF"
"2162","sm.LC.HP.LF.38.alnvir.1","sm","LC","HP","LF",38,"alnvir",60,1,66,63,60,"LC.HP.LF"
"2163","sm.LC.HP.LF.38.alnvir.2","sm","LC","HP","LF",38,"alnvir",39,1,NA,NA,43,"LC.HP.LF"
"2164","sm.LC.HP.LF.38.corsto.1","sm","LC","HP","LF",38,"corsto",15,1,22,19,15,"LC.HP.LF"
"2165","sm.LC.HP.LF.38.vibedu.1","sm","LC","HP","LF",38,"vibedu",15,1,15,15,15,"LC.HP.LF"
"2166","sm.LC.HP.LF.39.corsto.1","sm","LC","HP","LF",39,"corsto",22,1,22,22,22,"LC.HP.LF"
"2167","sm.LC.HP.LF.39.spipyr.1","sm","LC","HP","LF",39,"spipyr",63,1,NA,NA,63,"LC.HP.LF"
"2168","sm.LC.HP.LF.39.symalb.1","sm","LC","HP","LF",39,"symalb",75,1,NA,78,75,"LC.HP.LF"
"2169","sm.LC.HP.LF.39.vibedu.1","sm","LC","HP","LF",39,"vibedu",17,1,17,17,17,"LC.HP.LF"
"2170","sm.LC.HP.LF.4.popbal.1","sm","LC","HP","LF",4,"popbal",61,1,NA,NA,NA,"LC.HP.LF"
"2171","sm.LC.HP.LF.4.poptre.1","sm","LC","HP","LF",4,"poptre",43,1,NA,43,43,"LC.HP.LF"
"2172","sm.LC.HP.LF.4.shecan.1","sm","LC","HP","LF",4,"shecan",37,1,45,43,37,"LC.HP.LF"
"2173","sm.LC.HP.LF.4.vacmem.1","sm","LC","HP","LF",4,"vacmem",32,1,NA,NA,32,"LC.HP.LF"
"2174","sm.LC.HP.LF.40.betpap.1","sm","LC","HP","LF",40,"betpap",43,1,48,48,43,"LC.HP.LF"
"2175","sm.LC.HP.LF.40.corsto.1","sm","LC","HP","LF",40,"corsto",15,1,21,21,21,"LC.HP.LF"
"2176","sm.LC.HP.LF.40.vacmem.1","sm","LC","HP","LF",40,"vacmem",45,1,NA,NA,45,"LC.HP.LF"
"2177","sm.LC.HP.LF.5.betpap.1","sm","LC","HP","LF",5,"betpap",45,1,53,53,53,"LC.HP.LF"
"2178","sm.LC.HP.LF.5.loninv.1","sm","LC","HP","LF",5,"loninv",38,1,NA,NA,NA,"LC.HP.LF"
"2179","sm.LC.HP.LF.5.popbal.1","sm","LC","HP","LF",5,"popbal",45,1,45,45,45,"LC.HP.LF"
"2180","sm.LC.HP.LF.5.spibet.1","sm","LC","HP","LF",5,"spibet",38,1,NA,NA,39,"LC.HP.LF"
"2181","sm.LC.HP.LF.6.betpap.1","sm","LC","HP","LF",6,"betpap",63,1,63,63,63,"LC.HP.LF"
"2182","sm.LC.HP.LF.6.loninv.1","sm","LC","HP","LF",6,"loninv",24,1,39,24,24,"LC.HP.LF"
"2183","sm.LC.HP.LF.6.rubpar.1","sm","LC","HP","LF",6,"rubpar",45,1,61,61,45,"LC.HP.LF"
"2184","sm.LC.HP.LF.6.rubpar.2","sm","LC","HP","LF",6,"rubpar",NA,0,NA,NA,NA,"LC.HP.LF"
"2185","sm.LC.HP.LF.6.shecan.1","sm","LC","HP","LF",6,"shecan",28,1,45,39,32,"LC.HP.LF"
"2186","sm.LC.HP.LF.7.alnvir.1","sm","LC","HP","LF",7,"alnvir",61,1,66,63,61,"LC.HP.LF"
"2187","sm.LC.HP.LF.7.sorsco.1","sm","LC","HP","LF",7,"sorsco",NA,0,NA,NA,NA,"LC.HP.LF"
"2188","sm.LC.HP.LF.7.vacmem.1","sm","LC","HP","LF",7,"vacmem",39,1,NA,NA,39,"LC.HP.LF"
"2189","sm.LC.HP.LF.8.acegla.1","sm","LC","HP","LF",8,"acegla",39,1,NA,45,39,"LC.HP.LF"
"2190","sm.LC.HP.LF.8.menfer.1","sm","LC","HP","LF",8,"menfer",NA,0,NA,NA,NA,"LC.HP.LF"
"2191","sm.LC.HP.LF.8.popbal.1","sm","LC","HP","LF",8,"popbal",39,1,45,43,39,"LC.HP.LF"
"2192","sm.LC.HP.LF.8.popbal.2","sm","LC","HP","LF",8,"popbal",37,1,48,43,37,"LC.HP.LF"
"2193","sm.LC.HP.LF.9.acegla.1","sm","LC","HP","LF",9,"acegla",43,1,NA,57,43,"LC.HP.LF"
"2194","sm.LC.HP.LF.9.popbal.1","sm","LC","HP","LF",9,"popbal",39,1,NA,NA,NA,"LC.HP.LF"
"2195","sm.LC.HP.LF.9.sorsco.1","sm","LC","HP","LF",9,"sorsco",21,1,NA,NA,NA,"LC.HP.LF"
"2196","sm.LC.LP.HF.1.alnvir.1","sm","LC","LP","HF",1,"alnvir",37,1,NA,NA,49,"LC.LP.HF"
"2197","sm.LC.LP.HF.1.amealn.1","sm","LC","LP","HF",1,"amealn",19,1,26,25,19,"LC.LP.HF"
"2198","sm.LC.LP.HF.1.betpap.1","sm","LC","LP","HF",1,"betpap",34,1,57,34,34,"LC.LP.HF"
"2199","sm.LC.LP.HF.1.sorsco.1","sm","LC","LP","HF",1,"sorsco",25,1,NA,NA,37,"LC.LP.HF"
"2200","sm.LC.LP.HF.10.acegla.1","sm","LC","LP","HF",10,"acegla",19,1,NA,19,19,"LC.LP.HF"
"2201","sm.LC.LP.HF.10.poptre.1","sm","LC","LP","HF",10,"poptre",31,1,NA,37,31,"LC.LP.HF"
"2202","sm.LC.LP.HF.10.rubpar.1","sm","LC","LP","HF",10,"rubpar",27,1,NA,NA,NA,"LC.LP.HF"
"2203","sm.LC.LP.HF.10.vacmem.1","sm","LC","LP","HF",10,"vacmem",19,1,NA,29,19,"LC.LP.HF"
"2204","sm.LC.LP.HF.11.acegla.1","sm","LC","LP","HF",11,"acegla",42,1,NA,NA,42,"LC.LP.HF"
"2205","sm.LC.LP.HF.11.betpap.1","sm","LC","LP","HF",11,"betpap",27,1,33,27,27,"LC.LP.HF"
"2206","sm.LC.LP.HF.11.sorsco.1","sm","LC","LP","HF",11,"sorsco",15,1,NA,NA,15,"LC.LP.HF"
"2207","sm.LC.LP.HF.11.symalb.1","sm","LC","LP","HF",11,"symalb",25,1,NA,NA,25,"LC.LP.HF"
"2208","sm.LC.LP.HF.12.alninc.1","sm","LC","LP","HF",12,"alninc",31,1,34,34,31,"LC.LP.HF"
"2209","sm.LC.LP.HF.12.alnvir.1","sm","LC","LP","HF",12,"alnvir",22,1,NA,66,22,"LC.LP.HF"
"2210","sm.LC.LP.HF.12.corsto.1","sm","LC","LP","HF",12,"corsto",9,1,9,9,9,"LC.LP.HF"
"2211","sm.LC.LP.HF.12.spipyr.1","sm","LC","LP","HF",12,"spipyr",15,1,NA,NA,15,"LC.LP.HF"
"2212","sm.LC.LP.HF.13.alnvir.1","sm","LC","LP","HF",13,"alnvir",NA,0,NA,NA,NA,"LC.LP.HF"
"2213","sm.LC.LP.HF.13.poptre.1","sm","LC","LP","HF",13,"poptre",34,1,50,36,34,"LC.LP.HF"
"2214","sm.LC.LP.HF.13.spibet.1","sm","LC","LP","HF",13,"spibet",15,1,19,19,19,"LC.LP.HF"
"2215","sm.LC.LP.HF.13.spibet.2","sm","LC","LP","HF",13,"spibet",9,1,29,22,15,"LC.LP.HF"
"2216","sm.LC.LP.HF.14.poptre.1","sm","LC","LP","HF",14,"poptre",34,1,37,37,37,"LC.LP.HF"
"2217","sm.LC.LP.HF.14.riblac.1","sm","LC","LP","HF",14,"riblac",15,1,NA,19,15,"LC.LP.HF"
"2218","sm.LC.LP.HF.14.spibet.1","sm","LC","LP","HF",14,"spibet",19,1,37,31,19,"LC.LP.HF"
"2219","sm.LC.LP.HF.14.symalb.1","sm","LC","LP","HF",14,"symalb",42,1,NA,NA,42,"LC.LP.HF"
"2220","sm.LC.LP.HF.15.riblac.1","sm","LC","LP","HF",15,"riblac",17,1,NA,NA,NA,"LC.LP.HF"
"2221","sm.LC.LP.HF.15.rubpar.1","sm","LC","LP","HF",15,"rubpar",39,1,NA,NA,39,"LC.LP.HF"
"2222","sm.LC.LP.HF.15.shecan.1","sm","LC","LP","HF",15,"shecan",22,1,29,29,29,"LC.LP.HF"
"2223","sm.LC.LP.HF.15.symalb.1","sm","LC","LP","HF",15,"symalb",31,1,NA,NA,31,"LC.LP.HF"
"2224","sm.LC.LP.HF.16.corsto.1","sm","LC","LP","HF",16,"corsto",15,1,22,19,15,"LC.LP.HF"
"2225","sm.LC.LP.HF.16.menfer.1","sm","LC","LP","HF",16,"menfer",42,1,NA,NA,42,"LC.LP.HF"
"2226","sm.LC.LP.HF.16.vacmem.1","sm","LC","LP","HF",16,"vacmem",17,1,NA,NA,17,"LC.LP.HF"
"2227","sm.LC.LP.HF.17.popbal.1","sm","LC","LP","HF",17,"popbal",29,1,NA,50,29,"LC.LP.HF"
"2228","sm.LC.LP.HF.17.riblac.1","sm","LC","LP","HF",17,"riblac",19,1,NA,60,19,"LC.LP.HF"
"2229","sm.LC.LP.HF.17.shecan.1","sm","LC","LP","HF",17,"shecan",19,1,25,25,19,"LC.LP.HF"
"2230","sm.LC.LP.HF.17.vibedu.1","sm","LC","LP","HF",17,"vibedu",7,1,7,7,7,"LC.LP.HF"
"2231","sm.LC.LP.HF.18.loninv.1","sm","LC","LP","HF",18,"loninv",15,1,46,29,15,"LC.LP.HF"
"2232","sm.LC.LP.HF.18.popbal.1","sm","LC","LP","HF",18,"popbal",25,1,NA,NA,NA,"LC.LP.HF"
"2233","sm.LC.LP.HF.18.shecan.1","sm","LC","LP","HF",18,"shecan",15,1,25,22,15,"LC.LP.HF"
"2234","sm.LC.LP.HF.18.vibedu.1","sm","LC","LP","HF",18,"vibedu",7,1,7,7,7,"LC.LP.HF"
"2235","sm.LC.LP.HF.19.alninc.1","sm","LC","LP","HF",19,"alninc",25,1,25,25,25,"LC.LP.HF"
"2236","sm.LC.LP.HF.19.betpap.1","sm","LC","LP","HF",19,"betpap",25,1,29,25,25,"LC.LP.HF"
"2237","sm.LC.LP.HF.19.poptre.1","sm","LC","LP","HF",19,"poptre",25,1,NA,NA,31,"LC.LP.HF"
"2238","sm.LC.LP.HF.19.spipyr.1","sm","LC","LP","HF",19,"spipyr",19,1,NA,27,19,"LC.LP.HF"
"2239","sm.LC.LP.HF.2.riblac.1","sm","LC","LP","HF",2,"riblac",NA,0,NA,NA,NA,"LC.LP.HF"
"2240","sm.LC.LP.HF.2.shecan.1","sm","LC","LP","HF",2,"shecan",22,1,60,36,24,"LC.LP.HF"
"2241","sm.LC.LP.HF.2.sorsco.1","sm","LC","LP","HF",2,"sorsco",15,1,NA,15,15,"LC.LP.HF"
"2242","sm.LC.LP.HF.2.symalb.1","sm","LC","LP","HF",2,"symalb",78,1,NA,NA,78,"LC.LP.HF"
"2243","sm.LC.LP.HF.2.vacmem.1","sm","LC","LP","HF",2,"vacmem",15,1,29,19,15,"LC.LP.HF"
"2244","sm.LC.LP.HF.20.alnvir.1","sm","LC","LP","HF",20,"alnvir",40,1,NA,NA,50,"LC.LP.HF"
"2245","sm.LC.LP.HF.20.amealn.1","sm","LC","LP","HF",20,"amealn",17,1,31,22,17,"LC.LP.HF"
"2246","sm.LC.LP.HF.20.sorsco.1","sm","LC","LP","HF",20,"sorsco",25,1,NA,NA,NA,"LC.LP.HF"
"2247","sm.LC.LP.HF.21.alnvir.1","sm","LC","LP","HF",21,"alnvir",31,1,NA,53,39,"LC.LP.HF"
"2248","sm.LC.LP.HF.21.popbal.1","sm","LC","LP","HF",21,"popbal",27,1,NA,NA,NA,"LC.LP.HF"
"2249","sm.LC.LP.HF.21.popbal.2","sm","LC","LP","HF",21,"popbal",25,1,25,25,25,"LC.LP.HF"
"2250","sm.LC.LP.HF.21.rubpar.1","sm","LC","LP","HF",21,"rubpar",37,1,NA,37,37,"LC.LP.HF"
"2251","sm.LC.LP.HF.22.alninc.1","sm","LC","LP","HF",22,"alninc",34,1,39,39,36,"LC.LP.HF"
"2252","sm.LC.LP.HF.22.riblac.1","sm","LC","LP","HF",22,"riblac",57,1,NA,NA,57,"LC.LP.HF"
"2253","sm.LC.LP.HF.22.spibet.1","sm","LC","LP","HF",22,"spibet",15,1,NA,19,15,"LC.LP.HF"
"2254","sm.LC.LP.HF.22.vibedu.1","sm","LC","LP","HF",22,"vibedu",4,1,NA,34,4,"LC.LP.HF"
"2255","sm.LC.LP.HF.23.amealn.1","sm","LC","LP","HF",23,"amealn",NA,0,NA,NA,NA,"LC.LP.HF"
"2256","sm.LC.LP.HF.23.rubpar.1","sm","LC","LP","HF",23,"rubpar",17,1,NA,NA,17,"LC.LP.HF"
"2257","sm.LC.LP.HF.23.symalb.1","sm","LC","LP","HF",23,"symalb",NA,0,NA,NA,NA,"LC.LP.HF"
"2258","sm.LC.LP.HF.23.vacmem.1","sm","LC","LP","HF",23,"vacmem",19,1,NA,NA,19,"LC.LP.HF"
"2259","sm.LC.LP.HF.24.betpap.1","sm","LC","LP","HF",24,"betpap",27,1,27,27,27,"LC.LP.HF"
"2260","sm.LC.LP.HF.24.loninv.1","sm","LC","LP","HF",24,"loninv",24,1,NA,NA,24,"LC.LP.HF"
"2261","sm.LC.LP.HF.24.shecan.1","sm","LC","LP","HF",24,"shecan",24,1,31,27,24,"LC.LP.HF"
"2262","sm.LC.LP.HF.24.symalb.1","sm","LC","LP","HF",24,"symalb",NA,0,NA,NA,NA,"LC.LP.HF"
"2263","sm.LC.LP.HF.24.vacmem.1","sm","LC","LP","HF",24,"vacmem",27,1,NA,NA,NA,"LC.LP.HF"
"2264","sm.LC.LP.HF.25.betpap.1","sm","LC","LP","HF",25,"betpap",22,1,25,25,22,"LC.LP.HF"
"2265","sm.LC.LP.HF.25.corsto.1","sm","LC","LP","HF",25,"corsto",9,1,17,15,15,"LC.LP.HF"
"2266","sm.LC.LP.HF.25.riblac.1","sm","LC","LP","HF",25,"riblac",NA,0,NA,NA,NA,"LC.LP.HF"
"2267","sm.LC.LP.HF.25.sorsco.1","sm","LC","LP","HF",25,"sorsco",31,1,NA,NA,NA,"LC.LP.HF"
"2268","sm.LC.LP.HF.26.acegla.1","sm","LC","LP","HF",26,"acegla",78,1,NA,NA,78,"LC.LP.HF"
"2269","sm.LC.LP.HF.26.corsto.1","sm","LC","LP","HF",26,"corsto",15,1,19,19,19,"LC.LP.HF"
"2270","sm.LC.LP.HF.26.menfer.1","sm","LC","LP","HF",26,"menfer",57,1,NA,75,57,"LC.LP.HF"
"2271","sm.LC.LP.HF.26.menfer.2","sm","LC","LP","HF",26,"menfer",57,1,NA,NA,57,"LC.LP.HF"
"2272","sm.LC.LP.HF.27.menfer.1","sm","LC","LP","HF",27,"menfer",40,1,NA,NA,40,"LC.LP.HF"
"2273","sm.LC.LP.HF.27.poptre.1","sm","LC","LP","HF",27,"poptre",21,1,37,29,27,"LC.LP.HF"
"2274","sm.LC.LP.HF.27.shecan.1","sm","LC","LP","HF",27,"shecan",4,1,27,21,19,"LC.LP.HF"
"2275","sm.LC.LP.HF.27.vibedu.1","sm","LC","LP","HF",27,"vibedu",15,1,NA,15,15,"LC.LP.HF"
"2276","sm.LC.LP.HF.28.amealn.1","sm","LC","LP","HF",28,"amealn",17,1,29,27,22,"LC.LP.HF"
"2277","sm.LC.LP.HF.28.amealn.2","sm","LC","LP","HF",28,"amealn",NA,0,NA,NA,NA,"LC.LP.HF"
"2278","sm.LC.LP.HF.28.loninv.1","sm","LC","LP","HF",28,"loninv",15,1,NA,22,15,"LC.LP.HF"
"2279","sm.LC.LP.HF.28.spipyr.1","sm","LC","LP","HF",28,"spipyr",NA,0,NA,NA,NA,"LC.LP.HF"
"2280","sm.LC.LP.HF.28.vibedu.1","sm","LC","LP","HF",28,"vibedu",9,1,NA,15,9,"LC.LP.HF"
"2281","sm.LC.LP.HF.29.acegla.1","sm","LC","LP","HF",29,"acegla",36,1,NA,NA,36,"LC.LP.HF"
"2282","sm.LC.LP.HF.29.alninc.1","sm","LC","LP","HF",29,"alninc",36,1,39,39,39,"LC.LP.HF"
"2283","sm.LC.LP.HF.29.rubpar.1","sm","LC","LP","HF",29,"rubpar",17,1,NA,NA,17,"LC.LP.HF"
"2284","sm.LC.LP.HF.29.spibet.1","sm","LC","LP","HF",29,"spibet",19,1,22,22,19,"LC.LP.HF"
"2285","sm.LC.LP.HF.3.alnvir.1","sm","LC","LP","HF",3,"alnvir",28,1,NA,NA,28,"LC.LP.HF"
"2286","sm.LC.LP.HF.3.loninv.1","sm","LC","LP","HF",3,"loninv",17,1,NA,NA,31,"LC.LP.HF"
"2287","sm.LC.LP.HF.3.rubpar.1","sm","LC","LP","HF",3,"rubpar",24,1,42,24,24,"LC.LP.HF"
"2288","sm.LC.LP.HF.3.vacmem.1","sm","LC","LP","HF",3,"vacmem",22,1,NA,22,22,"LC.LP.HF"
"2289","sm.LC.LP.HF.30.riblac.1","sm","LC","LP","HF",30,"riblac",15,1,NA,NA,NA,"LC.LP.HF"
"2290","sm.LC.LP.HF.30.shecan.1","sm","LC","LP","HF",30,"shecan",15,1,19,15,15,"LC.LP.HF"
"2291","sm.LC.LP.HF.30.spibet.1","sm","LC","LP","HF",30,"spibet",22,1,NA,NA,22,"LC.LP.HF"
"2292","sm.LC.LP.HF.30.symalb.1","sm","LC","LP","HF",30,"symalb",22,1,NA,NA,22,"LC.LP.HF"
"2293","sm.LC.LP.HF.31.acegla.1","sm","LC","LP","HF",31,"acegla",36,1,NA,NA,36,"LC.LP.HF"
"2294","sm.LC.LP.HF.31.sorsco.1","sm","LC","LP","HF",31,"sorsco",25,1,NA,NA,NA,"LC.LP.HF"
"2295","sm.LC.LP.HF.31.spipyr.1","sm","LC","LP","HF",31,"spipyr",25,1,36,25,25,"LC.LP.HF"
"2296","sm.LC.LP.HF.32.alninc.1","sm","LC","LP","HF",32,"alninc",21,1,36,31,31,"LC.LP.HF"
"2297","sm.LC.LP.HF.32.betpap.1","sm","LC","LP","HF",32,"betpap",25,1,25,25,25,"LC.LP.HF"
"2298","sm.LC.LP.HF.32.menfer.1","sm","LC","LP","HF",32,"menfer",40,1,NA,NA,40,"LC.LP.HF"
"2299","sm.LC.LP.HF.33.alnvir.1","sm","LC","LP","HF",33,"alnvir",42,1,NA,NA,42,"LC.LP.HF"
"2300","sm.LC.LP.HF.33.popbal.1","sm","LC","LP","HF",33,"popbal",27,1,34,31,31,"LC.LP.HF"
"2301","sm.LC.LP.HF.33.poptre.1","sm","LC","LP","HF",33,"poptre",34,1,NA,NA,34,"LC.LP.HF"
"2302","sm.LC.LP.HF.33.spipyr.1","sm","LC","LP","HF",33,"spipyr",27,1,36,36,36,"LC.LP.HF"
"2303","sm.LC.LP.HF.34.corsto.1","sm","LC","LP","HF",34,"corsto",19,1,22,22,19,"LC.LP.HF"
"2304","sm.LC.LP.HF.34.loninv.1","sm","LC","LP","HF",34,"loninv",19,1,NA,42,37,"LC.LP.HF"
"2305","sm.LC.LP.HF.34.shecan.1","sm","LC","LP","HF",34,"shecan",19,1,22,22,22,"LC.LP.HF"
"2306","sm.LC.LP.HF.34.vacmem.1","sm","LC","LP","HF",34,"vacmem",NA,0,NA,NA,NA,"LC.LP.HF"
"2307","sm.LC.LP.HF.35.popbal.1","sm","LC","LP","HF",35,"popbal",31,1,39,31,31,"LC.LP.HF"
"2308","sm.LC.LP.HF.35.spibet.1","sm","LC","LP","HF",35,"spibet",9,1,NA,NA,15,"LC.LP.HF"
"2309","sm.LC.LP.HF.35.symalb.1","sm","LC","LP","HF",35,"symalb",NA,0,NA,NA,NA,"LC.LP.HF"
"2310","sm.LC.LP.HF.35.vacmem.1","sm","LC","LP","HF",35,"vacmem",NA,0,NA,NA,NA,"LC.LP.HF"
"2311","sm.LC.LP.HF.36.amealn.1","sm","LC","LP","HF",36,"amealn",31,1,31,31,31,"LC.LP.HF"
"2312","sm.LC.LP.HF.36.poptre.1","sm","LC","LP","HF",36,"poptre",31,1,NA,36,36,"LC.LP.HF"
"2313","sm.LC.LP.HF.36.poptre.2","sm","LC","LP","HF",36,"poptre",31,1,NA,NA,NA,"LC.LP.HF"
"2314","sm.LC.LP.HF.36.vibedu.1","sm","LC","LP","HF",36,"vibedu",15,1,34,15,15,"LC.LP.HF"
"2315","sm.LC.LP.HF.37.loninv.1","sm","LC","LP","HF",37,"loninv",15,1,NA,NA,15,"LC.LP.HF"
"2316","sm.LC.LP.HF.37.menfer.1","sm","LC","LP","HF",37,"menfer",53,1,NA,NA,53,"LC.LP.HF"
"2317","sm.LC.LP.HF.37.shecan.1","sm","LC","LP","HF",37,"shecan",31,1,NA,53,31,"LC.LP.HF"
"2318","sm.LC.LP.HF.37.vibedu.1","sm","LC","LP","HF",37,"vibedu",9,1,NA,NA,15,"LC.LP.HF"
"2319","sm.LC.LP.HF.38.amealn.1","sm","LC","LP","HF",38,"amealn",19,1,40,31,19,"LC.LP.HF"
"2320","sm.LC.LP.HF.38.corsto.1","sm","LC","LP","HF",38,"corsto",15,1,NA,NA,NA,"LC.LP.HF"
"2321","sm.LC.LP.HF.38.shecan.1","sm","LC","LP","HF",38,"shecan",15,1,25,19,15,"LC.LP.HF"
"2322","sm.LC.LP.HF.38.vibedu.1","sm","LC","LP","HF",38,"vibedu",15,1,19,19,15,"LC.LP.HF"
"2323","sm.LC.LP.HF.39.betpap.1","sm","LC","LP","HF",39,"betpap",29,1,29,29,29,"LC.LP.HF"
"2324","sm.LC.LP.HF.39.loninv.1","sm","LC","LP","HF",39,"loninv",24,1,NA,37,24,"LC.LP.HF"
"2325","sm.LC.LP.HF.39.menfer.1","sm","LC","LP","HF",39,"menfer",49,1,NA,NA,49,"LC.LP.HF"
"2326","sm.LC.LP.HF.39.menfer.2","sm","LC","LP","HF",39,"menfer",78,1,NA,NA,78,"LC.LP.HF"
"2327","sm.LC.LP.HF.4.acegla.1","sm","LC","LP","HF",4,"acegla",69,1,NA,NA,69,"LC.LP.HF"
"2328","sm.LC.LP.HF.4.corsto.1","sm","LC","LP","HF",4,"corsto",15,1,19,15,15,"LC.LP.HF"
"2329","sm.LC.LP.HF.4.spipyr.1","sm","LC","LP","HF",4,"spipyr",19,1,NA,22,22,"LC.LP.HF"
"2330","sm.LC.LP.HF.4.spipyr.2","sm","LC","LP","HF",4,"spipyr",15,1,NA,NA,15,"LC.LP.HF"
"2331","sm.LC.LP.HF.40.alninc.1","sm","LC","LP","HF",40,"alninc",34,1,34,34,34,"LC.LP.HF"
"2332","sm.LC.LP.HF.40.alninc.2","sm","LC","LP","HF",40,"alninc",31,1,42,39,34,"LC.LP.HF"
"2333","sm.LC.LP.HF.40.popbal.1","sm","LC","LP","HF",40,"popbal",25,1,27,25,25,"LC.LP.HF"
"2334","sm.LC.LP.HF.40.rubpar.1","sm","LC","LP","HF",40,"rubpar",21,1,21,21,21,"LC.LP.HF"
"2335","sm.LC.LP.HF.5.amealn.1","sm","LC","LP","HF",5,"amealn",15,1,NA,NA,24,"LC.LP.HF"
"2336","sm.LC.LP.HF.5.corsto.1","sm","LC","LP","HF",5,"corsto",15,1,NA,36,22,"LC.LP.HF"
"2337","sm.LC.LP.HF.5.shecan.1","sm","LC","LP","HF",5,"shecan",19,1,40,29,19,"LC.LP.HF"
"2338","sm.LC.LP.HF.5.sorsco.1","sm","LC","LP","HF",5,"sorsco",15,1,NA,NA,NA,"LC.LP.HF"
"2339","sm.LC.LP.HF.5.spipyr.1","sm","LC","LP","HF",5,"spipyr",34,1,NA,NA,34,"LC.LP.HF"
"2340","sm.LC.LP.HF.5.symalb.1","sm","LC","LP","HF",5,"symalb",NA,0,NA,NA,NA,"LC.LP.HF"
"2341","sm.LC.LP.HF.6.alnvir.1","sm","LC","LP","HF",6,"alnvir",78,1,NA,NA,NA,"LC.LP.HF"
"2342","sm.LC.LP.HF.6.amealn.1","sm","LC","LP","HF",6,"amealn",9,1,34,29,15,"LC.LP.HF"
"2343","sm.LC.LP.HF.6.sorsco.1","sm","LC","LP","HF",6,"sorsco",9,1,NA,15,9,"LC.LP.HF"
"2344","sm.LC.LP.HF.7.acegla.1","sm","LC","LP","HF",7,"acegla",81,1,NA,NA,NA,"LC.LP.HF"
"2345","sm.LC.LP.HF.7.popbal.1","sm","LC","LP","HF",7,"popbal",22,1,25,25,22,"LC.LP.HF"
