"lab2","population","treatment","flask","species","tbb","nl","latbb80","latbb50","latbb1"
"sm.HC.LP.LF.6.alnvir.1","sm","HC.LP.LF",6,"alnvir",39,1,46,46,39
"sm.HC.LP.LF.6.sorsco.1","sm","HC.LP.LF",6,"sorsco",20,1,NA,NA,NA
"sm.HC.LP.LF.6.sorsco.2","sm","HC.LP.LF",6,"sorsco",11,1,NA,30,24
"sm.HC.LP.LF.6.symalb.1","sm","HC.LP.LF",6,"symalb",30,1,NA,39,30
"sm.HC.LP.LF.7.acegla.1","sm","HC.LP.LF",7,"acegla",NA,0,NA,NA,NA
"sm.HC.LP.LF.7.poptre.1","sm","HC.LP.LF",7,"poptre",36,1,NA,46,42
"sm.HC.LP.LF.7.riblac.1","sm","HC.LP.LF",7,"riblac",30,1,NA,42,30
"sm.HC.LP.LF.7.symalb.1","sm","HC.LP.LF",7,"symalb",30,1,NA,49,30
"sm.HC.LP.LF.8.corsto.1","sm","HC.LP.LF",8,"corsto",30,1,36,30,30
"sm.HC.LP.LF.8.popbal.1","sm","HC.LP.LF",8,"popbal",30,1,33,33,33
"sm.HC.LP.LF.8.rubpar.1","sm","HC.LP.LF",8,"rubpar",30,1,NA,30,30
"sm.HC.LP.LF.8.vacmem.1","sm","HC.LP.LF",8,"vacmem",30,1,NA,NA,30
"sm.HC.LP.LF.9.acegla.1","sm","HC.LP.LF",9,"acegla",30,1,NA,NA,NA
"sm.HC.LP.LF.9.loninv.1","sm","HC.LP.LF",9,"loninv",20,1,NA,NA,24
"sm.HC.LP.LF.9.menfer.1","sm","HC.LP.LF",9,"menfer",73,1,NA,NA,73
"sm.HC.LP.LF.9.popbal.1","sm","HC.LP.LF",9,"popbal",30,1,30,30,30
"sm.HC.LP.LF.NA.corsto.1","sm","HC.LP.LF",NA,"corsto",NA,0,NA,NA,NA
"sm.LC.HP.HF.1.amealn.1","sm","LC.HP.HF",1,"amealn",17,1,NA,36,23
"sm.LC.HP.HF.1.loninv.1","sm","LC.HP.HF",1,"loninv",19,1,23,19,19
"sm.LC.HP.HF.1.popbal.1","sm","LC.HP.HF",1,"popbal",29,1,31,31,31
"sm.LC.HP.HF.1.shecan.1","sm","LC.HP.HF",1,"shecan",19,1,23,23,19
"sm.LC.HP.HF.10.riblac.1","sm","LC.HP.HF",10,"riblac",16,1,NA,NA,15
"sm.LC.HP.HF.10.rubpar.1","sm","LC.HP.HF",10,"rubpar",NA,0,NA,NA,NA
"sm.LC.HP.HF.10.symalb.1","sm","LC.HP.HF",10,"symalb",NA,0,NA,NA,NA
"sm.LC.HP.HF.11.rubpar.1","sm","LC.HP.HF",11,"rubpar",23,1,NA,23,23
"sm.LC.HP.HF.11.spipyr.1","sm","LC.HP.HF",11,"spipyr",19,1,NA,31,25
"sm.LC.HP.HF.11.vacmem.1","sm","LC.HP.HF",11,"vacmem",15,1,NA,19,15
"sm.LC.HP.HF.12.corsto.1","sm","LC.HP.HF",12,"corsto",15,1,27,19,15
"sm.LC.HP.HF.12.loninv.1","sm","LC.HP.HF",12,"loninv",19,1,NA,NA,23
"sm.LC.HP.HF.12.poptre.1","sm","LC.HP.HF",12,"poptre",31,1,NA,31,31
"sm.LC.HP.HF.12.symalb.1","sm","LC.HP.HF",12,"symalb",NA,0,NA,NA,NA
"sm.LC.HP.HF.13.alnvir.1","sm","LC.HP.HF",13,"alnvir",66,1,NA,75,66
"sm.LC.HP.HF.13.corsto.1","sm","LC.HP.HF",13,"corsto",23,1,25,25,23
"sm.LC.HP.HF.13.rubpar.1","sm","LC.HP.HF",13,"rubpar",NA,0,NA,NA,NA
"sm.LC.HP.HF.14.acegla.1","sm","LC.HP.HF",14,"acegla",17,1,NA,NA,39
"sm.LC.HP.HF.14.alninc.1","sm","LC.HP.HF",14,"alninc",19,1,36,31,19
"sm.LC.HP.HF.14.popbal.1","sm","LC.HP.HF",14,"popbal",17,1,25,25,19
"sm.LC.HP.HF.15.menfer.1","sm","LC.HP.HF",15,"menfer",27,1,NA,50,27
"sm.LC.HP.HF.15.rubpar.1","sm","LC.HP.HF",15,"rubpar",31,1,NA,37,31
"sm.LC.HP.HF.15.shecan.1","sm","LC.HP.HF",15,"shecan",15,1,25,19,15
"sm.LC.HP.HF.15.spipyr.1","sm","LC.HP.HF",15,"spipyr",19,1,46,19,19
"sm.LC.HP.HF.16.alninc.1","sm","LC.HP.HF",16,"alninc",31,1,31,31,31
"sm.LC.HP.HF.16.alnvir.1","sm","LC.HP.HF",16,"alnvir",60,1,NA,NA,63
"sm.LC.HP.HF.16.corsto.1","sm","LC.HP.HF",16,"corsto",9,1,23,15,15
"sm.LC.HP.HF.16.vacmem.1","sm","LC.HP.HF",16,"vacmem",15,1,NA,17,15
"sm.LC.HP.HF.17.popbal.1","sm","LC.HP.HF",17,"popbal",29,1,29,29,29
"sm.LC.HP.HF.17.sorsco.1","sm","LC.HP.HF",17,"sorsco",23,1,23,23,23
"sm.LC.HP.HF.17.spibet.1","sm","LC.HP.HF",17,"spibet",10,1,17,17,10
"sm.LC.HP.HF.17.symalb.1","sm","LC.HP.HF",17,"symalb",53,1,NA,NA,53
"sm.LC.HP.HF.17.vibedu.1","sm","LC.HP.HF",17,"vibedu",10,1,NA,23,10
"sm.LC.HP.HF.18.amealn.1","sm","LC.HP.HF",18,"amealn",23,1,NA,27,23
"sm.LC.HP.HF.18.loninv.1","sm","LC.HP.HF",18,"loninv",42,1,NA,NA,42
"sm.LC.HP.HF.18.sorsco.1","sm","LC.HP.HF",18,"sorsco",23,1,NA,NA,NA
"sm.LC.HP.HF.18.sorsco.2","sm","LC.HP.HF",18,"sorsco",15,1,NA,NA,NA
"sm.LC.HP.HF.18.symalb.1","sm","LC.HP.HF",18,"symalb",57,1,NA,NA,57
"sm.LC.HP.HF.19.acegla.1","sm","LC.HP.HF",19,"acegla",34,1,NA,34,34
"sm.LC.HP.HF.19.poptre.1","sm","LC.HP.HF",19,"poptre",34,1,53,34,34
"sm.LC.HP.HF.19.riblac.1","sm","LC.HP.HF",19,"riblac",42,1,NA,NA,42
"sm.LC.HP.HF.19.spibet.1","sm","LC.HP.HF",19,"spibet",15,1,22,19,15
"sm.LC.HP.HF.2.loninv.1","sm","LC.HP.HF",2,"loninv",15,1,19,17,15
"sm.LC.HP.HF.2.popbal.1","sm","LC.HP.HF",2,"popbal",37,1,50,50,50
"sm.LC.HP.HF.2.riblac.1","sm","LC.HP.HF",2,"riblac",27,1,78,27,27
"sm.LC.HP.HF.2.shecan.1","sm","LC.HP.HF",2,"shecan",27,1,NA,50,27
"sm.LC.HP.HF.20.alnvir.1","sm","LC.HP.HF",20,"alnvir",36,1,40,40,36
"sm.LC.HP.HF.20.betpap.1","sm","LC.HP.HF",20,"betpap",23,1,25,25,25
"sm.LC.HP.HF.20.rubpar.1","sm","LC.HP.HF",20,"rubpar",31,1,NA,36,31
"sm.LC.HP.HF.21.alninc.1","sm","LC.HP.HF",21,"alninc",25,1,66,34,31
"sm.LC.HP.HF.21.amealn.1","sm","LC.HP.HF",21,"amealn",16,1,19,19,16
"sm.LC.HP.HF.21.amealn.2","sm","LC.HP.HF",21,"amealn",16,1,16,16,16
"sm.LC.HP.HF.21.menfer.1","sm","LC.HP.HF",21,"menfer",40,1,NA,53,40
"sm.LC.HP.HF.22.corsto.1","sm","LC.HP.HF",22,"corsto",15,1,19,17,17
"sm.LC.HP.HF.22.riblac.1","sm","LC.HP.HF",22,"riblac",17,1,63,27,17
"sm.LC.HP.HF.22.shecan.1","sm","LC.HP.HF",22,"shecan",17,1,25,22,17
"sm.LC.HP.HF.22.spibet.1","sm","LC.HP.HF",22,"spibet",15,1,22,19,15
"sm.LC.HP.HF.22.spipyr.1","sm","LC.HP.HF",22,"spipyr",15,1,NA,NA,15
"sm.LC.HP.HF.23.alnvir.1","sm","LC.HP.HF",23,"alnvir",NA,0,NA,NA,NA
"sm.LC.HP.HF.23.betpap.1","sm","LC.HP.HF",23,"betpap",22,1,22,22,22
"sm.LC.HP.HF.23.menfer.1","sm","LC.HP.HF",23,"menfer",66,1,NA,NA,66
"sm.LC.HP.HF.24.acegla.1","sm","LC.HP.HF",24,"acegla",60,1,NA,NA,NA
"sm.LC.HP.HF.24.alnvir.1","sm","LC.HP.HF",24,"alnvir",39,1,NA,NA,39
"sm.LC.HP.HF.24.loninv.1","sm","LC.HP.HF",24,"loninv",15,1,NA,NA,19
"sm.LC.HP.HF.24.sorsco.1","sm","LC.HP.HF",24,"sorsco",2,1,NA,NA,NA
"sm.LC.HP.HF.25.poptre.1","sm","LC.HP.HF",25,"poptre",31,1,NA,NA,34
"sm.LC.HP.HF.25.shecan.1","sm","LC.HP.HF",25,"shecan",23,1,53,31,23
"sm.LC.HP.HF.25.spipyr.1","sm","LC.HP.HF",25,"spipyr",16,1,31,31,16
"sm.LC.HP.HF.25.symalb.1","sm","LC.HP.HF",25,"symalb",NA,0,NA,NA,NA
"sm.LC.HP.HF.26.acegla.1","sm","LC.HP.HF",26,"acegla",39,1,46,46,46
"sm.LC.HP.HF.26.acegla.2","sm","LC.HP.HF",26,"acegla",17,1,NA,NA,22
"sm.LC.HP.HF.26.loninv.1","sm","LC.HP.HF",26,"loninv",10,1,NA,10,10
"sm.LC.HP.HF.26.poptre.1","sm","LC.HP.HF",26,"poptre",31,1,NA,NA,31
"sm.LC.HP.HF.27.alninc.1","sm","LC.HP.HF",27,"alninc",31,1,46,36,36
"sm.LC.HP.HF.27.poptre.1","sm","LC.HP.HF",27,"poptre",16,1,NA,36,23
"sm.LC.HP.HF.27.symalb.1","sm","LC.HP.HF",27,"symalb",22,1,NA,NA,22
"sm.LC.HP.HF.28.acegla.1","sm","LC.HP.HF",28,"acegla",25,1,NA,36,36
"sm.LC.HP.HF.28.alninc.1","sm","LC.HP.HF",28,"alninc",36,1,36,36,36
"sm.LC.HP.HF.28.alnvir.1","sm","LC.HP.HF",28,"alnvir",53,1,NA,57,53
"sm.LC.HP.HF.28.poptre.1","sm","LC.HP.HF",28,"poptre",36,1,39,36,36
"sm.LC.HP.HF.29.shecan.1","sm","LC.HP.HF",29,"shecan",19,1,33,23,19
"sm.LC.HP.HF.29.shecan.2","sm","LC.HP.HF",29,"shecan",15,1,23,19,15
"sm.LC.HP.HF.29.spipyr.1","sm","LC.HP.HF",29,"spipyr",15,1,31,31,15
"sm.LC.HP.HF.3.amealn.1","sm","LC.HP.HF",3,"amealn",NA,0,NA,NA,NA
"sm.LC.HP.HF.3.corsto.1","sm","LC.HP.HF",3,"corsto",19,1,23,23,19
"sm.LC.HP.HF.3.menfer.1","sm","LC.HP.HF",3,"menfer",63,1,NA,NA,63
"sm.LC.HP.HF.3.shecan.1","sm","LC.HP.HF",3,"shecan",40,1,NA,NA,42
"sm.LC.HP.HF.3.spibet.1","sm","LC.HP.HF",3,"spibet",15,1,31,19,15
"sm.LC.HP.HF.30.popbal.1","sm","LC.HP.HF",30,"popbal",39,1,NA,NA,39
"sm.LC.HP.HF.30.rubpar.1","sm","LC.HP.HF",30,"rubpar",18,1,NA,NA,19
"sm.LC.HP.HF.30.spipyr.1","sm","LC.HP.HF",30,"spipyr",19,1,NA,NA,19
"sm.LC.HP.HF.30.vacmem.1","sm","LC.HP.HF",30,"vacmem",17,1,NA,29,17
"sm.LC.HP.HF.31.alninc.1","sm","LC.HP.HF",31,"alninc",27,1,46,36,31
"sm.LC.HP.HF.31.amealn.1","sm","LC.HP.HF",31,"amealn",15,1,19,17,15
"sm.LC.HP.HF.31.betpap.1","sm","LC.HP.HF",31,"betpap",31,1,34,31,31
"sm.LC.HP.HF.31.loninv.1","sm","LC.HP.HF",31,"loninv",31,1,NA,NA,31
"sm.LC.HP.HF.32.alnvir.1","sm","LC.HP.HF",32,"alnvir",36,1,NA,81,39
"sm.LC.HP.HF.32.betpap.1","sm","LC.HP.HF",32,"betpap",22,1,25,23,23
"sm.LC.HP.HF.32.popbal.1","sm","LC.HP.HF",32,"popbal",25,1,39,31,25
"sm.LC.HP.HF.32.rubpar.1","sm","LC.HP.HF",32,"rubpar",42,1,NA,NA,42
"sm.LC.HP.HF.33.acegla.1","sm","LC.HP.HF",33,"acegla",40,1,40,40,40
"sm.LC.HP.HF.33.spipyr.1","sm","LC.HP.HF",33,"spipyr",17,1,NA,23,17
"sm.LC.HP.HF.34.alninc.1","sm","LC.HP.HF",34,"alninc",27,1,36,31,27
"sm.LC.HP.HF.34.amealn.1","sm","LC.HP.HF",34,"amealn",15,1,25,25,23
"sm.LC.HP.HF.34.riblac.1","sm","LC.HP.HF",34,"riblac",25,1,NA,NA,25
"sm.LC.HP.HF.34.vibedu.1","sm","LC.HP.HF",34,"vibedu",15,1,NA,34,15
"sm.LC.HP.HF.35.betpap.1","sm","LC.HP.HF",35,"betpap",46,1,49,46,46
"sm.LC.HP.HF.35.menfer.1","sm","LC.HP.HF",35,"menfer",33,1,57,39,33
"sm.LC.HP.HF.35.menfer.2","sm","LC.HP.HF",35,"menfer",27,1,NA,49,27
"sm.LC.HP.HF.35.symalb.1","sm","LC.HP.HF",35,"symalb",53,1,NA,53,53
"sm.LC.HP.HF.36.acegla.1","sm","LC.HP.HF",36,"acegla",NA,0,NA,NA,NA
"sm.LC.HP.HF.36.sorsco.1","sm","LC.HP.HF",36,"sorsco",23,1,NA,NA,NA
"sm.LC.HP.HF.36.vibedu.1","sm","LC.HP.HF",36,"vibedu",7,1,7,7,7
"sm.LC.HP.HF.36.vibedu.2","sm","LC.HP.HF",36,"vibedu",7,1,7,7,7
"sm.LC.HP.HF.37.poptre.1","sm","LC.HP.HF",37,"poptre",29,1,NA,NA,NA
"sm.LC.HP.HF.37.sorsco.1","sm","LC.HP.HF",37,"sorsco",15,1,NA,NA,NA
"sm.LC.HP.HF.37.symalb.1","sm","LC.HP.HF",37,"symalb",NA,0,NA,NA,NA
"sm.LC.HP.HF.37.vibedu.1","sm","LC.HP.HF",37,"vibedu",10,1,NA,10,10
"sm.LC.HP.HF.38.symalb.1","sm","LC.HP.HF",38,"symalb",23,1,NA,NA,23
"sm.LC.HP.HF.38.vacmem.1","sm","LC.HP.HF",38,"vacmem",NA,0,NA,NA,NA
"sm.LC.HP.HF.39.betpap.1","sm","LC.HP.HF",39,"betpap",27,1,34,34,27
"sm.LC.HP.HF.39.menfer.1","sm","LC.HP.HF",39,"menfer",37,1,NA,NA,37
"sm.LC.HP.HF.39.sorsco.1","sm","LC.HP.HF",39,"sorsco",31,1,NA,NA,NA
"sm.LC.HP.HF.39.vacmem.1","sm","LC.HP.HF",39,"vacmem",27,1,NA,NA,27
"sm.LC.HP.HF.4.menfer.1","sm","LC.HP.HF",4,"menfer",46,1,NA,NA,46
"sm.LC.HP.HF.4.popbal.1","sm","LC.HP.HF",4,"popbal",31,1,NA,NA,31
"sm.LC.HP.HF.4.spibet.1","sm","LC.HP.HF",4,"spibet",9,1,NA,46,15
"sm.LC.HP.HF.4.spibet.2","sm","LC.HP.HF",4,"spibet",10,1,39,19,15
"sm.LC.HP.HF.40.alninc.1","sm","LC.HP.HF",40,"alninc",23,1,31,25,25
"sm.LC.HP.HF.40.amealn.1","sm","LC.HP.HF",40,"amealn",19,1,27,19,19
"sm.LC.HP.HF.40.symalb.1","sm","LC.HP.HF",40,"symalb",31,1,NA,31,31
"sm.LC.HP.HF.40.vibedu.1","sm","LC.HP.HF",40,"vibedu",7,1,7,7,7
"sm.LC.HP.HF.5.betpap.1","sm","LC.HP.HF",5,"betpap",22,1,22,22,22
"sm.LC.HP.HF.5.loninv.1","sm","LC.HP.HF",5,"loninv",19,1,34,31,19
"sm.LC.HP.HF.5.spibet.1","sm","LC.HP.HF",5,"spibet",22,1,25,25,22
"sm.LC.HP.HF.5.vibedu.1","sm","LC.HP.HF",5,"vibedu",10,1,NA,19,15
"sm.LC.HP.HF.6.alnvir.1","sm","LC.HP.HF",6,"alnvir",NA,0,NA,NA,NA
"sm.LC.HP.HF.6.sorsco.1","sm","LC.HP.HF",6,"sorsco",19,1,NA,NA,NA
"sm.LC.HP.HF.6.vacmem.1","sm","LC.HP.HF",6,"vacmem",19,1,NA,19,19
"sm.LC.HP.HF.7.corsto.1","sm","LC.HP.HF",7,"corsto",25,1,27,27,25
"sm.LC.HP.HF.7.corsto.2","sm","LC.HP.HF",7,"corsto",15,1,25,19,19
"sm.LC.HP.HF.7.popbal.1","sm","LC.HP.HF",7,"popbal",42,1,NA,NA,42
"sm.LC.HP.HF.7.riblac.1","sm","LC.HP.HF",7,"riblac",19,1,53,42,19
"sm.LC.HP.HF.8.betpap.1","sm","LC.HP.HF",8,"betpap",33,1,37,33,33
"sm.LC.HP.HF.8.corsto.1","sm","LC.HP.HF",8,"corsto",19,1,22,19,19
"sm.LC.HP.HF.8.riblac.1","sm","LC.HP.HF",8,"riblac",19,1,NA,57,19
"sm.LC.HP.HF.8.riblac.2","sm","LC.HP.HF",8,"riblac",19,1,NA,NA,19
"sm.LC.HP.HF.9.poptre.1","sm","LC.HP.HF",9,"poptre",31,1,36,31,31
"sm.LC.HP.HF.9.rubpar.1","sm","LC.HP.HF",9,"rubpar",39,1,NA,39,39
"sm.LC.HP.HF.9.vacmem.1","sm","LC.HP.HF",9,"vacmem",19,1,NA,NA,19
"sm.LC.HP.HF.9.vacmem.2","sm","LC.HP.HF",9,"vacmem",23,1,NA,NA,NA
"sm.LC.HP.LF.1.acegla.1","sm","LC.HP.LF",1,"acegla",75,1,NA,NA,75
"sm.LC.HP.LF.1.corsto.1","sm","LC.HP.LF",1,"corsto",15,1,19,17,17
"sm.LC.HP.LF.1.spibet.1","sm","LC.HP.LF",1,"spibet",39,1,NA,NA,NA
"sm.LC.HP.LF.10.riblac.1","sm","LC.HP.LF",10,"riblac",43,1,NA,NA,43
"sm.LC.HP.LF.10.riblac.2","sm","LC.HP.LF",10,"riblac",NA,0,NA,NA,NA
"sm.LC.HP.LF.10.shecan.1","sm","LC.HP.LF",10,"shecan",39,1,61,46,39
"sm.LC.HP.LF.11.acegla.1","sm","LC.HP.LF",11,"acegla",48,1,63,57,48
"sm.LC.HP.LF.11.alninc.1","sm","LC.HP.LF",11,"alninc",48,1,55,48,48
"sm.LC.HP.LF.11.amealn.1","sm","LC.HP.LF",11,"amealn",22,1,28,28,22
"sm.LC.HP.LF.11.symalb.1","sm","LC.HP.LF",11,"symalb",55,1,NA,NA,55
"sm.LC.HP.LF.12.alninc.1","sm","LC.HP.LF",12,"alninc",31,1,43,43,37
"sm.LC.HP.LF.12.amealn.1","sm","LC.HP.LF",12,"amealn",28,1,43,43,28
"sm.LC.HP.LF.12.sorsco.1","sm","LC.HP.LF",12,"sorsco",NA,0,NA,NA,NA
"sm.LC.HP.LF.12.vibedu.1","sm","LC.HP.LF",12,"vibedu",15,1,22,17,15
"sm.LC.HP.LF.13.betpap.1","sm","LC.HP.LF",13,"betpap",24,1,32,32,26
"sm.LC.HP.LF.13.menfer.1","sm","LC.HP.LF",13,"menfer",69,1,NA,NA,69
"sm.LC.HP.LF.13.rubpar.1","sm","LC.HP.LF",13,"rubpar",26,1,NA,37,26
"sm.LC.HP.LF.13.sorsco.1","sm","LC.HP.LF",13,"sorsco",NA,0,NA,NA,NA
"sm.LC.HP.LF.14.acegla.1","sm","LC.HP.LF",14,"acegla",78,1,NA,NA,78
"sm.LC.HP.LF.14.alnvir.1","sm","LC.HP.LF",14,"alnvir",78,1,NA,NA,78
"sm.LC.HP.LF.14.rubpar.1","sm","LC.HP.LF",14,"rubpar",34,1,45,38,34
"sm.LC.HP.LF.14.rubpar.2","sm","LC.HP.LF",14,"rubpar",34,1,NA,34,34
"sm.LC.HP.LF.15.corsto.1","sm","LC.HP.LF",15,"corsto",22,1,43,26,22
"sm.LC.HP.LF.15.poptre.1","sm","LC.HP.LF",15,"poptre",43,1,48,48,48
"sm.LC.HP.LF.15.symalb.1","sm","LC.HP.LF",15,"symalb",39,1,NA,NA,39
"sm.LC.HP.LF.15.symalb.2","sm","LC.HP.LF",15,"symalb",NA,0,NA,NA,NA
"sm.LC.HP.LF.16.alnvir.1","sm","LC.HP.LF",16,"alnvir",66,1,NA,75,66
"sm.LC.HP.LF.16.riblac.1","sm","LC.HP.LF",16,"riblac",39,1,NA,NA,39
"sm.LC.HP.LF.16.vibedu.1","sm","LC.HP.LF",16,"vibedu",15,1,17,17,15
"sm.LC.HP.LF.17.amealn.1","sm","LC.HP.LF",17,"amealn",28,1,31,31,28
"sm.LC.HP.LF.17.amealn.2","sm","LC.HP.LF",17,"amealn",NA,0,NA,NA,NA
"sm.LC.HP.LF.17.loninv.1","sm","LC.HP.LF",17,"loninv",45,1,NA,NA,45
"sm.LC.HP.LF.17.riblac.1","sm","LC.HP.LF",17,"riblac",24,1,NA,NA,39
"sm.LC.HP.LF.17.shecan.1","sm","LC.HP.LF",17,"shecan",34,1,34,34,34
"sm.LC.HP.LF.17.shecan.2","sm","LC.HP.LF",17,"shecan",NA,0,NA,NA,NA
"sm.LC.HP.LF.17.vibedu.1","sm","LC.HP.LF",17,"vibedu",9,1,15,15,9
"sm.LC.HP.LF.18.acegla.1","sm","LC.HP.LF",18,"acegla",45,1,NA,49,49
"sm.LC.HP.LF.18.acegla.2","sm","LC.HP.LF",18,"acegla",75,1,NA,NA,75
"sm.LC.HP.LF.18.alninc.1","sm","LC.HP.LF",18,"alninc",43,1,49,49,43
"sm.LC.HP.LF.18.sorsco.1","sm","LC.HP.LF",18,"sorsco",2,1,NA,NA,39
"sm.LC.HP.LF.19.loninv.1","sm","LC.HP.LF",19,"loninv",15,1,NA,24,15
"sm.LC.HP.LF.19.riblac.1","sm","LC.HP.LF",19,"riblac",31,1,78,43,31
"sm.LC.HP.LF.19.spibet.1","sm","LC.HP.LF",19,"spibet",26,1,NA,NA,26
"sm.LC.HP.LF.19.spipyr.1","sm","LC.HP.LF",19,"spipyr",55,1,NA,NA,55
"sm.LC.HP.LF.2.amealn.1","sm","LC.HP.LF",2,"amealn",24,1,NA,32,24
"sm.LC.HP.LF.2.poptre.1","sm","LC.HP.LF",2,"poptre",43,1,NA,NA,NA
"sm.LC.HP.LF.2.shecan.1","sm","LC.HP.LF",2,"shecan",26,1,32,28,26
"sm.LC.HP.LF.2.spibet.1","sm","LC.HP.LF",2,"spibet",26,1,NA,32,32
"sm.LC.HP.LF.20.poptre.1","sm","LC.HP.LF",20,"poptre",69,1,NA,69,69
"sm.LC.HP.LF.20.rubpar.1","sm","LC.HP.LF",20,"rubpar",61,1,NA,66,61
"sm.LC.HP.LF.20.spibet.1","sm","LC.HP.LF",20,"spibet",19,1,NA,43,19
"sm.LC.HP.LF.20.spipyr.1","sm","LC.HP.LF",20,"spipyr",24,1,NA,NA,39
"sm.LC.HP.LF.21.alnvir.1","sm","LC.HP.LF",21,"alnvir",57,1,NA,63,61
"sm.LC.HP.LF.21.amealn.1","sm","LC.HP.LF",21,"amealn",28,1,NA,38,31
"sm.LC.HP.LF.21.sorsco.1","sm","LC.HP.LF",21,"sorsco",NA,0,NA,NA,NA
"sm.LC.HP.LF.22.corsto.1","sm","LC.HP.LF",22,"corsto",21,1,NA,21,21
"sm.LC.HP.LF.22.loninv.1","sm","LC.HP.LF",22,"loninv",66,1,NA,NA,NA
"sm.LC.HP.LF.22.menfer.1","sm","LC.HP.LF",22,"menfer",75,1,NA,NA,75
"sm.LC.HP.LF.22.popbal.1","sm","LC.HP.LF",22,"popbal",61,1,61,61,61
"sm.LC.HP.LF.23.riblac.1","sm","LC.HP.LF",23,"riblac",NA,0,NA,NA,NA
"sm.LC.HP.LF.23.spibet.1","sm","LC.HP.LF",23,"spibet",24,1,NA,78,24
"sm.LC.HP.LF.23.spipyr.1","sm","LC.HP.LF",23,"spipyr",19,1,NA,NA,19
"sm.LC.HP.LF.23.vibedu.1","sm","LC.HP.LF",23,"vibedu",15,1,NA,NA,15
"sm.LC.HP.LF.24.betpap.1","sm","LC.HP.LF",24,"betpap",32,1,32,32,32
"sm.LC.HP.LF.24.sorsco.1","sm","LC.HP.LF",24,"sorsco",22,1,NA,NA,NA
"sm.LC.HP.LF.24.sorsco.2","sm","LC.HP.LF",24,"sorsco",38,1,NA,NA,38
"sm.LC.HP.LF.24.vibedu.1","sm","LC.HP.LF",24,"vibedu",15,1,17,17,15
"sm.LC.HP.LF.25.popbal.1","sm","LC.HP.LF",25,"popbal",60,1,NA,NA,NA
"sm.LC.HP.LF.25.poptre.1","sm","LC.HP.LF",25,"poptre",43,1,NA,NA,NA
"sm.LC.HP.LF.25.shecan.1","sm","LC.HP.LF",25,"shecan",46,1,NA,NA,46
"sm.LC.HP.LF.25.spibet.1","sm","LC.HP.LF",25,"spibet",39,1,39,39,39
"sm.LC.HP.LF.26.amealn.1","sm","LC.HP.LF",26,"amealn",24,1,28,28,28
"sm.LC.HP.LF.26.betpap.1","sm","LC.HP.LF",26,"betpap",49,1,57,54,54
"sm.LC.HP.LF.26.rubpar.1","sm","LC.HP.LF",26,"rubpar",45,1,NA,NA,45
"sm.LC.HP.LF.26.vacmem.1","sm","LC.HP.LF",26,"vacmem",43,1,NA,NA,43
"sm.LC.HP.LF.27.alnvir.1","sm","LC.HP.LF",27,"alnvir",61,1,69,66,61
"sm.LC.HP.LF.27.amealn.1","sm","LC.HP.LF",27,"amealn",22,1,49,32,22
"sm.LC.HP.LF.27.sorsco.1","sm","LC.HP.LF",27,"sorsco",26,1,32,26,26
"sm.LC.HP.LF.27.vacmem.1","sm","LC.HP.LF",27,"vacmem",37,1,NA,NA,37
"sm.LC.HP.LF.28.alninc.1","sm","LC.HP.LF",28,"alninc",39,1,43,39,39
"sm.LC.HP.LF.28.corsto.1","sm","LC.HP.LF",28,"corsto",28,1,34,31,28
"sm.LC.HP.LF.28.sorsco.1","sm","LC.HP.LF",28,"sorsco",39,1,39,39,39
"sm.LC.HP.LF.28.sorsco.2","sm","LC.HP.LF",28,"sorsco",15,1,NA,15,15
"sm.LC.HP.LF.28.spibet.1","sm","LC.HP.LF",28,"spibet",NA,0,NA,NA,NA
"sm.LC.HP.LF.29.alninc.1","sm","LC.HP.LF",29,"alninc",43,1,43,43,43
"sm.LC.HP.LF.29.symalb.1","sm","LC.HP.LF",29,"symalb",53,1,NA,NA,53
"sm.LC.HP.LF.29.vacmem.1","sm","LC.HP.LF",29,"vacmem",26,1,NA,NA,26
"sm.LC.HP.LF.29.vacmem.2","sm","LC.HP.LF",29,"vacmem",26,1,NA,NA,32
"sm.LC.HP.LF.3.betpap.1","sm","LC.HP.LF",3,"betpap",39,1,45,45,39
"sm.LC.HP.LF.3.loninv.1","sm","LC.HP.LF",3,"loninv",57,1,NA,61,57
"sm.LC.HP.LF.3.menfer.1","sm","LC.HP.LF",3,"menfer",NA,0,NA,NA,NA
"sm.LC.HP.LF.3.symalb.1","sm","LC.HP.LF",3,"symalb",78,1,NA,NA,78
"sm.LC.HP.LF.30.alninc.1","sm","LC.HP.LF",30,"alninc",32,1,55,39,37
"sm.LC.HP.LF.30.amealn.1","sm","LC.HP.LF",30,"amealn",37,1,NA,45,37
"sm.LC.HP.LF.30.poptre.1","sm","LC.HP.LF",30,"poptre",26,1,NA,81,26
"sm.LC.HP.LF.30.spipyr.1","sm","LC.HP.LF",30,"spipyr",37,1,NA,NA,55
"sm.LC.HP.LF.31.loninv.1","sm","LC.HP.LF",31,"loninv",17,1,32,17,17
"sm.LC.HP.LF.31.riblac.1","sm","LC.HP.LF",31,"riblac",NA,0,NA,NA,NA
"sm.LC.HP.LF.31.riblac.2","sm","LC.HP.LF",31,"riblac",34,1,NA,NA,34
"sm.LC.HP.LF.31.shecan.1","sm","LC.HP.LF",31,"shecan",15,1,39,39,15
"sm.LC.HP.LF.32.loninv.1","sm","LC.HP.LF",32,"loninv",17,1,17,17,17
