"lab2","population","treatment","flask","species","tbb","nl","latbb80","latbb50","latbb1"
"mp.HC.LP.LF.21.shecan.1","mp","HC.LP.LF",21,"shecan",30,1,NA,30,30
"mp.HC.LP.LF.21.vacmem.1","mp","HC.LP.LF",21,"vacmem",20,1,NA,NA,20
"mp.HC.LP.LF.21.vibedu.1","mp","HC.LP.LF",21,"vibedu",16,1,24,16,16
"mp.HC.LP.LF.22.acegla.1","mp","HC.LP.LF",22,"acegla",30,1,NA,NA,NA
"mp.HC.LP.LF.22.alninc.1","mp","HC.LP.LF",22,"alninc",24,1,NA,NA,NA
"mp.HC.LP.LF.22.sorsco.1","mp","HC.LP.LF",22,"sorsco",11,1,NA,NA,NA
"mp.HC.LP.LF.22.spipyr.1","mp","HC.LP.LF",22,"spipyr",20,1,NA,30,20
"mp.HC.LP.LF.23.rubpar.1","mp","HC.LP.LF",23,"rubpar",30,1,NA,30,30
"mp.HC.LP.LF.23.samrac.1","mp","HC.LP.LF",23,"samrac",30,1,42,30,30
"mp.HC.LP.LF.23.symalb.1","mp","HC.LP.LF",23,"symalb",20,1,NA,36,20
"mp.HC.LP.LF.23.symalb.2","mp","HC.LP.LF",23,"symalb",13,1,NA,39,13
"mp.HC.LP.LF.24.popbal.1","mp","HC.LP.LF",24,"popbal",30,1,NA,NA,NA
"mp.HC.LP.LF.24.popbal.2","mp","HC.LP.LF",24,"popbal",30,1,NA,NA,NA
"mp.HC.LP.LF.24.samrac.1","mp","HC.LP.LF",24,"samrac",13,1,30,30,13
"mp.HC.LP.LF.24.spibet.1","mp","HC.LP.LF",24,"spibet",11,1,NA,11,11
"mp.HC.LP.LF.25.alninc.1","mp","HC.LP.LF",25,"alninc",30,1,30,30,30
"mp.HC.LP.LF.25.menfer.1","mp","HC.LP.LF",25,"menfer",42,1,NA,82,42
"mp.HC.LP.LF.25.samrac.1","mp","HC.LP.LF",25,"samrac",33,1,NA,NA,NA
"mp.HC.LP.LF.25.symalb.1","mp","HC.LP.LF",25,"symalb",33,1,NA,42,33
"mp.HC.LP.LF.26.menfer.1","mp","HC.LP.LF",26,"menfer",43,1,49,46,43
"mp.HC.LP.LF.26.poptre.1","mp","HC.LP.LF",26,"poptre",52,1,NA,NA,NA
"mp.HC.LP.LF.26.rhoalb.1","mp","HC.LP.LF",26,"rhoalb",30,1,NA,NA,30
"mp.HC.LP.LF.26.samrac.1","mp","HC.LP.LF",26,"samrac",49,1,NA,NA,NA
"mp.HC.LP.LF.27.acegla.1","mp","HC.LP.LF",27,"acegla",84,1,NA,NA,84
"mp.HC.LP.LF.27.loninv.1","mp","HC.LP.LF",27,"loninv",11,1,NA,NA,NA
"mp.HC.LP.LF.27.riblac.1","mp","HC.LP.LF",27,"riblac",52,1,NA,NA,52
"mp.HC.LP.LF.27.symalb.1","mp","HC.LP.LF",27,"symalb",13,1,NA,13,13
"mp.HC.LP.LF.28.acegla.1","mp","HC.LP.LF",28,"acegla",43,1,NA,NA,NA
"mp.HC.LP.LF.28.alninc.1","mp","HC.LP.LF",28,"alninc",24,1,NA,NA,NA
"mp.HC.LP.LF.28.rhoalb.1","mp","HC.LP.LF",28,"rhoalb",5,1,NA,NA,NA
"mp.HC.LP.LF.28.spipyr.1","mp","HC.LP.LF",28,"spipyr",24,1,NA,NA,24
"mp.HC.LP.LF.29.loninv.1","mp","HC.LP.LF",29,"loninv",NA,0,NA,NA,NA
"mp.HC.LP.LF.29.poptre.1","mp","HC.LP.LF",29,"poptre",39,1,NA,NA,NA
"mp.HC.LP.LF.29.vibedu.1","mp","HC.LP.LF",29,"vibedu",16,1,NA,20,16
"mp.HC.LP.LF.29.vibedu.2","mp","HC.LP.LF",29,"vibedu",13,1,20,20,13
"mp.HC.LP.LF.3.acegla.1","mp","HC.LP.LF",3,"acegla",42,1,73,73,73
"mp.HC.LP.LF.3.popbal.1","mp","HC.LP.LF",3,"popbal",42,1,46,42,42
"mp.HC.LP.LF.3.sorsco.1","mp","HC.LP.LF",3,"sorsco",24,1,NA,NA,NA
"mp.HC.LP.LF.3.sorsco.2","mp","HC.LP.LF",3,"sorsco",24,1,NA,NA,NA
"mp.HC.LP.LF.30.poptre.1","mp","HC.LP.LF",30,"poptre",52,1,NA,NA,52
"mp.HC.LP.LF.30.rhoalb.1","mp","HC.LP.LF",30,"rhoalb",11,1,NA,NA,16
"mp.HC.LP.LF.30.riblac.1","mp","HC.LP.LF",30,"riblac",58,1,NA,NA,58
"mp.HC.LP.LF.30.spipyr.1","mp","HC.LP.LF",30,"spipyr",16,1,NA,16,16
"mp.HC.LP.LF.31.alninc.1","mp","HC.LP.LF",31,"alninc",24,1,30,30,30
"mp.HC.LP.LF.31.corsto.1","mp","HC.LP.LF",31,"corsto",20,1,30,20,20
"mp.HC.LP.LF.31.loninv.1","mp","HC.LP.LF",31,"loninv",20,1,20,20,20
"mp.HC.LP.LF.31.vacmem.1","mp","HC.LP.LF",31,"vacmem",24,1,NA,NA,24
"mp.HC.LP.LF.32.loninv.1","mp","HC.LP.LF",32,"loninv",13,1,NA,NA,NA
"mp.HC.LP.LF.32.riblac.1","mp","HC.LP.LF",32,"riblac",24,1,NA,NA,NA
"mp.HC.LP.LF.32.symalb.1","mp","HC.LP.LF",32,"symalb",20,1,NA,30,20
"mp.HC.LP.LF.32.vacmem.1","mp","HC.LP.LF",32,"vacmem",24,1,NA,NA,24
"mp.HC.LP.LF.33.acegla.1","mp","HC.LP.LF",33,"acegla",0,1,NA,NA,NA
"mp.HC.LP.LF.33.alnvir.1","mp","HC.LP.LF",33,"alnvir",55,1,58,55,55
"mp.HC.LP.LF.33.amealn.1","mp","HC.LP.LF",33,"amealn",24,1,24,24,24
"mp.HC.LP.LF.33.vibedu.1","mp","HC.LP.LF",33,"vibedu",20,1,30,24,20
"mp.HC.LP.LF.34.alnvir.1","mp","HC.LP.LF",34,"alnvir",52,1,64,55,52
"mp.HC.LP.LF.34.amealn.1","mp","HC.LP.LF",34,"amealn",11,1,11,11,11
"mp.HC.LP.LF.34.vacmem.1","mp","HC.LP.LF",34,"vacmem",24,1,NA,NA,24
"mp.HC.LP.LF.34.vibedu.1","mp","HC.LP.LF",34,"vibedu",13,1,NA,24,13
"mp.HC.LP.LF.35.alnvir.1","mp","HC.LP.LF",35,"alnvir",42,1,NA,61,42
"mp.HC.LP.LF.35.sorsco.1","mp","HC.LP.LF",35,"sorsco",13,1,NA,NA,NA
"mp.HC.LP.LF.35.spibet.1","mp","HC.LP.LF",35,"spibet",33,1,NA,NA,33
"mp.HC.LP.LF.35.vacmem.1","mp","HC.LP.LF",35,"vacmem",16,1,NA,24,16
"mp.HC.LP.LF.36.amealn.1","mp","HC.LP.LF",36,"amealn",13,1,20,20,13
"mp.HC.LP.LF.36.menfer.1","mp","HC.LP.LF",36,"menfer",NA,0,NA,NA,NA
"mp.HC.LP.LF.36.popbal.1","mp","HC.LP.LF",36,"popbal",33,1,NA,NA,NA
"mp.HC.LP.LF.36.rubpar.1","mp","HC.LP.LF",36,"rubpar",4,1,NA,30,24
"mp.HC.LP.LF.37.amealn.1","mp","HC.LP.LF",37,"amealn",11,1,13,13,11
"mp.HC.LP.LF.37.shecan.1","mp","HC.LP.LF",37,"shecan",30,1,61,39,30
"mp.HC.LP.LF.37.sorsco.1","mp","HC.LP.LF",37,"sorsco",24,1,24,24,24
"mp.HC.LP.LF.37.spibet.1","mp","HC.LP.LF",37,"spibet",30,1,NA,NA,30
"mp.HC.LP.LF.38.alnvir.1","mp","HC.LP.LF",38,"alnvir",55,1,61,61,58
"mp.HC.LP.LF.38.corsto.1","mp","HC.LP.LF",38,"corsto",16,1,NA,16,16
"mp.HC.LP.LF.38.corsto.2","mp","HC.LP.LF",38,"corsto",NA,0,NA,NA,NA
"mp.HC.LP.LF.38.popbal.1","mp","HC.LP.LF",38,"popbal",NA,0,NA,NA,NA
"mp.HC.LP.LF.39.menfer.1","mp","HC.LP.LF",39,"menfer",39,1,NA,NA,39
"mp.HC.LP.LF.39.poptre.1","mp","HC.LP.LF",39,"poptre",39,1,NA,NA,NA
"mp.HC.LP.LF.39.samrac.1","mp","HC.LP.LF",39,"samrac",11,1,NA,NA,NA
"mp.HC.LP.LF.39.spibet.1","mp","HC.LP.LF",39,"spibet",20,1,NA,20,20
"mp.HC.LP.LF.4.alnvir.1","mp","HC.LP.LF",4,"alnvir",55,1,63,63,58
"mp.HC.LP.LF.4.corsto.1","mp","HC.LP.LF",4,"corsto",11,1,13,13,11
"mp.HC.LP.LF.4.rhoalb.1","mp","HC.LP.LF",4,"rhoalb",30,1,NA,NA,39
"mp.HC.LP.LF.4.vacmem.1","mp","HC.LP.LF",4,"vacmem",20,1,NA,NA,20
"mp.HC.LP.LF.40.loninv.1","mp","HC.LP.LF",40,"loninv",13,1,NA,58,30
"mp.HC.LP.LF.40.menfer.1","mp","HC.LP.LF",40,"menfer",36,1,NA,NA,36
"mp.HC.LP.LF.40.riblac.1","mp","HC.LP.LF",40,"riblac",84,1,NA,NA,84
"mp.HC.LP.LF.40.spipyr.1","mp","HC.LP.LF",40,"spipyr",33,1,NA,NA,NA
"mp.HC.LP.LF.5.poptre.1","mp","HC.LP.LF",5,"poptre",36,1,NA,NA,NA
"mp.HC.LP.LF.5.shecan.1","mp","HC.LP.LF",5,"shecan",30,1,39,39,30
"mp.HC.LP.LF.5.shecan.2","mp","HC.LP.LF",5,"shecan",24,1,73,33,24
"mp.HC.LP.LF.5.symalb.1","mp","HC.LP.LF",5,"symalb",20,1,33,30,20
"mp.HC.LP.LF.6.menfer.1","mp","HC.LP.LF",6,"menfer",36,1,NA,NA,36
"mp.HC.LP.LF.6.sorsco.1","mp","HC.LP.LF",6,"sorsco",20,1,NA,NA,NA
"mp.HC.LP.LF.6.spipyr.1","mp","HC.LP.LF",6,"spipyr",20,1,NA,NA,20
"mp.HC.LP.LF.6.spipyr.2","mp","HC.LP.LF",6,"spipyr",24,1,NA,NA,24
"mp.HC.LP.LF.7.menfer.1","mp","HC.LP.LF",7,"menfer",49,1,NA,NA,49
"mp.HC.LP.LF.7.popbal.1","mp","HC.LP.LF",7,"popbal",30,1,NA,NA,NA
"mp.HC.LP.LF.7.sorsco.1","mp","HC.LP.LF",7,"sorsco",24,1,NA,30,24
"mp.HC.LP.LF.7.vacmem.1","mp","HC.LP.LF",7,"vacmem",36,1,NA,NA,36
"mp.HC.LP.LF.8.loninv.1","mp","HC.LP.LF",8,"loninv",20,1,NA,NA,36
"mp.HC.LP.LF.8.riblac.1","mp","HC.LP.LF",8,"riblac",NA,0,NA,NA,NA
"mp.HC.LP.LF.8.shecan.1","mp","HC.LP.LF",8,"shecan",30,1,39,36,30
"mp.HC.LP.LF.8.spipyr.1","mp","HC.LP.LF",8,"spipyr",20,1,NA,NA,20
"mp.HC.LP.LF.9.amealn.1","mp","HC.LP.LF",9,"amealn",11,1,NA,13,13
"mp.HC.LP.LF.9.loninv.1","mp","HC.LP.LF",9,"loninv",20,1,NA,NA,NA
"mp.HC.LP.LF.9.spibet.1","mp","HC.LP.LF",9,"spibet",43,1,NA,NA,43
"mp.HC.LP.LF.9.spipyr.1","mp","HC.LP.LF",9,"spipyr",20,1,NA,NA,20
"mp.LC.HP.HF.1.amealn.1","mp","LC.HP.HF",1,"amealn",19,1,23,23,23
"mp.LC.HP.HF.1.menfer.1","mp","LC.HP.HF",1,"menfer",25,1,27,27,25
"mp.LC.HP.HF.1.poptre.1","mp","LC.HP.HF",1,"poptre",46,1,NA,NA,NA
"mp.LC.HP.HF.1.symalb.1","mp","LC.HP.HF",1,"symalb",31,1,NA,NA,31
"mp.LC.HP.HF.10.alnvir.1","mp","LC.HP.HF",10,"alnvir",23,1,NA,NA,15
"mp.LC.HP.HF.10.loninv.1","mp","LC.HP.HF",10,"loninv",23,1,NA,NA,23
"mp.LC.HP.HF.10.menfer.1","mp","LC.HP.HF",10,"menfer",31,1,NA,NA,31
"mp.LC.HP.HF.10.spipyr.1","mp","LC.HP.HF",10,"spipyr",19,1,27,27,19
"mp.LC.HP.HF.11.acegla.1","mp","LC.HP.HF",11,"acegla",NA,0,NA,NA,NA
"mp.LC.HP.HF.11.alninc.1","mp","LC.HP.HF",11,"alninc",27,1,27,27,27
"mp.LC.HP.HF.11.amealn.1","mp","LC.HP.HF",11,"amealn",22,1,31,31,31
"mp.LC.HP.HF.11.vacmem.1","mp","LC.HP.HF",11,"vacmem",15,1,NA,19,17
"mp.LC.HP.HF.12.poptre.1","mp","LC.HP.HF",12,"poptre",29,1,37,33,29
"mp.LC.HP.HF.12.riblac.1","mp","LC.HP.HF",12,"riblac",19,1,NA,NA,19
"mp.LC.HP.HF.12.sorsco.1","mp","LC.HP.HF",12,"sorsco",19,1,NA,NA,27
"mp.LC.HP.HF.12.spipyr.1","mp","LC.HP.HF",12,"spipyr",29,1,29,29,29
"mp.LC.HP.HF.13.alninc.1","mp","LC.HP.HF",13,"alninc",31,1,36,36,31
"mp.LC.HP.HF.13.loninv.1","mp","LC.HP.HF",13,"loninv",40,1,NA,NA,40
"mp.LC.HP.HF.13.popbal.1","mp","LC.HP.HF",13,"popbal",23,1,36,27,23
"mp.LC.HP.HF.13.vacmem.1","mp","LC.HP.HF",13,"vacmem",19,1,NA,NA,19
"mp.LC.HP.HF.14.rhoalb.1","mp","LC.HP.HF",14,"rhoalb",15,1,NA,NA,22
"mp.LC.HP.HF.14.sorsco.1","mp","LC.HP.HF",14,"sorsco",17,1,NA,22,17
"mp.LC.HP.HF.14.symalb.1","mp","LC.HP.HF",14,"symalb",19,1,19,19,19
"mp.LC.HP.HF.14.vibedu.1","mp","LC.HP.HF",14,"vibedu",22,1,NA,NA,22
"mp.LC.HP.HF.15.amealn.1","mp","LC.HP.HF",15,"amealn",25,1,NA,31,25
"mp.LC.HP.HF.15.menfer.1","mp","LC.HP.HF",15,"menfer",NA,0,NA,NA,NA
"mp.LC.HP.HF.15.rhoalb.1","mp","LC.HP.HF",15,"rhoalb",19,1,NA,NA,NA
"mp.LC.HP.HF.15.samrac.1","mp","LC.HP.HF",15,"samrac",31,1,NA,NA,NA
"mp.LC.HP.HF.16.corsto.1","mp","LC.HP.HF",16,"corsto",9,1,10,10,10
"mp.LC.HP.HF.16.rhoalb.1","mp","LC.HP.HF",16,"rhoalb",19,1,NA,NA,NA
"mp.LC.HP.HF.16.riblac.1","mp","LC.HP.HF",16,"riblac",17,1,NA,NA,19
"mp.LC.HP.HF.16.spibet.1","mp","LC.HP.HF",16,"spibet",23,1,NA,NA,NA
"mp.LC.HP.HF.17.alninc.1","mp","LC.HP.HF",17,"alninc",25,1,31,31,25
"mp.LC.HP.HF.17.amealn.1","mp","LC.HP.HF",17,"amealn",19,1,34,27,22
"mp.LC.HP.HF.17.sorsco.1","mp","LC.HP.HF",17,"sorsco",22,1,NA,22,22
"mp.LC.HP.HF.17.vibedu.1","mp","LC.HP.HF",17,"vibedu",15,1,NA,NA,NA
"mp.LC.HP.HF.18.loninv.1","mp","LC.HP.HF",18,"loninv",NA,0,NA,NA,NA
"mp.LC.HP.HF.18.riblac.1","mp","LC.HP.HF",18,"riblac",15,1,NA,NA,15
"mp.LC.HP.HF.18.spipyr.1","mp","LC.HP.HF",18,"spipyr",15,1,31,23,17
"mp.LC.HP.HF.18.spipyr.2","mp","LC.HP.HF",18,"spipyr",17,1,NA,19,17
"mp.LC.HP.HF.19.acegla.1","mp","LC.HP.HF",19,"acegla",NA,0,NA,NA,NA
"mp.LC.HP.HF.19.alnvir.1","mp","LC.HP.HF",19,"alnvir",49,1,53,53,49
"mp.LC.HP.HF.19.alnvir.2","mp","LC.HP.HF",19,"alnvir",57,1,63,63,63
"mp.LC.HP.HF.19.samrac.1","mp","LC.HP.HF",19,"samrac",46,1,NA,49,49
"mp.LC.HP.HF.2.loninv.1","mp","LC.HP.HF",2,"loninv",10,1,NA,NA,10
"mp.LC.HP.HF.2.menfer.1","mp","LC.HP.HF",2,"menfer",40,1,NA,NA,40
"mp.LC.HP.HF.2.poptre.1","mp","LC.HP.HF",2,"poptre",22,1,25,25,22
"mp.LC.HP.HF.2.spibet.1","mp","LC.HP.HF",2,"spibet",15,1,25,17,15
"mp.LC.HP.HF.20.acegla.1","mp","LC.HP.HF",20,"acegla",NA,0,NA,NA,NA
"mp.LC.HP.HF.20.rhoalb.1","mp","LC.HP.HF",20,"rhoalb",15,1,NA,NA,19
"mp.LC.HP.HF.20.riblac.1","mp","LC.HP.HF",20,"riblac",19,1,NA,NA,19
"mp.LC.HP.HF.20.sorsco.1","mp","LC.HP.HF",20,"sorsco",NA,0,NA,NA,NA
"mp.LC.HP.HF.20.spibet.1","mp","LC.HP.HF",20,"spibet",37,1,NA,NA,37
"mp.LC.HP.HF.21.acegla.1","mp","LC.HP.HF",21,"acegla",42,1,NA,NA,42
"mp.LC.HP.HF.21.menfer.1","mp","LC.HP.HF",21,"menfer",23,1,27,23,23
"mp.LC.HP.HF.21.rhoalb.1","mp","LC.HP.HF",21,"rhoalb",16,1,NA,19,19
"mp.LC.HP.HF.21.spipyr.1","mp","LC.HP.HF",21,"spipyr",15,1,NA,15,15
"mp.LC.HP.HF.22.acegla.1","mp","LC.HP.HF",22,"acegla",57,1,NA,NA,57
"mp.LC.HP.HF.22.alninc.1","mp","LC.HP.HF",22,"alninc",36,1,42,36,36
"mp.LC.HP.HF.22.alninc.2","mp","LC.HP.HF",22,"alninc",22,1,25,22,22
"mp.LC.HP.HF.22.spibet.1","mp","LC.HP.HF",22,"spibet",16,1,25,22,22
"mp.LC.HP.HF.23.alnvir.1","mp","LC.HP.HF",23,"alnvir",49,1,NA,NA,60
"mp.LC.HP.HF.23.popbal.1","mp","LC.HP.HF",23,"popbal",27,1,31,27,27
"mp.LC.HP.HF.23.rhoalb.1","mp","LC.HP.HF",23,"rhoalb",16,1,NA,NA,19
"mp.LC.HP.HF.23.vacmem.1","mp","LC.HP.HF",23,"vacmem",25,1,NA,53,25
"mp.LC.HP.HF.24.poptre.1","mp","LC.HP.HF",24,"poptre",53,1,NA,NA,NA
"mp.LC.HP.HF.24.sorsco.1","mp","LC.HP.HF",24,"sorsco",19,1,NA,NA,NA
"mp.LC.HP.HF.24.symalb.1","mp","LC.HP.HF",24,"symalb",40,1,NA,NA,40
"mp.LC.HP.HF.24.vacmem.1","mp","LC.HP.HF",24,"vacmem",19,1,NA,NA,19
"mp.LC.HP.HF.25.alninc.1","mp","LC.HP.HF",25,"alninc",27,1,31,27,27
"mp.LC.HP.HF.25.amealn.1","mp","LC.HP.HF",25,"amealn",16,1,25,23,16
"mp.LC.HP.HF.25.corsto.1","mp","LC.HP.HF",25,"corsto",15,1,27,16,15
"mp.LC.HP.HF.25.symalb.1","mp","LC.HP.HF",25,"symalb",33,1,NA,NA,33
"mp.LC.HP.HF.26.acegla.1","mp","LC.HP.HF",26,"acegla",23,1,NA,NA,NA
"mp.LC.HP.HF.26.alnvir.1","mp","LC.HP.HF",26,"alnvir",39,1,66,66,39
"mp.LC.HP.HF.26.vibedu.1","mp","LC.HP.HF",26,"vibedu",22,1,NA,NA,NA
"mp.LC.HP.HF.26.vibedu.2","mp","LC.HP.HF",26,"vibedu",19,1,NA,NA,NA
"mp.LC.HP.HF.27.alninc.1","mp","LC.HP.HF",27,"alninc",23,1,42,36,34
"mp.LC.HP.HF.27.amealn.1","mp","LC.HP.HF",27,"amealn",19,1,27,25,19
"mp.LC.HP.HF.27.samrac.1","mp","LC.HP.HF",27,"samrac",78,1,NA,78,78
"mp.LC.HP.HF.27.spibet.1","mp","LC.HP.HF",27,"spibet",23,1,NA,34,23
"mp.LC.HP.HF.28.acegla.1","mp","LC.HP.HF",28,"acegla",53,1,NA,NA,53
"mp.LC.HP.HF.28.corsto.1","mp","LC.HP.HF",28,"corsto",9,1,NA,25,15
"mp.LC.HP.HF.28.popbal.1","mp","LC.HP.HF",28,"popbal",25,1,46,34,25
"mp.LC.HP.HF.28.vacmem.1","mp","LC.HP.HF",28,"vacmem",10,1,NA,23,10
"mp.LC.HP.HF.29.rubpar.1","mp","LC.HP.HF",29,"rubpar",23,1,23,23,23
"mp.LC.HP.HF.29.shecan.1","mp","LC.HP.HF",29,"shecan",23,1,27,25,23
"mp.LC.HP.HF.29.shecan.2","mp","LC.HP.HF",29,"shecan",19,1,42,23,19
"mp.LC.HP.HF.29.symalb.1","mp","LC.HP.HF",29,"symalb",40,1,NA,NA,40
"mp.LC.HP.HF.3.amealn.1","mp","LC.HP.HF",3,"amealn",9,1,25,19,15
"mp.LC.HP.HF.3.popbal.1","mp","LC.HP.HF",3,"popbal",31,1,NA,34,31
"mp.LC.HP.HF.3.poptre.1","mp","LC.HP.HF",3,"poptre",NA,0,NA,NA,NA
"mp.LC.HP.HF.3.sorsco.1","mp","LC.HP.HF",3,"sorsco",17,1,NA,NA,NA
"mp.LC.HP.HF.30.rubpar.1","mp","LC.HP.HF",30,"rubpar",17,1,NA,NA,25
"mp.LC.HP.HF.30.samrac.1","mp","LC.HP.HF",30,"samrac",9,1,15,15,15
"mp.LC.HP.HF.30.symalb.1","mp","LC.HP.HF",30,"symalb",31,1,NA,31,31
"mp.LC.HP.HF.30.symalb.2","mp","LC.HP.HF",30,"symalb",19,1,NA,NA,19
"mp.LC.HP.HF.31.corsto.1","mp","LC.HP.HF",31,"corsto",19,1,NA,NA,23
"mp.LC.HP.HF.31.riblac.1","mp","LC.HP.HF",31,"riblac",19,1,NA,NA,19
"mp.LC.HP.HF.31.vacmem.1","mp","LC.HP.HF",31,"vacmem",19,1,NA,NA,19
"mp.LC.HP.HF.31.vacmem.2","mp","LC.HP.HF",31,"vacmem",31,1,NA,NA,31
"mp.LC.HP.HF.32.alninc.1","mp","LC.HP.HF",32,"alninc",31,1,53,33,33
"mp.LC.HP.HF.32.poptre.1","mp","LC.HP.HF",32,"poptre",42,1,NA,NA,NA
"mp.LC.HP.HF.32.sorsco.1","mp","LC.HP.HF",32,"sorsco",18,1,NA,NA,NA
"mp.LC.HP.HF.32.spibet.1","mp","LC.HP.HF",32,"spibet",37,1,49,37,37
"mp.LC.HP.HF.32.spibet.2","mp","LC.HP.HF",32,"spibet",23,1,NA,33,23
"mp.LC.HP.HF.33.amealn.1","mp","LC.HP.HF",33,"amealn",22,1,25,22,22
"mp.LC.HP.HF.33.menfer.1","mp","LC.HP.HF",33,"menfer",40,1,NA,NA,40
"mp.LC.HP.HF.33.popbal.1","mp","LC.HP.HF",33,"popbal",25,1,31,29,25
"mp.LC.HP.HF.33.vacmem.1","mp","LC.HP.HF",33,"vacmem",17,1,NA,27,17
"mp.LC.HP.HF.34.menfer.1","mp","LC.HP.HF",34,"menfer",37,1,37,37,37
"mp.LC.HP.HF.34.popbal.1","mp","LC.HP.HF",34,"popbal",27,1,29,27,27
"mp.LC.HP.HF.34.rubpar.1","mp","LC.HP.HF",34,"rubpar",27,1,NA,31,27
"mp.LC.HP.HF.34.shecan.1","mp","LC.HP.HF",34,"shecan",23,1,29,27,23
"mp.LC.HP.HF.35.loninv.1","mp","LC.HP.HF",35,"loninv",42,1,NA,NA,42
"mp.LC.HP.HF.35.popbal.1","mp","LC.HP.HF",35,"popbal",22,1,NA,78,31
"mp.LC.HP.HF.35.spibet.1","mp","LC.HP.HF",35,"spibet",16,1,23,16,16
"mp.LC.HP.HF.35.vibedu.1","mp","LC.HP.HF",35,"vibedu",22,1,NA,NA,NA
"mp.LC.HP.HF.36.alnvir.1","mp","LC.HP.HF",36,"alnvir",39,1,NA,NA,42
"mp.LC.HP.HF.36.menfer.1","mp","LC.HP.HF",36,"menfer",39,1,NA,NA,39
"mp.LC.HP.HF.36.poptre.1","mp","LC.HP.HF",36,"poptre",27,1,29,29,27
"mp.LC.HP.HF.36.rubpar.1","mp","LC.HP.HF",36,"rubpar",17,1,NA,NA,17
"mp.LC.HP.HF.37.alnvir.1","mp","LC.HP.HF",37,"alnvir",17,1,NA,NA,NA
"mp.LC.HP.HF.37.loninv.1","mp","LC.HP.HF",37,"loninv",39,1,NA,NA,NA
"mp.LC.HP.HF.37.poptre.1","mp","LC.HP.HF",37,"poptre",25,1,25,25,25
"mp.LC.HP.HF.37.vibedu.1","mp","LC.HP.HF",37,"vibedu",17,1,NA,NA,19
"mp.LC.HP.HF.38.popbal.1","mp","LC.HP.HF",38,"popbal",29,1,33,29,29
"mp.LC.HP.HF.38.rubpar.1","mp","LC.HP.HF",38,"rubpar",23,1,23,23,23
"mp.LC.HP.HF.38.samrac.1","mp","LC.HP.HF",38,"samrac",53,1,78,53,53
"mp.LC.HP.HF.38.shecan.1","mp","LC.HP.HF",38,"shecan",23,1,NA,NA,23
"mp.LC.HP.HF.39.acegla.1","mp","LC.HP.HF",39,"acegla",57,1,NA,57,57
"mp.LC.HP.HF.39.corsto.1","mp","LC.HP.HF",39,"corsto",15,1,23,17,15
"mp.LC.HP.HF.39.samrac.1","mp","LC.HP.HF",39,"samrac",40,1,NA,NA,NA
"mp.LC.HP.HF.39.shecan.1","mp","LC.HP.HF",39,"shecan",23,1,NA,NA,15
"mp.LC.HP.HF.4.corsto.1","mp","LC.HP.HF",4,"corsto",17,1,23,19,17
"mp.LC.HP.HF.4.shecan.1","mp","LC.HP.HF",4,"shecan",15,1,31,29,23
"mp.LC.HP.HF.4.shecan.2","mp","LC.HP.HF",4,"shecan",19,1,25,23,19
"mp.LC.HP.HF.4.symalb.1","mp","LC.HP.HF",4,"symalb",36,1,NA,NA,36
"mp.LC.HP.HF.40.corsto.1","mp","LC.HP.HF",40,"corsto",15,1,22,17,15
"mp.LC.HP.HF.40.rhoalb.1","mp","LC.HP.HF",40,"rhoalb",19,1,NA,NA,19
"mp.LC.HP.HF.40.rubpar.1","mp","LC.HP.HF",40,"rubpar",22,1,NA,23,22
"mp.LC.HP.HF.40.shecan.1","mp","LC.HP.HF",40,"shecan",23,1,NA,NA,23
"mp.LC.HP.HF.5.alnvir.1","mp","LC.HP.HF",5,"alnvir",53,1,NA,57,53
"mp.LC.HP.HF.5.loninv.1","mp","LC.HP.HF",5,"loninv",22,1,NA,NA,NA
"mp.LC.HP.HF.5.sorsco.1","mp","LC.HP.HF",5,"sorsco",22,1,34,29,29
"mp.LC.HP.HF.5.spipyr.1","mp","LC.HP.HF",5,"spipyr",29,1,NA,NA,29
"mp.LC.HP.HF.6.corsto.1","mp","LC.HP.HF",6,"corsto",10,1,15,15,15
"mp.LC.HP.HF.6.loninv.1","mp","LC.HP.HF",6,"loninv",15,1,NA,40,15
"mp.LC.HP.HF.6.riblac.1","mp","LC.HP.HF",6,"riblac",15,1,NA,23,15
"mp.LC.HP.HF.6.rubpar.1","mp","LC.HP.HF",6,"rubpar",23,1,27,23,23
"mp.LC.HP.HF.7.riblac.1","mp","LC.HP.HF",7,"riblac",15,1,NA,36,19
"mp.LC.HP.HF.7.rubpar.1","mp","LC.HP.HF",7,"rubpar",22,1,NA,57,27
"mp.LC.HP.HF.7.spipyr.1","mp","LC.HP.HF",7,"spipyr",15,1,NA,17,15
"mp.LC.HP.HF.7.vibedu.1","mp","LC.HP.HF",7,"vibedu",17,1,NA,NA,17
"mp.LC.HP.HF.8.rhoalb.1","mp","LC.HP.HF",8,"rhoalb",18,1,NA,NA,22
"mp.LC.HP.HF.8.riblac.1","mp","LC.HP.HF",8,"riblac",31,1,NA,NA,31
"mp.LC.HP.HF.8.spibet.1","mp","LC.HP.HF",8,"spibet",19,1,27,19,19
"mp.LC.HP.HF.8.spipyr.1","mp","LC.HP.HF",8,"spipyr",19,1,22,19,19
"mp.LC.HP.HF.9.samrac.1","mp","LC.HP.HF",9,"samrac",19,1,NA,27,27
"mp.LC.HP.HF.9.samrac.2","mp","LC.HP.HF",9,"samrac",36,1,NA,46,36
