"","lab2","population","chill","photo","force","flask","species","tbb","nl","latbb80","latbb50","latbb1"
"1495","sm.HC.HP.LF.21.vibedu.1","sm","HC","HP","LF",21,"vibedu",9,1,NA,17,9
"1496","sm.HC.HP.LF.22.menfer.1","sm","HC","HP","LF",22,"menfer",70,1,NA,NA,70
"1497","sm.HC.HP.LF.22.menfer.2","sm","HC","HP","LF",22,"menfer",30,1,NA,NA,30
"1498","sm.HC.HP.LF.22.symalb.1","sm","HC","HP","LF",22,"symalb",24,1,43,39,24
"1499","sm.HC.HP.LF.22.vacmem.1","sm","HC","HP","LF",22,"vacmem",24,1,NA,NA,24
"1500","sm.HC.HP.LF.23.betpap.1","sm","HC","HP","LF",23,"betpap",20,1,20,20,20
"1501","sm.HC.HP.LF.23.riblac.1","sm","HC","HP","LF",23,"riblac",20,1,NA,43,20
"1502","sm.HC.HP.LF.23.rubpar.1","sm","HC","HP","LF",23,"rubpar",27,1,NA,27,27
"1503","sm.HC.HP.LF.23.symalb.1","sm","HC","HP","LF",23,"symalb",27,1,NA,33,27
"1504","sm.HC.HP.LF.24.acegla.1","sm","HC","HP","LF",24,"acegla",27,1,42,42,30
"1505","sm.HC.HP.LF.24.menfer.1","sm","HC","HP","LF",24,"menfer",73,1,NA,NA,73
"1506","sm.HC.HP.LF.24.popbal.1","sm","HC","HP","LF",24,"popbal",27,1,34,34,34
"1507","sm.HC.HP.LF.25.acegla.1","sm","HC","HP","LF",25,"acegla",17,1,39,36,17
"1508","sm.HC.HP.LF.25.betpap.1","sm","HC","HP","LF",25,"betpap",23,1,27,23,23
"1509","sm.HC.HP.LF.25.corsto.1","sm","HC","HP","LF",25,"corsto",12,1,17,17,12
"1510","sm.HC.HP.LF.25.vibedu.1","sm","HC","HP","LF",25,"vibedu",3,1,NA,36,3
"1511","sm.HC.HP.LF.26.alninc.1","sm","HC","HP","LF",26,"alninc",30,1,36,33,33
"1512","sm.HC.HP.LF.26.alnvir.1","sm","HC","HP","LF",26,"alnvir",33,1,36,36,33
"1513","sm.HC.HP.LF.26.menfer.1","sm","HC","HP","LF",26,"menfer",84,1,NA,NA,84
"1514","sm.HC.HP.LF.26.popbal.1","sm","HC","HP","LF",26,"popbal",27,1,NA,NA,NA
"1515","sm.HC.HP.LF.27.alninc.1","sm","HC","HP","LF",27,"alninc",20,1,30,23,20
"1516","sm.HC.HP.LF.27.corsto.1","sm","HC","HP","LF",27,"corsto",16,1,16,16,16
"1517","sm.HC.HP.LF.27.poptre.1","sm","HC","HP","LF",27,"poptre",36,1,82,36,36
"1518","sm.HC.HP.LF.27.symalb.1","sm","HC","HP","LF",27,"symalb",20,1,27,23,20
"1519","sm.HC.HP.LF.28.corsto.1","sm","HC","HP","LF",28,"corsto",13,1,13,13,13
"1520","sm.HC.HP.LF.28.loninv.1","sm","HC","HP","LF",28,"loninv",13,1,30,20,13
"1521","sm.HC.HP.LF.28.loninv.2","sm","HC","HP","LF",28,"loninv",20,1,20,20,20
"1522","sm.HC.HP.LF.28.rubpar.1","sm","HC","HP","LF",28,"rubpar",27,1,NA,33,27
"1523","sm.HC.HP.LF.29.poptre.1","sm","HC","HP","LF",29,"poptre",5,1,NA,5,5
"1524","sm.HC.HP.LF.29.shecan.1","sm","HC","HP","LF",29,"shecan",22,1,39,30,22
"1525","sm.HC.HP.LF.29.spipyr.1","sm","HC","HP","LF",29,"spipyr",12,1,NA,NA,12
"1526","sm.HC.HP.LF.29.vibedu.1","sm","HC","HP","LF",29,"vibedu",7,1,7,7,7
"1527","sm.HC.HP.LF.3.betpap.1","sm","HC","HP","LF",3,"betpap",33,1,NA,NA,NA
"1528","sm.HC.HP.LF.3.shecan.1","sm","HC","HP","LF",3,"shecan",30,1,46,42,30
"1529","sm.HC.HP.LF.3.vacmem.1","sm","HC","HP","LF",3,"vacmem",20,1,NA,NA,20
"1530","sm.HC.HP.LF.30.corsto.1","sm","HC","HP","LF",30,"corsto",13,1,16,13,13
"1531","sm.HC.HP.LF.30.poptre.1","sm","HC","HP","LF",30,"poptre",NA,0,NA,NA,NA
"1532","sm.HC.HP.LF.30.rubpar.1","sm","HC","HP","LF",30,"rubpar",22,1,NA,30,22
"1533","sm.HC.HP.LF.30.spipyr.1","sm","HC","HP","LF",30,"spipyr",10,1,NA,43,10
"1534","sm.HC.HP.LF.31.alninc.1","sm","HC","HP","LF",31,"alninc",23,1,33,27,27
"1535","sm.HC.HP.LF.31.loninv.1","sm","HC","HP","LF",31,"loninv",0,1,NA,23,0
"1536","sm.HC.HP.LF.31.menfer.1","sm","HC","HP","LF",31,"menfer",49,1,NA,61,49
"1537","sm.HC.HP.LF.31.rubpar.1","sm","HC","HP","LF",31,"rubpar",20,1,30,30,30
"1538","sm.HC.HP.LF.32.alnvir.1","sm","HC","HP","LF",32,"alnvir",27,1,NA,49,30
"1539","sm.HC.HP.LF.32.riblac.1","sm","HC","HP","LF",32,"riblac",0,1,84,49,20
"1540","sm.HC.HP.LF.32.sorsco.1","sm","HC","HP","LF",32,"sorsco",7,1,NA,NA,NA
"1541","sm.HC.HP.LF.32.vacmem.1","sm","HC","HP","LF",32,"vacmem",20,1,NA,30,20
"1542","sm.HC.HP.LF.33.popbal.1","sm","HC","HP","LF",33,"popbal",24,1,NA,30,27
"1543","sm.HC.HP.LF.33.spipyr.1","sm","HC","HP","LF",33,"spipyr",10,1,10,10,10
"1544","sm.HC.HP.LF.34.riblac.1","sm","HC","HP","LF",34,"riblac",17,1,NA,36,20
"1545","sm.HC.HP.LF.34.spipyr.1","sm","HC","HP","LF",34,"spipyr",13,1,NA,NA,13
"1546","sm.HC.HP.LF.34.symalb.1","sm","HC","HP","LF",34,"symalb",33,1,NA,NA,33
"1547","sm.HC.HP.LF.35.alnvir.1","sm","HC","HP","LF",35,"alnvir",27,1,27,27,27
"1548","sm.HC.HP.LF.35.riblac.1","sm","HC","HP","LF",35,"riblac",30,1,NA,NA,36
"1549","sm.HC.HP.LF.35.spibet.1","sm","HC","HP","LF",35,"spibet",13,1,NA,84,13
"1550","sm.HC.HP.LF.36.amealn.1","sm","HC","HP","LF",36,"amealn",7,1,27,12,7
"1551","sm.HC.HP.LF.36.sorsco.1","sm","HC","HP","LF",36,"sorsco",5,1,NA,NA,27
"1552","sm.HC.HP.LF.36.spipyr.1","sm","HC","HP","LF",36,"spipyr",17,1,NA,NA,17
"1553","sm.HC.HP.LF.36.spipyr.2","sm","HC","HP","LF",36,"spipyr",24,1,NA,NA,24
"1554","sm.HC.HP.LF.37.amealn.1","sm","HC","HP","LF",37,"amealn",12,1,20,17,12
"1555","sm.HC.HP.LF.37.poptre.1","sm","HC","HP","LF",37,"poptre",27,1,30,30,30
"1556","sm.HC.HP.LF.37.shecan.1","sm","HC","HP","LF",37,"shecan",27,1,39,27,27
"1557","sm.HC.HP.LF.37.vibedu.1","sm","HC","HP","LF",37,"vibedu",4,1,27,9,4
"1558","sm.HC.HP.LF.38.alninc.1","sm","HC","HP","LF",38,"alninc",27,1,30,30,27
"1559","sm.HC.HP.LF.38.alnvir.1","sm","HC","HP","LF",38,"alnvir",49,1,76,55,49
"1560","sm.HC.HP.LF.38.riblac.1","sm","HC","HP","LF",38,"riblac",20,1,NA,49,23
"1561","sm.HC.HP.LF.38.riblac.2","sm","HC","HP","LF",38,"riblac",27,1,NA,39,27
"1562","sm.HC.HP.LF.39.loninv.1","sm","HC","HP","LF",39,"loninv",13,1,20,13,13
"1563","sm.HC.HP.LF.39.rubpar.1","sm","HC","HP","LF",39,"rubpar",17,1,NA,30,17
"1564","sm.HC.HP.LF.39.symalb.1","sm","HC","HP","LF",39,"symalb",17,1,NA,24,17
"1565","sm.HC.HP.LF.4.alninc.1","sm","HC","HP","LF",4,"alninc",24,1,33,27,24
"1566","sm.HC.HP.LF.4.poptre.1","sm","HC","HP","LF",4,"poptre",27,1,NA,30,30
"1567","sm.HC.HP.LF.4.rubpar.1","sm","HC","HP","LF",4,"rubpar",24,1,NA,27,24
"1568","sm.HC.HP.LF.4.sorsco.1","sm","HC","HP","LF",4,"sorsco",16,1,NA,NA,30
"1569","sm.HC.HP.LF.40.alninc.1","sm","HC","HP","LF",40,"alninc",20,1,20,20,20
"1570","sm.HC.HP.LF.40.alnvir.1","sm","HC","HP","LF",40,"alnvir",27,1,39,39,36
"1571","sm.HC.HP.LF.40.spibet.1","sm","HC","HP","LF",40,"spibet",20,1,20,20,20
"1572","sm.HC.HP.LF.40.vacmem.1","sm","HC","HP","LF",40,"vacmem",NA,0,NA,NA,NA
"1573","sm.HC.HP.LF.5.loninv.1","sm","HC","HP","LF",5,"loninv",4,1,NA,NA,7
"1574","sm.HC.HP.LF.5.popbal.1","sm","HC","HP","LF",5,"popbal",27,1,NA,NA,NA
"1575","sm.HC.HP.LF.5.rubpar.1","sm","HC","HP","LF",5,"rubpar",NA,0,NA,NA,NA
"1576","sm.HC.HP.LF.5.spibet.1","sm","HC","HP","LF",5,"spibet",13,1,NA,13,13
"1577","sm.HC.HP.LF.6.betpap.1","sm","HC","HP","LF",6,"betpap",24,1,24,24,24
"1578","sm.HC.HP.LF.6.corsto.1","sm","HC","HP","LF",6,"corsto",13,1,13,13,13
"1579","sm.HC.HP.LF.6.vibedu.1","sm","HC","HP","LF",6,"vibedu",4,1,NA,9,4
"1580","sm.HC.HP.LF.7.menfer.1","sm","HC","HP","LF",7,"menfer",33,1,70,52,33
"1581","sm.HC.HP.LF.7.spibet.1","sm","HC","HP","LF",7,"spibet",20,1,27,27,27
"1582","sm.HC.HP.LF.7.spipyr.1","sm","HC","HP","LF",7,"spipyr",13,1,39,13,13
"1583","sm.HC.HP.LF.7.vacmem.1","sm","HC","HP","LF",7,"vacmem",20,1,33,22,20
"1584","sm.HC.HP.LF.8.betpap.1","sm","HC","HP","LF",8,"betpap",36,1,NA,NA,NA
"1585","sm.HC.HP.LF.8.riblac.1","sm","HC","HP","LF",8,"riblac",16,1,58,20,16
"1586","sm.HC.HP.LF.8.spibet.1","sm","HC","HP","LF",8,"spibet",10,1,NA,20,10
"1587","sm.HC.HP.LF.9.menfer.1","sm","HC","HP","LF",9,"menfer",42,1,NA,55,42
"1588","sm.HC.HP.LF.9.poptre.1","sm","HC","HP","LF",9,"poptre",36,1,36,36,36
"1589","sm.HC.HP.LF.9.shecan.1","sm","HC","HP","LF",9,"shecan",13,1,27,24,24
"1590","sm.HC.HP.LF.9.spibet.1","sm","HC","HP","LF",9,"spibet",10,1,NA,NA,10
"1591","sm.HC.LP.HF.1.menfer.1","sm","HC","LP","HF",1,"menfer",34,1,NA,51,34
"1592","sm.HC.LP.HF.1.shecan.1","sm","HC","LP","HF",1,"shecan",13,1,19,16,13
"1593","sm.HC.LP.HF.1.spipyr.1","sm","HC","LP","HF",1,"spipyr",10,1,NA,10,10
"1594","sm.HC.LP.HF.1.vibedu.1","sm","HC","LP","HF",1,"vibedu",5,1,NA,7,5
"1595","sm.HC.LP.HF.10.menfer.1","sm","HC","LP","HF",10,"menfer",34,1,NA,60,34
"1596","sm.HC.LP.HF.10.spibet.1","sm","HC","LP","HF",10,"spibet",12,1,12,12,12
"1597","sm.HC.LP.HF.10.vacmem.1","sm","HC","LP","HF",10,"vacmem",13,1,NA,NA,13
"1598","sm.HC.LP.HF.11.alnvir.1","sm","HC","LP","HF",11,"alnvir",42,1,54,54,54
"1599","sm.HC.LP.HF.11.corsto.1","sm","HC","LP","HF",11,"corsto",17,1,NA,23,17
"1600","sm.HC.LP.HF.11.riblac.1","sm","HC","LP","HF",11,"riblac",13,1,NA,34,13
"1601","sm.HC.LP.HF.11.vibedu.1","sm","HC","LP","HF",11,"vibedu",0,1,NA,NA,4
"1602","sm.HC.LP.HF.12.amealn.1","sm","HC","LP","HF",12,"amealn",7,1,19,19,7
"1603","sm.HC.LP.HF.12.corsto.1","sm","HC","LP","HF",12,"corsto",13,1,NA,19,16
"1604","sm.HC.LP.HF.12.loninv.1","sm","HC","LP","HF",12,"loninv",7,1,NA,7,7
"1605","sm.HC.LP.HF.12.shecan.1","sm","HC","LP","HF",12,"shecan",19,1,48,28,19
"1606","sm.HC.LP.HF.12.symalb.1","sm","HC","LP","HF",12,"symalb",23,1,NA,NA,23
"1607","sm.HC.LP.HF.13.alninc.1","sm","HC","LP","HF",13,"alninc",19,1,23,23,19
"1608","sm.HC.LP.HF.13.corsto.1","sm","HC","LP","HF",13,"corsto",10,1,10,10,10
"1609","sm.HC.LP.HF.13.popbal.1","sm","HC","LP","HF",13,"popbal",19,1,23,19,19
"1610","sm.HC.LP.HF.14.alnvir.1","sm","HC","LP","HF",14,"alnvir",31,1,NA,NA,31
"1611","sm.HC.LP.HF.14.rubpar.1","sm","HC","LP","HF",14,"rubpar",10,1,10,10,10
"1612","sm.HC.LP.HF.14.sorsco.1","sm","HC","LP","HF",14,"sorsco",5,1,13,13,13
"1613","sm.HC.LP.HF.14.vibedu.1","sm","HC","LP","HF",14,"vibedu",5,1,5,5,5
"1614","sm.HC.LP.HF.15.betpap.1","sm","HC","LP","HF",15,"betpap",26,1,NA,NA,NA
"1615","sm.HC.LP.HF.15.poptre.1","sm","HC","LP","HF",15,"poptre",23,1,NA,NA,NA
"1616","sm.HC.LP.HF.15.symalb.1","sm","HC","LP","HF",15,"symalb",28,1,28,28,28
"1617","sm.HC.LP.HF.15.symalb.2","sm","HC","LP","HF",15,"symalb",13,1,20,13,13
"1618","sm.HC.LP.HF.16.corsto.1","sm","HC","LP","HF",16,"corsto",8,1,10,8,8
"1619","sm.HC.LP.HF.16.shecan.1","sm","HC","LP","HF",16,"shecan",7,1,NA,NA,42
"1620","sm.HC.LP.HF.16.spipyr.1","sm","HC","LP","HF",16,"spipyr",13,1,NA,NA,13
"1621","sm.HC.LP.HF.17.alnvir.1","sm","HC","LP","HF",17,"alnvir",34,1,45,45,34
"1622","sm.HC.LP.HF.17.poptre.1","sm","HC","LP","HF",17,"poptre",19,1,NA,23,19
"1623","sm.HC.LP.HF.17.riblac.1","sm","HC","LP","HF",17,"riblac",12,1,51,16,12
"1624","sm.HC.LP.HF.17.spibet.1","sm","HC","LP","HF",17,"spibet",10,1,NA,NA,10
"1625","sm.HC.LP.HF.18.betpap.1","sm","HC","LP","HF",18,"betpap",28,1,NA,NA,NA
"1626","sm.HC.LP.HF.18.popbal.1","sm","HC","LP","HF",18,"popbal",25,1,37,28,28
"1627","sm.HC.LP.HF.18.poptre.1","sm","HC","LP","HF",18,"poptre",25,1,NA,NA,NA
"1628","sm.HC.LP.HF.18.rubpar.1","sm","HC","LP","HF",18,"rubpar",37,1,NA,NA,37
"1629","sm.HC.LP.HF.19.alninc.1","sm","HC","LP","HF",19,"alninc",23,1,28,28,28
"1630","sm.HC.LP.HF.19.loninv.1","sm","HC","LP","HF",19,"loninv",10,1,13,10,10
"1631","sm.HC.LP.HF.19.spibet.1","sm","HC","LP","HF",19,"spibet",7,1,NA,NA,7
"1632","sm.HC.LP.HF.19.symalb.1","sm","HC","LP","HF",19,"symalb",10,1,NA,NA,10
"1633","sm.HC.LP.HF.2.menfer.1","sm","HC","LP","HF",2,"menfer",NA,0,NA,NA,NA
"1634","sm.HC.LP.HF.2.spipyr.1","sm","HC","LP","HF",2,"spipyr",7,1,NA,10,7
"1635","sm.HC.LP.HF.2.symalb.1","sm","HC","LP","HF",2,"symalb",10,1,NA,NA,10
"1636","sm.HC.LP.HF.20.acegla.1","sm","HC","LP","HF",20,"acegla",48,1,NA,NA,NA
"1637","sm.HC.LP.HF.20.loninv.1","sm","HC","LP","HF",20,"loninv",10,1,28,10,10
"1638","sm.HC.LP.HF.20.poptre.1","sm","HC","LP","HF",20,"poptre",34,1,34,34,34
"1639","sm.HC.LP.HF.21.alninc.1","sm","HC","LP","HF",21,"alninc",26,1,28,28,26
"1640","sm.HC.LP.HF.21.popbal.1","sm","HC","LP","HF",21,"popbal",19,1,19,19,19
"1641","sm.HC.LP.HF.21.riblac.1","sm","HC","LP","HF",21,"riblac",12,1,NA,19,13
"1642","sm.HC.LP.HF.21.riblac.2","sm","HC","LP","HF",21,"riblac",19,1,NA,NA,19
"1643","sm.HC.LP.HF.22.menfer.1","sm","HC","LP","HF",22,"menfer",37,1,NA,NA,37
"1644","sm.HC.LP.HF.22.poptre.1","sm","HC","LP","HF",22,"poptre",23,1,42,34,23
"1645","sm.HC.LP.HF.22.spipyr.1","sm","HC","LP","HF",22,"spipyr",NA,0,NA,NA,NA
"1646","sm.HC.LP.HF.23.alninc.1","sm","HC","LP","HF",23,"alninc",20,1,40,23,20
"1647","sm.HC.LP.HF.23.betpap.1","sm","HC","LP","HF",23,"betpap",23,1,25,25,23
"1648","sm.HC.LP.HF.23.poptre.1","sm","HC","LP","HF",23,"poptre",20,1,20,20,20
"1649","sm.HC.LP.HF.23.sorsco.1","sm","HC","LP","HF",23,"sorsco",17,1,25,17,17
"1650","sm.HC.LP.HF.24.betpap.1","sm","HC","LP","HF",24,"betpap",26,1,31,26,26
"1651","sm.HC.LP.HF.24.riblac.1","sm","HC","LP","HF",24,"riblac",13,1,NA,NA,13
"1652","sm.HC.LP.HF.24.shecan.1","sm","HC","LP","HF",24,"shecan",20,1,NA,NA,20
"1653","sm.HC.LP.HF.24.sorsco.1","sm","HC","LP","HF",24,"sorsco",10,1,NA,NA,10
"1654","sm.HC.LP.HF.24.vibedu.1","sm","HC","LP","HF",24,"vibedu",5,1,NA,7,5
"1655","sm.HC.LP.HF.25.corsto.1","sm","HC","LP","HF",25,"corsto",8,1,10,8,8
"1656","sm.HC.LP.HF.25.popbal.1","sm","HC","LP","HF",25,"popbal",17,1,NA,NA,NA
"1657","sm.HC.LP.HF.25.rubpar.1","sm","HC","LP","HF",25,"rubpar",17,1,NA,20,17
"1658","sm.HC.LP.HF.25.sorsco.1","sm","HC","LP","HF",25,"sorsco",NA,0,NA,NA,NA
"1659","sm.HC.LP.HF.26.acegla.1","sm","HC","LP","HF",26,"acegla",26,1,NA,NA,26
"1660","sm.HC.LP.HF.26.betpap.1","sm","HC","LP","HF",26,"betpap",19,1,19,19,19
"1661","sm.HC.LP.HF.26.sorsco.1","sm","HC","LP","HF",26,"sorsco",13,1,NA,NA,NA
"1662","sm.HC.LP.HF.26.spipyr.1","sm","HC","LP","HF",26,"spipyr",10,1,NA,16,10
"1663","sm.HC.LP.HF.27.alninc.1","sm","HC","LP","HF",27,"alninc",20,1,31,23,20
"1664","sm.HC.LP.HF.27.alnvir.1","sm","HC","LP","HF",27,"alnvir",40,1,40,40,40
"1665","sm.HC.LP.HF.27.riblac.1","sm","HC","LP","HF",27,"riblac",17,1,NA,23,17
"1666","sm.HC.LP.HF.27.sorsco.1","sm","HC","LP","HF",27,"sorsco",17,1,17,17,17
"1667","sm.HC.LP.HF.28.acegla.1","sm","HC","LP","HF",28,"acegla",17,1,NA,NA,17
"1668","sm.HC.LP.HF.28.loninv.1","sm","HC","LP","HF",28,"loninv",5,1,28,10,5
"1669","sm.HC.LP.HF.28.menfer.1","sm","HC","LP","HF",28,"menfer",60,1,NA,NA,60
"1670","sm.HC.LP.HF.28.symalb.1","sm","HC","LP","HF",28,"symalb",17,1,NA,37,17
"1671","sm.HC.LP.HF.29.alnvir.1","sm","HC","LP","HF",29,"alnvir",34,1,51,51,34
"1672","sm.HC.LP.HF.29.popbal.1","sm","HC","LP","HF",29,"popbal",23,1,23,23,23
"1673","sm.HC.LP.HF.29.riblac.1","sm","HC","LP","HF",29,"riblac",19,1,NA,NA,19
"1674","sm.HC.LP.HF.29.vibedu.1","sm","HC","LP","HF",29,"vibedu",4,1,10,10,4
"1675","sm.HC.LP.HF.3.loninv.1","sm","HC","LP","HF",3,"loninv",7,1,NA,7,7
"1676","sm.HC.LP.HF.3.poptre.1","sm","HC","LP","HF",3,"poptre",37,1,NA,NA,40
"1677","sm.HC.LP.HF.3.sorsco.1","sm","HC","LP","HF",3,"sorsco",13,1,NA,NA,NA
"1678","sm.HC.LP.HF.3.sorsco.2","sm","HC","LP","HF",3,"sorsco",13,1,NA,NA,NA
"1679","sm.HC.LP.HF.30.alninc.1","sm","HC","LP","HF",30,"alninc",23,1,23,23,23
"1680","sm.HC.LP.HF.30.alninc.2","sm","HC","LP","HF",30,"alninc",28,1,31,31,31
"1681","sm.HC.LP.HF.30.corsto.1","sm","HC","LP","HF",30,"corsto",12,1,12,12,12
"1682","sm.HC.LP.HF.30.rubpar.1","sm","HC","LP","HF",30,"rubpar",23,1,23,23,23
"1683","sm.HC.LP.HF.31.alnvir.1","sm","HC","LP","HF",31,"alnvir",28,1,NA,75,28
"1684","sm.HC.LP.HF.31.menfer.1","sm","HC","LP","HF",31,"menfer",34,1,NA,63,34
"1685","sm.HC.LP.HF.31.sorsco.1","sm","HC","LP","HF",31,"sorsco",7,1,NA,9,9
"1686","sm.HC.LP.HF.32.amealn.1","sm","HC","LP","HF",32,"amealn",7,1,16,7,7
"1687","sm.HC.LP.HF.32.menfer.1","sm","HC","LP","HF",32,"menfer",31,1,NA,37,31
"1688","sm.HC.LP.HF.32.sorsco.1","sm","HC","LP","HF",32,"sorsco",19,1,NA,19,19
"1689","sm.HC.LP.HF.32.symalb.1","sm","HC","LP","HF",32,"symalb",40,1,NA,NA,40
"1690","sm.HC.LP.HF.33.corsto.1","sm","HC","LP","HF",33,"corsto",10,1,16,10,10
"1691","sm.HC.LP.HF.33.poptre.1","sm","HC","LP","HF",33,"poptre",23,1,NA,25,25
"1692","sm.HC.LP.HF.33.shecan.1","sm","HC","LP","HF",33,"shecan",19,1,31,19,19
"1693","sm.HC.LP.HF.33.spibet.1","sm","HC","LP","HF",33,"spibet",12,1,16,16,16
"1694","sm.HC.LP.HF.34.amealn.1","sm","HC","LP","HF",34,"amealn",17,1,20,20,17
"1695","sm.HC.LP.HF.34.rubpar.1","sm","HC","LP","HF",34,"rubpar",13,1,NA,NA,17
"1696","sm.HC.LP.HF.34.rubpar.2","sm","HC","LP","HF",34,"rubpar",20,1,NA,28,20
"1697","sm.HC.LP.HF.34.spipyr.1","sm","HC","LP","HF",34,"spipyr",7,1,7,7,7
"1698","sm.HC.LP.HF.35.amealn.1","sm","HC","LP","HF",35,"amealn",13,1,NA,13,13
"1699","sm.HC.LP.HF.35.rubpar.1","sm","HC","LP","HF",35,"rubpar",13,1,NA,17,13
"1700","sm.HC.LP.HF.35.sorsco.1","sm","HC","LP","HF",35,"sorsco",10,1,13,13,13
"1701","sm.HC.LP.HF.35.spibet.1","sm","HC","LP","HF",35,"spibet",8,1,NA,8,8
"1702","sm.HC.LP.HF.36.acegla.1","sm","HC","LP","HF",36,"acegla",34,1,NA,NA,34
"1703","sm.HC.LP.HF.36.betpap.1","sm","HC","LP","HF",36,"betpap",20,1,25,23,20
"1704","sm.HC.LP.HF.36.popbal.1","sm","HC","LP","HF",36,"popbal",17,1,NA,NA,NA
"1705","sm.HC.LP.HF.36.spipyr.1","sm","HC","LP","HF",36,"spipyr",NA,0,NA,NA,NA
"1706","sm.HC.LP.HF.37.betpap.1","sm","HC","LP","HF",37,"betpap",20,1,26,26,26
"1707","sm.HC.LP.HF.37.vacmem.1","sm","HC","LP","HF",37,"vacmem",17,1,NA,20,17
"1708","sm.HC.LP.HF.37.vacmem.2","sm","HC","LP","HF",37,"vacmem",17,1,NA,17,17
"1709","sm.HC.LP.HF.37.vacmem.3","sm","HC","LP","HF",37,"vacmem",17,1,NA,NA,17
"1710","sm.HC.LP.HF.38.alninc.1","sm","HC","LP","HF",38,"alninc",19,1,25,19,19
"1711","sm.HC.LP.HF.38.popbal.1","sm","HC","LP","HF",38,"popbal",16,1,NA,NA,NA
"1712","sm.HC.LP.HF.38.spibet.1","sm","HC","LP","HF",38,"spibet",10,1,NA,10,10
"1713","sm.HC.LP.HF.38.spipyr.1","sm","HC","LP","HF",38,"spipyr",NA,0,NA,NA,NA
"1714","sm.HC.LP.HF.39.amealn.1","sm","HC","LP","HF",39,"amealn",16,1,16,16,16
"1715","sm.HC.LP.HF.39.menfer.1","sm","HC","LP","HF",39,"menfer",31,1,NA,NA,31
"1716","sm.HC.LP.HF.39.symalb.1","sm","HC","LP","HF",39,"symalb",13,1,NA,13,13
"1717","sm.HC.LP.HF.39.vacmem.1","sm","HC","LP","HF",39,"vacmem",16,1,NA,31,16
"1718","sm.HC.LP.HF.4.alnvir.1","sm","HC","LP","HF",4,"alnvir",40,1,NA,NA,NA
"1719","sm.HC.LP.HF.4.amealn.1","sm","HC","LP","HF",4,"amealn",17,1,19,19,17
"1720","sm.HC.LP.HF.4.rubpar.1","sm","HC","LP","HF",4,"rubpar",17,1,23,19,17
"1721","sm.HC.LP.HF.4.vacmem.1","sm","HC","LP","HF",4,"vacmem",17,1,NA,37,17
"1722","sm.HC.LP.HF.40.acegla.1","sm","HC","LP","HF",40,"acegla",31,1,NA,NA,31
"1723","sm.HC.LP.HF.40.riblac.1","sm","HC","LP","HF",40,"riblac",0,1,NA,NA,0
"1724","sm.HC.LP.HF.40.sorsco.1","sm","HC","LP","HF",40,"sorsco",20,1,NA,20,20
"1725","sm.HC.LP.HF.5.acegla.1","sm","HC","LP","HF",5,"acegla",NA,0,NA,NA,NA
"1726","sm.HC.LP.HF.5.loninv.1","sm","HC","LP","HF",5,"loninv",10,1,17,13,10
"1727","sm.HC.LP.HF.5.spibet.1","sm","HC","LP","HF",5,"spibet",13,1,NA,NA,13
"1728","sm.HC.LP.HF.5.vacmem.1","sm","HC","LP","HF",5,"vacmem",17,1,NA,34,17
"1729","sm.HC.LP.HF.6.alnvir.1","sm","HC","LP","HF",6,"alnvir",42,1,NA,48,42
"1730","sm.HC.LP.HF.6.betpap.1","sm","HC","LP","HF",6,"betpap",19,1,19,19,19
"1731","sm.HC.LP.HF.6.vibedu.1","sm","HC","LP","HF",6,"vibedu",0,1,NA,26,0
"1732","sm.HC.LP.HF.6.vibedu.2","sm","HC","LP","HF",6,"vibedu",0,1,NA,NA,0
"1733","sm.HC.LP.HF.7.amealn.1","sm","HC","LP","HF",7,"amealn",7,1,13,7,7
"1734","sm.HC.LP.HF.7.corsto.1","sm","HC","LP","HF",7,"corsto",13,1,NA,16,13
"1735","sm.HC.LP.HF.7.popbal.1","sm","HC","LP","HF",7,"popbal",26,1,31,31,31
"1736","sm.HC.LP.HF.7.sorsco.1","sm","HC","LP","HF",7,"sorsco",9,1,9,9,9
"1737","sm.HC.LP.HF.8.loninv.1","sm","HC","LP","HF",8,"loninv",5,1,13,13,5
"1738","sm.HC.LP.HF.8.shecan.1","sm","HC","LP","HF",8,"shecan",19,1,28,26,19
"1739","sm.HC.LP.HF.8.vacmem.1","sm","HC","LP","HF",8,"vacmem",10,1,NA,13,10
"1740","sm.HC.LP.HF.8.vibedu.1","sm","HC","LP","HF",8,"vibedu",7,1,10,7,7
"1741","sm.HC.LP.HF.9.acegla.1","sm","HC","LP","HF",9,"acegla",NA,0,NA,NA,NA
"1742","sm.HC.LP.HF.9.amealn.1","sm","HC","LP","HF",9,"amealn",13,1,13,13,13
"1743","sm.HC.LP.HF.9.loninv.1","sm","HC","LP","HF",9,"loninv",0,1,10,10,7
"1744","sm.HC.LP.HF.9.spibet.1","sm","HC","LP","HF",9,"spibet",10,1,NA,NA,10
"1745","sm.HC.LP.LF.1.alninc.1","sm","HC","LP","LF",1,"alninc",36,1,36,36,36
"1746","sm.HC.LP.LF.1.loninv.1","sm","HC","LP","LF",1,"loninv",19,1,NA,19,19
"1747","sm.HC.LP.LF.1.sorsco.1","sm","HC","LP","LF",1,"sorsco",19,1,27,24,24
"1748","sm.HC.LP.LF.10.betpap.1","sm","HC","LP","LF",10,"betpap",39,1,NA,NA,NA
"1749","sm.HC.LP.LF.10.menfer.1","sm","HC","LP","LF",10,"menfer",42,1,NA,49,42
