"","lab2","population","chill","photo","force","flask","species","tbb","nl","latbb80","latbb50","latbb1"
"1242","mp.LC.LP.LF.36.poptre.1","mp","LC","LP","LF",36,"poptre",NA,0,NA,NA,NA
"1243","mp.LC.LP.LF.36.rhoalb.1","mp","LC","LP","LF",36,"rhoalb",43,1,NA,NA,NA
"1244","mp.LC.LP.LF.36.samrac.1","mp","LC","LP","LF",36,"samrac",66,1,NA,NA,NA
"1245","mp.LC.LP.LF.36.symalb.1","mp","LC","LP","LF",36,"symalb",45,1,NA,69,45
"1246","mp.LC.LP.LF.37.alnvir.1","mp","LC","LP","LF",37,"alnvir",66,1,NA,66,66
"1247","mp.LC.LP.LF.37.poptre.1","mp","LC","LP","LF",37,"poptre",78,1,NA,NA,78
"1248","mp.LC.LP.LF.37.rhoalb.1","mp","LC","LP","LF",37,"rhoalb",26,1,26,26,26
"1249","mp.LC.LP.LF.37.vibedu.1","mp","LC","LP","LF",37,"vibedu",32,1,NA,43,32
"1250","mp.LC.LP.LF.38.alnvir.1","mp","LC","LP","LF",38,"alnvir",66,1,72,72,69
"1251","mp.LC.LP.LF.38.amealn.1","mp","LC","LP","LF",38,"amealn",22,1,26,26,24
"1252","mp.LC.LP.LF.38.menfer.1","mp","LC","LP","LF",38,"menfer",81,1,NA,NA,81
"1253","mp.LC.LP.LF.38.symalb.1","mp","LC","LP","LF",38,"symalb",55,1,NA,NA,55
"1254","mp.LC.LP.LF.39.alnvir.1","mp","LC","LP","LF",39,"alnvir",60,1,NA,72,72
"1255","mp.LC.LP.LF.39.riblac.1","mp","LC","LP","LF",39,"riblac",15,1,NA,NA,NA
"1256","mp.LC.LP.LF.39.riblac.2","mp","LC","LP","LF",39,"riblac",NA,0,NA,NA,NA
"1257","mp.LC.LP.LF.39.symalb.1","mp","LC","LP","LF",39,"symalb",26,1,NA,NA,26
"1258","mp.LC.LP.LF.4.menfer.1","mp","LC","LP","LF",4,"menfer",72,1,NA,NA,72
"1259","mp.LC.LP.LF.4.menfer.2","mp","LC","LP","LF",4,"menfer",78,1,NA,NA,78
"1260","mp.LC.LP.LF.4.menfer.3","mp","LC","LP","LF",4,"menfer",NA,0,NA,NA,NA
"1261","mp.LC.LP.LF.4.sorsco.1","mp","LC","LP","LF",4,"sorsco",49,1,NA,NA,NA
"1262","mp.LC.LP.LF.40.popbal.1","mp","LC","LP","LF",40,"popbal",49,1,49,49,49
"1263","mp.LC.LP.LF.40.poptre.1","mp","LC","LP","LF",40,"poptre",72,1,NA,NA,NA
"1264","mp.LC.LP.LF.40.rhoalb.1","mp","LC","LP","LF",40,"rhoalb",24,1,NA,45,28
"1265","mp.LC.LP.LF.40.sorsco.1","mp","LC","LP","LF",40,"sorsco",32,1,NA,NA,32
"1266","mp.LC.LP.LF.5.alnvir.1","mp","LC","LP","LF",5,"alnvir",NA,0,NA,NA,NA
"1267","mp.LC.LP.LF.5.loninv.1","mp","LC","LP","LF",5,"loninv",38,1,NA,NA,NA
"1268","mp.LC.LP.LF.5.spibet.1","mp","LC","LP","LF",5,"spibet",45,1,45,45,45
"1269","mp.LC.LP.LF.5.vacmem.1","mp","LC","LP","LF",5,"vacmem",43,1,NA,NA,43
"1270","mp.LC.LP.LF.6.amealn.1","mp","LC","LP","LF",6,"amealn",32,1,NA,32,32
"1271","mp.LC.LP.LF.6.riblac.1","mp","LC","LP","LF",6,"riblac",NA,0,NA,NA,NA
"1272","mp.LC.LP.LF.6.shecan.1","mp","LC","LP","LF",6,"shecan",35,1,49,35,35
"1273","mp.LC.LP.LF.6.vacmem.1","mp","LC","LP","LF",6,"vacmem",43,1,NA,NA,49
"1274","mp.LC.LP.LF.7.corsto.1","mp","LC","LP","LF",7,"corsto",15,1,21,21,15
"1275","mp.LC.LP.LF.7.popbal.1","mp","LC","LP","LF",7,"popbal",54,1,NA,NA,NA
"1276","mp.LC.LP.LF.7.rhoalb.1","mp","LC","LP","LF",7,"rhoalb",19,1,NA,NA,26
"1277","mp.LC.LP.LF.7.vacmem.1","mp","LC","LP","LF",7,"vacmem",NA,0,NA,NA,NA
"1278","mp.LC.LP.LF.8.corsto.1","mp","LC","LP","LF",8,"corsto",19,1,26,19,19
"1279","mp.LC.LP.LF.8.loninv.1","mp","LC","LP","LF",8,"loninv",NA,0,NA,NA,NA
"1280","mp.LC.LP.LF.8.sorsco.1","mp","LC","LP","LF",8,"sorsco",34,1,NA,NA,NA
"1281","mp.LC.LP.LF.8.spipyr.1","mp","LC","LP","LF",8,"spipyr",NA,0,NA,NA,NA
"1282","mp.LC.LP.LF.9.alninc.1","mp","LC","LP","LF",9,"alninc",49,1,54,49,49
"1283","mp.LC.LP.LF.9.rhoalb.1","mp","LC","LP","LF",9,"rhoalb",43,1,NA,43,43
"1284","mp.LC.LP.LF.9.riblac.1","mp","LC","LP","LF",9,"riblac",NA,0,NA,NA,NA
"1285","mp.LC.LP.LF.9.spipyr.1","mp","LC","LP","LF",9,"spipyr",66,1,NA,66,66
"1286","sm.HC.HP.HF.1.alninc.1","sm","HC","HP","HF",1,"alninc",13,1,19,13,13
"1287","sm.HC.HP.HF.1.amealn.1","sm","HC","HP","HF",1,"amealn",7,1,13,10,7
"1288","sm.HC.HP.HF.1.sorsco.1","sm","HC","HP","HF",1,"sorsco",10,1,NA,NA,NA
"1289","sm.HC.HP.HF.1.vibedu.1","sm","HC","HP","HF",1,"vibedu",8,1,NA,10,8
"1290","sm.HC.HP.HF.10.corsto.1","sm","HC","HP","HF",10,"corsto",8,1,10,8,8
"1291","sm.HC.HP.HF.10.rubpar.1","sm","HC","HP","HF",10,"rubpar",NA,0,NA,NA,NA
"1292","sm.HC.HP.HF.10.spipyr.1","sm","HC","HP","HF",10,"spipyr",8,1,NA,8,8
"1293","sm.HC.HP.HF.10.symalb.1","sm","HC","HP","HF",10,"symalb",13,1,NA,NA,13
"1294","sm.HC.HP.HF.11.betpap.1","sm","HC","HP","HF",11,"betpap",23,1,31,28,23
"1295","sm.HC.HP.HF.11.betpap.2","sm","HC","HP","HF",11,"betpap",23,1,25,25,23
"1296","sm.HC.HP.HF.11.poptre.1","sm","HC","HP","HF",11,"poptre",16,1,NA,NA,NA
"1297","sm.HC.HP.HF.11.poptre.2","sm","HC","HP","HF",11,"poptre",19,1,NA,NA,NA
"1298","sm.HC.HP.HF.11.shecan.1","sm","HC","HP","HF",11,"shecan",16,1,37,31,16
"1299","sm.HC.HP.HF.12.loninv.1","sm","HC","HP","HF",12,"loninv",7,1,NA,7,7
"1300","sm.HC.HP.HF.12.menfer.1","sm","HC","HP","HF",12,"menfer",31,1,NA,NA,31
"1301","sm.HC.HP.HF.12.popbal.1","sm","HC","HP","HF",12,"popbal",25,1,25,25,25
"1302","sm.HC.HP.HF.12.poptre.1","sm","HC","HP","HF",12,"poptre",19,1,NA,NA,NA
"1303","sm.HC.HP.HF.13.alninc.1","sm","HC","HP","HF",13,"alninc",16,1,28,19,16
"1304","sm.HC.HP.HF.13.popbal.1","sm","HC","HP","HF",13,"popbal",19,1,26,19,19
"1305","sm.HC.HP.HF.13.sorsco.1","sm","HC","HP","HF",13,"sorsco",10,1,NA,NA,NA
"1306","sm.HC.HP.HF.13.symalb.1","sm","HC","HP","HF",13,"symalb",10,1,34,10,10
"1307","sm.HC.HP.HF.14.acegla.1","sm","HC","HP","HF",14,"acegla",28,1,NA,NA,45
"1308","sm.HC.HP.HF.14.loninv.1","sm","HC","HP","HF",14,"loninv",10,1,26,13,10
"1309","sm.HC.HP.HF.14.menfer.1","sm","HC","HP","HF",14,"menfer",34,1,60,60,34
"1310","sm.HC.HP.HF.14.poptre.1","sm","HC","HP","HF",14,"poptre",28,1,NA,NA,31
"1311","sm.HC.HP.HF.15.amealn.1","sm","HC","HP","HF",15,"amealn",13,1,13,13,13
"1312","sm.HC.HP.HF.15.loninv.1","sm","HC","HP","HF",15,"loninv",7,1,NA,7,7
"1313","sm.HC.HP.HF.15.sorsco.1","sm","HC","HP","HF",15,"sorsco",10,1,NA,NA,NA
"1314","sm.HC.HP.HF.15.spibet.1","sm","HC","HP","HF",15,"spibet",7,1,31,7,7
"1315","sm.HC.HP.HF.16.popbal.1","sm","HC","HP","HF",16,"popbal",19,1,19,19,19
"1316","sm.HC.HP.HF.16.shecan.1","sm","HC","HP","HF",16,"shecan",19,1,31,26,19
"1317","sm.HC.HP.HF.16.spibet.1","sm","HC","HP","HF",16,"spibet",10,1,NA,NA,10
"1318","sm.HC.HP.HF.16.symalb.1","sm","HC","HP","HF",16,"symalb",16,1,NA,NA,16
"1319","sm.HC.HP.HF.17.popbal.1","sm","HC","HP","HF",17,"popbal",19,1,19,19,19
"1320","sm.HC.HP.HF.17.rubpar.1","sm","HC","HP","HF",17,"rubpar",19,1,19,19,19
"1321","sm.HC.HP.HF.17.rubpar.2","sm","HC","HP","HF",17,"rubpar",34,1,NA,34,34
"1322","sm.HC.HP.HF.17.vibedu.1","sm","HC","HP","HF",17,"vibedu",3,1,NA,7,3
"1323","sm.HC.HP.HF.18.alninc.1","sm","HC","HP","HF",18,"alninc",22,1,25,25,22
"1324","sm.HC.HP.HF.18.menfer.1","sm","HC","HP","HF",18,"menfer",25,1,NA,NA,25
"1325","sm.HC.HP.HF.18.popbal.1","sm","HC","HP","HF",18,"popbal",25,1,NA,NA,NA
"1326","sm.HC.HP.HF.19.alninc.1","sm","HC","HP","HF",19,"alninc",16,1,19,19,16
"1327","sm.HC.HP.HF.19.corsto.1","sm","HC","HP","HF",19,"corsto",7,1,7,7,7
"1328","sm.HC.HP.HF.19.menfer.1","sm","HC","HP","HF",19,"menfer",26,1,NA,26,26
"1329","sm.HC.HP.HF.19.symalb.1","sm","HC","HP","HF",19,"symalb",13,1,NA,NA,13
"1330","sm.HC.HP.HF.2.shecan.1","sm","HC","HP","HF",2,"shecan",13,1,31,26,13
"1331","sm.HC.HP.HF.2.spibet.1","sm","HC","HP","HF",2,"spibet",7,1,NA,NA,NA
"1332","sm.HC.HP.HF.2.symalb.1","sm","HC","HP","HF",2,"symalb",17,1,NA,78,17
"1333","sm.HC.HP.HF.2.vibedu.1","sm","HC","HP","HF",2,"vibedu",3,1,NA,8,3
"1334","sm.HC.HP.HF.20.riblac.1","sm","HC","HP","HF",20,"riblac",16,1,NA,NA,16
"1335","sm.HC.HP.HF.20.spibet.1","sm","HC","HP","HF",20,"spibet",10,1,NA,10,10
"1336","sm.HC.HP.HF.20.vacmem.1","sm","HC","HP","HF",20,"vacmem",13,1,NA,NA,13
"1337","sm.HC.HP.HF.20.vacmem.2","sm","HC","HP","HF",20,"vacmem",13,1,NA,NA,13
"1338","sm.HC.HP.HF.21.amealn.1","sm","HC","HP","HF",21,"amealn",7,1,26,10,10
"1339","sm.HC.HP.HF.21.loninv.1","sm","HC","HP","HF",21,"loninv",7,1,19,7,7
"1340","sm.HC.HP.HF.21.vacmem.1","sm","HC","HP","HF",21,"vacmem",13,1,NA,16,13
"1341","sm.HC.HP.HF.22.betpap.1","sm","HC","HP","HF",22,"betpap",26,1,26,26,26
"1342","sm.HC.HP.HF.22.riblac.1","sm","HC","HP","HF",22,"riblac",13,1,NA,17,13
"1343","sm.HC.HP.HF.22.shecan.1","sm","HC","HP","HF",22,"shecan",19,1,NA,40,23
"1344","sm.HC.HP.HF.22.symalb.1","sm","HC","HP","HF",22,"symalb",13,1,NA,NA,13
"1345","sm.HC.HP.HF.23.betpap.1","sm","HC","HP","HF",23,"betpap",19,1,19,19,19
"1346","sm.HC.HP.HF.23.popbal.1","sm","HC","HP","HF",23,"popbal",23,1,NA,NA,NA
"1347","sm.HC.HP.HF.23.spibet.1","sm","HC","HP","HF",23,"spibet",8,1,NA,28,8
"1348","sm.HC.HP.HF.24.alnvir.1","sm","HC","HP","HF",24,"alnvir",31,1,63,37,31
"1349","sm.HC.HP.HF.24.alnvir.2","sm","HC","HP","HF",24,"alnvir",34,1,37,34,34
"1350","sm.HC.HP.HF.24.symalb.1","sm","HC","HP","HF",24,"symalb",13,1,NA,NA,13
"1351","sm.HC.HP.HF.24.vacmem.1","sm","HC","HP","HF",24,"vacmem",17,1,NA,23,17
"1352","sm.HC.HP.HF.25.betpap.1","sm","HC","HP","HF",25,"betpap",23,1,23,23,23
"1353","sm.HC.HP.HF.25.corsto.1","sm","HC","HP","HF",25,"corsto",7,1,10,7,7
"1354","sm.HC.HP.HF.25.poptre.1","sm","HC","HP","HF",25,"poptre",16,1,NA,NA,NA
"1355","sm.HC.HP.HF.25.rubpar.1","sm","HC","HP","HF",25,"rubpar",23,1,NA,40,23
"1356","sm.HC.HP.HF.26.menfer.1","sm","HC","HP","HF",26,"menfer",22,1,54,34,22
"1357","sm.HC.HP.HF.26.menfer.2","sm","HC","HP","HF",26,"menfer",26,1,NA,NA,26
"1358","sm.HC.HP.HF.26.rubpar.1","sm","HC","HP","HF",26,"rubpar",13,1,NA,19,13
"1359","sm.HC.HP.HF.26.shecan.1","sm","HC","HP","HF",26,"shecan",16,1,57,31,16
"1360","sm.HC.HP.HF.27.acegla.1","sm","HC","HP","HF",27,"acegla",23,1,NA,37,23
"1361","sm.HC.HP.HF.27.betpap.1","sm","HC","HP","HF",27,"betpap",19,1,19,19,19
"1362","sm.HC.HP.HF.27.sorsco.1","sm","HC","HP","HF",27,"sorsco",10,1,NA,NA,NA
"1363","sm.HC.HP.HF.27.vacmem.1","sm","HC","HP","HF",27,"vacmem",13,1,NA,NA,13
"1364","sm.HC.HP.HF.28.popbal.1","sm","HC","HP","HF",28,"popbal",22,1,26,22,22
"1365","sm.HC.HP.HF.28.riblac.1","sm","HC","HP","HF",28,"riblac",10,1,NA,15,10
"1366","sm.HC.HP.HF.28.shecan.1","sm","HC","HP","HF",28,"shecan",22,1,NA,42,22
"1367","sm.HC.HP.HF.28.vacmem.1","sm","HC","HP","HF",28,"vacmem",10,1,NA,22,10
"1368","sm.HC.HP.HF.28.vibedu.1","sm","HC","HP","HF",28,"vibedu",5,1,NA,NA,5
"1369","sm.HC.HP.HF.29.alnvir.1","sm","HC","HP","HF",29,"alnvir",28,1,NA,34,28
"1370","sm.HC.HP.HF.29.riblac.1","sm","HC","HP","HF",29,"riblac",16,1,NA,54,16
"1371","sm.HC.HP.HF.29.sorsco.1","sm","HC","HP","HF",29,"sorsco",NA,0,NA,NA,NA
"1372","sm.HC.HP.HF.29.spipyr.1","sm","HC","HP","HF",29,"spipyr",7,1,10,7,7
"1373","sm.HC.HP.HF.3.alnvir.1","sm","HC","HP","HF",3,"alnvir",34,1,37,34,34
"1374","sm.HC.HP.HF.3.alnvir.2","sm","HC","HP","HF",3,"alnvir",37,1,40,40,37
"1375","sm.HC.HP.HF.3.popbal.1","sm","HC","HP","HF",3,"popbal",17,1,19,19,19
"1376","sm.HC.HP.HF.3.sorsco.1","sm","HC","HP","HF",3,"sorsco",5,1,NA,NA,NA
"1377","sm.HC.HP.HF.30.alninc.1","sm","HC","HP","HF",30,"alninc",22,1,28,25,22
"1378","sm.HC.HP.HF.30.alnvir.1","sm","HC","HP","HF",30,"alnvir",19,1,NA,40,28
"1379","sm.HC.HP.HF.30.corsto.1","sm","HC","HP","HF",30,"corsto",7,1,7,7,7
"1380","sm.HC.HP.HF.30.vibedu.1","sm","HC","HP","HF",30,"vibedu",0,1,NA,22,3
"1381","sm.HC.HP.HF.31.acegla.1","sm","HC","HP","HF",31,"acegla",26,1,NA,31,26
"1382","sm.HC.HP.HF.31.alninc.1","sm","HC","HP","HF",31,"alninc",NA,0,NA,NA,NA
"1383","sm.HC.HP.HF.31.riblac.1","sm","HC","HP","HF",31,"riblac",10,1,NA,NA,12
"1384","sm.HC.HP.HF.31.riblac.2","sm","HC","HP","HF",31,"riblac",10,1,NA,12,12
"1385","sm.HC.HP.HF.32.loninv.1","sm","HC","HP","HF",32,"loninv",10,1,NA,10,10
"1386","sm.HC.HP.HF.32.spipyr.1","sm","HC","HP","HF",32,"spipyr",10,1,10,10,10
"1387","sm.HC.HP.HF.32.vacmem.1","sm","HC","HP","HF",32,"vacmem",13,1,NA,NA,13
"1388","sm.HC.HP.HF.33.corsto.1","sm","HC","HP","HF",33,"corsto",7,1,10,7,7
"1389","sm.HC.HP.HF.33.poptre.1","sm","HC","HP","HF",33,"poptre",23,1,NA,NA,NA
"1390","sm.HC.HP.HF.33.shecan.1","sm","HC","HP","HF",33,"shecan",23,1,28,28,23
"1391","sm.HC.HP.HF.33.spibet.1","sm","HC","HP","HF",33,"spibet",10,1,NA,NA,NA
"1392","sm.HC.HP.HF.33.spipyr.1","sm","HC","HP","HF",33,"spipyr",7,1,NA,7,7
"1393","sm.HC.HP.HF.34.amealn.1","sm","HC","HP","HF",34,"amealn",10,1,10,10,10
"1394","sm.HC.HP.HF.34.corsto.1","sm","HC","HP","HF",34,"corsto",12,1,15,15,12
"1395","sm.HC.HP.HF.34.rubpar.1","sm","HC","HP","HF",34,"rubpar",31,1,NA,34,31
"1396","sm.HC.HP.HF.34.vibedu.1","sm","HC","HP","HF",34,"vibedu",3,1,NA,23,3
"1397","sm.HC.HP.HF.35.betpap.1","sm","HC","HP","HF",35,"betpap",19,1,19,19,19
"1398","sm.HC.HP.HF.35.loninv.1","sm","HC","HP","HF",35,"loninv",10,1,25,12,10
"1399","sm.HC.HP.HF.35.rubpar.1","sm","HC","HP","HF",35,"rubpar",25,1,NA,31,25
"1400","sm.HC.HP.HF.36.alninc.1","sm","HC","HP","HF",36,"alninc",17,1,22,19,17
"1401","sm.HC.HP.HF.36.loninv.1","sm","HC","HP","HF",36,"loninv",7,1,NA,NA,7
"1402","sm.HC.HP.HF.36.menfer.1","sm","HC","HP","HF",36,"menfer",22,1,31,22,22
"1403","sm.HC.HP.HF.36.spipyr.1","sm","HC","HP","HF",36,"spipyr",13,1,NA,NA,NA
"1404","sm.HC.HP.HF.37.acegla.1","sm","HC","HP","HF",37,"acegla",42,1,NA,NA,42
"1405","sm.HC.HP.HF.37.corsto.1","sm","HC","HP","HF",37,"corsto",10,1,13,13,10
"1406","sm.HC.HP.HF.37.rubpar.1","sm","HC","HP","HF",37,"rubpar",16,1,NA,16,16
"1407","sm.HC.HP.HF.37.sorsco.1","sm","HC","HP","HF",37,"sorsco",4,1,NA,NA,NA
"1408","sm.HC.HP.HF.38.amealn.1","sm","HC","HP","HF",38,"amealn",19,1,34,31,19
"1409","sm.HC.HP.HF.38.menfer.1","sm","HC","HP","HF",38,"menfer",37,1,NA,60,37
"1410","sm.HC.HP.HF.38.shecan.1","sm","HC","HP","HF",38,"shecan",17,1,28,28,17
"1411","sm.HC.HP.HF.38.spipyr.1","sm","HC","HP","HF",38,"spipyr",13,1,NA,13,13
"1412","sm.HC.HP.HF.39.acegla.1","sm","HC","HP","HF",39,"acegla",26,1,26,26,26
"1413","sm.HC.HP.HF.39.alnvir.1","sm","HC","HP","HF",39,"alnvir",19,1,NA,NA,19
"1414","sm.HC.HP.HF.39.spibet.1","sm","HC","HP","HF",39,"spibet",10,1,10,10,10
"1415","sm.HC.HP.HF.39.spibet.2","sm","HC","HP","HF",39,"spibet",10,1,10,10,10
"1416","sm.HC.HP.HF.4.alninc.1","sm","HC","HP","HF",4,"alninc",16,1,26,23,23
"1417","sm.HC.HP.HF.4.amealn.1","sm","HC","HP","HF",4,"amealn",5,1,16,5,5
"1418","sm.HC.HP.HF.4.sorsco.1","sm","HC","HP","HF",4,"sorsco",13,1,NA,NA,NA
"1419","sm.HC.HP.HF.40.acegla.1","sm","HC","HP","HF",40,"acegla",17,1,34,17,17
"1420","sm.HC.HP.HF.40.sorsco.1","sm","HC","HP","HF",40,"sorsco",7,1,NA,NA,NA
"1421","sm.HC.HP.HF.40.spipyr.1","sm","HC","HP","HF",40,"spipyr",7,1,7,7,7
"1422","sm.HC.HP.HF.40.symalb.1","sm","HC","HP","HF",40,"symalb",13,1,NA,13,13
"1423","sm.HC.HP.HF.5.acegla.1","sm","HC","HP","HF",5,"acegla",54,1,NA,NA,NA
"1424","sm.HC.HP.HF.5.alnvir.1","sm","HC","HP","HF",5,"alnvir",31,1,NA,42,31
"1425","sm.HC.HP.HF.5.corsto.1","sm","HC","HP","HF",5,"corsto",7,1,10,7,7
"1426","sm.HC.HP.HF.5.riblac.1","sm","HC","HP","HF",5,"riblac",12,1,22,22,12
"1427","sm.HC.HP.HF.6.amealn.1","sm","HC","HP","HF",6,"amealn",7,1,10,8,7
"1428","sm.HC.HP.HF.6.loninv.1","sm","HC","HP","HF",6,"loninv",7,1,NA,7,7
"1429","sm.HC.HP.HF.6.vibedu.1","sm","HC","HP","HF",6,"vibedu",0,1,NA,3,3
"1430","sm.HC.HP.HF.6.vibedu.2","sm","HC","HP","HF",6,"vibedu",3,1,NA,8,3
"1431","sm.HC.HP.HF.7.poptre.1","sm","HC","HP","HF",7,"poptre",16,1,34,16,16
"1432","sm.HC.HP.HF.7.riblac.1","sm","HC","HP","HF",7,"riblac",13,1,NA,26,13
"1433","sm.HC.HP.HF.7.shecan.1","sm","HC","HP","HF",7,"shecan",16,1,26,26,16
"1434","sm.HC.HP.HF.7.vacmem.1","sm","HC","HP","HF",7,"vacmem",10,1,NA,19,10
"1435","sm.HC.HP.HF.8.amealn.1","sm","HC","HP","HF",8,"amealn",7,1,25,13,10
"1436","sm.HC.HP.HF.8.betpap.1","sm","HC","HP","HF",8,"betpap",19,1,23,19,19
"1437","sm.HC.HP.HF.8.poptre.1","sm","HC","HP","HF",8,"poptre",31,1,31,31,31
"1438","sm.HC.HP.HF.8.sorsco.1","sm","HC","HP","HF",8,"sorsco",NA,0,NA,NA,NA
"1439","sm.HC.HP.HF.9.acegla.1","sm","HC","HP","HF",9,"acegla",16,1,NA,NA,NA
"1440","sm.HC.HP.HF.9.sorsco.1","sm","HC","HP","HF",9,"sorsco",13,1,NA,NA,NA
"1441","sm.HC.HP.HF.9.spipyr.1","sm","HC","HP","HF",9,"spipyr",10,1,40,13,10
"1442","sm.HC.HP.LF.1.amealn.1","sm","HC","HP","LF",1,"amealn",13,1,22,16,13
"1443","sm.HC.HP.LF.1.corsto.1","sm","HC","HP","LF",1,"corsto",16,1,NA,16,16
"1444","sm.HC.HP.LF.1.sorsco.1","sm","HC","HP","LF",1,"sorsco",0,1,NA,NA,10
"1445","sm.HC.HP.LF.1.symalb.1","sm","HC","HP","LF",1,"symalb",33,1,36,36,33
"1446","sm.HC.HP.LF.10.amealn.1","sm","HC","HP","LF",10,"amealn",10,1,13,13,13
"1447","sm.HC.HP.LF.10.rubpar.1","sm","HC","HP","LF",10,"rubpar",36,1,NA,39,36
"1448","sm.HC.HP.LF.10.shecan.1","sm","HC","HP","LF",10,"shecan",36,1,NA,NA,36
"1449","sm.HC.HP.LF.10.vibedu.1","sm","HC","HP","LF",10,"vibedu",0,1,NA,20,0
"1450","sm.HC.HP.LF.11.betpap.1","sm","HC","HP","LF",11,"betpap",27,1,27,27,27
"1451","sm.HC.HP.LF.11.riblac.1","sm","HC","HP","LF",11,"riblac",16,1,NA,20,16
"1452","sm.HC.HP.LF.11.vibedu.1","sm","HC","HP","LF",11,"vibedu",4,1,NA,NA,NA
"1453","sm.HC.HP.LF.12.popbal.1","sm","HC","HP","LF",12,"popbal",34,1,NA,NA,NA
"1454","sm.HC.HP.LF.12.poptre.1","sm","HC","HP","LF",12,"poptre",24,1,NA,NA,NA
"1455","sm.HC.HP.LF.12.shecan.1","sm","HC","HP","LF",12,"shecan",30,1,61,49,30
"1456","sm.HC.HP.LF.13.acegla.1","sm","HC","HP","LF",13,"acegla",76,1,NA,NA,76
"1457","sm.HC.HP.LF.13.amealn.1","sm","HC","HP","LF",13,"amealn",7,1,10,10,7
"1458","sm.HC.HP.LF.13.betpap.1","sm","HC","HP","LF",13,"betpap",24,1,24,24,24
"1459","sm.HC.HP.LF.13.sorsco.1","sm","HC","HP","LF",13,"sorsco",7,1,27,27,27
"1460","sm.HC.HP.LF.14.amealn.1","sm","HC","HP","LF",14,"amealn",13,1,20,20,16
"1461","sm.HC.HP.LF.14.amealn.2","sm","HC","HP","LF",14,"amealn",13,1,NA,39,13
"1462","sm.HC.HP.LF.14.betpap.1","sm","HC","HP","LF",14,"betpap",23,1,23,23,23
"1463","sm.HC.HP.LF.14.poptre.1","sm","HC","HP","LF",14,"poptre",43,1,NA,NA,NA
"1464","sm.HC.HP.LF.15.alnvir.1","sm","HC","HP","LF",15,"alnvir",34,1,36,36,34
"1465","sm.HC.HP.LF.15.corsto.1","sm","HC","HP","LF",15,"corsto",20,1,24,24,20
"1466","sm.HC.HP.LF.15.menfer.1","sm","HC","HP","LF",15,"menfer",36,1,NA,NA,36
"1467","sm.HC.HP.LF.15.vibedu.1","sm","HC","HP","LF",15,"vibedu",7,1,13,13,7
"1468","sm.HC.HP.LF.16.alnvir.1","sm","HC","HP","LF",16,"alnvir",36,1,NA,NA,42
"1469","sm.HC.HP.LF.16.loninv.1","sm","HC","HP","LF",16,"loninv",13,1,NA,NA,NA
"1470","sm.HC.HP.LF.16.loninv.2","sm","HC","HP","LF",16,"loninv",20,1,NA,NA,20
"1471","sm.HC.HP.LF.16.vacmem.1","sm","HC","HP","LF",16,"vacmem",24,1,NA,NA,24
"1472","sm.HC.HP.LF.17.acegla.1","sm","HC","HP","LF",17,"acegla",27,1,42,30,27
"1473","sm.HC.HP.LF.17.alnvir.1","sm","HC","HP","LF",17,"alnvir",24,1,33,33,24
"1474","sm.HC.HP.LF.17.spipyr.1","sm","HC","HP","LF",17,"spipyr",20,1,36,20,20
"1475","sm.HC.HP.LF.17.vacmem.1","sm","HC","HP","LF",17,"vacmem",13,1,NA,30,13
"1476","sm.HC.HP.LF.18.acegla.1","sm","HC","HP","LF",18,"acegla",20,1,49,39,22
"1477","sm.HC.HP.LF.18.corsto.1","sm","HC","HP","LF",18,"corsto",20,1,NA,NA,20
"1478","sm.HC.HP.LF.18.symalb.1","sm","HC","HP","LF",18,"symalb",20,1,NA,34,20
"1479","sm.HC.HP.LF.18.vacmem.1","sm","HC","HP","LF",18,"vacmem",22,1,NA,NA,22
"1480","sm.HC.HP.LF.19.amealn.1","sm","HC","HP","LF",19,"amealn",13,1,NA,NA,24
"1481","sm.HC.HP.LF.19.shecan.1","sm","HC","HP","LF",19,"shecan",0,1,43,33,20
"1482","sm.HC.HP.LF.19.sorsco.1","sm","HC","HP","LF",19,"sorsco",16,1,NA,NA,NA
"1483","sm.HC.HP.LF.19.spibet.1","sm","HC","HP","LF",19,"spibet",20,1,NA,NA,NA
"1484","sm.HC.HP.LF.2.acegla.1","sm","HC","HP","LF",2,"acegla",42,1,NA,55,42
"1485","sm.HC.HP.LF.2.alninc.1","sm","HC","HP","LF",2,"alninc",33,1,39,39,36
"1486","sm.HC.HP.LF.2.alninc.2","sm","HC","HP","LF",2,"alninc",33,1,36,36,33
"1487","sm.HC.HP.LF.2.loninv.1","sm","HC","HP","LF",2,"loninv",4,1,NA,NA,NA
"1488","sm.HC.HP.LF.20.acegla.1","sm","HC","HP","LF",20,"acegla",33,1,NA,NA,NA
"1489","sm.HC.HP.LF.20.popbal.1","sm","HC","HP","LF",20,"popbal",20,1,20,20,20
"1490","sm.HC.HP.LF.20.popbal.2","sm","HC","HP","LF",20,"popbal",20,1,NA,NA,NA
"1491","sm.HC.HP.LF.20.symalb.1","sm","HC","HP","LF",20,"symalb",20,1,NA,39,20
"1492","sm.HC.HP.LF.21.acegla.1","sm","HC","HP","LF",21,"acegla",27,1,NA,NA,NA
"1493","sm.HC.HP.LF.21.popbal.1","sm","HC","HP","LF",21,"popbal",24,1,NA,NA,NA
"1494","sm.HC.HP.LF.21.spibet.1","sm","HC","HP","LF",21,"spibet",17,1,NA,NA,17
