day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.l,percent4.l,
16,sm,LHL,6,38,alnvir,3,100,1,3,10,0,90,NA,NA,NA,NA,NA,NA,
16,sm,LHL,10,38,alnvir,0,100,2,1,10,0,90,NA,NA,12,NA,NA,NA,
16,sm,LHL,NA,38,corsto,7,66,3,7,20,3,20,1,15,13,NA,NA,NA,
16,sm,LHL,NA,38,vibedu,9,100,1,9,70,7,15,3,15,7,NA,NA,NA,
16,mp,LHL,7,39,amealn,,,,,,,,,,,,,,
16,mp,LHL,10,39,menfer,,,,,,,,,,,,,,
16,mp,LHL,Geg,39,poptre,,,,,,,,,,,,,,
16,mp,LHL,tml,39,spibet,,,,,,,,,,,,,,
16,sm,LHL,NA,39,corsto,3,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,39,corsto,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,39,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,39,spipyr,1,100,1,1,90,0,10,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,39,symalb,1,10,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,39,symalb,NA,NA,NA,1,40,0,60,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,39,vibedu,3,100,5,3,70,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,39,vibedu,3,100,1,7,55,3,45,NA,NA,26,NA,NA,NA,
16,mp,LHL,10,40,alninc,,,,,,,,,,,,,,
16,mp,LHL,8,40,samrac,,,,,,,,,,,,,,
16,mp,LHL,4,40,shecan,,,,,,,,,,,,,,
16,mp,LHL,9,40,symalb,,,,,,,,,,,,,,
16,sm,LHL,5,40,bepap,0,,1,0,100,,,,,10,,,,
16,sm,LHL, b,40,corsto,7,,1,3,65,1,45,,,,,,,
16,sm,LHL, oc 25,40,vacmem,3,20,,1,75,0,25,,,,,1,60,
16,mp,LLH,NA,1,amealn,9,100,1,7,60,3,20,0,15,15,NA,NA,NA,
16,mp,LLH,NA,1,corsto,9,100,1,9,25,7,40,3,25,13,NA,NA,NA,
16,mp,LLH,NA,1,riblac,3,100,3,60,1,10,0,30,NA,18,NA,NA,NA,
16,mp,LLH,NA,1,symalb,NA,NA,NA,3,50,1,40,0,10,NA,NA,NA,NA,
16,sm,LLH,NA,1,alnvir,3,100,5,3,60,1,40,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,1,amealn,1,100,1,3,30,1,70,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,1,betpap,1,100,1,1,60,0,40,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,1,sorsco,1,50,2,1,75,0,25,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,2,amealn,7,100,3,7,10,3,50,1,10,16,NA,NA,NA,
16,mp,LLH,NA,2,loninv,3,100,1,3,40,1,60,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,2,menfer,1,75,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,2,menfer,1,70,13,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,2,poptre,0,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,2,rubpar,1,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,2,shecan,1,100,1,3,15,7,5,1,80,NA,NA,NA,NA,
16,mp,LLH,NA,2,spibet,1,100,1,3,45,1,45,0,10,9,NA,NA,NA,
16,sm,LLH, D,2,riblac,1,,1,1,50,,,,,17,,,,
16,sm,LLH, A,2,shecan,3,,5,3,50,1,50,,,,60,,,
16,sm,LLH,,2,sorsco,1,,1,9,50,1,25,0,25,,,,,
16,sm,LLH,,2,symalb,,,,1,50,0,50,,,,,,,
16,sm,LLH, oc21,2,vacmem,3,80,,7,5,3,65,1,20,,,0,20,
16,mp,LLH,3,3,acegla,1,,3,1,55,0,45,,,25,,,,
16,mp,LLH,5,3,alninc,1,,1,1,10,0,90,,,10,,,,
16,mp,LLH,9,3,rhoalb,3,,1,1,15,0,85,,,,,,,
16,mp,LLH,7,3,vibedu,3,,2,3,85,0,15,,,,,,,
16,sm,LLH,10,3,alnvir,1,,4,1,65,0,35,,,,,,,
16,sm,LLH,6,3,loninv,3,25,4,3,50,1,50,,,,19,1,75,
16,sm,LLH, w/10,3,rubpar,1,,1,1,100,,,,,,,,,
16,sm,LLH, oc 21,3,vacmem,1,60,,0,100,,,,,,,0,40,
16,mp,LLH,5,4,alninc,3,,1,3,60,1,30,0,10,7,,,,
16,mp,LLH,2,4,amealn,1,,1,1,75,0,25,,11,,,,,
16,mp,LLH,8,4,menfer,3,30,13,0,100,,,,,,,1,60,
16,mp,LLH,wjt,4,vacmem,3,30,,1,20,0,80,,,,,1,20,
16,sm,LLH,NA,4,acegla,1,100,1,1,50,0,50,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,4,corsto,9,100,1,9,70,20,1,10,NA,NA,NA,NA,NA,
16,sm,LLH,B2,4,spipyr,3,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,B1,4,spipyr,7,100,1,7,10,3,90,NA,NA,NA,NA,NA,NA,
16,mp,LLH,6,5,popbal,0,,1,0,100,,,,,,,,,
16,mp,LLH,tml,5,rubpar,0,,2,0,100,,,,,,,,,
16,mp,LLH,5,5,samrac,1,,2,1,100,,,,,,,,,
16,mp,LLH,2,5,spipyr,3,,1,3,100,,,,,3,,,,
16,sm,LLH, A,5,amealn,7,,1,0,100,,,,,11,,,,
16,sm,LLH, B,5,corsto,9,,1,1,100,,,,,8,,,,
16,sm,LLH,7,5,shecan,3,100,2,3,60,1,40,,,,60,,,
16,sm,LLH,12,5,sorsco,9,,1,0,100,,,,,,,,,
16,sm,LLH, B32,5,spipyr,1,,1,3,15,1,55,0,30,,,,,
16,sm,LLH, cl,5,symalb,,,,1,100,,,,,,,,,
16,mp,LLH,5,6,alninc,3,,1,3,30,1,30,0,40,,,,,
16,mp,LLH,3,6,alninc,3,,1,1,30,0,70,,,7,,,,
16,mp,LLH,10,6,popbal,0,,1,0,100,,,,,,,,,
16,mp,LLH,8,6,riblac,3,,3,7,20,3,50,1,25,,,,,
16,sm,LLH,NA,6,alnvir,3,100,3,3,100,NA,NA,NA,NA,6,NA,NA,NA,
16,sm,LLH,NA,6,amealn,7,100,4,7,30,1,50,0,10,27,NA,NA,NA,
16,sm,LLH,NA,6,sorsco,1,100,1,10,50,1,50,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,7,alnvir,1,100,4,0,15,1,85,NA,NA,7,NA,NA,NA,
16,mp,LLH,NA,7,corsto,9,100,1,3,60,1,40,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,7,poptre,1,75,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,7,sorsco,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,11,7,acegla,1,,1,1,65,0,45,,,,,,,
16,sm,LLH,8,7,popbal,0,,1,0,100,,,,,,,,,
16,sm,LLH, cl,7,rubpar,1,,1,1,75,0,25,,,,,,,
16,sm,LLH,,7,sorsco,1,,1,0,100,,,,,4,,,,
16,mp,LLH,4,8,alnvir,3,60,5,3,20,1,55,0,25,,,,,
16,mp,LLH,7,8,alnvir,1,,5,1,55,0,45,,,9,,,,
16,mp,LLH,tml,8,rubpar,1,,2,1,25,0,75,,,,,,,
16,mp,LLH,9,8,sorsco,7,66,3,3,20,0,80,,,,,1,33,
16,sm,LLH,15,8,acegla,3,,3,3,50,1,30,0,20,,,,,
16,sm,LLH,9,8,bepap,1,,2,1,85,0,15,,,,,,,
16,sm,LLH,11,8,loninv,3,,1,9,30,7,60,3,10,,,,,
16,sm,LLH,8,8,riblac,3,,17,3,50,1,30,0,20,,,,,
16,mp,LLH,4,9,samrac,3,,2,3,100,,,,,,,,,
16,mp,LLH,12,9,sorsco,1,,1,0,100,,,,,,,,,
16,mp,LLH,LL,9,symalb,,,,0,100,,,,,,,,,
16,mp,LLH,LL,9,vacmem,3,20,,1,10,0,90,,,,,,,
16,sm,LLH,NA,9,alninc,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,9,sorsco,10,100,1,7,30,0,70,NA,NA,NA,NA,NA,NA,
16,sm,LLH,8,9,sorsco,1,100,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,9,spibet,7,100,1,7,10,3,90,NA,NA,6,NA,NA,NA,
16,mp,LLH,NA,10,alnvir,3,100,6,3,50,1,15,0,35,19,NA,NA,NA,
16,mp,LLH,NA,10,riblac,1,100,1,3,50,1,25,0,25,21,NA,NA,NA,
16,mp,LLH,NA,10,sorsco,9,100,1,0,100,NA,NA,NA,NA,5,NA,NA,NA,
16,mp,LLH,NA,10,spipyr,0,100,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,11,10,acegla,1,,1,1,50,0,50,,,8,,,,
16,sm,LLH, C,10,popre,0,,3,0,100,,,,,20,,,,
16,sm,LLH, cl,10,rubpar,0,,1,0,100,,,,,,,,,
16,sm,LLH, oc21/8,10,vacmem,0,,,0,100,,,,,,,,,
16,mp,LLH,8,11,amealn,3,,1,3,30,1,35,0,35,14,,,,
16,mp,LLH,5A,11,poptre,0,,1,0,100,,,,,10,,,,
16,mp,LLH,5,11,poptre,0,,2,0,100,,,,,6,,,,
16,mp,LLH,wjt,11,spipyr,0,,4,0,100,,,,,,,,,
16,sm,LLH,A,11,acegla,1,100,2,1,50,0,50,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,11,acegla,1,100,1,1,50,0,50,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,11,betpap,1,100,1,1,30,3,50,0,20,10,NA,NA,NA,
16,sm,LLH,NA,11,sorsco,7,100,1,9,25,1,25,0,50,NA,NA,NA,NA,
16,sm,LLH,NA,11,symalb,,,NA,3,25,1,70,0,5,NA,NA,NA,NA,
16,mp,LLH,NA,12,alnvir,3,100,3,3,15,1,85,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,12,amealn,9,100,2,9,75,3,10,0,15,12,NA,NA,NA,
16,mp,LLH,NA,12,shecan,3,100,3,3,50,1,50,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,12,spipyr,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,12,alninc,1,100,1,1,15,0,85,NA,NA,7,NA,NA,NA,
16,sm,LLH,NA,12,alnvir,3,50,2,3,10,1,70,NA,NA,10,NA,NA,NA,
16,sm,LLH,NA,12,corsto,11,100,2,11,80,1,20,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,12,spipyr,3,100,1,7,15,3,20,1,65,7,NA,NA,NA,
16,mp,LLH,NA,13,acegla,3,100,3,3,20,1,40,0,40,20,NA,NA,NA,
16,mp,LLH,NA,13,alninc,1,100,1,3,40,1,20,0,40,9,NA,NA,NA,
16,mp,LLH,NA,13,riblac,3,100,1,3,85,1,15,NA,NA,19,NA,NA,NA,
16,mp,LLH,NA,13,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,13,alnvir,1,100,1,1,25,0,75,NA,NA,12,NA,NA,NA,
16,sm,LLH,straight,13,poptre,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,A,13,spibet,7,100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,B,13,spibet,7,100,5,10,10,7,10,3,30,26,NA,NA,NA,
16,mp,LLH,4,14,alninc,3,,1,60,0,40,,,,7,,,,
16,mp,LLH,8,14,shecan,1,,2,3,60,1,40,,,,,,,
16,mp,LLH,9,14,shecan,3,50,2,3,20,1,80,,,,60,1,50,
16,mp,LLH,7,14,vibedu,3,,3,7,15,3,50,1,35,12,,,,
16,sm,LLH, B,14,popre,1,,4,0,100,,,,,10,,,,
16,sm,LLH,9,14,riblac,1,,7,7,5,1,40,0,55,36,,,,
16,sm,LLH,,14,spibet,1,,1,1,100,,,,,2,,,,
16,sm,LLH,,14,symalb,,,,0,100,,,,,,,,,
16,mp,LLH,NA,15,alninc,3,100,2,1,30,0,70,NA,NA,10,NA,NA,NA,
16,mp,LLH,NA,15,loninv,3,100,1,7,10,3,35,1,45,9,NA,NA,NA,
16,mp,LLH,NA,15,spibet,7,33,3,0,100,NA,NA,NA,NA,7,NA,3,66,
16,mp,LLH,NA,15,vibedu,3,100,1,9,20,7,20,3,60,5,NA,NA,NA,
16,sm,LLH, D,15,riblac,1,,1,0,100,,,,,18,,,,
16,sm,LLH,,15,rubpar,0,,1,0,100,,,,,,,,,
16,sm,LLH, A,15,shecan,3,50,2,3,50,1,50,,,,,1,50,
16,sm,LLH,,15,symalb,,,,1,60,0,40,,,,,,,
16,mp,LLH,NA,16,alnvir,3,100,3,3,55,15,0,30,NA,21,NA,NA,NA,
16,mp,LLH,NA,16,corsto,3,100,2,3,60,1,40,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,16,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,16,spipyr,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH, A,16,corsto,3,,1,9,10,3,40,1,50,,,,,
16,sm,LLH,13,16,menfer,1,,16,0,100,,,,,,,,,
16,sm,LLH,,16,symalb,,,,1,40,0,60,,,,,,,
16,sm,LLH, oc21,16,vacmem,1,20,,1,20,0,80,,,,,0,80,
16,mp,LLH,NA,17,amealn,7,100,1,7,60,3,40,NA,NA,16,NA,NA,NA,
16,mp,LLH,NA,17,menfer,3,70,17,1,10,0,90,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,17,symalb,NA,NA,NA,1,60,0,40,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,17,vacmem,3,60,NA,1,20,0,80,NA,NA,NA,NA,1,40,
16,sm,LLH,NA,17,popbal,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,17,riblac,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,17,shecan,3,100,1,3,20,1,80,NA,NA,19,NA,NA,NA,
16,sm,LLH,NA,17,vibedu,3,100,11,45,3,10,1,45,NA,11,NA,NA,NA,
16,mp,LLH,NA,18,corsto,9,100,1,7,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,18,rubpar,1,100,1,1,60,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,18,vacmem,7,5,NA,1,30,0,55,NA,NA,43,NA,3,50,
16,mp,LLH,NA,18,vibedu,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,18,loninv,3,100,2,7,20,3,40,0,40,15,NA,NA,NA,
16,sm,LLH,NA,18,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,18,shecan,3,100,1,7,20,3,80,NA,NA,19,NA,NA,NA,
16,sm,LLH,NA,18,vibedu,11,100,1,11,30,9,20,3,50,10,NA,NA,NA,
16,mp,LLH,NA,19,rhoalb,3,25,4,1,20,0,80,NA,NA,22,NA,1,75,
16,mp,LLH,NA,19,riblac,7,33,NA,3,50,1,25,0,25,19,NA,3,66,
16,mp,LLH,8,19,sorsco,7,100,1,0,100,NA,NA,NA,NA,2,NA,NA,NA,
16,mp,LLH,13,19,sorsco,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,1,19,alninc,3,,1,,,,,,,8,,,,
16,sm,LLH,10,19,bepap,1,,2,1,80,0,20,,,8,,,,
16,sm,LLH,7,19,popre,0,,1,0,100,,,,,9,,,,
16,sm,LLH, B17,19,spipyr,1,,1,1,100,,,,,4,,,,
16,mp,LLH,1,20,rhoalb,1,50,7,0,100,,,,,38,,,,
16,mp,LLH,3,20,rhoalb,1,,1,,,,,,,13,,,,
16,mp,LLH,8,20,samrac,1,,2,1,75,0,25,,,,,,,
16,mp,LLH,4,20,shecan,7,50,2,3,20,1,60,0,20,,,3,50,
16,sm,LLH,6,20,alnvir,1,,3,1,35,0,65,,,11,,,,
16,sm,LLH,5,20,amealn,3,,5,3,50,1,10,0,40,36,,,,
16,sm,LLH,11,20,sorsco,1,50,2,0,100,,,,,6,,,,
16,mp,LLH,NA,21,acegla,3,100,3,3,30,1,70,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,21,acegla,3,100,3,1,35,0,65,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,21,menfer,1,100,11,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,21,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,21,rhoalb,1,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,21,spibet,0,100,1,0,100,NA,NA,NA,NA,13,NA,NA,NA,
16,mp,LLH,NA,21,spipyr,1,100,1,3,50,1,50,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,21,symalb,NA,NA,NA,3,30,1,60,0,10,NA,NA,NA,NA,
16,sm,LLH,NA,21,alnvir,1,100,3,3,10,0,90,NA,NA,10,NA,NA,NA,
16,sm,LLH,onionB,21,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,21,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,21,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,22,alnvir,3,100,2,3,55,1,45,NA,NA,22,NA,NA,NA,
16,mp,LLH,NA,22,popbal,1,100,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,22,riblac,3,100,1,3,90,1,10,NA,NA,21,NA,NA,NA,
16,mp,LLH,NA,22,shecan,3,100,1,7,5,3,75,1,10,NA,NA,NA,NA,
16,sm,LLH,NA,22,alninc,3,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,22,riblac,1,100,2,1,5,0,95,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,22,spibet,7,100,1,7,40,3,30,1,20,NA,NA,NA,NA,
16,sm,LLH,NA,22,vibedu,11,100,1,11,20,9,10,3,70,NA,NA,NA,NA,
16,mp,LLH,NA,23,alnvir,1,100,2,1,40,3,60,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,23,loninv,3,100,1,3,20,1,80,NA,NA,5,NA,NA,NA,
16,mp,LLH,NA,23,symalb,NA,100,NA,7,20,3,40,1,25,NA,NA,NA,NA,
16,mp,LLH,NA,23,vacmem,1,80,NA,1,20,0,80,NA,NA,NA,NA,NA,NA,
16,sm,LLH,missing!!,23,amealn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,23,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,23,symalb,NA,NA,NA,1,80,NA,NA,NA,NA,20,NA,NA,NA,
16,sm,LLH,NA,23,vacmem,3,100,NA,3,20,1,70,0,10,NA,NA,NA,NA,
16,mp,LLH,10,24,acegla,3,,3,1,80,0,20,,,15,,,,
16,mp,LLH,atml,24,loninv,3,,1,1,40,0,60,,,,,,,
16,mp,LLH,10,24,menfer,1,,16,0,100,,,,,,,,,
16,mp,LLH,A,24,vacmem,3,,,1,30,0,70,,,,,,,
16,sm,LLH,NA,24,betpap,0,100,1,0,100,NA,NA,NA,NA,4,NA,NA,NA,
16,sm,LLH,NA,24,loninv,3,100,1,3,45,1,50,0,5,NA,NA,NA,NA,
16,sm,LLH,NA,24,shecan,3,80,8,3,60,1,40,NA,NA,NA,60,NA,NA,
16,sm,LLH,NA,24,symalb,NA,NA,NA,1,100,NA,NA,NA,NA,10,NA,NA,NA,
16,sm,LLH,NA,24,vacmem,1,100,NA,1,10,0,90,NA,NA,NA,NA,NA,NA,
16,mp,LLH,A,25,spibet,0,100,1,1,50,0,50,NA,NA,6,NA,NA,NA,
16,mp,LLH,NA,25,spibet,0,100,2,0,100,NA,NA,NA,NA,23,NA,NA,NA,
16,mp,LLH,NA,25,spipyr,0,100,3,0,100,NA,NA,NA,NA,50,NA,NA,NA,
16,mp,LLH,NA,25,symalb,NA,NA,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,25,betpap,1,100,2,1,60,0,40,NA,NA,7,NA,NA,NA,
16,sm,LLH,NA,25,corsto,9,100,1,9,50,7,20,3,30,6,NA,NA,NA,
16,sm,LLH,NA,25,riblac,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,25,sorsco,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,26,corsto,11,100,1,10,30,9,30,7,10,NA,NA,NA,NA,
16,mp,LLH,NA,26,samrac,0,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,26,spibet,7,100,1,3,50,1,50,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,26,vibedu,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,26,acegla,1,100,3,1,80,0,20,NA,NA,NA,NA,NA,NA,
16,sm,LLH,9,26,corsto,7,100,2,1,35,3,60,0,5,14,NA,NA,NA,
16,sm,LLH,2,26,menfer,1,70,8,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,9,26,menfer,1,100,10,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,27,acegla,3,100,1,1,50,0,50,NA,NA,18,NA,NA,NA,
16,mp,LLH,NA,27,amealn,1,100,2,1,50,0,50,NA,NA,13,NA,NA,NA,
16,mp,LLH,NA,27,samrac,0,100,2,1,10,0,90,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,27,vibedu,3,100,1,3,60,1,20,0,20,6,NA,NA,NA,
16,sm,LLH,NA,27,menfer,1,40,5,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,27,poptre,0,100,5,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,27,shecan,7,50,2,3,60,1,40,NA,NA,17,NA,NA,NA,
16,sm,LLH,NA,27,vibedu,3,100,1,10,10,9,50,3,40,1 dead,NA,NA,NA,
16,mp,LLH,NA,28,rhoalb,3,100,1,0,100,NA,NA,NA,NA,11,NA,NA,NA,
16,mp,LLH,NA,28,riblac,3,100,1,3,55,1,20,0,25,11,NA,NA,NA,
16,mp,LLH,NA,28,samrac,3,100,2,3,50,0,50,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,28,spibet,1,100,1,1,10,0,90,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,28,amealn,3,100,5,1,10,0,90,NA,NA,31,NA,NA,NA,
16,sm,LLH,NA,28,loninv,1,100,1,7,40,3,10,1,50,NA,NA,NA,NA,
16,sm,LLH,NA,28,spipyr,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,28,vibedu,10,100,4,10,40,9,5,7,5,15,NA,NA,NA,
16,mp,LLH,NA,29,loninv,3,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,
16,mp,LLH,NA,29,menfer,3,20,7,0,100,NA,NA,NA,NA,NA,NA,1,80,
16,mp,LLH,NA,29,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,29,vibedu,3,100,3,7,5,3,90,1,5,20,NA,NA,NA,
16,sm,LLH,10,29,acegla,3,,2,1,20,0,80,,,18,,,,
16,sm,LLH,4,29,alninc,3,,1,1,30,0,70,,,6,,,,
16,sm,LLH, Cl,29,rubpar,0,,1,0,100,,,,,,,,,
16,sm,LLH, spibe7_01,29,spibet,3,33,3,45,1,50,0,5,,,,1,66,
16,mp,LLH,NA,30,loninv,3,100,1,3,30,1,10,0,60,NA,NA,NA,NA,
16,mp,LLH,NA,30,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,30,rhoalb,1,100,1,1,15,0,85,NA,NA,6,NA,NA,NA,
16,mp,LLH,NA,30,sorsco,7,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,30,sorsco,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,30,riblac,7,33,3,3,1,65,0,30,NA,34,NA,3,66,
16,sm,LLH,NA,30,shecan,7,100,2,7,50,3,40,1,10,17,NA,NA,NA,
16,sm,LLH,NA,30,spibet,3,100,1,3,50,1,50,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,30,symalb,NA,NA,NA,3,70,1,20,0,10,NA,NA,NA,NA,
16,mp,LLH,NA,31,alninc,3,100,1,1,50,0,50,NA,NA,8,NA,NA,NA,
16,mp,LLH,B,31,poptre,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,31,poptre,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,31,shecan ,3,100,3,3,75,1,25,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,31,sorsco,7,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,31,acegla,3,100,1,3,40,1,40,0,20,NA,NA,NA,NA,
16,sm,LLH,NA,31,acegla,3,100,6,3,80,1,20,NA,NA,14,NA,NA,NA,
16,sm,LLH,NA,31,sorsco,1,100,2,0,100,NA,NA,NA,NA,4,NA,NA,NA,
16,sm,LLH,NA,31,spipyr,0,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,
16,mp,LLH,NA,32,poptre,1,100,1,0,100,NA,NA,NA,NA,13,NA,NA,NA,
16,mp,LLH,NA,32,rubpar,1,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,32,samrac,1,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,32,vacmem,3,40,NA,0,100,NA,NA,NA,NA,NA,NA,1,60,
16,sm,LLH,NA,32,alninc,3,50,2,1,20,NA,NA,NA,NA,6,NA,NA,NA,
16,sm,LLH,NA,32,betpap,1,100,2,1,50,0,50,NA,NA,8,NA,NA,NA,
16,sm,LLH,NA,32,menfer,1,75,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LLH,NA,32,menfer,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,33,poptre,0,100,1,0,100,NA,NA,NA,NA,8,NA,NA,NA,
16,mp,LLH,NA,33,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,33,symalb,NA,NA,NA,1,70,0,30,NA,NA,NA,NA,NA,NA,
16,mp,LLH,NA,33,vacmem,3,80,NA,7,5,3,30,1,65,NA,NA,NA,NA,
16,sm,LLH,NA,33,alnvir,1,100,4,3,30,1,20,0,50,18,NA,NA,NA,
16,sm,LLH,NA,33,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
