"lab2","lab3","population","treatment","chill","force","photo","species","tbb","latbb1"
"FAGGRA09_HF_05","FAGGRA09_HF_05_chill0_HP_LF","HF","CL0","chill0","LF","HP","FAGGRA",54,54
"FAGGRA09_HF_07","FAGGRA09_HF_07_HC_LP_LF","HF","CS2","HC","LF","LP","FAGGRA",56,56
"FAGGRA09_HF_10","FAGGRA09_HF_10_LC_LP_HF","HF","WS1","LC","HF","LP","FAGGRA",83,83
"FAGGRA09_HF_11","FAGGRA09_HF_11_HC_HP_HF","HF","WL2","HC","HF","HP","FAGGRA",60,60
"FAGGRA09_HF_12","FAGGRA09_HF_12_LC_HP_LF","HF","CL1","LC","LF","HP","FAGGRA",55,63
"FAGGRA10_HF_01","FAGGRA10_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","FAGGRA",68,68
"FAGGRA10_HF_02","FAGGRA10_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","FAGGRA",43,43
"FAGGRA10_HF_04","FAGGRA10_HF_04_HC_LP_LF","HF","CS2","HC","LF","LP","FAGGRA",77,85
"FAGGRA10_HF_05","FAGGRA10_HF_05_LC_LP_HF","HF","WS1","LC","HF","LP","FAGGRA",83,83
"FAGGRA10_HF_06","FAGGRA10_HF_06_chill0_LP_LF","HF","CS0","chill0","LF","LP","FAGGRA",68,68
"FAGGRA10_HF_08","FAGGRA10_HF_08_HC_HP_HF","HF","WL2","HC","HF","HP","FAGGRA",60,60
"FAGGRA10_HF_11","FAGGRA10_HF_11_HC_HP_LF","HF","CL2","HC","LF","HP","FAGGRA",63,63
"FAGGRA10_HF_12","FAGGRA10_HF_12_LC_LP_LF","HF","CS1","LC","LF","LP","FAGGRA",85,85
"FAGGRA11_HF_01","FAGGRA11_HF_01_HC_HP_LF","HF","CL2","HC","LF","HP","FAGGRA",63,70
"FAGGRA11_HF_02","FAGGRA11_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","FAGGRA",54,48
"FAGGRA11_HF_03","FAGGRA11_HF_03_LC_LP_LF","HF","CS1","LC","LF","LP","FAGGRA",77,77
"FAGGRA11_HF_06","FAGGRA11_HF_06_LC_LP_HF","HF","WS1","LC","HF","LP","FAGGRA",83,89
"FAGGRA11_HF_07","FAGGRA11_HF_07_chill0_LP_LF","HF","CS0","chill0","LF","LP","FAGGRA",68,68
"FAGGRA11_HF_08","FAGGRA11_HF_08_HC_HP_HF","HF","WL2","HC","HF","HP","FAGGRA",60,60
"FAGGRA11_HF_10","FAGGRA11_HF_10_LC_HP_HF","HF","WL1","LC","HF","HP","FAGGRA",64,64
"FAGGRA11_HF_11","FAGGRA11_HF_11_HC_LP_LF","HF","CS2","HC","LF","LP","FAGGRA",77,77
"FAGGRA11_HF_12","FAGGRA11_HF_12_LC_HP_LF","HF","CL1","LC","LF","HP","FAGGRA",63,76
"FAGGRA13_HF_01","FAGGRA13_HF_01_LC_LP_LF","HF","CS1","LC","LF","LP","FAGGRA",77,63
"FAGGRA13_HF_02","FAGGRA13_HF_02_LC_LP_HF","HF","WS1","LC","HF","LP","FAGGRA",71,71
"FAGGRA13_HF_03","FAGGRA13_HF_03_HC_LP_HF","HF","WS2","HC","HF","LP","FAGGRA",74,83
"FAGGRA13_HF_04","FAGGRA13_HF_04_LC_HP_LF","HF","CL1","LC","LF","HP","FAGGRA",63,63
"FAGGRA13_HF_05","FAGGRA13_HF_05_LC_HP_HF","HF","WL1","LC","HF","HP","FAGGRA",57,57
"FAGGRA13_HF_06","FAGGRA13_HF_06_HC_HP_HF","HF","WL2","HC","HF","HP","FAGGRA",60,60
"FAGGRA13_HF_07","FAGGRA13_HF_07_chill0_LP_LF","HF","CS0","chill0","LF","LP","FAGGRA",42,42
"FAGGRA13_HF_08","FAGGRA13_HF_08_chill0_HP_LF","HF","CL0","chill0","LF","HP","FAGGRA",40,32
"FAGGRA13_HF_09","FAGGRA13_HF_09_chill0_HP_HF","HF","WL0","chill0","HF","HP","FAGGRA",26,39
"FAGGRA13_HF_10","FAGGRA13_HF_10_HC_LP_LF","HF","CS2","HC","LF","LP","FAGGRA",77,77
"FAGGRA13_HF_11","FAGGRA13_HF_11_chill0_LP_HF","HF","WS0","chill0","HF","LP","FAGGRA",43,43
"FAGGRA13_HF_12","FAGGRA13_HF_12_HC_HP_LF","HF","CL2","HC","LF","HP","FAGGRA",63,63
"FAGGRA14_HF_03","FAGGRA14_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","FAGGRA",29,29
"FAGGRA14_HF_06","FAGGRA14_HF_06_chill0_HP_LF","HF","CL0","chill0","LF","HP","FAGGRA",48,48
"FAGGRA14_HF_08","FAGGRA14_HF_08_LC_HP_LF","HF","CL1","LC","LF","HP","FAGGRA",76,84
"FAGGRA14_HF_11","FAGGRA14_HF_11_chill0_LP_LF","HF","CS0","chill0","LF","LP","FAGGRA",68,75
"FAGGRA14_HF_12","FAGGRA14_HF_12_LC_LP_HF","HF","WS1","LC","HF","LP","FAGGRA",83,83
"FRANIG01_SH_01","FRANIG01_SH_01_chill0_HP_LF","SH","CL0","chill0","LF","HP","FRANIG",40,43
"FRANIG01_SH_03","FRANIG01_SH_03_chill0_LP_HF","SH","WS0","chill0","HF","LP","FRANIG",34,43
"FRANIG01_SH_04","FRANIG01_SH_04_chill0_LP_LF","SH","CS0","chill0","LF","LP","FRANIG",39,68
"FRANIG02_SH_01","FRANIG02_SH_01_chill0_LP_LF","SH","CS0","chill0","LF","LP","FRANIG",42,68
"FRANIG02_SH_02","FRANIG02_SH_02_chill0_LP_HF","SH","WS0","chill0","HF","LP","FRANIG",34,34
"FRANIG02_SH_03","FRANIG02_SH_03_chill0_HP_LF","SH","CL0","chill0","LF","HP","FRANIG",34,61
"FRANIG02_SH_04","FRANIG02_SH_04_chill0_HP_HF","SH","WL0","chill0","HF","HP","FRANIG",26,29
"FRANIG03_HF_01","FRANIG03_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","FRANIG",40,40
"FRANIG03_HF_04","FRANIG03_HF_04_chill0_HP_LF","HF","CL0","chill0","LF","HP","FRANIG",40,61
"FRANIG04_HF_01","FRANIG04_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","FRANIG",54,61
"FRANIG05_SH_02","FRANIG05_SH_02_chill0_LP_HF","SH","WS0","chill0","HF","LP","FRANIG",34,56
"FRANIG05_SH_03","FRANIG05_SH_03_chill0_LP_LF","SH","CS0","chill0","LF","LP","FRANIG",68,68
"FRANIG06_SH_02","FRANIG06_SH_02_chill0_LP_HF","SH","WS0","chill0","HF","LP","FRANIG",26,26
"FRANIG09_SH_02","FRANIG09_SH_02_chill0_HP_LF","SH","CL0","chill0","LF","HP","FRANIG",40,40
"FRANIG09_SH_03","FRANIG09_SH_03_chill0_LP_LF","SH","CS0","chill0","LF","LP","FRANIG",47,47
"FRANIG09_SH_04","FRANIG09_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","FRANIG",34,34
"HAMVIR07_HF_02","HAMVIR07_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","HAMVIR",68,68
"HAMVIR07_HF_03","HAMVIR07_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","HAMVIR",39,39
"HAMVIR07_HF_04","HAMVIR07_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","HAMVIR",40,40
"HAMVIR08_HF_01","HAMVIR08_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","HAMVIR",29,29
"HAMVIR08_HF_02","HAMVIR08_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","HAMVIR",34,34
"HAMVIR08_HF_03","HAMVIR08_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","HAMVIR",34,34
"HAMVIR08_HF_04","HAMVIR08_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","HAMVIR",47,47
"HAMVIR09_HF_01","HAMVIR09_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","HAMVIR",56,56
"HAMVIR09_HF_02","HAMVIR09_HF_02_chill0_HP_HF","HF","WL0","chill0","HF","HP","HAMVIR",47,39
"HAMVIR09_HF_03","HAMVIR09_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","HAMVIR",54,54
"HAMVIR09_HF_04","HAMVIR09_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","HAMVIR",68,68
"HAMVIR10_HF_01","HAMVIR10_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","HAMVIR",40,40
"HAMVIR10_HF_02","HAMVIR10_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","HAMVIR",53,53
"HAMVIR10_HF_03","HAMVIR10_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","HAMVIR",34,34
"HAMVIR10_HF_04","HAMVIR10_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","HAMVIR",29,29
"HAMVIR11_HF_01","HAMVIR11_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","HAMVIR",29,26
"HAMVIR11_HF_02","HAMVIR11_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","HAMVIR",68,68
"HAMVIR11_HF_03","HAMVIR11_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","HAMVIR",29,29
"HAMVIR11_HF_04","HAMVIR11_HF_04_chill0_HP_LF","HF","CL0","chill0","LF","HP","HAMVIR",34,34
"HAMVIR12_HF_01","HAMVIR12_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","HAMVIR",43,43
"HAMVIR12_HF_02","HAMVIR12_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","HAMVIR",68,68
"HAMVIR12_HF_03","HAMVIR12_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","HAMVIR",33,33
"HAMVIR12_HF_04","HAMVIR12_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","HAMVIR",40,56
"ILEMUC01_SH_01","ILEMUC01_SH_01_chill0_HP_LF","SH","CL0","chill0","LF","HP","ILEMUC",29,34
"ILEMUC01_SH_02","ILEMUC01_SH_02_chill0_HP_HF","SH","WL0","chill0","HF","HP","ILEMUC",13,13
"ILEMUC01_SH_03","ILEMUC01_SH_03_HC_HP_LF","SH","CL2","HC","LF","HP","ILEMUC",56,56
"ILEMUC01_SH_04","ILEMUC01_SH_04_LC_HP_LF","SH","CL1","LC","LF","HP","ILEMUC",41,41
"ILEMUC01_SH_05","ILEMUC01_SH_05_HC_LP_HF","SH","WS2","HC","HF","LP","ILEMUC",57,57
"ILEMUC01_SH_06","ILEMUC01_SH_06_HC_LP_LF","SH","CS2","HC","LF","LP","ILEMUC",46,56
"ILEMUC01_SH_08","ILEMUC01_SH_08_LC_LP_LF","SH","CS1","LC","LF","LP","ILEMUC",48,48
"ILEMUC01_SH_09","ILEMUC01_SH_09_chill0_LP_LF","SH","CS0","chill0","LF","LP","ILEMUC",13,13
"ILEMUC01_SH_10","ILEMUC01_SH_10_chill0_LP_HF","SH","WS0","chill0","HF","LP","ILEMUC",18,18
"ILEMUC01_SH_11","ILEMUC01_SH_11_HC_HP_HF","SH","WL2","HC","HF","HP","ILEMUC",47,47
"ILEMUC01_SH_12","ILEMUC01_SH_12_LC_LP_HF","SH","WS1","LC","HF","LP","ILEMUC",57,49
"ILEMUC03_HF_01","ILEMUC03_HF_01_chill0_LP_LF","HF","CS0","chill0","LF","LP","ILEMUC",21,13
"ILEMUC03_HF_02","ILEMUC03_HF_02_LC_LP_LF","HF","CS1","LC","LF","LP","ILEMUC",48,48
"ILEMUC03_HF_03","ILEMUC03_HF_03_LC_HP_HF","HF","WL1","LC","HF","HP","ILEMUC",41,41
"ILEMUC03_HF_04","ILEMUC03_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","ILEMUC",13,13
"ILEMUC03_HF_05","ILEMUC03_HF_05_chill0_HP_LF","HF","CL0","chill0","LF","HP","ILEMUC",20,20
"ILEMUC03_HF_06","ILEMUC03_HF_06_HC_LP_LF","HF","CS2","HC","LF","LP","ILEMUC",46,56
"ILEMUC03_HF_07","ILEMUC03_HF_07_HC_HP_LF","HF","CL2","HC","LF","HP","ILEMUC",46,46
"ILEMUC03_HF_08","ILEMUC03_HF_08_HC_HP_HF","HF","WL2","HC","HF","HP","ILEMUC",47,47
"ILEMUC03_HF_09","ILEMUC03_HF_09_HC_LP_HF","HF","WS2","HC","HF","LP","ILEMUC",46,46
"ILEMUC03_HF_10","ILEMUC03_HF_10_chill0_LP_HF","HF","WS0","chill0","HF","LP","ILEMUC",12,12
"ILEMUC03_HF_11","ILEMUC03_HF_11_LC_HP_LF","HF","CL1","LC","LF","HP","ILEMUC",41,41
"ILEMUC03_HF_12","ILEMUC03_HF_12_LC_LP_HF","HF","WS1","LC","HF","LP","ILEMUC",49,49
"ILEMUC03_SH_01","ILEMUC03_SH_01_LC_LP_LF","SH","CS1","LC","LF","LP","ILEMUC",56,56
"ILEMUC03_SH_02","ILEMUC03_SH_02_chill0_HP_LF","SH","CL0","chill0","LF","HP","ILEMUC",20,20
"ILEMUC03_SH_03","ILEMUC03_SH_03_chill0_HP_HF","SH","WL0","chill0","HF","HP","ILEMUC",13,13
"ILEMUC03_SH_04","ILEMUC03_SH_04_HC_HP_HF","SH","WL2","HC","HF","HP","ILEMUC",47,47
"ILEMUC03_SH_05","ILEMUC03_SH_05_LC_LP_HF","SH","WS1","LC","HF","LP","ILEMUC",49,49
"ILEMUC03_SH_06","ILEMUC03_SH_06_LC_HP_HF","SH","WL1","LC","HF","HP","ILEMUC",41,41
"ILEMUC03_SH_07","ILEMUC03_SH_07_LC_HP_LF","SH","CL1","LC","LF","HP","ILEMUC",50,55
"ILEMUC03_SH_08","ILEMUC03_SH_08_chill0_LP_LF","SH","CS0","chill0","LF","LP","ILEMUC",33,33
"ILEMUC03_SH_09","ILEMUC03_SH_09_HC_LP_LF","SH","CS2","HC","LF","LP","ILEMUC",50,50
"ILEMUC03_SH_10","ILEMUC03_SH_10_HC_HP_LF","SH","CL2","HC","LF","HP","ILEMUC",46,46
"ILEMUC03_SH_11","ILEMUC03_SH_11_chill0_LP_HF","SH","WS0","chill0","HF","LP","ILEMUC",27,18
"ILEMUC03_SH_12","ILEMUC03_SH_12_HC_LP_HF","SH","WS2","HC","HF","LP","ILEMUC",57,57
"ILEMUC04_HF_01","ILEMUC04_HF_01_chill0_LP_LF","HF","CS0","chill0","LF","LP","ILEMUC",39,21
"ILEMUC04_HF_02","ILEMUC04_HF_02_LC_HP_LF","HF","CL1","LC","LF","HP","ILEMUC",41,41
"ILEMUC04_HF_04","ILEMUC04_HF_04_HC_LP_LF","HF","CS2","HC","LF","LP","ILEMUC",46,46
"ILEMUC04_HF_05","ILEMUC04_HF_05_chill0_LP_HF","HF","WS0","chill0","HF","LP","ILEMUC",12,12
"ILEMUC04_HF_06","ILEMUC04_HF_06_chill0_HP_LF","HF","CL0","chill0","LF","HP","ILEMUC",12,12
"ILEMUC04_HF_07","ILEMUC04_HF_07_chill0_HP_HF","HF","WL0","chill0","HF","HP","ILEMUC",13,13
"ILEMUC04_HF_08","ILEMUC04_HF_08_LC_LP_LF","HF","CS1","LC","LF","LP","ILEMUC",42,42
"ILEMUC04_HF_11","ILEMUC04_HF_11_LC_HP_HF","HF","WL1","LC","HF","HP","ILEMUC",41,41
"ILEMUC04_HF_12","ILEMUC04_HF_12_LC_LP_HF","HF","WS1","LC","HF","LP","ILEMUC",64,49
"ILEMUC04_SH_01","ILEMUC04_SH_01_chill0_LP_LF","SH","CS0","chill0","LF","LP","ILEMUC",21,21
"ILEMUC04_SH_02","ILEMUC04_SH_02_chill0_HP_HF","SH","WL0","chill0","HF","HP","ILEMUC",18,13
"ILEMUC04_SH_03","ILEMUC04_SH_03_LC_HP_HF","SH","WL1","LC","HF","HP","ILEMUC",41,41
"ILEMUC04_SH_04","ILEMUC04_SH_04_HC_HP_LF","SH","CL2","HC","LF","HP","ILEMUC",46,46
"ILEMUC04_SH_05","ILEMUC04_SH_05_LC_LP_LF","SH","CS1","LC","LF","LP","ILEMUC",48,48
"ILEMUC04_SH_06","ILEMUC04_SH_06_chill0_LP_HF","SH","WS0","chill0","HF","LP","ILEMUC",18,18
"ILEMUC04_SH_07","ILEMUC04_SH_07_HC_LP_HF","SH","WS2","HC","HF","LP","ILEMUC",46,46
"ILEMUC04_SH_08","ILEMUC04_SH_08_chill0_HP_LF","SH","CL0","chill0","LF","HP","ILEMUC",12,12
"ILEMUC04_SH_09","ILEMUC04_SH_09_LC_HP_LF","SH","CL1","LC","LF","HP","ILEMUC",46,41
"ILEMUC04_SH_10","ILEMUC04_SH_10_HC_HP_HF","SH","WL2","HC","HF","HP","ILEMUC",47,47
"ILEMUC04_SH_11","ILEMUC04_SH_11_HC_LP_LF","SH","CS2","HC","LF","LP","ILEMUC",46,46
"ILEMUC04_SH_12","ILEMUC04_SH_12_LC_LP_HF","SH","WS1","LC","HF","LP","ILEMUC",49,49
"ILEMUC05_HF_01","ILEMUC05_HF_01_LC_HP_HF","HF","WL1","LC","HF","HP","ILEMUC",41,41
"ILEMUC05_HF_02","ILEMUC05_HF_02_HC_HP_LF","HF","CL2","HC","LF","HP","ILEMUC",46,46
"ILEMUC05_HF_03","ILEMUC05_HF_03_HC_LP_LF","HF","CS2","HC","LF","LP","ILEMUC",46,56
"ILEMUC05_HF_04","ILEMUC05_HF_04_LC_LP_LF","HF","CS1","LC","LF","LP","ILEMUC",42,42
"ILEMUC05_HF_05","ILEMUC05_HF_05_LC_LP_HF","HF","WS1","LC","HF","LP","ILEMUC",49,49
"ILEMUC05_HF_06","ILEMUC05_HF_06_chill0_HP_HF","HF","WL0","chill0","HF","HP","ILEMUC",13,13
"ILEMUC05_HF_07","ILEMUC05_HF_07_HC_HP_HF","HF","WL2","HC","HF","HP","ILEMUC",47,47
"ILEMUC05_HF_08","ILEMUC05_HF_08_chill0_LP_HF","HF","WS0","chill0","HF","LP","ILEMUC",18,18
"ILEMUC05_HF_09","ILEMUC05_HF_09_chill0_LP_LF","HF","CS0","chill0","LF","LP","ILEMUC",13,13
"ILEMUC05_HF_10","ILEMUC05_HF_10_chill0_HP_LF","HF","CL0","chill0","LF","HP","ILEMUC",20,20
"ILEMUC05_HF_11","ILEMUC05_HF_11_HC_LP_HF","HF","WS2","HC","HF","LP","ILEMUC",46,46
"ILEMUC05_HF_12","ILEMUC05_HF_12_LC_HP_LF","HF","CL1","LC","LF","HP","ILEMUC",41,41
"ILEMUC05_SH_01","ILEMUC05_SH_01_chill0_LP_HF","SH","WS0","chill0","HF","LP","ILEMUC",18,18
"ILEMUC05_SH_02","ILEMUC05_SH_02_HC_HP_HF","SH","WL2","HC","HF","HP","ILEMUC",47,47
"ILEMUC05_SH_03","ILEMUC05_SH_03_chill0_LP_LF","SH","CS0","chill0","LF","LP","ILEMUC",13,13
"ILEMUC05_SH_04","ILEMUC05_SH_04_LC_HP_LF","SH","CL1","LC","LF","HP","ILEMUC",46,46
"ILEMUC05_SH_05","ILEMUC05_SH_05_chill0_HP_LF","SH","CL0","chill0","LF","HP","ILEMUC",20,20
"ILEMUC05_SH_06","ILEMUC05_SH_06_HC_LP_HF","SH","WS2","HC","HF","LP","ILEMUC",89,57
"ILEMUC05_SH_07","ILEMUC05_SH_07_LC_LP_HF","SH","WS1","LC","HF","LP","ILEMUC",64,49
"ILEMUC05_SH_08","ILEMUC05_SH_08_LC_LP_LF","SH","CS1","LC","LF","LP","ILEMUC",77,48
"ILEMUC05_SH_09","ILEMUC05_SH_09_HC_HP_LF","SH","CL2","HC","LF","HP","ILEMUC",49,46
"ILEMUC05_SH_10","ILEMUC05_SH_10_chill0_HP_HF","SH","WL0","chill0","HF","HP","ILEMUC",13,13
"ILEMUC05_SH_11","ILEMUC05_SH_11_LC_HP_HF","SH","WL1","LC","HF","HP","ILEMUC",41,41
"ILEMUC05_SH_12","ILEMUC05_SH_12_HC_LP_LF","SH","CS2","HC","LF","LP","ILEMUC",50,46
"ILEMUC06_HF_01","ILEMUC06_HF_01_LC_LP_HF","HF","WS1","LC","HF","LP","ILEMUC",57,57
"ILEMUC06_HF_02","ILEMUC06_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","ILEMUC",26,26
"ILEMUC06_HF_03","ILEMUC06_HF_03_LC_HP_LF","HF","CL1","LC","LF","HP","ILEMUC",76,50
"ILEMUC06_HF_04","ILEMUC06_HF_04_HC_LP_LF","HF","CS2","HC","LF","LP","ILEMUC",63,63
"ILEMUC06_HF_05","ILEMUC06_HF_05_chill0_HP_HF","HF","WL0","chill0","HF","HP","ILEMUC",26,18
"ILEMUC06_HF_06","ILEMUC06_HF_06_LC_LP_LF","HF","CS1","LC","LF","LP","ILEMUC",56,56
"ILEMUC06_HF_07","ILEMUC06_HF_07_chill0_HP_LF","HF","CL0","chill0","LF","HP","ILEMUC",34,34
"ILEMUC06_HF_08","ILEMUC06_HF_08_HC_HP_HF","HF","WL2","HC","HF","HP","ILEMUC",47,53
"ILEMUC06_HF_09","ILEMUC06_HF_09_HC_HP_LF","HF","CL2","HC","LF","HP","ILEMUC",56,56
"ILEMUC06_HF_10","ILEMUC06_HF_10_HC_LP_HF","HF","WS2","HC","HF","LP","ILEMUC",89,89
"ILEMUC06_HF_11","ILEMUC06_HF_11_LC_HP_HF","HF","WL1","LC","HF","HP","ILEMUC",46,57
"ILEMUC06_HF_12","ILEMUC06_HF_12_chill0_LP_LF","HF","CS0","chill0","LF","LP","ILEMUC",33,33
"ILEMUC06_SH_01","ILEMUC06_SH_01_LC_HP_LF","SH","CL1","LC","LF","HP","ILEMUC",46,46
"ILEMUC06_SH_02","ILEMUC06_SH_02_LC_LP_HF","SH","WS1","LC","HF","LP","ILEMUC",49,49
"ILEMUC06_SH_03","ILEMUC06_SH_03_LC_LP_LF","SH","CS1","LC","LF","LP","ILEMUC",48,48
"ILEMUC06_SH_04","ILEMUC06_SH_04_HC_HP_LF","SH","CL2","HC","LF","HP","ILEMUC",46,46
"ILEMUC06_SH_05","ILEMUC06_SH_05_HC_LP_HF","SH","WS2","HC","HF","LP","ILEMUC",57,57
"ILEMUC06_SH_06","ILEMUC06_SH_06_chill0_LP_HF","SH","WS0","chill0","HF","LP","ILEMUC",12,12
"ILEMUC06_SH_07","ILEMUC06_SH_07_chill0_HP_LF","SH","CL0","chill0","LF","HP","ILEMUC",20,20
"ILEMUC06_SH_08","ILEMUC06_SH_08_LC_HP_HF","SH","WL1","LC","HF","HP","ILEMUC",41,41
"ILEMUC06_SH_09","ILEMUC06_SH_09_chill0_HP_HF","SH","WL0","chill0","HF","HP","ILEMUC",18,18
"ILEMUC06_SH_10","ILEMUC06_SH_10_HC_HP_HF","SH","WL2","HC","HF","HP","ILEMUC",47,47
"ILEMUC06_SH_11","ILEMUC06_SH_11_chill0_LP_LF","SH","CS0","chill0","LF","LP","ILEMUC",21,21
"ILEMUC06_SH_12","ILEMUC06_SH_12_HC_LP_LF","SH","CS2","HC","LF","LP","ILEMUC",46,46
"ILEMUC07_HF_01","ILEMUC07_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","ILEMUC",13,13
"ILEMUC07_HF_02","ILEMUC07_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","ILEMUC",13,13
"ILEMUC07_HF_03","ILEMUC07_HF_03_HC_LP_HF","HF","WS2","HC","HF","LP","ILEMUC",46,46
"ILEMUC07_HF_04","ILEMUC07_HF_04_HC_LP_LF","HF","CS2","HC","LF","LP","ILEMUC",50,56
"ILEMUC07_HF_05","ILEMUC07_HF_05_chill0_LP_HF","HF","WS0","chill0","HF","LP","ILEMUC",12,12
"ILEMUC07_HF_06","ILEMUC07_HF_06_LC_LP_LF","HF","CS1","LC","LF","LP","ILEMUC",42,42
"ILEMUC07_HF_07","ILEMUC07_HF_07_HC_HP_HF","HF","WL2","HC","HF","HP","ILEMUC",47,47
"ILEMUC07_HF_08","ILEMUC07_HF_08_LC_HP_LF","HF","CL1","LC","LF","HP","ILEMUC",41,41
"ILEMUC07_HF_09","ILEMUC07_HF_09_LC_LP_HF","HF","WS1","LC","HF","LP","ILEMUC",49,49
"ILEMUC07_HF_10","ILEMUC07_HF_10_chill0_HP_LF","HF","CL0","chill0","LF","HP","ILEMUC",20,20
"ILEMUC07_HF_11","ILEMUC07_HF_11_LC_HP_HF","HF","WL1","LC","HF","HP","ILEMUC",41,41
"ILEMUC07_HF_12","ILEMUC07_HF_12_HC_HP_LF","HF","CL2","HC","LF","HP","ILEMUC",46,46
"ILEMUC07_SH_01","ILEMUC07_SH_01_chill0_LP_LF","SH","CS0","chill0","LF","LP","ILEMUC",21,21
"ILEMUC07_SH_02","ILEMUC07_SH_02_chill0_LP_HF","SH","WS0","chill0","HF","LP","ILEMUC",13,13
"ILEMUC07_SH_03","ILEMUC07_SH_03_LC_LP_HF","SH","WS1","LC","HF","LP","ILEMUC",49,49
"ILEMUC07_SH_04","ILEMUC07_SH_04_LC_LP_LF","SH","CS1","LC","LF","LP","ILEMUC",48,48
"ILEMUC07_SH_05","ILEMUC07_SH_05_HC_LP_HF","SH","WS2","HC","HF","LP","ILEMUC",46,46
"ILEMUC07_SH_06","ILEMUC07_SH_06_HC_LP_LF","SH","CS2","HC","LF","LP","ILEMUC",46,50
"ILEMUC07_SH_07","ILEMUC07_SH_07_chill0_HP_LF","SH","CL0","chill0","LF","HP","ILEMUC",20,20
"ILEMUC07_SH_08","ILEMUC07_SH_08_LC_HP_LF","SH","CL1","LC","LF","HP","ILEMUC",41,41
"ILEMUC07_SH_09","ILEMUC07_SH_09_LC_HP_HF","SH","WL1","LC","HF","HP","ILEMUC",41,41
"ILEMUC07_SH_10","ILEMUC07_SH_10_HC_HP_LF","SH","CL2","HC","LF","HP","ILEMUC",46,46
"ILEMUC07_SH_11","ILEMUC07_SH_11_HC_HP_HF","SH","WL2","HC","HF","HP","ILEMUC",47,53
"ILEMUC07_SH_12","ILEMUC07_SH_12_chill0_HP_HF","SH","WL0","chill0","HF","HP","ILEMUC",13,13
"ILEMUC08_HF_01","ILEMUC08_HF_01_HC_HP_LF","HF","CL2","HC","LF","HP","ILEMUC",46,56
"ILEMUC08_HF_02","ILEMUC08_HF_02_HC_LP_HF","HF","WS2","HC","HF","LP","ILEMUC",57,83
"ILEMUC08_HF_03","ILEMUC08_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","ILEMUC",20,20
"ILEMUC08_HF_04","ILEMUC08_HF_04_HC_LP_LF","HF","CS2","HC","LF","LP","ILEMUC",46,46
"ILEMUC08_HF_05","ILEMUC08_HF_05_LC_LP_LF","HF","CS1","LC","LF","LP","ILEMUC",48,48
"ILEMUC08_HF_06","ILEMUC08_HF_06_chill0_HP_HF","HF","WL0","chill0","HF","HP","ILEMUC",13,13
"ILEMUC08_HF_07","ILEMUC08_HF_07_LC_LP_HF","HF","WS1","LC","HF","LP","ILEMUC",49,49
"ILEMUC08_HF_08","ILEMUC08_HF_08_chill0_LP_HF","HF","WS0","chill0","HF","LP","ILEMUC",18,18
"ILEMUC08_HF_09","ILEMUC08_HF_09_LC_HP_HF","HF","WL1","LC","HF","HP","ILEMUC",41,41
"ILEMUC08_HF_10","ILEMUC08_HF_10_LC_HP_LF","HF","CL1","LC","LF","HP","ILEMUC",41,41
"ILEMUC08_HF_11","ILEMUC08_HF_11_chill0_LP_LF","HF","CS0","chill0","LF","LP","ILEMUC",33,33
"ILEMUC08_HF_12","ILEMUC08_HF_12_HC_HP_HF","HF","WL2","HC","HF","HP","ILEMUC",47,47
"KALANG03_SH_02","KALANG03_SH_02_chill0_LP_HF","SH","WS0","chill0","HF","LP","KALANG",27,43
