"","lab","day","population","chill","photo","force","flask","percent4.t","indiv","tbb","nl","latbb80","latbb50","latbb1","treatment"
"1186","mp_LC_LP_LF_38_amealn",28,"mp","LC","LP","LF",38,NA,"8",28,1,26,26,24,"LC_LP_LF"
"1187","mp_LC_LP_LF_38_menfer",74,"mp","LC","LP","LF",38,NA,"2",82,1,NA,NA,81,"LC_LP_LF"
"1188","mp_LC_LP_LF_38_symalb",80,"mp","LC","LP","LF",38,NA,"eg",80,1,NA,NA,55,"LC_LP_LF"
"1189","mp_LC_LP_LF_39_alnvir",34,"mp","LC","LP","LF",39,NA,"2",75,1,NA,72,72,"LC_LP_LF"
"1190","mp_LC_LP_LF_39_riblac",35,"mp","LC","LP","LF",39,NA,"8",31,1,NA,NA,NA,"LC_LP_LF"
"1191","mp_LC_LP_LF_39_symalb",35,"mp","LC","LP","LF",39,NA,"eg",35,1,NA,NA,26,"LC_LP_LF"
"1192","mp_LC_LP_LF_4_menfer",82,"mp","LC","LP","LF",4,NA,"8",75,1,NA,NA,72,"LC_LP_LF"
"1193","mp_LC_LP_LF_4_sorsco",52,"mp","LC","LP","LF",4,25,"8",52,1,NA,NA,NA,"LC_LP_LF"
"1194","mp_LC_LP_LF_40_popbal",74,"mp","LC","LP","LF",40,25,"6",74,1,49,49,49,"LC_LP_LF"
"1195","mp_LC_LP_LF_40_poptre",18,"mp","LC","LP","LF",40,70,"5",80,1,NA,NA,NA,"LC_LP_LF"
"1196","mp_LC_LP_LF_40_rhoalb",18,"mp","LC","LP","LF",40,NA,"9",74,1,NA,45,28,"LC_LP_LF"
"1197","mp_LC_LP_LF_40_sorsco",43,"mp","LC","LP","LF",40,NA,"9",43,1,NA,NA,32,"LC_LP_LF"
"1198","mp_LC_LP_LF_5_alnvir",27,"mp","LC","LP","LF",5,NA,"2",NA,0,NA,NA,NA,"LC_LP_LF"
"1199","mp_LC_LP_LF_5_loninv",29,"mp","LC","LP","LF",5,NA,"a_tml",52,1,NA,NA,NA,"LC_LP_LF"
"1200","mp_LC_LP_LF_5_spibet",65,"mp","LC","LP","LF",5,NA,"tml",65,1,45,45,45,"LC_LP_LF"
"1201","mp_LC_LP_LF_5_vacmem",46,"mp","LC","LP","LF",5,NA,"tml",46,1,NA,NA,43,"LC_LP_LF"
"1202","mp_LC_LP_LF_6_amealn",0,"mp","LC","LP","LF",6,NA,"2",60,1,NA,32,32,"LC_LP_LF"
"1203","mp_LC_LP_LF_6_riblac",60,"mp","LC","LP","LF",6,NA,"4",NA,0,NA,NA,NA,"LC_LP_LF"
"1204","mp_LC_LP_LF_6_shecan",66,"mp","LC","LP","LF",6,75,"4",66,1,49,35,35,"LC_LP_LF"
"1205","mp_LC_LP_LF_6_vacmem",80,"mp","LC","LP","LF",6,5,"ll",80,1,NA,NA,49,"LC_LP_LF"
"1206","mp_LC_LP_LF_7_corsto",66,"mp","LC","LP","LF",7,NA,"9",66,1,21,21,15,"LC_LP_LF"
"1207","mp_LC_LP_LF_7_popbal",7,"mp","LC","LP","LF",7,NA,"2",70,1,NA,NA,NA,"LC_LP_LF"
"1208","mp_LC_LP_LF_7_rhoalb",67,"mp","LC","LP","LF",7,60,"11",67,1,NA,NA,26,"LC_LP_LF"
"1209","mp_LC_LP_LF_7_vacmem",66,"mp","LC","LP","LF",7,NA,"wjt",NA,0,NA,NA,NA,"LC_LP_LF"
"1210","mp_LC_LP_LF_8_corsto",49,"mp","LC","LP","LF",8,NA,"9",49,1,26,19,19,"LC_LP_LF"
"1211","mp_LC_LP_LF_8_loninv",62,"mp","LC","LP","LF",8,NA,"8",NA,0,NA,NA,NA,"LC_LP_LF"
"1212","mp_LC_LP_LF_8_sorsco",57,"mp","LC","LP","LF",8,NA,"9",57,1,NA,NA,NA,"LC_LP_LF"
"1213","mp_LC_LP_LF_8_spipyr",82,"mp","LC","LP","LF",8,NA,"eg",NA,0,NA,NA,NA,"LC_LP_LF"
"1214","mp_LC_LP_LF_9_alninc",36,"mp","LC","LP","LF",9,NA,"5",74,1,54,49,49,"LC_LP_LF"
"1215","mp_LC_LP_LF_9_rhoalb",37,"mp","LC","LP","LF",9,NA,"11",43,1,NA,43,43,"LC_LP_LF"
"1216","mp_LC_LP_LF_9_riblac",18,"mp","LC","LP","LF",9,NA,"NA",NA,0,NA,NA,NA,"LC_LP_LF"
"1217","mp_LC_LP_LF_9_spipyr",75,"mp","LC","LP","LF",9,NA,"eg",75,1,NA,66,66,"LC_LP_LF"
"1218","sm_HC_HP_HF_1_alninc",42,"sm","HC","HP","HF",1,NA,"1",42,1,19,13,13,"HC_HP_HF"
"1219","sm_HC_HP_HF_1_amealn",18,"sm","HC","HP","HF",1,NA,"5",18,1,13,10,7,"HC_HP_HF"
"1220","sm_HC_HP_HF_1_sorsco",51,"sm","HC","HP","HF",1,NA,"11",51,1,NA,NA,NA,"HC_HP_HF"
"1221","sm_HC_HP_HF_1_vibedu",36,"sm","HC","HP","HF",1,50,"4",36,1,24,10,8,"HC_HP_HF"
"1222","sm_HC_HP_HF_10_corsto",39,"sm","HC","HP","HF",10,NA,NA,39,1,10,8,8,"HC_HP_HF"
"1223","sm_HC_HP_HF_10_rubpar",67,"sm","HC","HP","HF",10,NA,"NA",NA,0,NA,NA,NA,"HC_HP_HF"
"1224","sm_HC_HP_HF_10_spipyr",76,"sm","HC","HP","HF",10,NA,"b",76,1,24,8,8,"HC_HP_HF"
"1225","sm_HC_HP_HF_10_symalb",8,"sm","HC","HP","HF",10,NA,"NA",55,1,NA,NA,13,"HC_HP_HF"
"1226","sm_HC_HP_HF_11_betpap",64,"sm","HC","HP","HF",11,50,NA,64,1,24,23,23,"HC_HP_HF"
"1227","sm_HC_HP_HF_11_poptre",31,"sm","HC","HP","HF",11,50,NA,31,1,NA,NA,NA,"HC_HP_HF"
"1228","sm_HC_HP_HF_11_shecan",80,"sm","HC","HP","HF",11,50,"12",80,1,37,24,16,"HC_HP_HF"
"1229","sm_HC_HP_HF_12_loninv",68,"sm","HC","HP","HF",12,NA,"10",68,1,24,7,7,"HC_HP_HF"
"1230","sm_HC_HP_HF_12_menfer",10,"sm","HC","HP","HF",12,NA,"12",54,1,NA,NA,31,"HC_HP_HF"
"1231","sm_HC_HP_HF_12_popbal",10,"sm","HC","HP","HF",12,NA,"a",68,1,24,24,24,"HC_HP_HF"
"1232","sm_HC_HP_HF_12_poptre",35,"sm","HC","HP","HF",12,85,NA,35,1,NA,NA,NA,"HC_HP_HF"
"1233","sm_HC_HP_HF_13_alninc",72,"sm","HC","HP","HF",13,NA,"1",72,1,24,19,16,"HC_HP_HF"
"1234","sm_HC_HP_HF_13_popbal",29,"sm","HC","HP","HF",13,NA,"20",29,1,24,19,19,"HC_HP_HF"
"1235","sm_HC_HP_HF_13_sorsco",79,"sm","HC","HP","HF",13,NA,"5",79,1,NA,NA,NA,"HC_HP_HF"
"1236","sm_HC_HP_HF_13_symalb",9,"sm","HC","HP","HF",13,NA,"NA",75,1,24,10,10,"HC_HP_HF"
"1237","sm_HC_HP_HF_14_acegla",32,"sm","HC","HP","HF",14,30,"11",32,1,NA,NA,45,"HC_HP_HF"
"1238","sm_HC_HP_HF_14_loninv",33,"sm","HC","HP","HF",14,NA,"10",33,1,24,13,10,"HC_HP_HF"
"1239","sm_HC_HP_HF_14_menfer",14,"sm","HC","HP","HF",14,NA,"3",73,1,60,60,34,"HC_HP_HF"
"1240","sm_HC_HP_HF_14_poptre",31,"sm","HC","HP","HF",14,70,NA,31,1,NA,NA,31,"HC_HP_HF"
"1241","sm_HC_HP_HF_15_amealn",38,"sm","HC","HP","HF",15,NA,"1",38,1,13,13,13,"HC_HP_HF"
"1242","sm_HC_HP_HF_15_loninv",41,"sm","HC","HP","HF",15,NA,"9",41,1,24,7,7,"HC_HP_HF"
"1243","sm_HC_HP_HF_15_sorsco",9,"sm","HC","HP","HF",15,NA,"6",57,1,NA,NA,NA,"HC_HP_HF"
"1244","sm_HC_HP_HF_15_spibet",31,"sm","HC","HP","HF",15,NA,NA,31,1,31,7,7,"HC_HP_HF"
"1245","sm_HC_HP_HF_16_popbal",52,"sm","HC","HP","HF",16,NA,"onion_e",52,1,19,19,19,"HC_HP_HF"
"1246","sm_HC_HP_HF_16_shecan",64,"sm","HC","HP","HF",16,15,NA,64,1,24,24,19,"HC_HP_HF"
"1247","sm_HC_HP_HF_16_spibet",64,"sm","HC","HP","HF",16,NA,NA,64,1,24,24,10,"HC_HP_HF"
"1248","sm_HC_HP_HF_16_symalb",5,"sm","HC","HP","HF",16,NA,"NA",82,1,NA,NA,16,"HC_HP_HF"
"1249","sm_HC_HP_HF_17_popbal",24,"sm","HC","HP","HF",17,NA,"onion_e",24,1,19,19,19,"HC_HP_HF"
"1250","sm_HC_HP_HF_17_rubpar",23,"sm","HC","HP","HF",17,NA,"NA",23,1,19,19,19,"HC_HP_HF"
"1251","sm_HC_HP_HF_17_vibedu",55,"sm","HC","HP","HF",17,30,"3",55,1,24,7,3,"HC_HP_HF"
"1252","sm_HC_HP_HF_18_alninc",47,"sm","HC","HP","HF",18,NA,"5",47,1,24,24,22,"HC_HP_HF"
"1253","sm_HC_HP_HF_18_menfer",55,"sm","HC","HP","HF",18,NA,"2",55,1,NA,NA,24,"HC_HP_HF"
"1254","sm_HC_HP_HF_18_popbal",48,"sm","HC","HP","HF",18,50,"20",48,1,NA,NA,NA,"HC_HP_HF"
"1255","sm_HC_HP_HF_19_alninc",30,"sm","HC","HP","HF",19,NA,"5",30,1,19,19,16,"HC_HP_HF"
"1256","sm_HC_HP_HF_19_corsto",27,"sm","HC","HP","HF",19,NA,NA,27,1,7,7,7,"HC_HP_HF"
"1257","sm_HC_HP_HF_19_menfer",19,"sm","HC","HP","HF",19,NA,"4",44,1,NA,26,26,"HC_HP_HF"
"1258","sm_HC_HP_HF_19_symalb",44,"sm","HC","HP","HF",19,NA,"2",44,1,NA,24,13,"HC_HP_HF"
"1259","sm_HC_HP_HF_2_shecan",75,"sm","HC","HP","HF",2,NA,"8",75,1,31,24,13,"HC_HP_HF"
"1260","sm_HC_HP_HF_2_spibet",64,"sm","HC","HP","HF",2,NA,NA,64,1,NA,NA,NA,"HC_HP_HF"
"1261","sm_HC_HP_HF_2_symalb",30,"sm","HC","HP","HF",2,NA,"NA",30,1,NA,24,17,"HC_HP_HF"
"1262","sm_HC_HP_HF_2_vibedu",70,"sm","HC","HP","HF",2,35,"d",70,1,24,8,3,"HC_HP_HF"
"1263","sm_HC_HP_HF_20_riblac",31,"sm","HC","HP","HF",20,NA,"3b",31,1,NA,NA,16,"HC_HP_HF"
"1264","sm_HC_HP_HF_20_spibet",64,"sm","HC","HP","HF",20,NA,NA,64,1,24,10,10,"HC_HP_HF"
"1265","sm_HC_HP_HF_20_vacmem",33,"sm","HC","HP","HF",20,NA,"oct_21",33,1,23,16,13,"HC_HP_HF"
"1266","sm_HC_HP_HF_21_amealn",60,"sm","HC","HP","HF",21,NA,"5",60,1,24,10,10,"HC_HP_HF"
"1267","sm_HC_HP_HF_21_loninv",15,"sm","HC","HP","HF",21,NA,"9",15,1,19,7,7,"HC_HP_HF"
"1268","sm_HC_HP_HF_21_vacmem",82,"sm","HC","HP","HF",21,NA,"oct_23",82,1,24,16,13,"HC_HP_HF"
"1269","sm_HC_HP_HF_22_betpap",64,"sm","HC","HP","HF",22,50,NA,64,1,26,26,26,"HC_HP_HF"
"1270","sm_HC_HP_HF_22_riblac",66,"sm","HC","HP","HF",22,NA,"9",66,1,24,17,13,"HC_HP_HF"
"1271","sm_HC_HP_HF_22_shecan",24,"sm","HC","HP","HF",22,NA,"12",24,1,NA,40,23,"HC_HP_HF"
"1272","sm_HC_HP_HF_22_sorsco",24,"sm","HC","HP","HF",22,NA,"NA",NA,0,NA,NA,NA,"HC_HP_HF"
"1273","sm_HC_HP_HF_22_symalb",43,"sm","HC","HP","HF",22,NA,"NA",43,1,NA,24,13,"HC_HP_HF"
"1274","sm_HC_HP_HF_23_betpap",64,"sm","HC","HP","HF",23,NA,NA,64,1,19,19,19,"HC_HP_HF"
"1275","sm_HC_HP_HF_23_popbal",64,"sm","HC","HP","HF",23,50,"a",64,1,NA,NA,NA,"HC_HP_HF"
"1276","sm_HC_HP_HF_23_spibet",64,"sm","HC","HP","HF",23,NA,NA,64,1,NA,24,8,"HC_HP_HF"
"1277","sm_HC_HP_HF_24_alnvir",81,"sm","HC","HP","HF",24,50,"6",81,1,34,31,31,"HC_HP_HF"
"1278","sm_HC_HP_HF_24_symalb",31,"sm","HC","HP","HF",24,NA,"cl",31,1,NA,NA,13,"HC_HP_HF"
"1279","sm_HC_HP_HF_24_vacmem",73,"sm","HC","HP","HF",24,NA,"oct_21",73,1,24,23,17,"HC_HP_HF"
"1280","sm_HC_HP_HF_25_betpap",68,"sm","HC","HP","HF",25,NA,NA,68,1,23,23,23,"HC_HP_HF"
"1281","sm_HC_HP_HF_25_corsto",64,"sm","HC","HP","HF",25,NA,NA,64,1,10,7,7,"HC_HP_HF"
"1282","sm_HC_HP_HF_25_poptre",31,"sm","HC","HP","HF",25,60,NA,31,1,NA,NA,NA,"HC_HP_HF"
"1283","sm_HC_HP_HF_25_rubpar",78,"sm","HC","HP","HF",25,NA,"cl",78,1,24,24,23,"HC_HP_HF"
"1284","sm_HC_HP_HF_25_vibedu",35,"sm","HC","HP","HF",25,NA,NA,35,1,NA,NA,NA,"HC_HP_HF"
"1285","sm_HC_HP_HF_26_menfer",46,"sm","HC","HP","HF",26,NA,"12",46,1,24,22,22,"HC_HP_HF"
"1286","sm_HC_HP_HF_26_rubpar",4,"sm","HC","HP","HF",26,NA,"NA",45,1,24,19,13,"HC_HP_HF"
"1287","sm_HC_HP_HF_26_shecan",41,"sm","HC","HP","HF",26,NA,"7",41,1,57,31,16,"HC_HP_HF"
"1288","sm_HC_HP_HF_27_acegla",10,"sm","HC","HP","HF",27,NA,"15",63,1,NA,24,23,"HC_HP_HF"
"1289","sm_HC_HP_HF_27_betpap",39,"sm","HC","HP","HF",27,50,NA,39,1,19,19,19,"HC_HP_HF"
"1290","sm_HC_HP_HF_27_sorsco",9,"sm","HC","HP","HF",27,NA,"6",38,1,NA,NA,NA,"HC_HP_HF"
"1291","sm_HC_HP_HF_27_vacmem",39,"sm","HC","HP","HF",27,95,"oct_21",39,1,NA,NA,13,"HC_HP_HF"
"1292","sm_HC_HP_HF_28_popbal",75,"sm","HC","HP","HF",28,NA,"8",75,1,24,22,22,"HC_HP_HF"
"1293","sm_HC_HP_HF_28_riblac",42,"sm","HC","HP","HF",28,NA,"9",42,1,24,15,10,"HC_HP_HF"
"1294","sm_HC_HP_HF_28_shecan",15,"sm","HC","HP","HF",28,NA,"12",41,1,24,24,22,"HC_HP_HF"
"1295","sm_HC_HP_HF_28_vacmem",42,"sm","HC","HP","HF",28,90,"oct_21",42,1,24,22,10,"HC_HP_HF"
"1296","sm_HC_HP_HF_28_vibedu",12,"sm","HC","HP","HF",28,75,"3",12,1,NA,24,5,"HC_HP_HF"
"1297","sm_HC_HP_HF_29_alnvir",18,"sm","HC","HP","HF",29,NA,"6",45,1,NA,34,28,"HC_HP_HF"
"1298","sm_HC_HP_HF_29_riblac",18,"sm","HC","HP","HF",29,NA,"3",18,1,NA,24,16,"HC_HP_HF"
"1299","sm_HC_HP_HF_29_sorsco",9,"sm","HC","HP","HF",29,NA,"12",NA,0,NA,NA,NA,"HC_HP_HF"
"1300","sm_HC_HP_HF_29_spipyr",69,"sm","HC","HP","HF",29,NA,"b",69,1,10,7,7,"HC_HP_HF"
"1301","sm_HC_HP_HF_3_alnvir",79,"sm","HC","HP","HF",3,50,"NA",79,1,34,34,34,"HC_HP_HF"
"1302","sm_HC_HP_HF_3_popbal",3,"sm","HC","HP","HF",3,NA,"NA",36,1,19,19,19,"HC_HP_HF"
"1303","sm_HC_HP_HF_3_sorsco",41,"sm","HC","HP","HF",3,NA,"NA",41,1,NA,NA,NA,"HC_HP_HF"
"1304","sm_HC_HP_HF_30_alninc",24,"sm","HC","HP","HF",30,NA,"4",24,1,28,24,22,"HC_HP_HF"
"1305","sm_HC_HP_HF_30_alnvir",23,"sm","HC","HP","HF",30,25,"19",23,1,NA,40,28,"HC_HP_HF"
"1306","sm_HC_HP_HF_30_corsto",64,"sm","HC","HP","HF",30,NA,NA,64,1,7,7,7,"HC_HP_HF"
"1307","sm_HC_HP_HF_30_vibedu",78,"sm","HC","HP","HF",30,20,"11",78,1,24,22,3,"HC_HP_HF"
"1308","sm_HC_HP_HF_31_acegla",79,"sm","HC","HP","HF",31,80,"7",79,1,NA,31,26,"HC_HP_HF"
"1309","sm_HC_HP_HF_31_alninc",49,"sm","HC","HP","HF",31,NA,"2",NA,0,NA,NA,NA,"HC_HP_HF"
"1310","sm_HC_HP_HF_31_riblac",28,"sm","HC","HP","HF",31,NA,"10",28,1,12,12,12,"HC_HP_HF"
"1311","sm_HC_HP_HF_32_loninv",5,"sm","HC","HP","HF",32,NA,"10",44,1,NA,10,10,"HC_HP_HF"
"1312","sm_HC_HP_HF_32_sorsco",41,"sm","HC","HP","HF",32,NA,"NA",NA,0,NA,NA,NA,"HC_HP_HF"
"1313","sm_HC_HP_HF_32_spipyr",53,"sm","HC","HP","HF",32,NA,"NA",53,1,10,10,10,"HC_HP_HF"
"1314","sm_HC_HP_HF_32_vacmem",64,"sm","HC","HP","HF",32,10,"oct_21",64,1,NA,24,13,"HC_HP_HF"
"1315","sm_HC_HP_HF_33_corsto",64,"sm","HC","HP","HF",33,NA,NA,64,1,10,7,7,"HC_HP_HF"
"1316","sm_HC_HP_HF_33_poptre",31,"sm","HC","HP","HF",33,30,NA,31,1,NA,NA,NA,"HC_HP_HF"
"1317","sm_HC_HP_HF_33_shecan",37,"sm","HC","HP","HF",33,NA,"6",37,1,28,28,23,"HC_HP_HF"
"1318","sm_HC_HP_HF_33_spibet",9,"sm","HC","HP","HF",33,NA,NA,39,1,NA,NA,NA,"HC_HP_HF"
"1319","sm_HC_HP_HF_33_spipyr",39,"sm","HC","HP","HF",33,NA,"b",39,1,24,7,7,"HC_HP_HF"
"1320","sm_HC_HP_HF_34_amealn",63,"sm","HC","HP","HF",34,NA,"7",63,1,10,10,10,"HC_HP_HF"
"1321","sm_HC_HP_HF_34_corsto",64,"sm","HC","HP","HF",34,NA,NA,64,1,15,15,12,"HC_HP_HF"
"1322","sm_HC_HP_HF_34_rubpar",43,"sm","HC","HP","HF",34,NA,"w/10",43,1,NA,34,31,"HC_HP_HF"
"1323","sm_HC_HP_HF_34_vibedu",4,"sm","HC","HP","HF",34,15,"b",4,1,24,23,3,"HC_HP_HF"
"1324","sm_HC_HP_HF_35_betpap",64,"sm","HC","HP","HF",35,NA,NA,64,1,19,19,19,"HC_HP_HF"
"1325","sm_HC_HP_HF_35_loninv",12,"sm","HC","HP","HF",35,NA,"NA",12,1,24,12,10,"HC_HP_HF"
"1326","sm_HC_HP_HF_35_rubpar",60,"sm","HC","HP","HF",35,NA,"NA",60,1,NA,31,24,"HC_HP_HF"
"1327","sm_HC_HP_HF_35_sorsco",10,"sm","HC","HP","HF",35,NA,"NA",NA,0,NA,NA,NA,"HC_HP_HF"
"1328","sm_HC_HP_HF_36_alninc",20,"sm","HC","HP","HF",36,NA,"5",20,1,22,19,17,"HC_HP_HF"
"1329","sm_HC_HP_HF_36_loninv",39,"sm","HC","HP","HF",36,NA,"5",39,1,NA,24,7,"HC_HP_HF"
"1330","sm_HC_HP_HF_36_menfer",81,"sm","HC","HP","HF",36,NA,"4",81,1,24,22,22,"HC_HP_HF"
"1331","sm_HC_HP_HF_36_spipyr",24,"sm","HC","HP","HF",36,NA," B13",24,1,NA,NA,NA,"HC_HP_HF"
"1332","sm_HC_HP_HF_37_acegla",79,"sm","HC","HP","HF",37,NA,"11",79,1,NA,NA,42,"HC_HP_HF"
"1333","sm_HC_HP_HF_37_corsto",64,"sm","HC","HP","HF",37,NA,NA,64,1,13,13,10,"HC_HP_HF"
"1334","sm_HC_HP_HF_37_rubpar",73,"sm","HC","HP","HF",37,NA,"cl",73,1,24,16,16,"HC_HP_HF"
"1335","sm_HC_HP_HF_37_sorsco",52,"sm","HC","HP","HF",37,NA,"7",52,1,NA,NA,NA,"HC_HP_HF"
"1336","sm_HC_HP_HF_38_amealn",47,"sm","HC","HP","HF",38,NA,"5",47,1,34,24,19,"HC_HP_HF"
"1337","sm_HC_HP_HF_38_menfer",46,"sm","HC","HP","HF",38,NA,"a",46,1,NA,60,37,"HC_HP_HF"
"1338","sm_HC_HP_HF_38_shecan",46,"sm","HC","HP","HF",38,NA,"10",46,1,28,24,17,"HC_HP_HF"
"1339","sm_HC_HP_HF_38_spipyr",30,"sm","HC","HP","HF",38,NA,"b",30,1,24,13,13,"HC_HP_HF"
"1340","sm_HC_HP_HF_39_acegla",37,"sm","HC","HP","HF",39,NA,"2",37,1,26,26,26,"HC_HP_HF"
"1341","sm_HC_HP_HF_39_alnvir",81,"sm","HC","HP","HF",39,50,"19",81,1,NA,NA,19,"HC_HP_HF"
"1342","sm_HC_HP_HF_39_spibet",68,"sm","HC","HP","HF",39,NA,NA,68,1,10,10,10,"HC_HP_HF"
"1343","sm_HC_HP_HF_4_alninc",46,"sm","HC","HP","HF",4,50,"5",46,1,24,23,23,"HC_HP_HF"
"1344","sm_HC_HP_HF_4_amealn",24,"sm","HC","HP","HF",4,NA,"5",24,1,16,5,5,"HC_HP_HF"
"1345","sm_HC_HP_HF_4_sorsco",13,"sm","HC","HP","HF",4,NA,"11",13,1,NA,NA,NA,"HC_HP_HF"
"1346","sm_HC_HP_HF_40_acegla",6,"sm","HC","HP","HF",40,NA,"13",76,1,24,17,17,"HC_HP_HF"
"1347","sm_HC_HP_HF_40_sorsco",8,"sm","HC","HP","HF",40,NA,"11",8,1,NA,NA,NA,"HC_HP_HF"
"1348","sm_HC_HP_HF_40_spipyr",23,"sm","HC","HP","HF",40,NA,"b",23,1,7,7,7,"HC_HP_HF"
"1349","sm_HC_HP_HF_40_symalb",55,"sm","HC","HP","HF",40,NA,"2",55,1,24,13,13,"HC_HP_HF"
"1350","sm_HC_HP_HF_5_acegla",51,"sm","HC","HP","HF",5,NA,"7",61,1,NA,NA,NA,"HC_HP_HF"
"1351","sm_HC_HP_HF_5_alnvir",13,"sm","HC","HP","HF",5,NA,"19",73,1,NA,42,31,"HC_HP_HF"
"1352","sm_HC_HP_HF_5_corsto",31,"sm","HC","HP","HF",5,NA,NA,31,1,10,7,7,"HC_HP_HF"
"1353","sm_HC_HP_HF_5_riblac",55,"sm","HC","HP","HF",5,50,"10",55,1,22,22,12,"HC_HP_HF"
"1354","sm_HC_HP_HF_6_amealn",24,"sm","HC","HP","HF",6,NA,"5",24,1,10,8,7,"HC_HP_HF"
"1355","sm_HC_HP_HF_6_loninv",68,"sm","HC","HP","HF",6,NA,"9",68,1,24,7,7,"HC_HP_HF"
"1356","sm_HC_HP_HF_6_vibedu",67,"sm","HC","HP","HF",6,25,"d",67,1,3,3,3,"HC_HP_HF"
"1357","sm_HC_HP_HF_7_poptre",39,"sm","HC","HP","HF",7,30,NA,39,1,34,16,16,"HC_HP_HF"
"1358","sm_HC_HP_HF_7_riblac",61,"sm","HC","HP","HF",7,NA,"3",61,1,24,24,13,"HC_HP_HF"
"1359","sm_HC_HP_HF_7_shecan",13,"sm","HC","HP","HF",7,NA,"8",37,1,24,24,16,"HC_HP_HF"
"1360","sm_HC_HP_HF_7_vacmem",35,"sm","HC","HP","HF",7,NA,"oct_21",35,1,24,19,10,"HC_HP_HF"
"1361","sm_HC_HP_HF_8_amealn",24,"sm","HC","HP","HF",8,20,"6",24,1,24,13,10,"HC_HP_HF"
"1362","sm_HC_HP_HF_8_betpap",31,"sm","HC","HP","HF",8,NA,NA,31,1,23,19,19,"HC_HP_HF"
"1363","sm_HC_HP_HF_8_poptre",23,"sm","HC","HP","HF",8,NA,NA,39,1,31,31,31,"HC_HP_HF"
"1364","sm_HC_HP_HF_8_sorsco",52,"sm","HC","HP","HF",8,NA,"12",NA,0,NA,NA,NA,"HC_HP_HF"
"1365","sm_HC_HP_HF_9_acegla",6,"sm","HC","HP","HF",9,NA,"13",52,1,NA,NA,NA,"HC_HP_HF"
"1366","sm_HC_HP_HF_9_sorsco",42,"sm","HC","HP","HF",9,NA,"11",42,1,NA,NA,NA,"HC_HP_HF"
"1367","sm_HC_HP_HF_9_spipyr",67,"sm","HC","HP","HF",9,NA,"b",67,1,24,13,10,"HC_HP_HF"
"1368","sm_HC_HP_LF_1_amealn",82,"sm","HC","HP","LF",1,NA,"7",82,1,22,16,13,"HC_HP_LF"
"1369","sm_HC_HP_LF_1_corsto",39,"sm","HC","HP","LF",1,NA,NA,39,1,24,16,16,"HC_HP_LF"
"1370","sm_HC_HP_LF_1_sorsco",37,"sm","HC","HP","LF",1,50,"12",37,1,NA,NA,10,"HC_HP_LF"
"1371","sm_HC_HP_LF_1_symalb",67,"sm","HC","HP","LF",1,NA,"cl",67,1,36,36,33,"HC_HP_LF"
"1372","sm_HC_HP_LF_10_amealn",68,"sm","HC","HP","LF",10,NA,"7",68,1,13,13,13,"HC_HP_LF"
"1373","sm_HC_HP_LF_10_rubpar",52,"sm","HC","HP","LF",10,NA,"w/10",52,1,NA,39,36,"HC_HP_LF"
"1374","sm_HC_HP_LF_10_shecan",32,"sm","HC","HP","LF",10,NA,"12",63,1,NA,NA,36,"HC_HP_LF"
"1375","sm_HC_HP_LF_10_vibedu",35,"sm","HC","HP","LF",10,40,"a",35,1,24,20,0,"HC_HP_LF"
"1376","sm_HC_HP_LF_11_betpap",39,"sm","HC","HP","LF",11,NA,NA,39,1,27,27,27,"HC_HP_LF"
"1377","sm_HC_HP_LF_11_riblac",14,"sm","HC","HP","LF",11,NA,"11",68,1,24,20,16,"HC_HP_LF"
"1378","sm_HC_HP_LF_11_sorsco",82,"sm","HC","HP","LF",11,NA,"NA",82,1,NA,NA,NA,"HC_HP_LF"
"1379","sm_HC_HP_LF_11_vibedu",36,"sm","HC","HP","LF",11,NA,"NA",36,1,NA,NA,NA,"HC_HP_LF"
"1380","sm_HC_HP_LF_12_popbal",7,"sm","HC","HP","LF",12,NA,"8",69,1,NA,NA,NA,"HC_HP_LF"
"1381","sm_HC_HP_LF_12_poptre",64,"sm","HC","HP","LF",12,50,NA,64,1,NA,NA,NA,"HC_HP_LF"
"1382","sm_HC_HP_LF_12_shecan",9,"sm","HC","HP","LF",12,NA,"10",32,1,61,49,30,"HC_HP_LF"
"1383","sm_HC_HP_LF_13_acegla",80,"sm","HC","HP","LF",13,80,"10",80,1,NA,NA,76,"HC_HP_LF"
"1384","sm_HC_HP_LF_13_amealn",42,"sm","HC","HP","LF",13,NA,"7",42,1,10,10,7,"HC_HP_LF"
"1385","sm_HC_HP_LF_13_betpap",68,"sm","HC","HP","LF",13,NA,NA,68,1,24,24,24,"HC_HP_LF"
"1386","sm_HC_HP_LF_13_sorsco",66,"sm","HC","HP","LF",13,70,"12",66,1,27,27,27,"HC_HP_LF"
"1387","sm_HC_HP_LF_14_amealn",60,"sm","HC","HP","LF",14,50,"cl",60,1,16,13,13,"HC_HP_LF"
"1388","sm_HC_HP_LF_14_betpap",54,"sm","HC","HP","LF",14,NA,NA,54,1,23,23,23,"HC_HP_LF"
"1389","sm_HC_HP_LF_14_poptre",6,"sm","HC","HP","LF",14,NA,NA,64,1,NA,NA,NA,"HC_HP_LF"
"1390","sm_HC_HP_LF_15_alnvir",31,"sm","HC","HP","LF",15,NA,"2",82,1,36,36,34,"HC_HP_LF"
"1391","sm_HC_HP_LF_15_corsto",39,"sm","HC","HP","LF",15,NA,NA,39,1,24,24,20,"HC_HP_LF"
