"","lab","day","population","chill","photo","force","flask","percent4.t","indiv","tbb","nl","latbb80","latbb50","latbb1","treatment"
"1392","sm_HC_HP_LF_15_menfer",55,"sm","HC","HP","LF",15,NA,"2",55,1,NA,NA,36,"HC_HP_LF"
"1393","sm_HC_HP_LF_15_vibedu",78,"sm","HC","HP","LF",15,NA,"9",78,1,13,13,7,"HC_HP_LF"
"1394","sm_HC_HP_LF_16_alnvir",41,"sm","HC","HP","LF",16,NA,"6",41,1,NA,NA,42,"HC_HP_LF"
"1395","sm_HC_HP_LF_16_loninv",4,"sm","HC","HP","LF",16,NA,"11",26,1,24,24,20,"HC_HP_LF"
"1396","sm_HC_HP_LF_16_vacmem",36,"sm","HC","HP","LF",16,95,"oct_21",36,1,NA,NA,24,"HC_HP_LF"
"1397","sm_HC_HP_LF_17_acegla",28,"sm","HC","HP","LF",17,NA,"2",28,1,42,30,27,"HC_HP_LF"
"1398","sm_HC_HP_LF_17_alnvir",69,"sm","HC","HP","LF",17,30,"2",69,1,33,33,24,"HC_HP_LF"
"1399","sm_HC_HP_LF_17_spipyr",26,"sm","HC","HP","LF",17,NA,"w/9",26,1,24,20,20,"HC_HP_LF"
"1400","sm_HC_HP_LF_17_vacmem",29,"sm","HC","HP","LF",17,NA,"oct_21",29,1,NA,24,13,"HC_HP_LF"
"1401","sm_HC_HP_LF_18_acegla",32,"sm","HC","HP","LF",18,15,"14",32,1,49,39,22,"HC_HP_LF"
"1402","sm_HC_HP_LF_18_corsto",68,"sm","HC","HP","LF",18,NA,NA,68,1,NA,24,20,"HC_HP_LF"
"1403","sm_HC_HP_LF_18_symalb",17,"sm","HC","HP","LF",18,NA,"cl",50,1,NA,34,20,"HC_HP_LF"
"1404","sm_HC_HP_LF_18_vacmem",26,"sm","HC","HP","LF",18,NA,"oct_21",26,1,NA,NA,22,"HC_HP_LF"
"1405","sm_HC_HP_LF_19_amealn",24,"sm","HC","HP","LF",19,NA,"3",24,1,NA,NA,24,"HC_HP_LF"
"1406","sm_HC_HP_LF_19_shecan",68,"sm","HC","HP","LF",19,50,"7",68,1,43,33,20,"HC_HP_LF"
"1407","sm_HC_HP_LF_19_sorsco",54,"sm","HC","HP","LF",19,NA,"1",54,1,NA,NA,NA,"HC_HP_LF"
"1408","sm_HC_HP_LF_19_spibet",64,"sm","HC","HP","LF",19,NA,NA,64,1,NA,NA,NA,"HC_HP_LF"
"1409","sm_HC_HP_LF_2_acegla",4,"sm","HC","HP","LF",2,NA,"7",45,1,NA,55,42,"HC_HP_LF"
"1410","sm_HC_HP_LF_2_alninc",28,"sm","HC","HP","LF",2,NA,"3",43,1,36,36,33,"HC_HP_LF"
"1411","sm_HC_HP_LF_2_loninv",82,"sm","HC","HP","LF",2,60,"11",82,1,NA,NA,NA,"HC_HP_LF"
"1412","sm_HC_HP_LF_20_acegla",10,"sm","HC","HP","LF",20,NA,"14",67,1,NA,NA,NA,"HC_HP_LF"
"1413","sm_HC_HP_LF_20_popbal",82,"sm","HC","HP","LF",20,NA,"3",82,1,20,20,20,"HC_HP_LF"
"1414","sm_HC_HP_LF_20_symalb",18,"sm","HC","HP","LF",20,NA,"2",82,1,NA,39,20,"HC_HP_LF"
"1415","sm_HC_HP_LF_21_acegla",80,"sm","HC","HP","LF",21,25,"11",80,1,NA,NA,NA,"HC_HP_LF"
"1416","sm_HC_HP_LF_21_popbal",82,"sm","HC","HP","LF",21,NA,"8",82,1,NA,NA,NA,"HC_HP_LF"
"1417","sm_HC_HP_LF_21_spibet",64,"sm","HC","HP","LF",21,NA,NA,64,1,24,24,17,"HC_HP_LF"
"1418","sm_HC_HP_LF_21_vibedu",31,"sm","HC","HP","LF",21,30,"2",31,1,24,17,9,"HC_HP_LF"
"1419","sm_HC_HP_LF_22_menfer",55,"sm","HC","HP","LF",22,NA,"1",44,1,58,33,30,"HC_HP_LF"
"1420","sm_HC_HP_LF_22_symalb",41,"sm","HC","HP","LF",22,NA,"cl",41,1,43,39,24,"HC_HP_LF"
"1421","sm_HC_HP_LF_22_vacmem",40,"sm","HC","HP","LF",22,NA,"oct_25",40,1,NA,NA,24,"HC_HP_LF"
"1422","sm_HC_HP_LF_23_betpap",64,"sm","HC","HP","LF",23,NA,NA,64,1,20,20,20,"HC_HP_LF"
"1423","sm_HC_HP_LF_23_riblac",61,"sm","HC","HP","LF",23,NA,"11",61,1,NA,24,20,"HC_HP_LF"
"1424","sm_HC_HP_LF_23_rubpar",22,"sm","HC","HP","LF",23,NA,"cl",75,1,NA,27,27,"HC_HP_LF"
"1425","sm_HC_HP_LF_23_symalb",23,"sm","HC","HP","LF",23,NA,"cl",57,1,NA,33,27,"HC_HP_LF"
"1426","sm_HC_HP_LF_24_acegla",7,"sm","HC","HP","LF",24,NA,"14",42,1,42,42,30,"HC_HP_LF"
"1427","sm_HC_HP_LF_24_menfer",5,"sm","HC","HP","LF",24,NA,"1",75,1,NA,NA,73,"HC_HP_LF"
"1428","sm_HC_HP_LF_24_popbal",55,"sm","HC","HP","LF",24,NA,"12",55,1,34,34,34,"HC_HP_LF"
"1429","sm_HC_HP_LF_25_acegla",82,"sm","HC","HP","LF",25,50,"5",82,1,39,36,17,"HC_HP_LF"
"1430","sm_HC_HP_LF_25_betpap",31,"sm","HC","HP","LF",25,NA,NA,31,1,24,23,23,"HC_HP_LF"
"1431","sm_HC_HP_LF_25_corsto",16,"sm","HC","HP","LF",25,NA,NA,16,1,17,17,12,"HC_HP_LF"
"1432","sm_HC_HP_LF_25_vibedu",64,"sm","HC","HP","LF",25,30,"11",64,1,24,24,3,"HC_HP_LF"
"1433","sm_HC_HP_LF_26_alninc",19,"sm","HC","HP","LF",26,NA,"3",75,1,36,33,33,"HC_HP_LF"
"1434","sm_HC_HP_LF_26_alnvir",19,"sm","HC","HP","LF",26,NA,"2",41,1,36,36,33,"HC_HP_LF"
"1435","sm_HC_HP_LF_26_menfer",75,"sm","HC","HP","LF",26,NA,"3",84,1,NA,NA,84,"HC_HP_LF"
"1436","sm_HC_HP_LF_26_popbal",40,"sm","HC","HP","LF",26,70,"12",40,1,NA,NA,NA,"HC_HP_LF"
"1437","sm_HC_HP_LF_27_alninc",29,"sm","HC","HP","LF",27,30,"1",29,1,24,23,20,"HC_HP_LF"
"1438","sm_HC_HP_LF_27_corsto",39,"sm","HC","HP","LF",27,NA,NA,39,1,16,16,16,"HC_HP_LF"
"1439","sm_HC_HP_LF_27_poptre",31,"sm","HC","HP","LF",27,NA,NA,52,1,82,36,36,"HC_HP_LF"
"1440","sm_HC_HP_LF_27_symalb",40,"sm","HC","HP","LF",27,NA,"3",40,1,24,23,20,"HC_HP_LF"
"1441","sm_HC_HP_LF_28_corsto",64,"sm","HC","HP","LF",28,NA,NA,64,1,13,13,13,"HC_HP_LF"
"1442","sm_HC_HP_LF_28_loninv",42,"sm","HC","HP","LF",28,NA,"5",42,1,13,13,13,"HC_HP_LF"
"1443","sm_HC_HP_LF_28_rubpar",79,"sm","HC","HP","LF",28,NA,"NA",79,1,NA,33,27,"HC_HP_LF"
"1444","sm_HC_HP_LF_29_poptre",31,"sm","HC","HP","LF",29,NA,NA,5,1,NA,5,5,"HC_HP_LF"
"1445","sm_HC_HP_LF_29_shecan",42,"sm","HC","HP","LF",29,NA,"10",42,1,39,30,22,"HC_HP_LF"
"1446","sm_HC_HP_LF_29_spipyr",20,"sm","HC","HP","LF",29,NA,"NA",20,1,NA,NA,12,"HC_HP_LF"
"1447","sm_HC_HP_LF_29_vibedu",78,"sm","HC","HP","LF",29,30,"3",78,1,7,7,7,"HC_HP_LF"
"1448","sm_HC_HP_LF_3_betpap",9,"sm","HC","HP","LF",3,NA,NA,39,1,NA,NA,NA,"HC_HP_LF"
"1449","sm_HC_HP_LF_3_shecan",24,"sm","HC","HP","LF",3,NA,"12",47,1,46,42,30,"HC_HP_LF"
"1450","sm_HC_HP_LF_3_sorsco",63,"sm","HC","HP","LF",3,NA,"NA",68,1,NA,NA,20,"HC_HP_LF"
"1451","sm_HC_HP_LF_3_vacmem",3,"sm","HC","HP","LF",3,NA,"oct_25",44,1,NA,24,20,"HC_HP_LF"
"1452","sm_HC_HP_LF_30_corsto",39,"sm","HC","HP","LF",30,NA,NA,39,1,16,13,13,"HC_HP_LF"
"1453","sm_HC_HP_LF_30_poptre",54,"sm","HC","HP","LF",30,NA,NA,NA,0,NA,NA,NA,"HC_HP_LF"
"1454","sm_HC_HP_LF_30_rubpar",55,"sm","HC","HP","LF",30,NA,"NA",55,1,NA,24,22,"HC_HP_LF"
"1455","sm_HC_HP_LF_30_spipyr",43,"sm","HC","HP","LF",30,NA,"b",43,1,24,24,10,"HC_HP_LF"
"1456","sm_HC_HP_LF_31_alninc",24,"sm","HC","HP","LF",31,NA,"5",24,1,33,27,27,"HC_HP_LF"
"1457","sm_HC_HP_LF_31_loninv",79,"sm","HC","HP","LF",31,20,"a",79,1,24,23,0,"HC_HP_LF"
"1458","sm_HC_HP_LF_31_menfer",57,"sm","HC","HP","LF",31,NA,"9",57,1,NA,61,49,"HC_HP_LF"
"1459","sm_HC_HP_LF_31_rubpar",12,"sm","HC","HP","LF",31,NA,"w/10",69,1,30,30,30,"HC_HP_LF"
"1460","sm_HC_HP_LF_32_alnvir",80,"sm","HC","HP","LF",32,30,"10",80,1,NA,49,30,"HC_HP_LF"
"1461","sm_HC_HP_LF_32_riblac",33,"sm","HC","HP","LF",32,45,"a",33,1,84,24,20,"HC_HP_LF"
"1462","sm_HC_HP_LF_32_sorsco",9,"sm","HC","HP","LF",32,NA,"12",9,1,NA,NA,NA,"HC_HP_LF"
"1463","sm_HC_HP_LF_32_vacmem",24,"sm","HC","HP","LF",32,60,"oct_21",24,1,24,24,20,"HC_HP_LF"
"1464","sm_HC_HP_LF_33_popbal",38,"sm","HC","HP","LF",33,NA,"onion_b",38,1,NA,30,27,"HC_HP_LF"
"1465","sm_HC_HP_LF_33_spipyr",54,"sm","HC","HP","LF",33,NA,"NA",54,1,10,10,10,"HC_HP_LF"
"1466","sm_HC_HP_LF_33_symalb",81,"sm","HC","HP","LF",33,NA,"NA",81,1,20,20,20,"HC_HP_LF"
"1467","sm_HC_HP_LF_34_riblac",10,"sm","HC","HP","LF",34,NA,"d",43,1,NA,24,20,"HC_HP_LF"
"1468","sm_HC_HP_LF_34_sorsco",48,"sm","HC","HP","LF",34,NA,"NA",48,1,20,20,20,"HC_HP_LF"
"1469","sm_HC_HP_LF_34_spipyr",3,"sm","HC","HP","LF",34,NA,"NA",75,1,24,24,13,"HC_HP_LF"
"1470","sm_HC_HP_LF_34_symalb",30,"sm","HC","HP","LF",34,NA,"NA",33,1,NA,NA,33,"HC_HP_LF"
"1471","sm_HC_HP_LF_35_alnvir",14,"sm","HC","HP","LF",35,NA,"10",49,1,27,27,27,"HC_HP_LF"
"1472","sm_HC_HP_LF_35_riblac",15,"sm","HC","HP","LF",35,NA,"6",39,1,NA,NA,36,"HC_HP_LF"
"1473","sm_HC_HP_LF_35_spibet",23,"sm","HC","HP","LF",35,NA,NA,23,1,NA,84,13,"HC_HP_LF"
"1474","sm_HC_HP_LF_36_amealn",1,"sm","HC","HP","LF",36,NA,"5",28,1,24,12,7,"HC_HP_LF"
"1475","sm_HC_HP_LF_36_sorsco",49,"sm","HC","HP","LF",36,40,"12",49,1,NA,NA,27,"HC_HP_LF"
"1476","sm_HC_HP_LF_36_spipyr",68,"sm","HC","HP","LF",36,NA,"b",68,1,24,24,17,"HC_HP_LF"
"1477","sm_HC_HP_LF_37_amealn",57,"sm","HC","HP","LF",37,NA,"7",57,1,20,17,12,"HC_HP_LF"
"1478","sm_HC_HP_LF_37_poptre",9,"sm","HC","HP","LF",37,NA,NA,39,1,30,30,30,"HC_HP_LF"
"1479","sm_HC_HP_LF_37_shecan",42,"sm","HC","HP","LF",37,50,"10",42,1,39,27,27,"HC_HP_LF"
"1480","sm_HC_HP_LF_37_vibedu",13,"sm","HC","HP","LF",37,25,"a",13,1,24,9,4,"HC_HP_LF"
"1481","sm_HC_HP_LF_38_alninc",13,"sm","HC","HP","LF",38,NA,"5",42,1,30,30,27,"HC_HP_LF"
"1482","sm_HC_HP_LF_38_alnvir",9,"sm","HC","HP","LF",38,NA,"19",51,1,76,55,49,"HC_HP_LF"
"1483","sm_HC_HP_LF_38_riblac",66,"sm","HC","HP","LF",38,25,"11",66,1,24,23,23,"HC_HP_LF"
"1484","sm_HC_HP_LF_39_loninv",64,"sm","HC","HP","LF",39,NA,"10",64,1,20,13,13,"HC_HP_LF"
"1485","sm_HC_HP_LF_39_rubpar",19,"sm","HC","HP","LF",39,70,"NA",19,1,24,24,17,"HC_HP_LF"
"1486","sm_HC_HP_LF_39_sorsco",41,"sm","HC","HP","LF",39,NA,"NA",NA,0,NA,NA,NA,"HC_HP_LF"
"1487","sm_HC_HP_LF_39_symalb",42,"sm","HC","HP","LF",39,NA,"NA",42,1,24,24,17,"HC_HP_LF"
"1488","sm_HC_HP_LF_4_alninc",55,"sm","HC","HP","LF",4,NA,"5",55,1,33,27,24,"HC_HP_LF"
"1489","sm_HC_HP_LF_4_poptre",64,"sm","HC","HP","LF",4,30,NA,64,1,NA,30,30,"HC_HP_LF"
"1490","sm_HC_HP_LF_4_rubpar",69,"sm","HC","HP","LF",4,NA,"w/10",69,1,NA,24,24,"HC_HP_LF"
"1491","sm_HC_HP_LF_4_sorsco",29,"sm","HC","HP","LF",4,NA,"5",29,1,NA,NA,30,"HC_HP_LF"
"1492","sm_HC_HP_LF_40_alninc",37,"sm","HC","HP","LF",40,NA,"1",37,1,20,20,20,"HC_HP_LF"
"1493","sm_HC_HP_LF_40_alnvir",35,"sm","HC","HP","LF",40,NA,"1",35,1,39,39,36,"HC_HP_LF"
"1494","sm_HC_HP_LF_40_spibet",64,"sm","HC","HP","LF",40,NA,NA,64,1,20,20,20,"HC_HP_LF"
"1495","sm_HC_HP_LF_40_vacmem",44,"sm","HC","HP","LF",40,NA,"oct_21",NA,0,NA,NA,NA,"HC_HP_LF"
"1496","sm_HC_HP_LF_5_loninv",27,"sm","HC","HP","LF",5,NA,"10",27,1,NA,24,7,"HC_HP_LF"
"1497","sm_HC_HP_LF_5_popbal",15,"sm","HC","HP","LF",5,NA,"8",39,1,NA,NA,NA,"HC_HP_LF"
"1498","sm_HC_HP_LF_5_rubpar",15,"sm","HC","HP","LF",5,NA,"NA",NA,0,NA,NA,NA,"HC_HP_LF"
"1499","sm_HC_HP_LF_5_spibet",64,"sm","HC","HP","LF",5,NA,NA,64,1,24,13,13,"HC_HP_LF"
"1500","sm_HC_HP_LF_6_betpap",31,"sm","HC","HP","LF",6,NA,NA,31,1,24,24,24,"HC_HP_LF"
"1501","sm_HC_HP_LF_6_corsto",31,"sm","HC","HP","LF",6,NA,NA,31,1,13,13,13,"HC_HP_LF"
"1502","sm_HC_HP_LF_6_vibedu",35,"sm","HC","HP","LF",6,NA,"3",35,1,24,9,4,"HC_HP_LF"
"1503","sm_HC_HP_LF_7_menfer",63,"sm","HC","HP","LF",7,NA,"13",63,1,70,52,33,"HC_HP_LF"
"1504","sm_HC_HP_LF_7_spibet",35,"sm","HC","HP","LF",7,NA,NA,35,1,27,27,27,"HC_HP_LF"
"1505","sm_HC_HP_LF_7_spipyr",42,"sm","HC","HP","LF",7,NA,"NA",42,1,24,13,13,"HC_HP_LF"
"1506","sm_HC_HP_LF_7_vacmem",18,"sm","HC","HP","LF",7,NA,"oct_21",51,1,24,22,20,"HC_HP_LF"
"1507","sm_HC_HP_LF_8_betpap",39,"sm","HC","HP","LF",8,NA,NA,39,1,NA,NA,NA,"HC_HP_LF"
"1508","sm_HC_HP_LF_8_riblac",78,"sm","HC","HP","LF",8,NA,"9",78,1,24,20,16,"HC_HP_LF"
"1509","sm_HC_HP_LF_8_sorsco",9,"sm","HC","HP","LF",8,NA,"NA",NA,0,NA,NA,NA,"HC_HP_LF"
"1510","sm_HC_HP_LF_8_spibet",64,"sm","HC","HP","LF",8,NA,NA,64,1,24,20,10,"HC_HP_LF"
"1511","sm_HC_HP_LF_9_menfer",55,"sm","HC","HP","LF",9,NA,"3",55,1,NA,55,42,"HC_HP_LF"
"1512","sm_HC_HP_LF_9_poptre",31,"sm","HC","HP","LF",9,NA,NA,64,1,36,36,36,"HC_HP_LF"
"1513","sm_HC_HP_LF_9_shecan",54,"sm","HC","HP","LF",9,NA,"8",54,1,24,24,24,"HC_HP_LF"
"1514","sm_HC_HP_LF_9_spibet",64,"sm","HC","HP","LF",9,NA,NA,64,1,NA,24,10,"HC_HP_LF"
"1515","sm_HC_LP_HF_1_menfer",40,"sm","HC","LP","HF",1,NA,"3",40,1,NA,51,34,"HC_LP_HF"
"1516","sm_HC_LP_HF_1_shecan",33,"sm","HC","LP","HF",1,NA,"11",33,1,19,16,13,"HC_LP_HF"
"1517","sm_HC_LP_HF_1_spipyr",64,"sm","HC","LP","HF",1,NA,"NA",64,1,24,10,10,"HC_LP_HF"
"1518","sm_HC_LP_HF_1_vibedu",50,"sm","HC","LP","HF",1,30,"3",50,1,24,7,5,"HC_LP_HF"
"1519","sm_HC_LP_HF_10_menfer",70,"sm","HC","LP","HF",10,NA,"13",70,1,NA,60,34,"HC_LP_HF"
"1520","sm_HC_LP_HF_10_sorsco",17,"sm","HC","LP","HF",10,NA,"NA",NA,0,NA,NA,NA,"HC_LP_HF"
"1521","sm_HC_LP_HF_10_spibet",35,"sm","HC","LP","HF",10,NA,NA,35,1,12,12,12,"HC_LP_HF"
"1522","sm_HC_LP_HF_10_vacmem",70,"sm","HC","LP","HF",10,NA,"oct_21",70,1,NA,NA,13,"HC_LP_HF"
"1523","sm_HC_LP_HF_11_alnvir",40,"sm","HC","LP","HF",11,NA,"6",47,1,54,54,54,"HC_LP_HF"
"1524","sm_HC_LP_HF_11_corsto",64,"sm","HC","LP","HF",11,NA,NA,64,1,24,23,17,"HC_LP_HF"
"1525","sm_HC_LP_HF_11_riblac",21,"sm","HC","LP","HF",11,NA,"2",21,1,NA,24,13,"HC_LP_HF"
"1526","sm_HC_LP_HF_11_vibedu",63,"sm","HC","LP","HF",11,40,"11",63,1,NA,24,4,"HC_LP_HF"
"1527","sm_HC_LP_HF_12_amealn",72,"sm","HC","LP","HF",12,NA,"6",72,1,19,19,7,"HC_LP_HF"
"1528","sm_HC_LP_HF_12_corsto",64,"sm","HC","LP","HF",12,NA,NA,64,1,24,19,16,"HC_LP_HF"
"1529","sm_HC_LP_HF_12_loninv",68,"sm","HC","LP","HF",12,NA,"9",68,1,24,7,7,"HC_LP_HF"
"1530","sm_HC_LP_HF_12_shecan",40,"sm","HC","LP","HF",12,NA,"12",40,1,48,28,19,"HC_LP_HF"
"1531","sm_HC_LP_HF_12_symalb",75,"sm","HC","LP","HF",12,NA,"cl",75,1,NA,NA,23,"HC_LP_HF"
"1532","sm_HC_LP_HF_13_alninc",18,"sm","HC","LP","HF",13,NA,"1",50,1,23,23,19,"HC_LP_HF"
"1533","sm_HC_LP_HF_13_corsto",54,"sm","HC","LP","HF",13,NA,NA,54,1,10,10,10,"HC_LP_HF"
"1534","sm_HC_LP_HF_13_popbal",6,"sm","HC","LP","HF",13,NA,"4",31,1,23,19,19,"HC_LP_HF"
"1535","sm_HC_LP_HF_14_alnvir",50,"sm","HC","LP","HF",14,70,"6",50,1,NA,NA,31,"HC_LP_HF"
"1536","sm_HC_LP_HF_14_rubpar",5,"sm","HC","LP","HF",14,NA,"w/10",12,1,10,10,10,"HC_LP_HF"
"1537","sm_HC_LP_HF_14_sorsco",53,"sm","HC","LP","HF",14,NA,"12",53,1,13,13,13,"HC_LP_HF"
"1538","sm_HC_LP_HF_14_vibedu",35,"sm","HC","LP","HF",14,NA,"9",35,1,5,5,5,"HC_LP_HF"
"1539","sm_HC_LP_HF_15_betpap",31,"sm","HC","LP","HF",15,50,NA,31,1,NA,NA,NA,"HC_LP_HF"
"1540","sm_HC_LP_HF_15_poptre",50,"sm","HC","LP","HF",15,40,NA,50,1,NA,NA,NA,"HC_LP_HF"
"1541","sm_HC_LP_HF_15_symalb",6,"sm","HC","LP","HF",15,NA,"cl",38,1,13,13,13,"HC_LP_HF"
"1542","sm_HC_LP_HF_16_corsto",50,"sm","HC","LP","HF",16,NA,NA,50,1,10,8,8,"HC_LP_HF"
"1543","sm_HC_LP_HF_16_shecan",26,"sm","HC","LP","HF",16,NA,"6",84,1,NA,NA,42,"HC_LP_HF"
"1544","sm_HC_LP_HF_16_sorsco",1,"sm","HC","LP","HF",16,NA,"NA",NA,0,NA,NA,NA,"HC_LP_HF"
"1545","sm_HC_LP_HF_16_spipyr",22,"sm","HC","LP","HF",16,NA,"b",22,1,NA,24,13,"HC_LP_HF"
"1546","sm_HC_LP_HF_17_alnvir",33,"sm","HC","LP","HF",17,NA,"2",64,1,45,45,34,"HC_LP_HF"
"1547","sm_HC_LP_HF_17_poptre",50,"sm","HC","LP","HF",17,40,NA,50,1,24,23,19,"HC_LP_HF"
"1548","sm_HC_LP_HF_17_riblac",28,"sm","HC","LP","HF",17,NA,"2",28,1,24,16,12,"HC_LP_HF"
"1549","sm_HC_LP_HF_17_spibet",9,"sm","HC","LP","HF",17,NA,NA,27,1,NA,NA,10,"HC_LP_HF"
"1550","sm_HC_LP_HF_18_betpap",31,"sm","HC","LP","HF",18,40,NA,31,1,NA,NA,NA,"HC_LP_HF"
"1551","sm_HC_LP_HF_18_popbal",15,"sm","HC","LP","HF",18,NA,"a",72,1,37,28,28,"HC_LP_HF"
"1552","sm_HC_LP_HF_18_poptre",64,"sm","HC","LP","HF",18,50,NA,64,1,NA,NA,NA,"HC_LP_HF"
"1553","sm_HC_LP_HF_18_rubpar",79,"sm","HC","LP","HF",18,NA,"w/10",79,1,NA,NA,37,"HC_LP_HF"
"1554","sm_HC_LP_HF_19_alninc",19,"sm","HC","LP","HF",19,NA,"4",81,1,28,28,28,"HC_LP_HF"
"1555","sm_HC_LP_HF_19_loninv",75,"sm","HC","LP","HF",19,NA,"11",75,1,13,10,10,"HC_LP_HF"
"1556","sm_HC_LP_HF_19_spibet",50,"sm","HC","LP","HF",19,NA,NA,50,1,NA,NA,7,"HC_LP_HF"
"1557","sm_HC_LP_HF_19_symalb",52,"sm","HC","LP","HF",19,NA,"3",52,1,NA,24,10,"HC_LP_HF"
"1558","sm_HC_LP_HF_2_menfer",28,"sm","HC","LP","HF",2,NA,"13",NA,0,NA,NA,NA,"HC_LP_HF"
"1559","sm_HC_LP_HF_2_sorsco",6,"sm","HC","LP","HF",2,NA,"NA",NA,0,NA,NA,NA,"HC_LP_HF"
"1560","sm_HC_LP_HF_2_spipyr",46,"sm","HC","LP","HF",2,50,"NA",46,1,24,10,7,"HC_LP_HF"
"1561","sm_HC_LP_HF_2_symalb",18,"sm","HC","LP","HF",2,NA,"9",18,1,NA,NA,10,"HC_LP_HF"
"1562","sm_HC_LP_HF_20_acegla",28,"sm","HC","LP","HF",20,NA,"14",79,1,NA,NA,NA,"HC_LP_HF"
"1563","sm_HC_LP_HF_20_loninv",47,"sm","HC","LP","HF",20,NA,"5",47,1,24,10,10,"HC_LP_HF"
"1564","sm_HC_LP_HF_20_poptre",20,"sm","HC","LP","HF",20,NA,NA,64,1,34,34,34,"HC_LP_HF"
"1565","sm_HC_LP_HF_21_alninc",28,"sm","HC","LP","HF",21,NA,"4",28,1,28,28,26,"HC_LP_HF"
"1566","sm_HC_LP_HF_21_popbal",55,"sm","HC","LP","HF",21,NA,"4",55,1,19,19,19,"HC_LP_HF"
"1567","sm_HC_LP_HF_21_riblac",24,"sm","HC","LP","HF",21,NA,"2",24,1,16,16,13,"HC_LP_HF"
"1568","sm_HC_LP_HF_22_acegla",34,"sm","HC","LP","HF",22,30,"13",34,1,40,31,23,"HC_LP_HF"
"1569","sm_HC_LP_HF_22_menfer",4,"sm","HC","LP","HF",22,NA,"1",58,1,NA,NA,37,"HC_LP_HF"
"1570","sm_HC_LP_HF_22_poptre",50,"sm","HC","LP","HF",22,30,NA,50,1,42,24,23,"HC_LP_HF"
"1571","sm_HC_LP_HF_22_spipyr",63,"sm","HC","LP","HF",22,NA,"b",NA,0,NA,NA,NA,"HC_LP_HF"
"1572","sm_HC_LP_HF_23_alninc",10,"sm","HC","LP","HF",23,NA,"5",46,1,24,23,20,"HC_LP_HF"
"1573","sm_HC_LP_HF_23_betpap",50,"sm","HC","LP","HF",23,NA,NA,50,1,24,24,23,"HC_LP_HF"
"1574","sm_HC_LP_HF_23_poptre",50,"sm","HC","LP","HF",23,NA,NA,50,1,20,20,20,"HC_LP_HF"
"1575","sm_HC_LP_HF_23_sorsco",0,"sm","HC","LP","HF",23,NA,"7",67,1,24,17,17,"HC_LP_HF"
"1576","sm_HC_LP_HF_24_betpap",50,"sm","HC","LP","HF",24,NA,NA,50,1,31,26,26,"HC_LP_HF"
"1577","sm_HC_LP_HF_24_riblac",14,"sm","HC","LP","HF",24,NA,"9",14,1,24,24,13,"HC_LP_HF"
"1578","sm_HC_LP_HF_24_shecan",26,"sm","HC","LP","HF",24,NA,"12",26,1,NA,NA,20,"HC_LP_HF"
"1579","sm_HC_LP_HF_24_sorsco",24,"sm","HC","LP","HF",24,NA,"NA",24,1,NA,NA,10,"HC_LP_HF"
"1580","sm_HC_LP_HF_24_vibedu",57,"sm","HC","LP","HF",24,25,"3",57,1,24,7,5,"HC_LP_HF"
"1581","sm_HC_LP_HF_25_corsto",50,"sm","HC","LP","HF",25,NA,NA,50,1,10,8,8,"HC_LP_HF"
"1582","sm_HC_LP_HF_25_popbal",33,"sm","HC","LP","HF",25,75,"8",33,1,NA,NA,NA,"HC_LP_HF"
"1583","sm_HC_LP_HF_25_rubpar",12,"sm","HC","LP","HF",25,NA,"NA",37,1,24,20,17,"HC_LP_HF"
"1584","sm_HC_LP_HF_25_sorsco",33,"sm","HC","LP","HF",25,NA,"NA",NA,0,NA,NA,NA,"HC_LP_HF"
"1585","sm_HC_LP_HF_26_acegla",36,"sm","HC","LP","HF",26,NA,"15",36,1,NA,NA,26,"HC_LP_HF"
"1586","sm_HC_LP_HF_26_betpap",50,"sm","HC","LP","HF",26,NA,NA,50,1,19,19,19,"HC_LP_HF"
"1587","sm_HC_LP_HF_26_sorsco",38,"sm","HC","LP","HF",26,NA,"6",38,1,NA,NA,NA,"HC_LP_HF"
"1588","sm_HC_LP_HF_26_spipyr",51,"sm","HC","LP","HF",26,NA,"9",51,1,24,16,10,"HC_LP_HF"
"1589","sm_HC_LP_HF_27_alninc",64,"sm","HC","LP","HF",27,50,"5",64,1,24,23,20,"HC_LP_HF"
"1590","sm_HC_LP_HF_27_alnvir",75,"sm","HC","LP","HF",27,50,"19",75,1,40,40,40,"HC_LP_HF"
"1591","sm_HC_LP_HF_27_riblac",26,"sm","HC","LP","HF",27,NA,"10",26,1,24,23,17,"HC_LP_HF"
"1592","sm_HC_LP_HF_27_sorsco",4,"sm","HC","LP","HF",27,NA,"7",36,1,17,17,17,"HC_LP_HF"
"1593","sm_HC_LP_HF_28_acegla",37,"sm","HC","LP","HF",28,NA,"11",37,1,NA,NA,17,"HC_LP_HF"
"1594","sm_HC_LP_HF_28_loninv",48,"sm","HC","LP","HF",28,NA,"11",48,1,24,10,5,"HC_LP_HF"
"1595","sm_HC_LP_HF_28_menfer",41,"sm","HC","LP","HF",28,NA,"1",78,1,NA,NA,60,"HC_LP_HF"
"1596","sm_HC_LP_HF_28_symalb",0,"sm","HC","LP","HF",28,NA,"cl",53,1,NA,24,17,"HC_LP_HF"
"1597","sm_HC_LP_HF_29_alnvir",64,"sm","HC","LP","HF",29,NA,"2",64,1,51,51,34,"HC_LP_HF"
