"","site","chill","photo","force","indiv","flask","species"
"1283","mp","HC","HP","HF","6","14","amealn"
"1284","mp","HC","HP","HF","tml","14","spibet"
"1285","mp","HC","HP","HF","2","14","spipyr"
"1286","mp","HC","HP","HF","6","15","alnvir"
"1287","mp","HC","HP","HF","6","15","poptre"
"1288","mp","HC","HP","HF","1","15","rhoalb"
"1289","mp","HC","HP","HF",NA,"15","spibet"
"1290","mp","HC","HP","HF","a","16","loninv"
"1291","mp","HC","HP","HF","9","16","poptre"
"1292","mp","HC","HP","HF","5","16","samrac"
"1293","mp","HC","HP","HF","wjt","16","spibet"
"1294","mp","HC","HP","HF","tml","17","acegla"
"1295","mp","HC","HP","HF","4","17","alninc"
"1296","mp","HC","HP","HF","5","17","alninc"
"1297","mp","HC","HP","HF","5","17","samrac"
"1298","mp","HC","HP","HF","6","18","poptre"
"1299","mp","HC","HP","HF","3","18","samrac"
"1300","mp","HC","HP","HF","wjt","18","spipyr"
"1301","mp","HC","HP","HF","9","18","vibedu"
"1302","mp","HC","HP","HF","8","19","shecan"
"1303","mp","HC","HP","HF","eg","19","symalb"
"1304","mp","HC","HP","HF","ll","19","vacmem"
"1305","mp","HC","HP","HF","ll","19","vacmem"
"1306","mp","HC","HP","HF",NA,"2","acegla"
"1307","mp","HC","HP","HF",NA,"2","menfer"
"1308","mp","HC","HP","HF",NA,"2","menfer"
"1309","mp","HC","HP","HF",NA,"2","rhoalb"
"1310","mp","HC","HP","HF","10","20","menfer"
"1311","mp","HC","HP","HF","11","20","rhoalb"
"1312","mp","HC","HP","HF","8","20","shecan"
"1313","mp","HC","HP","HF","2","20","spipyr"
"1314","mp","HC","HP","HF","11","21","acegla"
"1315","mp","HC","HP","HF","10","21","sorsco"
"1316","mp","HC","HP","HF","wjt","21","spipyr"
"1317","mp","HC","HP","HF","9","21","vibedu"
"1318","mp","HC","HP","HF","a","22","loninv"
"1319","mp","HC","HP","HF","6","22","samrac"
"1320","mp","HC","HP","HF","9","22","sorsco"
"1321","mp","HC","HP","HF","2","22","spipyr"
"1322","mp","HC","HP","HF","6","23","loninv"
"1323","mp","HC","HP","HF","9","23","riblac"
"1324","mp","HC","HP","HF","sf","23","rubpar"
"1325","mp","HC","HP","HF","wjt","23","symalb"
"1326","mp","HC","HP","HF","g_eg","24","poptre"
"1327","mp","HC","HP","HF","c_sf","24","riblac"
"1328","mp","HC","HP","HF","8","24","shecan"
"1329","mp","HC","HP","HF","2","24","vibedu"
"1330","mp","HC","HP","HF","10","25","acegla"
"1331","mp","HC","HP","HF","10","25","acegla"
"1332","mp","HC","HP","HF","8","25","popbal"
"1333","mp","HC","HP","HF","5","25","samrac"
"1334","mp","HC","HP","HF","6","26","loninv"
"1335","mp","HC","HP","HF","6","26","riblac"
"1336","mp","HC","HP","HF","10","26","sorsco"
"1337","mp","HC","HP","HF","9","26","vibedu"
"1338","mp","HC","HP","HF","7","27","amealn"
"1339","mp","HC","HP","HF","7","27","rubpar"
"1340","mp","HC","HP","HF","8","27","shecan"
"1341","mp","HC","HP","HF","tml","27","vacmem"
"1342","mp","HC","HP","HF","5","28","alninc"
"1343","mp","HC","HP","HF","2","28","amealn"
"1344","mp","HC","HP","HF",NA,"28","spibet"
"1345","mp","HC","HP","HF",NA,"28","spipyr"
"1346","mp","HC","HP","HF","8","29","amealn"
"1347","mp","HC","HP","HF","9","29","poptre"
"1348","mp","HC","HP","HF","9","29","sorsco"
"1349","mp","HC","HP","HF","12","29","vibedu"
"1350","mp","HC","HP","HF","1","3","alnvir"
"1351","mp","HC","HP","HF","NA","3","spibet"
"1352","mp","HC","HP","HF","NA","3","spibet"
"1353","mp","HC","HP","HF","NA","3","symalb"
"1354","mp","HC","HP","HF","8","30","loninv"
"1355","mp","HC","HP","HF","4","30","menfer"
"1356","mp","HC","HP","HF","6","30","popbal"
"1357","mp","HC","HP","HF","9","30","sorsco"
"1358","mp","HC","HP","HF","7","31","acegla"
"1359","mp","HC","HP","HF","2","31","amealn"
"1360","mp","HC","HP","HF","2","31","shecan"
"1361","mp","HC","HP","HF","6","31","shecan"
"1362","mp","HC","HP","HF","a","32","menfer"
"1363","mp","HC","HP","HF","NA","32","spibet"
"1364","mp","HC","HP","HF","a","32","vacmem"
"1365","mp","HC","HP","HF","12","32","vibedu"
"1366","mp","HC","HP","HF","a_ll","33","alninc"
"1367","mp","HC","HP","HF","a_ll","33","alninc"
"1368","mp","HC","HP","HF","2","33","amealn"
"1369","mp","HC","HP","HF","tml","33","rubpar"
"1370","mp","HC","HP","HF","6","34","alnvir"
"1371","mp","HC","HP","HF","6","34","loninv"
"1372","mp","HC","HP","HF","9","34","riblac"
"1373","mp","HC","HP","HF","3","34","samrac"
"1374","mp","HC","HP","HF","8","35","popbal"
"1375","mp","HC","HP","HF","4","35","rhoalb"
"1376","mp","HC","HP","HF",NA,"35","samrac"
"1377","mp","HC","HP","HF",NA,"35","spibet"
"1378","mp","HC","HP","HF","5","36","alninc"
"1379","mp","HC","HP","HF","10","36","corsto"
"1380","mp","HC","HP","HF","b_ski","36","poptre"
"1381","mp","HC","HP","HF","b_ski","36","poptre"
"1382","mp","HC","HP","HF","8","37","popbal"
"1383","mp","HC","HP","HF","tml","37","rubpar"
"1384","mp","HC","HP","HF","w/6","37","symalb"
"1385","mp","HC","HP","HF","5","37","vibedu"
"1386","mp","HC","HP","HF","10","38","corsto"
"1387","mp","HC","HP","HF","8","38","popbal"
"1388","mp","HC","HP","HF","4","38","riblac"
"1389","mp","HC","HP","HF","ll","38","vacmem"
"1390","mp","HC","HP","HF","6","39","alnvir"
"1391","mp","HC","HP","HF","10","39","menfer"
"1392","mp","HC","HP","HF","1","39","rhoalb"
"1393","mp","HC","HP","HF","10","39","sorsco"
"1394","mp","HC","HP","HF","8","4","popbal"
"1395","mp","HC","HP","HF","12","4","sorsco"
"1396","mp","HC","HP","HF","w/6","4","symalb"
"1397","mp","HC","HP","HF","ll","4","vacmem"
"1398","mp","HC","HP","HF","6","40","alnvir"
"1399","mp","HC","HP","HF","2","40","corsto"
"1400","mp","HC","HP","HF","wjt","40","spipyr"
"1401","mp","HC","HP","HF","9","40","vibedu"
"1402","mp","HC","HP","HF","5","5","alnvir"
"1403","mp","HC","HP","HF","10","5","corsto"
"1404","mp","HC","HP","HF","7","5","menfer"
"1405","mp","HC","HP","HF","w/1","5","symalb"
"1406","mp","HC","HP","HF","a_tml","6","loninv"
"1407","mp","HC","HP","HF","tml","6","rubpar"
"1408","mp","HC","HP","HF",NA,"6","spipyr"
"1409","mp","HC","HP","HF",NA,"6","symalb"
"1410","mp","HC","HP","HF","1","7","alnvir"
"1411","mp","HC","HP","HF","6","7","popbal"
"1412","mp","HC","HP","HF","tml","7","rubpar"
"1413","mp","HC","HP","HF","11","7","shecan"
"1414","mp","HC","HP","HF","3","8","acegla"
"1415","mp","HC","HP","HF","9","8","alninc"
"1416","mp","HC","HP","HF","8","8","poptre"
"1417","mp","HC","HP","HF","sf","8","rubpar"
"1418","mp","HC","HP","HF","2","9","corsto"
"1419","mp","HC","HP","HF","9","9","riblac"
"1420","mp","HC","HP","HF","sf","9","rubpar"
"1421","mp","HC","HP","HF","wjt","9","vacmem"
"1422","mp","HC","HP","LF","6","1","amealn"
"1423","mp","HC","HP","LF","10","1","menfer"
"1424","mp","HC","HP","LF","8","1","shecan"
"1425","mp","HC","HP","LF","9","1","shecan"
"1426","mp","HC","HP","LF","9","10","alninc"
"1427","mp","HC","HP","LF","10","10","menfer"
"1428","mp","HC","HP","LF","6","10","popbal"
"1429","mp","HC","HP","LF","2","10","popbal"
"1430","mp","HC","HP","LF","8","11","amealn"
"1431","mp","HC","HP","LF","8","11","popbal"
"1432","mp","HC","HP","LF","4","11","shecan"
"1433","mp","HC","HP","LF","ll","11","symalb"
"1434","mp","HC","HP","LF","g_eg","12","poptre"
"1435","mp","HC","HP","LF","2","12","samrac"
"1436","mp","HC","HP","LF","8","12","shecan"
"1437","mp","HC","HP","LF","tml","12","spibet"
"1438","mp","HC","HP","LF","3","13","acegla"
"1439","mp","HC","HP","LF","9","13","alninc"
"1440","mp","HC","HP","LF","1","13","rhoalb"
"1441","mp","HC","HP","LF","4","13","symalb"
"1442","mp","HC","HP","LF","3","14","alninc"
"1443","mp","HC","HP","LF","4","14","alninc"
"1444","mp","HC","HP","LF","10","14","menfer"
"1445","mp","HC","HP","LF","2","14","spipyr"
"1446","mp","HC","HP","LF",NA,"15","menfer"
"1447","mp","HC","HP","LF",NA,"15","popbal"
"1448","mp","HC","HP","LF",NA,"15","spipyr"
"1449","mp","HC","HP","LF",NA,"15","symalb"
"1450","mp","HC","HP","LF","8","16","poptre"
"1451","mp","HC","HP","LF","6","16","shecan"
"1452","mp","HC","HP","LF","9","16","symalb"
"1453","mp","HC","HP","LF","9","16","vibedu"
"1454","mp","HC","HP","LF","5","17","corsto"
"1455","mp","HC","HP","LF","11","17","rhoalb"
"1456","mp","HC","HP","LF","c_sf","17","riblac"
"1457","mp","HC","HP","LF","9","17","rubpar"
"1458","mp","HC","HP","LF","3","18","acegla"
"1459","mp","HC","HP","LF","9","18","alninc"
"1460","mp","HC","HP","LF","6","18","alnvir"
"1461","mp","HC","HP","LF","10","18","sorsco"
"1462","mp","HC","HP","LF","g_eg","19","poptre"
"1463","mp","HC","HP","LF","9","19","rubpar"
"1464","mp","HC","HP","LF","a_eg","19","symalb"
"1465","mp","HC","HP","LF","2","19","vibedu"
"1466","mp","HC","HP","LF","5","2","corsto"
"1467","mp","HC","HP","LF","9","2","rubpar"
"1468","mp","HC","HP","LF","9","2","rubpar"
"1469","mp","HC","HP","LF","9","2","sorsco"
"1470","mp","HC","HP","LF","8","20","amealn"
"1471","mp","HC","HP","LF","9","20","menfer"
"1472","mp","HC","HP","LF","9","20","rhoalb"
"1473","mp","HC","HP","LF","12","20","sorsco"
"1474","mp","HC","HP","LF","10","21","popbal"
"1475","mp","HC","HP","LF","2","21","samrac"
"1476","mp","HC","HP","LF","9","21","sorsco"
"1477","mp","HC","HP","LF","2","21","vibedu"
"1478","mp","HC","HP","LF","4","22","loninv"
"1479","mp","HC","HP","LF","10","22","loninv"
"1480","mp","HC","HP","LF","8","22","riblac"
"1481","mp","HC","HP","LF","a","22","spipyr"
"1482","mp","HC","HP","LF","5","23","alnvir"
"1483","mp","HC","HP","LF","5","23","samrac"
"1484","mp","HC","HP","LF","4","23","shecan"
"1485","mp","HC","HP","LF","wjt","23","spipyr"
"1486","mp","HC","HP","LF",NA,"24","alninc"
"1487","mp","HC","HP","LF",NA,"24","poptre"
"1488","mp","HC","HP","LF",NA,"24","spibet"
"1489","mp","HC","HP","LF",NA,"24","vibedu"
"1490","mp","HC","HP","LF","5","25","acegla"
"1491","mp","HC","HP","LF","4","25","alnvir"
"1492","mp","HC","HP","LF","10","25","corsto"
"1493","mp","HC","HP","LF","9","25","menfer"
"1494","mp","HC","HP","LF","11","26","acegla"
"1495","mp","HC","HP","LF","a_ll","26","alninc"
"1496","mp","HC","HP","LF","6","26","poptre"
"1497","mp","HC","HP","LF","11","26","shecan"
"1498","mp","HC","HP","LF","a_ski","27","poptre"
"1499","mp","HC","HP","LF","12","27","sorsco"
"1500","mp","HC","HP","LF","wjt","27","vacmem"
"1501","mp","HC","HP","LF","wjt","27","vacmem"
"1502","mp","HC","HP","LF","2","28","amealn"
"1503","mp","HC","HP","LF","11","28","rhoalb"
"1504","mp","HC","HP","LF","5","28","riblac"
"1505","mp","HC","HP","LF","10","28","sorsco"
"1506","mp","HC","HP","LF","a_ski","29","poptre"
"1507","mp","HC","HP","LF","4","29","riblac"
"1508","mp","HC","HP","LF",NA,"29","spipyr"
"1509","mp","HC","HP","LF",NA,"29","spipyr"
"1510","mp","HC","HP","LF","6","3","popbal"
"1511","mp","HC","HP","LF","6","3","poptre"
"1512","mp","HC","HP","LF","wjt","3","spipyr"
"1513","mp","HC","HP","LF","wjt","3","vacmem"
"1514","mp","HC","HP","LF","4","30","rhoalb"
"1515","mp","HC","HP","LF","4","30","riblac"
"1516","mp","HC","HP","LF","10","30","riblac"
"1517","mp","HC","HP","LF","ll","30","vacmem"
"1518","mp","HC","HP","LF","2","31","amealn"
"1519","mp","HC","HP","LF","8","31","riblac"
"1520","mp","HC","HP","LF","10","31","samrac"
"1521","mp","HC","HP","LF","10","31","samrac"
"1522","mp","HC","HP","LF","2","32","amealn"
"1523","mp","HC","HP","LF","2","32","corsto"
"1524","mp","HC","HP","LF","11","32","rhoalb"
"1525","mp","HC","HP","LF","sf","32","rubpar"
"1526","mp","HC","HP","LF","2","33","corsto"
"1527","mp","HC","HP","LF","3","33","loninv"
"1528","mp","HC","HP","LF","6","33","shecan"
"1529","mp","HC","HP","LF","9","33","vibedu"
"1530","mp","HC","HP","LF","4","34","alnvir"
"1531","mp","HC","HP","LF","3","34","riblac"
"1532","mp","HC","HP","LF",NA,"34","spibet"
"1533","mp","HC","HP","LF",NA,"34","spipyr"
"1534","mp","HC","HP","LF","a_tml","35","loninv"
"1535","mp","HC","HP","LF","10","35","loninv"
"1536","mp","HC","HP","LF",NA,"35","sorsco"
"1537","mp","HC","HP","LF",NA,"35","vacmem"
"1538","mp","HC","HP","LF","5","36","corsto"
"1539","mp","HC","HP","LF","9","36","corsto"
"1540","mp","HC","HP","LF","6","36","popbal"
"1541","mp","HC","HP","LF","12","36","vibedu"
"1542","mp","HC","HP","LF","4","37","acegla"
"1543","mp","HC","HP","LF","7","37","alnvir"
"1544","mp","HC","HP","LF","10","37","loninv"
"1545","mp","HC","HP","LF","1","37","symalb"
"1546","mp","HC","HP","LF","4","38","loninv"
"1547","mp","HC","HP","LF","tml","38","rubpar"
"1548","mp","HC","HP","LF","tml","38","spibet"
"1549","mp","HC","HP","LF","a","38","vacmem"
"1550","mp","HC","HP","LF","3","39","alninc"
"1551","mp","HC","HP","LF","4","39","amealn"
"1552","mp","HC","HP","LF",NA,"39","spibet"
"1553","mp","HC","HP","LF","12","39","vibedu"
