lab2,population,treatment,flask,species,bb,trt
mp.HC.HP.LF.36.vibedu.1,mp,HC.HP.LF,36,vibedu,16,HC_HP_LF
sm.HC.LP.LF.36.vibedu.1,sm,HC.LP.LF,36,vibedu,5,HC_LP_LF
sm.LC.HP.HF.36.vibedu.1,sm,LC.HP.HF,36,vibedu,7,LC_HP_HF
sm.LC.HP.HF.36.vibedu.2,sm,LC.HP.HF,36,vibedu,7,LC_HP_HF
mp.LC.HP.LF.36.vibedu.1,mp,LC.HP.LF,36,vibedu,34,LC_HP_LF
mp.LC.LP.HF.36.vibedu.1,mp,LC.LP.HF,36,vibedu,22,LC_LP_HF
sm.LC.LP.HF.36.vibedu.1,sm,LC.LP.HF,36,vibedu,15,LC_LP_HF
mp.HC.HP.HF.37.vibedu.1,mp,HC.HP.HF,37,vibedu,19,HC_HP_HF
sm.HC.HP.LF.37.vibedu.1,sm,HC.HP.LF,37,vibedu,4,HC_HP_LF
mp.LC.HP.HF.37.vibedu.1,mp,LC.HP.HF,37,vibedu,17,LC_HP_HF
sm.LC.HP.HF.37.vibedu.1,sm,LC.HP.HF,37,vibedu,10,LC_HP_HF
sm.LC.LP.HF.37.vibedu.1,sm,LC.LP.HF,37,vibedu,9,LC_LP_HF
mp.LC.LP.LF.37.vibedu.1,mp,LC.LP.LF,37,vibedu,32,LC_LP_LF
sm.LC.HP.LF.38.vibedu.1,sm,LC.HP.LF,38,vibedu,15,LC_HP_LF
sm.LC.LP.HF.38.vibedu.1,sm,LC.LP.HF,38,vibedu,15,LC_LP_HF
sm.LC.LP.LF.38.vibedu.1,sm,LC.LP.LF,38,vibedu,9,LC_LP_LF
mp.HC.HP.LF.39.vibedu.1,mp,HC.HP.LF,39,vibedu,16,HC_HP_LF
sm.LC.HP.LF.39.vibedu.1,sm,LC.HP.LF,39,vibedu,17,LC_HP_LF
mp.HC.HP.HF.40.vibedu.1,mp,HC.HP.HF,40,vibedu,10,HC_HP_HF
mp.HC.LP.HF.40.vibedu.1,mp,HC.LP.HF,40,vibedu,10,HC_LP_HF
sm.LC.HP.HF.40.vibedu.1,sm,LC.HP.HF,40,vibedu,7,LC_HP_HF
sm.LC.LP.LF.40.vibedu.1,sm,LC.LP.LF,40,vibedu,15,LC_LP_LF
