lab2,population,treatment,flask,species,bb,trt
sm.LC.LP.HF.39.menfer.1,sm,LC.LP.HF,39,menfer,49,LC_LP_HF
sm.LC.LP.HF.39.menfer.2,sm,LC.LP.HF,39,menfer,78,LC_LP_HF
mp.HC.LP.LF.40.menfer.1,mp,HC.LP.LF,40,menfer,36,HC_LP_LF
mp.LC.LP.HF.40.menfer.1,mp,LC.LP.HF,40,menfer,78,LC_LP_HF
sm.LC.HP.HF.1.popbal.1,sm,LC.HP.HF,1,popbal,29,LC_HP_HF
sm.LC.HP.HF.2.popbal.1,sm,LC.HP.HF,2,popbal,37,LC_HP_HF
mp.LC.HP.LF.2.popbal.1,mp,LC.HP.LF,2,popbal,38,LC_HP_LF
sm.LC.LP.LF.2.popbal.1,sm,LC.LP.LF,2,popbal,43,LC_LP_LF
sm.HC.HP.HF.3.popbal.1,sm,HC.HP.HF,3,popbal,17,HC_HP_HF
mp.HC.HP.LF.3.popbal.1,mp,HC.HP.LF,3,popbal,30,HC_HP_LF
mp.HC.LP.LF.3.popbal.1,mp,HC.LP.LF,3,popbal,42,HC_LP_LF
sm.HC.LP.LF.3.popbal.1,sm,HC.LP.LF,3,popbal,42,HC_LP_LF
mp.LC.HP.HF.3.popbal.1,mp,LC.HP.HF,3,popbal,33,LC_HP_HF
mp.LC.HP.LF.3.popbal.1,mp,LC.HP.LF,3,popbal,43,LC_HP_LF
mp.HC.HP.HF.4.popbal.1,mp,HC.HP.HF,4,popbal,19,HC_HP_HF
mp.HC.LP.HF.4.popbal.1,mp,HC.LP.HF,4,popbal,17,HC_LP_HF
sm.LC.HP.HF.4.popbal.1,sm,LC.HP.HF,4,popbal,33,LC_HP_HF
mp.LC.HP.LF.4.popbal.1,mp,LC.HP.LF,4,popbal,24,LC_HP_LF
sm.LC.HP.LF.4.popbal.1,sm,LC.HP.LF,4,popbal,61,LC_HP_LF
sm.LC.LP.LF.4.popbal.1,sm,LC.LP.LF,4,popbal,66,LC_LP_LF
sm.HC.HP.LF.5.popbal.1,sm,HC.HP.LF,5,popbal,27,HC_HP_LF
sm.LC.HP.LF.5.popbal.1,sm,LC.HP.LF,5,popbal,45,LC_HP_LF
mp.LC.LP.HF.5.popbal.1,mp,LC.LP.HF,5,popbal,24,LC_LP_HF
sm.LC.LP.LF.5.popbal.1,sm,LC.LP.LF,5,popbal,43,LC_LP_LF
mp.LC.LP.HF.6.popbal.1,mp,LC.LP.HF,6,popbal,31,LC_LP_HF
mp.HC.HP.HF.7.popbal.1,mp,HC.HP.HF,7,popbal,19,HC_HP_HF
sm.HC.LP.HF.7.popbal.1,sm,HC.LP.HF,7,popbal,26,HC_LP_HF
mp.HC.LP.LF.7.popbal.1,mp,HC.LP.LF,7,popbal,30,HC_LP_LF
sm.LC.HP.HF.7.popbal.1,sm,LC.HP.HF,7,popbal,42,LC_HP_HF
sm.LC.LP.HF.7.popbal.1,sm,LC.LP.HF,7,popbal,22,LC_LP_HF
mp.LC.LP.LF.7.popbal.1,mp,LC.LP.LF,7,popbal,54,LC_LP_LF
sm.HC.LP.LF.8.popbal.1,sm,HC.LP.LF,8,popbal,30,HC_LP_LF
mp.LC.HP.LF.8.popbal.1,mp,LC.HP.LF,8,popbal,45,LC_HP_LF
sm.LC.HP.LF.8.popbal.1,sm,LC.HP.LF,8,popbal,39,LC_HP_LF
sm.LC.HP.LF.8.popbal.2,sm,LC.HP.LF,8,popbal,37,LC_HP_LF
sm.HC.LP.LF.9.popbal.1,sm,HC.LP.LF,9,popbal,30,HC_LP_LF
sm.LC.HP.LF.9.popbal.1,sm,LC.HP.LF,9,popbal,39,LC_HP_LF
mp.HC.HP.LF.10.popbal.1,mp,HC.HP.LF,10,popbal,27,HC_HP_LF
mp.HC.HP.LF.10.popbal.2,mp,HC.HP.LF,10,popbal,27,HC_HP_LF
mp.LC.LP.LF.10.popbal.1,mp,LC.LP.LF,10,popbal,54,LC_LP_LF
mp.HC.HP.LF.11.popbal.1,mp,HC.HP.LF,11,popbal,27,HC_HP_LF
mp.HC.LP.HF.11.popbal.1,mp,HC.LP.HF,11,popbal,16,HC_LP_HF
sm.HC.HP.HF.12.popbal.1,sm,HC.HP.HF,12,popbal,25,HC_HP_HF
sm.HC.HP.LF.12.popbal.1,sm,HC.HP.LF,12,popbal,36,HC_HP_LF
mp.HC.HP.HF.13.popbal.1,mp,HC.HP.HF,13,popbal,16,HC_HP_HF
sm.HC.HP.HF.13.popbal.1,sm,HC.HP.HF,13,popbal,19,HC_HP_HF
sm.HC.LP.HF.13.popbal.1,sm,HC.LP.HF,13,popbal,19,HC_LP_HF
mp.LC.HP.HF.13.popbal.1,mp,LC.HP.HF,13,popbal,23,LC_HP_HF
sm.LC.LP.LF.13.popbal.1,sm,LC.LP.LF,13,popbal,63,LC_LP_LF
sm.LC.LP.LF.13.popbal.2,sm,LC.LP.LF,13,popbal,39,LC_LP_LF
mp.HC.LP.LF.14.popbal.1,mp,HC.LP.LF,14,popbal,24,HC_LP_LF
sm.LC.HP.HF.14.popbal.1,sm,LC.HP.HF,14,popbal,17,LC_HP_HF
mp.LC.LP.LF.14.popbal.1,mp,LC.LP.LF,14,popbal,54,LC_LP_LF
mp.HC.HP.LF.15.popbal.1,mp,HC.HP.LF,15,popbal,27,HC_HP_LF
sm.HC.HP.HF.16.popbal.1,sm,HC.HP.HF,16,popbal,19,HC_HP_HF
mp.LC.LP.HF.16.popbal.1,mp,LC.LP.HF,16,popbal,27,LC_LP_HF
sm.HC.HP.HF.17.popbal.1,sm,HC.HP.HF,17,popbal,19,HC_HP_HF
sm.LC.HP.HF.17.popbal.1,sm,LC.HP.HF,17,popbal,29,LC_HP_HF
mp.LC.HP.LF.17.popbal.1,mp,LC.HP.LF,17,popbal,38,LC_HP_LF
sm.LC.LP.HF.17.popbal.1,sm,LC.LP.HF,17,popbal,29,LC_LP_HF
sm.HC.HP.HF.18.popbal.1,sm,HC.HP.HF,18,popbal,25,HC_HP_HF
sm.HC.LP.HF.18.popbal.1,sm,HC.LP.HF,18,popbal,25,HC_LP_HF
mp.LC.HP.LF.18.popbal.1,mp,LC.HP.LF,18,popbal,43,LC_HP_LF
sm.LC.LP.HF.18.popbal.1,sm,LC.LP.HF,18,popbal,26,LC_LP_HF
sm.LC.LP.LF.18.popbal.1,sm,LC.LP.LF,18,popbal,45,LC_LP_LF
mp.HC.LP.LF.19.popbal.1,mp,HC.LP.LF,19,popbal,33,HC_LP_LF
sm.HC.HP.LF.20.popbal.1,sm,HC.HP.LF,20,popbal,20,HC_HP_LF
sm.HC.HP.LF.20.popbal.2,sm,HC.HP.LF,20,popbal,20,HC_HP_LF
sm.HC.LP.LF.20.popbal.1,sm,HC.LP.LF,20,popbal,24,HC_LP_LF
mp.HC.HP.LF.21.popbal.1,mp,HC.HP.LF,21,popbal,27,HC_HP_LF
sm.HC.HP.LF.21.popbal.1,sm,HC.HP.LF,21,popbal,24,HC_HP_LF
mp.HC.LP.HF.21.popbal.1,mp,HC.LP.HF,21,popbal,12,HC_LP_HF
sm.HC.LP.HF.21.popbal.1,sm,HC.LP.HF,21,popbal,19,HC_LP_HF
mp.LC.LP.HF.21.popbal.1,mp,LC.LP.HF,21,popbal,34,LC_LP_HF
sm.LC.LP.HF.21.popbal.1,sm,LC.LP.HF,21,popbal,27,LC_LP_HF
sm.LC.LP.HF.21.popbal.2,sm,LC.LP.HF,21,popbal,26,LC_LP_HF
sm.LC.LP.LF.21.popbal.1,sm,LC.LP.LF,21,popbal,39,LC_LP_LF
sm.LC.HP.LF.22.popbal.1,sm,LC.HP.LF,22,popbal,61,LC_HP_LF
mp.LC.LP.HF.22.popbal.1,mp,LC.LP.HF,22,popbal,26,LC_LP_HF
sm.HC.HP.HF.23.popbal.1,sm,HC.HP.HF,23,popbal,23,HC_HP_HF
sm.HC.LP.LF.23.popbal.1,sm,HC.LP.LF,23,popbal,24,HC_LP_LF
mp.LC.HP.HF.23.popbal.1,mp,LC.HP.HF,23,popbal,27,LC_HP_HF
sm.HC.HP.LF.24.popbal.1,sm,HC.HP.LF,24,popbal,27,HC_HP_LF
mp.HC.LP.LF.24.popbal.1,mp,HC.LP.LF,24,popbal,30,HC_LP_LF
mp.HC.LP.LF.24.popbal.2,mp,HC.LP.LF,24,popbal,30,HC_LP_LF
sm.HC.LP.LF.24.popbal.1,sm,HC.LP.LF,24,popbal,30,HC_LP_LF
mp.LC.HP.LF.24.popbal.1,mp,LC.HP.LF,24,popbal,43,LC_HP_LF
mp.HC.HP.HF.25.popbal.1,mp,HC.HP.HF,25,popbal,16,HC_HP_HF
sm.HC.LP.HF.25.popbal.1,sm,HC.LP.HF,25,popbal,17,HC_LP_HF
sm.LC.HP.LF.25.popbal.1,sm,LC.HP.LF,25,popbal,60,LC_HP_LF
sm.HC.HP.LF.26.popbal.1,sm,HC.HP.LF,26,popbal,27,HC_HP_LF
mp.HC.LP.HF.26.popbal.1,mp,HC.LP.HF,26,popbal,23,HC_LP_HF
mp.LC.HP.LF.27.popbal.1,mp,LC.HP.LF,27,popbal,46,LC_HP_LF
sm.HC.HP.HF.28.popbal.1,sm,HC.HP.HF,28,popbal,22,HC_HP_HF
mp.LC.HP.HF.28.popbal.1,mp,LC.HP.HF,28,popbal,25,LC_HP_HF
sm.HC.LP.HF.29.popbal.1,sm,HC.LP.HF,29,popbal,23,HC_LP_HF
mp.LC.LP.HF.29.popbal.1,mp,LC.LP.HF,29,popbal,29,LC_LP_HF
sm.LC.LP.LF.29.popbal.1,sm,LC.LP.LF,29,popbal,38,LC_LP_LF
mp.HC.HP.HF.30.popbal.1,mp,HC.HP.HF,30,popbal,16,HC_HP_HF
sm.LC.HP.HF.30.popbal.1,sm,LC.HP.HF,30,popbal,39,LC_HP_HF
mp.LC.LP.HF.30.popbal.1,mp,LC.LP.HF,30,popbal,33,LC_LP_HF
mp.LC.LP.LF.30.popbal.1,mp,LC.LP.LF,30,popbal,54,LC_LP_LF
mp.HC.LP.HF.32.popbal.1,mp,HC.LP.HF,32,popbal,19,HC_LP_HF
sm.HC.LP.LF.32.popbal.1,sm,HC.LP.LF,32,popbal,24,HC_LP_LF
sm.LC.HP.HF.32.popbal.1,sm,LC.HP.HF,32,popbal,25,LC_HP_HF
mp.LC.LP.LF.32.popbal.1,mp,LC.LP.LF,32,popbal,39,LC_LP_LF
sm.HC.HP.LF.33.popbal.1,sm,HC.HP.LF,33,popbal,24,HC_HP_LF
sm.HC.LP.LF.33.popbal.1,sm,HC.LP.LF,33,popbal,24,HC_LP_LF
mp.LC.HP.HF.33.popbal.1,mp,LC.HP.HF,33,popbal,25,LC_HP_HF
sm.LC.HP.LF.33.popbal.1,sm,LC.HP.LF,33,popbal,37,LC_HP_LF
sm.LC.LP.HF.33.popbal.1,sm,LC.LP.HF,33,popbal,27,LC_LP_HF
mp.LC.LP.LF.33.popbal.1,mp,LC.LP.LF,33,popbal,54,LC_LP_LF
mp.LC.HP.HF.34.popbal.1,mp,LC.HP.HF,34,popbal,27,LC_HP_HF
mp.LC.LP.LF.34.popbal.1,mp,LC.LP.LF,34,popbal,39,LC_LP_LF
mp.HC.HP.HF.35.popbal.1,mp,HC.HP.HF,35,popbal,17,HC_HP_HF
mp.LC.HP.HF.35.popbal.1,mp,LC.HP.HF,35,popbal,22,LC_HP_HF
sm.LC.LP.HF.35.popbal.1,sm,LC.LP.HF,35,popbal,31,LC_LP_HF
mp.HC.HP.LF.36.popbal.1,mp,HC.HP.LF,36,popbal,24,HC_HP_LF
sm.HC.LP.HF.36.popbal.1,sm,HC.LP.HF,36,popbal,17,HC_LP_HF
mp.HC.LP.LF.36.popbal.1,mp,HC.LP.LF,36,popbal,33,HC_LP_LF
mp.HC.HP.HF.37.popbal.1,mp,HC.HP.HF,37,popbal,17,HC_HP_HF
mp.HC.HP.HF.38.popbal.1,mp,HC.HP.HF,38,popbal,17,HC_HP_HF
sm.HC.LP.HF.38.popbal.1,sm,HC.LP.HF,38,popbal,16,HC_LP_HF
mp.LC.HP.HF.38.popbal.1,mp,LC.HP.HF,38,popbal,29,LC_HP_HF
mp.HC.LP.HF.39.popbal.1,mp,HC.LP.HF,39,popbal,20,HC_LP_HF
mp.HC.LP.HF.39.popbal.2,mp,HC.LP.HF,39,popbal,20,HC_LP_HF
mp.LC.LP.HF.39.popbal.1,mp,LC.LP.HF,39,popbal,26,LC_LP_HF
sm.LC.LP.HF.40.popbal.1,sm,LC.LP.HF,40,popbal,26,LC_LP_HF
mp.LC.LP.LF.40.popbal.1,mp,LC.LP.LF,40,popbal,49,LC_LP_LF
mp.LC.HP.HF.1.poptre.1,mp,LC.HP.HF,1,poptre,46,LC_HP_HF
mp.LC.HP.LF.1.poptre.1,mp,LC.HP.LF,1,poptre,75,LC_HP_LF
sm.LC.LP.LF.1.poptre.1,sm,LC.LP.LF,1,poptre,54,LC_LP_LF
mp.HC.LP.HF.2.poptre.1,mp,HC.LP.HF,2,poptre,23,HC_LP_HF
mp.LC.HP.HF.2.poptre.1,mp,LC.HP.HF,2,poptre,22,LC_HP_HF
sm.LC.HP.LF.2.poptre.1,sm,LC.HP.LF,2,poptre,43,LC_HP_LF
mp.HC.HP.LF.3.poptre.1,mp,HC.HP.LF,3,poptre,52,HC_HP_LF
mp.HC.LP.HF.3.poptre.1,mp,HC.LP.HF,3,poptre,34,HC_LP_HF
sm.HC.LP.HF.3.poptre.1,sm,HC.LP.HF,3,poptre,37,HC_LP_HF
sm.HC.HP.LF.4.poptre.1,sm,HC.HP.LF,4,poptre,27,HC_HP_LF
sm.LC.HP.LF.4.poptre.1,sm,LC.HP.LF,4,poptre,43,LC_HP_LF
sm.LC.LP.LF.4.poptre.1,sm,LC.LP.LF,4,poptre,54,LC_LP_LF
mp.HC.LP.LF.5.poptre.1,mp,HC.LP.LF,5,poptre,36,HC_LP_LF
sm.HC.LP.LF.5.poptre.1,sm,HC.LP.LF,5,poptre,36,HC_LP_LF
sm.HC.HP.HF.7.poptre.1,sm,HC.HP.HF,7,poptre,16,HC_HP_HF
sm.HC.LP.LF.7.poptre.1,sm,HC.LP.LF,7,poptre,36,HC_LP_LF
mp.LC.LP.HF.7.poptre.1,mp,LC.LP.HF,7,poptre,57,LC_LP_HF
mp.HC.HP.HF.8.poptre.1,mp,HC.HP.HF,8,poptre,31,HC_HP_HF
sm.HC.HP.HF.8.poptre.1,sm,HC.HP.HF,8,poptre,31,HC_HP_HF
mp.HC.LP.HF.8.poptre.1,mp,HC.LP.HF,8,poptre,23,HC_LP_HF
sm.HC.HP.LF.9.poptre.1,sm,HC.HP.LF,9,poptre,36,HC_HP_LF
sm.LC.HP.HF.9.poptre.1,sm,LC.HP.HF,9,poptre,33,LC_HP_HF
sm.LC.LP.HF.10.poptre.1,sm,LC.LP.HF,10,poptre,31,LC_LP_HF
sm.HC.HP.HF.11.poptre.1,sm,HC.HP.HF,11,poptre,16,HC_HP_HF
sm.HC.HP.HF.11.poptre.2,sm,HC.HP.HF,11,poptre,19,HC_HP_HF
mp.HC.LP.LF.11.poptre.1,mp,HC.LP.LF,11,poptre,33,HC_LP_LF
mp.LC.LP.HF.11.poptre.1,mp,LC.LP.HF,11,poptre,46,LC_LP_HF
mp.LC.LP.HF.11.poptre.2,mp,LC.LP.HF,11,poptre,50,LC_LP_HF
sm.LC.LP.LF.11.poptre.1,sm,LC.LP.LF,11,poptre,81,LC_LP_LF
sm.LC.LP.LF.11.poptre.2,sm,LC.LP.LF,11,poptre,54,LC_LP_LF
sm.HC.HP.HF.12.poptre.1,sm,HC.HP.HF,12,poptre,19,HC_HP_HF
sm.HC.HP.LF.12.poptre.1,sm,HC.HP.LF,12,poptre,24,HC_HP_LF
mp.HC.LP.LF.12.poptre.1,mp,HC.LP.LF,12,poptre,58,HC_LP_LF
sm.HC.LP.LF.12.poptre.1,sm,HC.LP.LF,12,poptre,49,HC_LP_LF
mp.LC.HP.HF.12.poptre.1,mp,LC.HP.HF,12,poptre,29,LC_HP_HF
sm.LC.HP.HF.12.poptre.1,sm,LC.HP.HF,12,poptre,33,LC_HP_HF
sm.LC.LP.HF.13.poptre.1,sm,LC.LP.HF,13,poptre,34,LC_LP_HF
sm.HC.HP.HF.14.poptre.1,sm,HC.HP.HF,14,poptre,28,HC_HP_HF
sm.HC.HP.LF.14.poptre.1,sm,HC.HP.LF,14,poptre,43,HC_HP_LF
mp.LC.HP.LF.14.poptre.1,mp,LC.HP.LF,14,poptre,78,LC_HP_LF
sm.LC.LP.HF.14.poptre.1,sm,LC.LP.HF,14,poptre,34,LC_LP_HF
mp.HC.HP.HF.15.poptre.1,mp,HC.HP.HF,15,poptre,34,HC_HP_HF
mp.HC.LP.HF.15.poptre.1,mp,HC.LP.HF,15,poptre,34,HC_LP_HF
sm.HC.LP.HF.15.poptre.1,sm,HC.LP.HF,15,poptre,23,HC_LP_HF
sm.LC.HP.LF.15.poptre.1,sm,LC.HP.LF,15,poptre,43,LC_HP_LF
mp.HC.HP.HF.16.poptre.1,mp,HC.HP.HF,16,poptre,28,HC_HP_HF
mp.HC.HP.LF.16.poptre.1,mp,HC.HP.LF,16,poptre,52,HC_HP_LF
mp.HC.LP.HF.17.poptre.1,mp,HC.LP.HF,17,poptre,31,HC_LP_HF
sm.HC.LP.HF.17.poptre.1,sm,HC.LP.HF,17,poptre,19,HC_LP_HF
mp.HC.HP.HF.18.poptre.1,mp,HC.HP.HF,18,poptre,31,HC_HP_HF
mp.HC.LP.HF.18.poptre.1,mp,HC.LP.HF,18,poptre,31,HC_LP_HF
sm.HC.LP.HF.18.poptre.1,sm,HC.LP.HF,18,poptre,25,HC_LP_HF
mp.HC.HP.LF.19.poptre.1,mp,HC.HP.LF,19,poptre,58,HC_HP_LF
sm.LC.HP.HF.19.poptre.1,sm,LC.HP.HF,19,poptre,34,LC_HP_HF
sm.LC.LP.HF.19.poptre.1,sm,LC.LP.HF,19,poptre,26,LC_LP_HF
mp.HC.LP.HF.20.poptre.1,mp,HC.LP.HF,20,poptre,23,HC_LP_HF
sm.HC.LP.HF.20.poptre.1,sm,HC.LP.HF,20,poptre,34,HC_LP_HF
sm.LC.HP.HF.20.poptre.1,sm,LC.HP.HF,20,poptre,34,LC_HP_HF
sm.LC.HP.LF.20.poptre.1,sm,LC.HP.LF,20,poptre,69,LC_HP_LF
sm.HC.LP.HF.22.poptre.1,sm,HC.LP.HF,22,poptre,23,HC_LP_HF
sm.HC.LP.HF.23.poptre.1,sm,HC.LP.HF,23,poptre,20,HC_LP_HF
mp.LC.LP.LF.23.poptre.1,mp,LC.LP.LF,23,poptre,78,LC_LP_LF
mp.HC.HP.HF.24.poptre.1,mp,HC.HP.HF,24,poptre,42,HC_HP_HF
mp.HC.HP.LF.24.poptre.1,mp,HC.HP.LF,24,poptre,49,HC_HP_LF
sm.HC.LP.LF.24.poptre.1,sm,HC.LP.LF,24,poptre,30,HC_LP_LF
mp.LC.HP.HF.24.poptre.1,mp,LC.HP.HF,24,poptre,53,LC_HP_HF
sm.HC.HP.HF.25.poptre.1,sm,HC.HP.HF,25,poptre,16,HC_HP_HF
sm.LC.HP.HF.25.poptre.1,sm,LC.HP.HF,25,poptre,33,LC_HP_HF
sm.LC.HP.LF.25.poptre.1,sm,LC.HP.LF,25,poptre,43,LC_HP_LF
sm.LC.LP.LF.25.poptre.1,sm,LC.LP.LF,25,poptre,63,LC_LP_LF
mp.HC.HP.LF.26.poptre.1,mp,HC.HP.LF,26,poptre,52,HC_HP_LF
mp.HC.LP.LF.26.poptre.1,mp,HC.LP.LF,26,poptre,52,HC_LP_LF
sm.HC.LP.LF.26.poptre.1,sm,HC.LP.LF,26,poptre,42,HC_LP_LF
sm.LC.HP.HF.26.poptre.1,sm,LC.HP.HF,26,poptre,33,LC_HP_HF
mp.LC.HP.LF.26.poptre.1,mp,LC.HP.LF,26,poptre,78,LC_HP_LF
mp.HC.HP.LF.27.poptre.1,mp,HC.HP.LF,27,poptre,46,HC_HP_LF
sm.HC.HP.LF.27.poptre.1,sm,HC.HP.LF,27,poptre,36,HC_HP_LF
sm.LC.HP.HF.27.poptre.1,sm,LC.HP.HF,27,poptre,16,LC_HP_HF
sm.LC.LP.HF.27.poptre.1,sm,LC.LP.HF,27,poptre,21,LC_LP_HF
sm.LC.HP.HF.28.poptre.1,sm,LC.HP.HF,28,poptre,36,LC_HP_HF
mp.HC.HP.HF.29.poptre.1,mp,HC.HP.HF,29,poptre,40,HC_HP_HF
mp.HC.HP.LF.29.poptre.1,mp,HC.HP.LF,29,poptre,33,HC_HP_LF
mp.HC.LP.LF.29.poptre.1,mp,HC.LP.LF,29,poptre,39,HC_LP_LF
mp.HC.LP.LF.30.poptre.1,mp,HC.LP.LF,30,poptre,52,HC_LP_LF
sm.LC.HP.LF.30.poptre.1,sm,LC.HP.LF,30,poptre,26,LC_HP_LF
mp.LC.HP.LF.31.poptre.1,mp,LC.HP.LF,31,poptre,61,LC_HP_LF
mp.LC.LP.HF.31.poptre.1,mp,LC.LP.HF,31,poptre,31,LC_LP_HF
mp.LC.LP.HF.31.poptre.2,mp,LC.LP.HF,31,poptre,34,LC_LP_HF
mp.LC.HP.HF.32.poptre.1,mp,LC.HP.HF,32,poptre,42,LC_HP_HF
mp.LC.LP.HF.32.poptre.1,mp,LC.LP.HF,32,poptre,75,LC_LP_HF
sm.HC.HP.HF.33.poptre.1,sm,HC.HP.HF,33,poptre,23,HC_HP_HF
sm.HC.LP.HF.33.poptre.1,sm,HC.LP.HF,33,poptre,23,HC_LP_HF
mp.LC.LP.HF.33.poptre.1,mp,LC.LP.HF,33,poptre,81,LC_LP_HF
sm.LC.LP.HF.33.poptre.1,sm,LC.LP.HF,33,poptre,34,LC_LP_HF
sm.LC.HP.LF.34.poptre.1,sm,LC.HP.LF,34,poptre,54,LC_HP_LF
mp.LC.LP.HF.34.poptre.1,mp,LC.LP.HF,34,poptre,49,LC_LP_HF
sm.HC.LP.LF.35.poptre.1,sm,HC.LP.LF,35,poptre,30,HC_LP_LF
mp.LC.LP.LF.35.poptre.1,mp,LC.LP.LF,35,poptre,78,LC_LP_LF
sm.LC.LP.LF.35.poptre.1,sm,LC.LP.LF,35,poptre,75,LC_LP_LF
mp.HC.HP.HF.36.poptre.1,mp,HC.HP.HF,36,poptre,28,HC_HP_HF
mp.HC.HP.HF.36.poptre.2,mp,HC.HP.HF,36,poptre,31,HC_HP_HF
mp.LC.HP.HF.36.poptre.1,mp,LC.HP.HF,36,poptre,27,LC_HP_HF
sm.LC.LP.HF.36.poptre.1,sm,LC.LP.HF,36,poptre,31,LC_LP_HF
sm.LC.LP.HF.36.poptre.2,sm,LC.LP.HF,36,poptre,31,LC_LP_HF
sm.HC.HP.LF.37.poptre.1,sm,HC.HP.LF,37,poptre,27,HC_HP_LF
mp.HC.LP.HF.37.poptre.1,mp,HC.LP.HF,37,poptre,31,HC_LP_HF
mp.LC.HP.HF.37.poptre.1,mp,LC.HP.HF,37,poptre,25,LC_HP_HF
sm.LC.HP.HF.37.poptre.1,sm,LC.HP.HF,37,poptre,29,LC_HP_HF
mp.LC.LP.LF.37.poptre.1,mp,LC.LP.LF,37,poptre,78,LC_LP_LF
sm.HC.LP.LF.38.poptre.1,sm,HC.LP.LF,38,poptre,42,HC_LP_LF
mp.HC.LP.LF.39.poptre.1,mp,HC.LP.LF,39,poptre,39,HC_LP_LF
mp.LC.HP.LF.39.poptre.1,mp,LC.HP.LF,39,poptre,66,LC_HP_LF
sm.HC.LP.LF.40.poptre.1,sm,HC.LP.LF,40,poptre,61,HC_LP_LF
mp.LC.LP.LF.40.poptre.1,mp,LC.LP.LF,40,poptre,72,LC_LP_LF
mp.HC.HP.HF.1.rhoalb.1,mp,HC.HP.HF,1,rhoalb,10,HC_HP_HF
mp.HC.LP.HF.1.rhoalb.1,mp,HC.LP.HF,1,rhoalb,16,HC_LP_HF
mp.HC.LP.LF.1.rhoalb.1,mp,HC.LP.LF,1,rhoalb,30,HC_LP_LF
mp.LC.HP.LF.1.rhoalb.1,mp,LC.HP.LF,1,rhoalb,22,LC_HP_LF
mp.HC.HP.HF.2.rhoalb.1,mp,HC.HP.HF,2,rhoalb,7,HC_HP_HF
mp.LC.HP.LF.2.rhoalb.1,mp,LC.HP.LF,2,rhoalb,21,LC_HP_LF
mp.HC.LP.HF.3.rhoalb.1,mp,HC.LP.HF,3,rhoalb,17,HC_LP_HF
mp.LC.LP.HF.3.rhoalb.1,mp,LC.LP.HF,3,rhoalb,19,LC_LP_HF
mp.HC.LP.LF.4.rhoalb.1,mp,HC.LP.LF,4,rhoalb,30,HC_LP_LF
mp.LC.LP.LF.7.rhoalb.1,mp,LC.LP.LF,7,rhoalb,19,LC_LP_LF
mp.LC.HP.HF.8.rhoalb.1,mp,LC.HP.HF,8,rhoalb,18,LC_HP_HF
mp.LC.LP.LF.9.rhoalb.1,mp,LC.LP.LF,9,rhoalb,43,LC_LP_LF
mp.HC.LP.LF.10.rhoalb.1,mp,HC.LP.LF,10,rhoalb,20,HC_LP_LF
mp.LC.LP.LF.10.rhoalb.1,mp,LC.LP.LF,10,rhoalb,32,LC_LP_LF
mp.HC.HP.HF.11.rhoalb.1,mp,HC.HP.HF,11,rhoalb,10,HC_HP_HF
mp.LC.LP.LF.11.rhoalb.1,mp,LC.LP.LF,11,rhoalb,21,LC_LP_LF
mp.HC.HP.HF.12.rhoalb.1,mp,HC.HP.HF,12,rhoalb,10,HC_HP_HF
mp.HC.HP.LF.13.rhoalb.1,mp,HC.HP.LF,13,rhoalb,16,HC_HP_LF
mp.HC.LP.HF.13.rhoalb.1,mp,HC.LP.HF,13,rhoalb,10,HC_LP_HF
mp.HC.LP.HF.14.rhoalb.1,mp,HC.LP.HF,14,rhoalb,13,HC_LP_HF
mp.LC.HP.HF.14.rhoalb.1,mp,LC.HP.HF,14,rhoalb,15,LC_HP_HF
mp.HC.HP.HF.15.rhoalb.1,mp,HC.HP.HF,15,rhoalb,13,HC_HP_HF
mp.LC.HP.HF.15.rhoalb.1,mp,LC.HP.HF,15,rhoalb,19,LC_HP_HF
mp.LC.HP.HF.16.rhoalb.1,mp,LC.HP.HF,16,rhoalb,19,LC_HP_HF
mp.HC.HP.LF.17.rhoalb.1,mp,HC.HP.LF,17,rhoalb,20,HC_HP_LF
mp.HC.LP.LF.17.rhoalb.1,mp,HC.LP.LF,17,rhoalb,0,HC_LP_LF
mp.HC.LP.LF.19.rhoalb.1,mp,HC.LP.LF,19,rhoalb,30,HC_LP_LF
mp.LC.HP.LF.19.rhoalb.1,mp,LC.HP.LF,19,rhoalb,24,LC_HP_LF
mp.LC.LP.HF.19.rhoalb.1,mp,LC.LP.HF,19,rhoalb,19,LC_LP_HF
mp.HC.HP.HF.20.rhoalb.1,mp,HC.HP.HF,20,rhoalb,7,HC_HP_HF
mp.HC.HP.LF.20.rhoalb.1,mp,HC.HP.LF,20,rhoalb,10,HC_HP_LF
mp.LC.HP.HF.20.rhoalb.1,mp,LC.HP.HF,20,rhoalb,15,LC_HP_HF
mp.LC.HP.LF.20.rhoalb.1,mp,LC.HP.LF,20,rhoalb,22,LC_HP_LF
mp.LC.LP.HF.20.rhoalb.1,mp,LC.LP.HF,20,rhoalb,19,LC_LP_HF
mp.LC.LP.HF.20.rhoalb.2,mp,LC.LP.HF,20,rhoalb,19,LC_LP_HF
mp.HC.LP.HF.21.rhoalb.1,mp,HC.LP.HF,21,rhoalb,16,HC_LP_HF
mp.LC.HP.HF.21.rhoalb.1,mp,LC.HP.HF,21,rhoalb,16,LC_HP_HF
mp.LC.HP.LF.21.rhoalb.1,mp,LC.HP.LF,21,rhoalb,24,LC_HP_LF
mp.HC.LP.HF.23.rhoalb.1,mp,HC.LP.HF,23,rhoalb,17,HC_LP_HF
