"","X","day","population","indiv","chill","photo","force","flask","species","bbch.t","percent.t","bbch.l","percent.l","bbch2.l","percent2.l","bbch3.l","percent3.l","bbch4.t","percent4.t","lab","dup","ref","lab2"
"136308",85855,59,"sm","cl","LC","HP","LF",6,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_6_rubpar",TRUE,"b","sm_LC_HP_LF_6_rubpar_b"
"136323",85870,59,"sm","3","LC","HP","LF",8,"popbal",17,100,17,25,11,50,10,15,NA,NA,"sm_LC_HP_LF_8_popbal",TRUE,"b","sm_LC_HP_LF_8_popbal_b"
"136336",85883,59,"sm","3b","LC","HP","LF",10,"riblac",1,100,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_10_riblac",TRUE,"b","sm_LC_HP_LF_10_riblac_b"
"136347",85894,59,"mp","6","LC","HP","LF",12,"amealn",9,100,10,15,9,50,7,25,NA,NA,"mp_LC_HP_LF_12_amealn",TRUE,"b","mp_LC_HP_LF_12_amealn_b"
"136349",85896,59,"mp","9","LC","HP","LF",12,"sorsco",15,100,15,25,10,50,3,25,NA,NA,"mp_LC_HP_LF_12_sorsco",TRUE,"b","mp_LC_HP_LF_12_sorsco_b"
"136369",85916,59,"sm","cl","LC","HP","LF",14,"rubpar",NA,NA,17,30,15,30,3,40,NA,NA,"sm_LC_HP_LF_14_rubpar",TRUE,"b","sm_LC_HP_LF_14_rubpar_b"
"136377",85924,59,"sm",NA,"LC","HP","LF",15,"symalb",NA,NA,3,70,0,30,NA,NA,NA,NA,"sm_LC_HP_LF_15_symalb",TRUE,"b","sm_LC_HP_LF_15_symalb_b"
"136397",85944,59,"mp","9","LC","HP","LF",18,"samrac",1,100,3,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_18_samrac",TRUE,"b","mp_LC_HP_LF_18_samrac_b"
"136399",85946,59,"sm","9","LC","HP","LF",18,"acegla",1,100,1,60,0,40,NA,NA,NA,NA,"sm_LC_HP_LF_18_acegla",TRUE,"b","sm_LC_HP_LF_18_acegla_b"
"136405",85952,59,"mp","11","LC","HP","LF",19,"vibedu",3,100,15,10,3,85,0,5,NA,NA,"mp_LC_HP_LF_19_vibedu",TRUE,"b","mp_LC_HP_LF_19_vibedu_b"
"136411",85958,59,"mp","5","LC","HP","LF",20,"corsto",17,60,17,15,11,30,3,55,15,40,"mp_LC_HP_LF_20_corsto",TRUE,"b","mp_LC_HP_LF_20_corsto_b"
"136425",85972,59,"mp","3","LC","HP","LF",22,"alnvir",3,100,3,30,1,25,0,45,NA,NA,"mp_LC_HP_LF_22_alnvir",TRUE,"b","mp_LC_HP_LF_22_alnvir_b"
"136444",85991,59,"sm",NA,"LC","HP","LF",24,"sorsco",15,100,9,30,3,70,NA,NA,NA,NA,"sm_LC_HP_LF_24_sorsco",TRUE,"b","sm_LC_HP_LF_24_sorsco_b"
"136473",86020,59,"mp","2","LC","HP","LF",28,"spipyr",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_28_spipyr",TRUE,"b","mp_LC_HP_LF_28_spipyr_b"
"136485",86032,59,"sm","cl","LC","HP","LF",29,"vacmem",17,20,17,5,10,5,7,5,3,80,"sm_LC_HP_LF_29_vacmem",TRUE,"b","sm_LC_HP_LF_29_vacmem_b"
"136487",86034,59,"mp","5","LC","HP","LF",30,"alnvir",1,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_30_alnvir",TRUE,"b","mp_LC_HP_LF_30_alnvir_b"
"136500",86047,59,"sm","9","LC","HP","LF",31,"riblac",11,100,17,15,11,20,1,60,NA,NA,"sm_LC_HP_LF_31_riblac",TRUE,"b","sm_LC_HP_LF_31_riblac_b"
"136534",86081,59,"mp","4","LC","HP","LF",36,"acegla",10,100,10,10,9,50,3,40,NA,NA,"mp_LC_HP_LF_36_acegla",TRUE,"b","mp_LC_HP_LF_36_acegla_b"
"136550",86097,59,"mp","11","LC","HP","LF",38,"acegla",1,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_38_acegla",TRUE,"b","mp_LC_HP_LF_38_acegla_b"
"136554",86101,59,"sm","10","LC","HP","LF",38,"alnvir",11,50,9,10,7,15,3,75,9,50,"sm_LC_HP_LF_38_alnvir",TRUE,"b","sm_LC_HP_LF_38_alnvir_b"
"136604",86151,59,"sm","B1","LC","LP","HF",4,"spipyr",17,100,17,10,7,30,3,60,NA,NA,"sm_LC_LP_HF_4_spipyr",TRUE,"b","sm_LC_LP_HF_4_spipyr_b"
"136616",86163,59,"mp","3","LC","LP","HF",6,"alninc",15,100,17,15,15,40,10,30,NA,NA,"mp_LC_LP_HF_6_alninc",TRUE,"b","mp_LC_LP_HF_6_alninc_b"
"136631",86178,59,"mp","7","LC","LP","HF",8,"alnvir",1,100,1,55,0,45,NA,NA,NA,NA,"mp_LC_LP_HF_8_alnvir",TRUE,"b","mp_LC_LP_HF_8_alnvir_b"
"136644",86191,59,"sm","8","LC","LP","HF",9,"sorsco",15,100,1,30,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_9_sorsco",TRUE,"b","sm_LC_LP_HF_9_sorsco_b"
"136656",86203,59,"mp","5","LC","LP","HF",11,"poptre",15,40,NA,NA,NA,NA,NA,NA,11,15,"mp_LC_LP_HF_11_poptre",TRUE,"b","mp_LC_LP_HF_11_poptre_b"
"136676",86223,59,"sm","Extra?","LC","LP","HF",13,"poptre",17,25,15,50,11,50,NA,NA,10,25,"sm_LC_LP_HF_13_poptre",TRUE,"b","sm_LC_LP_HF_13_poptre_b"
"136678",86225,59,"sm","B","LC","LP","HF",13,"spibet",17,100,17,85,1,15,NA,NA,10,80,"sm_LC_LP_HF_13_spibet",TRUE,"b","sm_LC_LP_HF_13_spibet_b"
"136681",86228,59,"mp","9","LC","LP","HF",14,"shecan",15,50,17,90,3,10,NA,NA,9,50,"mp_LC_LP_HF_14_shecan",TRUE,"b","mp_LC_LP_HF_14_shecan_b"
"136722",86269,59,"mp","13","LC","LP","HF",19,"sorsco",1,100,17,50,10,25,3,25,NA,NA,"mp_LC_LP_HF_19_sorsco",TRUE,"b","mp_LC_LP_HF_19_sorsco_b"
"136728",86275,59,"mp","3","LC","LP","HF",20,"rhoalb",17,100,17,10,11,25,10,25,NA,NA,"mp_LC_LP_HF_20_rhoalb",TRUE,"b","mp_LC_LP_HF_20_rhoalb_b"
"136740",86287,59,"sm",NA,"LC","LP","HF",21,"popbal",17,100,17,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_21_popbal",TRUE,"b","sm_LC_LP_HF_21_popbal_b"
"136768",86315,59,"mp",NA,"LC","LP","HF",25,"spibet",17,100,15,60,9,20,1,20,NA,NA,"mp_LC_LP_HF_25_spibet",TRUE,"b","mp_LC_LP_HF_25_spibet_b"
"136782",86329,59,"sm","9","LC","LP","HF",26,"menfer",NA,NA,7,10,3,20,0,70,NA,NA,"sm_LC_LP_HF_26_menfer",TRUE,"b","sm_LC_LP_HF_26_menfer_b"
"136817",86364,59,"mp",NA,"LC","LP","HF",31,"poptre",7,40,17,75,11,25,NA,NA,NA,NA,"mp_LC_LP_HF_31_poptre",TRUE,"b","mp_LC_LP_HF_31_poptre_b"
"136860",86407,59,"sm","B","LC","LP","HF",36,"poptre",17,50,NA,NA,NA,NA,NA,NA,11,35,"sm_LC_LP_HF_36_poptre",TRUE,"b","sm_LC_LP_HF_36_poptre_b"
"136885",86432,59,"sm","8","LC","LP","HF",39,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_39_menfer",TRUE,"b","sm_LC_LP_HF_39_menfer_b"
"136891",86438,59,"sm","4","LC","LP","HF",40,"alninc",17,50,17,30,15,15,10,40,15,50,"sm_LC_LP_HF_40_alninc",TRUE,"b","sm_LC_LP_HF_40_alninc_b"
"136904",86451,59,"mp","tml","LC","LP","LF",2,"spibet",3,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_2_spibet",TRUE,"b","mp_LC_LP_LF_2_spibet_b"
"136918",86465,59,"mp","7","LC","LP","LF",4,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_4_menfer",TRUE,"b","mp_LC_LP_LF_4_menfer_b"
"136919",86466,59,"mp","8","LC","LP","LF",4,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_4_menfer",TRUE,"b","mp_LC_LP_LF_4_menfer_b"
"136946",86493,59,"sm","6B","LC","LP","LF",7,"amealn",15,80,15,10,11,5,10,20,10,20,"sm_LC_LP_LF_7_amealn",TRUE,"b","sm_LC_LP_LF_7_amealn_b"
"136979",86526,59,"sm","B","LC","LP","LF",11,"poptre",9,25,1,100,NA,NA,NA,NA,7,50,"sm_LC_LP_LF_11_poptre",TRUE,"b","sm_LC_LP_LF_11_poptre_b"
"136989",86536,59,"sm",NA,"LC","LP","LF",12,"sorsco",15,100,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_12_sorsco",TRUE,"b","sm_LC_LP_LF_12_sorsco_b"
"136995",86542,59,"sm","8","LC","LP","LF",13,"popbal",15,100,11,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_13_popbal",TRUE,"b","sm_LC_LP_LF_13_popbal_b"
"136997",86544,59,"sm","oc21","LC","LP","LF",13,"vacmem",11,5,11,25,10,5,9,5,3,95,"sm_LC_LP_LF_13_vacmem",TRUE,"b","sm_LC_LP_LF_13_vacmem_b"
"136999",86546,59,"mp","5","LC","LP","LF",14,"alninc",10,100,15,30,10,50,9,20,NA,NA,"mp_LC_LP_LF_14_alninc",TRUE,"b","mp_LC_LP_LF_14_alninc_b"
"137003",86550,59,"sm","3","LC","LP","LF",14,"riblac",3,100,3,30,1,70,NA,NA,NA,NA,"sm_LC_LP_LF_14_riblac",TRUE,"b","sm_LC_LP_LF_14_riblac_b"
"137012",86559,59,"sm","w/10","LC","LP","LF",15,"rubpar",7,100,7,40,3,60,NA,NA,NA,NA,"sm_LC_LP_LF_15_rubpar",TRUE,"b","sm_LC_LP_LF_15_rubpar_b"
"137015",86562,59,"mp","ALL","LC","LP","LF",16,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_16_menfer",TRUE,"b","mp_LC_LP_LF_16_menfer_b"
"137040",86587,59,"mp","120","LC","LP","LF",19,"loninv",3,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_19_loninv",TRUE,"b","mp_LC_LP_LF_19_loninv_b"
"137073",86621,59,"sm","10","LC","LP","LF",23,"alnvir",1,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_23_alnvir",TRUE,"b","sm_LC_LP_LF_23_alnvir_b"
"137090",86638,59,"sm","D","LC","LP","LF",25,"poptre",1,100,1,90,0,10,NA,NA,NA,NA,"sm_LC_LP_LF_25_poptre",TRUE,"b","sm_LC_LP_LF_25_poptre_b"
"137128",86676,59,"sm","10","LC","LP","LF",30,"shecan",15,100,15,70,11,30,NA,NA,NA,NA,"sm_LC_LP_LF_30_shecan",TRUE,"b","sm_LC_LP_LF_30_shecan_b"
"137129",86677,59,"sm","6","LC","LP","LF",30,"shecan",7,100,11,10,10,50,3,40,NA,NA,"sm_LC_LP_LF_30_shecan",TRUE,"b","sm_LC_LP_LF_30_shecan_b"
"137139",86687,59,"sm","A5","LC","LP","LF",31,"spibet",17,100,17,20,3,80,NA,NA,NA,NA,"sm_LC_LP_LF_31_spibet",TRUE,"b","sm_LC_LP_LF_31_spibet_b"
"137163",86711,59,"sm",NA,"LC","LP","LF",34,"spibet",7,25,7,5,3,75,1,20,3,50,"sm_LC_LP_LF_34_spibet",TRUE,"b","sm_LC_LP_LF_34_spibet_b"
"137177",86725,59,"sm",NA,"LC","LP","LF",36,"spipyr",3,100,10,40,1,60,NA,NA,NA,NA,"sm_LC_LP_LF_36_spipyr",TRUE,"b","sm_LC_LP_LF_36_spipyr_b"
"137196",86744,59,"mp","8","LC","LP","LF",39,"riblac",1,100,1,60,0,40,NA,NA,NA,NA,"mp_LC_LP_LF_39_riblac",TRUE,"b","mp_LC_LP_LF_39_riblac_b"
"137199",86747,59,"sm","10","LC","LP","LF",39,"loninv",7,15,11,25,9,20,3,25,7,25,"sm_LC_LP_LF_39_loninv",TRUE,"b","sm_LC_LP_LF_39_loninv_b"
"137237",88064,60,"mp","10","LC","HP","HF",4,"shecan",17,100,15,85,10,10,3,5,NA,NA,"mp_LC_HP_HF_4_shecan",TRUE,"b","mp_LC_HP_HF_4_shecan_b"
"137242",88069,60,"sm",NA,"LC","HP","HF",4,"spibet",17,50,17,40,11,10,9,30,11,25,"sm_LC_HP_HF_4_spibet",TRUE,"b","sm_LC_HP_HF_4_spibet_b"
"137264",88091,60,"sm","A branched","LC","HP","HF",7,"corsto",17,100,17,90,10,10,NA,NA,NA,NA,"sm_LC_HP_HF_7_corsto",TRUE,"b","sm_LC_HP_HF_7_corsto_b"
"137274",88101,60,"sm",NA,"LC","HP","HF",8,"riblac",1,100,15,10,3,40,1,20,NA,NA,"sm_LC_HP_HF_8_riblac",TRUE,"b","sm_LC_HP_HF_8_riblac_b"
"137276",88103,60,"mp",NA,"LC","HP","HF",9,"samrac",NA,NA,10,50,3,50,NA,NA,NA,NA,"mp_LC_HP_HF_9_samrac",TRUE,"b","mp_LC_HP_HF_9_samrac_b"
"137282",88109,60,"sm","B","LC","HP","HF",9,"vacmem",17,5,3,80,1,20,NA,NA,7,5,"sm_LC_HP_HF_9_vacmem",TRUE,"b","sm_LC_HP_HF_9_vacmem_b"
"137290",88117,60,"sm",NA,"LC","HP","HF",10,"symalb",NA,NA,3,60,1,20,0,20,NA,NA,"sm_LC_HP_HF_10_symalb",TRUE,"b","sm_LC_HP_HF_10_symalb_b"
"137348",88175,60,"mp",NA,"LC","HP","HF",18,"spipyr",15,100,15,50,9,25,3,25,NA,NA,"mp_LC_HP_HF_18_spipyr",TRUE,"b","mp_LC_HP_HF_18_spipyr_b"
"137352",88179,60,"sm",NA,"LC","HP","HF",18,"sorsco",17,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_18_sorsco",TRUE,"b","sm_LC_HP_HF_18_sorsco_b"
"137356",88183,60,"mp","7","LC","HP","HF",19,"alnvir",10,50,3,100,NA,NA,NA,NA,7,50,"mp_LC_HP_HF_19_alnvir",TRUE,"b","mp_LC_HP_HF_19_alnvir_b"
"137376",88203,60,"sm",NA,"LC","HP","HF",21,"amealn",17,100,17,70,11,10,9,5,NA,NA,"sm_LC_HP_HF_21_amealn",TRUE,"b","sm_LC_HP_HF_21_amealn_b"
"137380",88207,60,"mp","10","LC","HP","HF",22,"alninc",17,100,15,40,11,60,NA,NA,NA,NA,"mp_LC_HP_HF_22_alninc",TRUE,"b","mp_LC_HP_HF_22_alninc_b"
"137413",88240,60,"mp",NA,"LC","HP","HF",26,"vibedu",17,100,3,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_26_vibedu",TRUE,"b","mp_LC_HP_HF_26_vibedu_b"
"137415",88242,60,"sm","9","LC","HP","HF",26,"acegla",10,50,9,35,7,10,1,20,7,50,"sm_LC_HP_HF_26_acegla",TRUE,"b","sm_LC_HP_HF_26_acegla_b"
"137435",88262,60,"mp",NA,"LC","HP","HF",29,"shecan",17,25,15,90,9,5,3,5,15,75,"mp_LC_HP_HF_29_shecan",TRUE,"b","mp_LC_HP_HF_29_shecan_b"
"137438",88265,60,"sm",NA,"LC","HP","HF",29,"shecan",17,100,15,70,11,5,9,5,NA,NA,"sm_LC_HP_HF_29_shecan",TRUE,"b","sm_LC_HP_HF_29_shecan_b"
"137443",88270,60,"mp",NA,"LC","HP","HF",30,"symalb",NA,NA,17,5,7,35,3,50,NA,NA,"mp_LC_HP_HF_30_symalb",TRUE,"b","mp_LC_HP_HF_30_symalb_b"
"137451",88278,60,"mp","B","LC","HP","HF",31,"vacmem",1,80,17,20,10,10,7,5,NA,NA,"mp_LC_HP_HF_31_vacmem",TRUE,"b","mp_LC_HP_HF_31_vacmem_b"
"137460",88287,60,"mp","B","LC","HP","HF",32,"spibet",1,100,9,70,3,10,1,20,NA,NA,"mp_LC_HP_HF_32_spibet",TRUE,"b","mp_LC_HP_HF_32_spibet_b"
"137485",88314,60,"sm","11","LC","HP","HF",35,"menfer",NA,NA,15,15,11,15,9,20,NA,NA,"sm_LC_HP_HF_35_menfer",TRUE,"b","sm_LC_HP_HF_35_menfer_b"
"137494",88323,60,"sm","2","LC","HP","HF",36,"vibedu",17,100,17,80,10,15,NA,NA,NA,NA,"sm_LC_HP_HF_36_vibedu",TRUE,"b","sm_LC_HP_HF_36_vibedu_b"
"137508",88339,60,"sm","B","LC","HP","HF",38,"symalb",NA,NA,7,10,3,50,1,30,NA,NA,"sm_LC_HP_HF_38_symalb",TRUE,"b","sm_LC_HP_HF_38_symalb_b"
"137552",88383,60,"mp","tml-unbranched","LC","HP","LF",4,"spibet",1,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_4_spibet",TRUE,"b","mp_LC_HP_LF_4_spibet_b"
"137566",88397,60,"mp","4","LC","HP","LF",6,"alninc",17,100,15,30,11,30,10,20,11,70,"mp_LC_HP_LF_6_alninc",TRUE,"b","mp_LC_HP_LF_6_alninc_b"
"137572",88403,60,"sm","cl","LC","HP","LF",6,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_6_rubpar",TRUE,"b","sm_LC_HP_LF_6_rubpar_b"
"137587",88418,60,"sm","3","LC","HP","LF",8,"popbal",17,100,17,25,11,50,10,15,NA,NA,"sm_LC_HP_LF_8_popbal",TRUE,"b","sm_LC_HP_LF_8_popbal_b"
"137600",88431,60,"sm","3b","LC","HP","LF",10,"riblac",1,100,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_10_riblac",TRUE,"b","sm_LC_HP_LF_10_riblac_b"
"137611",88442,60,"mp","6","LC","HP","LF",12,"amealn",10,100,10,15,9,55,7,30,NA,NA,"mp_LC_HP_LF_12_amealn",TRUE,"b","mp_LC_HP_LF_12_amealn_b"
"137613",88444,60,"mp","9","LC","HP","LF",12,"sorsco",15,100,15,25,11,50,3,25,NA,NA,"mp_LC_HP_LF_12_sorsco",TRUE,"b","mp_LC_HP_LF_12_sorsco_b"
"137633",88464,60,"sm","cl","LC","HP","LF",14,"rubpar",NA,NA,17,30,15,30,3,40,NA,NA,"sm_LC_HP_LF_14_rubpar",TRUE,"b","sm_LC_HP_LF_14_rubpar_b"
"137641",88472,60,"sm",NA,"LC","HP","LF",15,"symalb",NA,NA,3,70,0,30,NA,NA,NA,NA,"sm_LC_HP_LF_15_symalb",TRUE,"b","sm_LC_HP_LF_15_symalb_b"
"137661",88492,60,"mp","9","LC","HP","LF",18,"samrac",1,100,7,25,3,75,NA,NA,NA,NA,"mp_LC_HP_LF_18_samrac",TRUE,"b","mp_LC_HP_LF_18_samrac_b"
"137663",88494,60,"sm","9","LC","HP","LF",18,"acegla",1,100,1,60,0,40,NA,NA,NA,NA,"sm_LC_HP_LF_18_acegla",TRUE,"b","sm_LC_HP_LF_18_acegla_b"
"137669",88500,60,"mp","11","LC","HP","LF",19,"vibedu",3,100,15,10,3,85,0,5,NA,NA,"mp_LC_HP_LF_19_vibedu",TRUE,"b","mp_LC_HP_LF_19_vibedu_b"
"137675",88506,60,"mp","5","LC","HP","LF",20,"corsto",17,60,17,15,11,30,3,55,15,40,"mp_LC_HP_LF_20_corsto",TRUE,"b","mp_LC_HP_LF_20_corsto_b"
"137689",88520,60,"mp","3","LC","HP","LF",22,"alnvir",3,100,3,30,1,25,0,45,NA,NA,"mp_LC_HP_LF_22_alnvir",TRUE,"b","mp_LC_HP_LF_22_alnvir_b"
"137708",88539,60,"sm",NA,"LC","HP","LF",24,"sorsco",15,100,9,30,3,70,NA,NA,NA,NA,"sm_LC_HP_LF_24_sorsco",TRUE,"b","sm_LC_HP_LF_24_sorsco_b"
"137737",88568,60,"mp","2","LC","HP","LF",28,"spipyr",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_28_spipyr",TRUE,"b","mp_LC_HP_LF_28_spipyr_b"
"137749",88580,60,"sm","cl","LC","HP","LF",29,"vacmem",17,20,17,5,10,5,7,5,3,80,"sm_LC_HP_LF_29_vacmem",TRUE,"b","sm_LC_HP_LF_29_vacmem_b"
"137751",88582,60,"mp","5","LC","HP","LF",30,"alnvir",1,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_30_alnvir",TRUE,"b","mp_LC_HP_LF_30_alnvir_b"
"137764",88595,60,"sm","9","LC","HP","LF",31,"riblac",11,100,17,15,15,15,7,15,NA,NA,"sm_LC_HP_LF_31_riblac",TRUE,"b","sm_LC_HP_LF_31_riblac_b"
"137798",88629,60,"mp","4","LC","HP","LF",36,"acegla",10,100,10,20,9,40,7,20,NA,NA,"mp_LC_HP_LF_36_acegla",TRUE,"b","mp_LC_HP_LF_36_acegla_b"
"137814",88645,60,"mp","11","LC","HP","LF",38,"acegla",1,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_38_acegla",TRUE,"b","mp_LC_HP_LF_38_acegla_b"
"137818",88649,60,"sm","10","LC","HP","LF",38,"alnvir",15,50,9,15,7,10,3,75,9,50,"sm_LC_HP_LF_38_alnvir",TRUE,"b","sm_LC_HP_LF_38_alnvir_b"
"137868",88699,60,"sm","B1","LC","LP","HF",4,"spipyr",17,100,17,10,7,30,3,60,NA,NA,"sm_LC_LP_HF_4_spipyr",TRUE,"b","sm_LC_LP_HF_4_spipyr_b"
"137880",88711,60,"mp","3","LC","LP","HF",6,"alninc",15,100,17,15,15,40,10,30,NA,NA,"mp_LC_LP_HF_6_alninc",TRUE,"b","mp_LC_LP_HF_6_alninc_b"
"137895",88726,60,"mp","7","LC","LP","HF",8,"alnvir",1,100,1,55,0,45,NA,NA,NA,NA,"mp_LC_LP_HF_8_alnvir",TRUE,"b","mp_LC_LP_HF_8_alnvir_b"
"137908",88739,60,"sm","8","LC","LP","HF",9,"sorsco",15,100,1,30,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_9_sorsco",TRUE,"b","sm_LC_LP_HF_9_sorsco_b"
"137920",88751,60,"mp","5","LC","LP","HF",11,"poptre",15,40,NA,NA,NA,NA,NA,NA,11,25,"mp_LC_LP_HF_11_poptre",TRUE,"b","mp_LC_LP_HF_11_poptre_b"
"137940",88771,60,"sm","Extra?","LC","LP","HF",13,"poptre",17,25,15,50,11,50,NA,NA,10,25,"sm_LC_LP_HF_13_poptre",TRUE,"b","sm_LC_LP_HF_13_poptre_b"
"137942",88773,60,"sm","B","LC","LP","HF",13,"spibet",17,100,17,85,1,15,NA,NA,10,80,"sm_LC_LP_HF_13_spibet",TRUE,"b","sm_LC_LP_HF_13_spibet_b"
"137945",88776,60,"mp","9","LC","LP","HF",14,"shecan",15,50,17,90,3,10,NA,NA,9,50,"mp_LC_LP_HF_14_shecan",TRUE,"b","mp_LC_LP_HF_14_shecan_b"
"137986",88817,60,"mp","13","LC","LP","HF",19,"sorsco",1,100,17,50,10,25,3,25,NA,NA,"mp_LC_LP_HF_19_sorsco",TRUE,"b","mp_LC_LP_HF_19_sorsco_b"
"137992",88823,60,"mp","3","LC","LP","HF",20,"rhoalb",17,100,17,10,11,25,10,25,NA,NA,"mp_LC_LP_HF_20_rhoalb",TRUE,"b","mp_LC_LP_HF_20_rhoalb_b"
"138004",88835,60,"sm",NA,"LC","LP","HF",21,"popbal",17,100,17,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_21_popbal",TRUE,"b","sm_LC_LP_HF_21_popbal_b"
"138032",88863,60,"mp",NA,"LC","LP","HF",25,"spibet",17,100,15,60,9,20,1,20,NA,NA,"mp_LC_LP_HF_25_spibet",TRUE,"b","mp_LC_LP_HF_25_spibet_b"
"138046",88877,60,"sm","9","LC","LP","HF",26,"menfer",NA,NA,7,10,3,20,0,70,NA,NA,"sm_LC_LP_HF_26_menfer",TRUE,"b","sm_LC_LP_HF_26_menfer_b"
"138081",88912,60,"mp",NA,"LC","LP","HF",31,"poptre",7,40,17,75,11,25,NA,NA,NA,NA,"mp_LC_LP_HF_31_poptre",TRUE,"b","mp_LC_LP_HF_31_poptre_b"
"138124",88955,60,"sm","B","LC","LP","HF",36,"poptre",17,50,NA,NA,NA,NA,NA,NA,15,35,"sm_LC_LP_HF_36_poptre",TRUE,"b","sm_LC_LP_HF_36_poptre_b"
"138149",88980,60,"sm","8","LC","LP","HF",39,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_39_menfer",TRUE,"b","sm_LC_LP_HF_39_menfer_b"
"138155",88986,60,"sm","4","LC","LP","HF",40,"alninc",17,50,17,30,15,15,10,40,15,50,"sm_LC_LP_HF_40_alninc",TRUE,"b","sm_LC_LP_HF_40_alninc_b"
"138168",88999,60,"mp","tml","LC","LP","LF",2,"spibet",3,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_2_spibet",TRUE,"b","mp_LC_LP_LF_2_spibet_b"
"138182",89013,60,"mp","7","LC","LP","LF",4,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_4_menfer",TRUE,"b","mp_LC_LP_LF_4_menfer_b"
"138183",89014,60,"mp","8","LC","LP","LF",4,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_4_menfer",TRUE,"b","mp_LC_LP_LF_4_menfer_b"
"138210",89041,60,"sm","6B","LC","LP","LF",7,"amealn",17,80,17,10,15,15,10,5,10,20,"sm_LC_LP_LF_7_amealn",TRUE,"b","sm_LC_LP_LF_7_amealn_b"
"138243",89074,60,"sm","B","LC","LP","LF",11,"poptre",11,25,1,100,NA,NA,NA,NA,9,50,"sm_LC_LP_LF_11_poptre",TRUE,"b","sm_LC_LP_LF_11_poptre_b"
"138253",89084,60,"sm",NA,"LC","LP","LF",12,"sorsco",15,100,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_12_sorsco",TRUE,"b","sm_LC_LP_LF_12_sorsco_b"
"138259",89090,60,"sm","8","LC","LP","LF",13,"popbal",15,100,15,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_13_popbal",TRUE,"b","sm_LC_LP_LF_13_popbal_b"
"138261",89092,60,"sm","oc21","LC","LP","LF",13,"vacmem",11,5,11,25,10,5,9,5,3,95,"sm_LC_LP_LF_13_vacmem",TRUE,"b","sm_LC_LP_LF_13_vacmem_b"
"138263",89094,60,"mp","5","LC","LP","LF",14,"alninc",11,100,17,15,15,30,11,15,NA,NA,"mp_LC_LP_LF_14_alninc",TRUE,"b","mp_LC_LP_LF_14_alninc_b"
"138267",89098,60,"sm","3","LC","LP","LF",14,"riblac",3,100,3,30,1,70,NA,NA,NA,NA,"sm_LC_LP_LF_14_riblac",TRUE,"b","sm_LC_LP_LF_14_riblac_b"
"138276",89107,60,"sm","w/10","LC","LP","LF",15,"rubpar",7,100,7,40,3,60,NA,NA,NA,NA,"sm_LC_LP_LF_15_rubpar",TRUE,"b","sm_LC_LP_LF_15_rubpar_b"
"138279",89110,60,"mp","ALL","LC","LP","LF",16,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_16_menfer",TRUE,"b","mp_LC_LP_LF_16_menfer_b"
"138304",89135,60,"mp","120","LC","LP","LF",19,"loninv",3,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_19_loninv",TRUE,"b","mp_LC_LP_LF_19_loninv_b"
