day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.t,percent4.t,,,,,,,,
19,sm,LLL, c,12,corsto,3,100,1,1,100,,,,,6,,,,,,,,,,,
19,sm,LLL,NA,12,sorsco,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,NA,12,sorsco,1,100,1,1,100,,,,,,,,,,,,,,,,
19,mp,LLL,NA,13,amealn,3,100,1,3,80,1,20,,,,,,,,,,,,,,
19,mp,LLL,NA,13,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,NA,13,sorsco,1,100,3,1,40,0,60,,,5,,,,,,,,,,,
19,mp,LLL,NA,13,spipyr,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,8,13,popbal,0,100,1,1,100,,,,,,,,,,,,,,,,
19,sm,LLL,8,13,popbal,0,100,1,1,100,,,,,,,,,,,,,,,,
19,sm,LLL, oc21,13,vacmem,3,100,NA,3,40,1,60,,,,,,,,,,,,,,
19,sm,LLL, oc21,13,vacmem,3,100,NA,3,60,1,40,,,,,,,,,,,,,,
19,mp,LLL,ALL,14,alninc,3,100,5,1,50,0,50,,,6,,,,,,,,,,,
19,mp,LLL,5,14,alninc,3,100,1,3,10,1,75,0,15,,,,,,,,,,,,
19,mp,LLL,8,14,popbal,0,100,5,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,eg,14,symalb,NA,NA,NA,1,20,0,80,,,,,,,,,,,,,,
19,sm,LLL,3,14,riblac,1,100,1,1,90,0,10,,,,,,,,,,,,,,
19,sm,LLL,3,14,riblac,1,100,2,3,20,1,65,0,15,,,,,,,,,,,,
19,sm,LLL, A,14,shecan,3,50,2,1,100,,,,,,,1,50,,,,,,,,
19,sm,LLL,NA,14,spipyr,1,100,1,3,70,1,30,,,,,,,,,,,,,,
19,mp,LLL,2,15,alnvir,1,100,1,1,50,0,50,,,6,,,,,,,,,,,
19,mp,LLL,10,15,corsto,9,100,6,7,70,1,30,,,6,,,,,,,,,,,
19,mp,LLL,8,15,loninv,3,100,1,1,100,,,,,6,,,,,,,,,,,
19,mp,LLL,2,15,spipyr,1,100,1,1,60,0,40,,,,,,,,,,,,,,
19,sm,LLL,1,15,alninc,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL, w/10,15,rubpar,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL, w/10,15,rubpar,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,3,15,symalb,NA,NA,NA,,,,,,,,,,,,,,,,,,
19,mp,LLL,ALL-A,16,menfer,1,60,6,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,ALL,16,menfer,1,100,12,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,tml,16,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,NA,16,spibet,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,NA,16,acegla,3,100,2,3,75,1,25,NA,NA,23,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,16,amealn,9,100,1,9,20,1,50,0,30,10,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,16,betpap,1,100,2,1,20,0,80,NA,NA,4,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,16,vibedu,11,100,4,11,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLL,1,17,amealn,3,100,4,7,25,3,10,1,60,19,,,,,,,,,,,
19,mp,LLL,6,17,corsto,10,100,5,9,20,7,60,1,20,5,,,,,,,,,,,
19,mp,LLL,6,17,poptre,0,100,1,0,100,,,,,12,,,,,,,,,,,
19,mp,LLL,4,17,samrac,1,100,2,1,25,0,75,,,,,,,,,,,,,,
19,sm,LLL,10,17,loninv,3,80,5,3,40,1,60,,,26,,1,20,,,,,,,,
19,sm,LLL,12,17,menfer,1,65,19,0,100,,,,,,,0,35,,,,,,,,
19,sm,LLL,NA,17,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,7,17,shecan,3,40,5,3,50,1,50,,,,,1,60,,,,,,,,
19,mp,LLL,5,18,poptre,1,100,3,NA,NA,,,,,,,,,,,,,,,,
19,mp,LLL,8,18,riblac,7,50,4,7,10,3,50,1,10,,,3,50,,,,,,,,
19,mp,LLL,eg,18,symalb,NA,NA,NA,3,20,1,60,0,20,,,,,,,,,,,,
19,mp,LLL,7,18,vibedu,3,100,12,3,100,,,,,,,,,,,,,,,,
19,sm,LLL,1,18,alninc,1,100,2,1,20,0,80,,,10,,,,,,,,,,,
19,sm,LLL,8,18,betpap,3,66,3,3,25,1,30,0,45,11,,,,,,,,,,,
19,sm,LLL,4,18,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL, oc21,18,vacmem,3,70,,3,20,1,60,0,20,,,1,30,,,,,,,,
19,mp,LLL,10,19,corsto,9,100,1,7,35,3,35,0,30,,,,,,,,,,,,
19,mp,LLL,8,19,loninv,3,100,1,1,100,,,,,6,,,,,,,,,,,
19,mp,LLL,120,19,loninv,3,100,1,1,100,,,,,,,,,,,,,,,,
19,mp,LLL,11,19,shecan,1,100,2,1,90,0,10,,,,,,,,,,,,,,
19,sm,LLL,11,19,betpap,3,50,2,3,25,1,75,,,11,,,,,,,,,,,
19,sm,LLL, C,19,corsto,3,100,1,3,65,1,35,,,6,,,,,,,,,,,
19,sm,LLL,NA,19,sorsco,1,50,2,NA,NA,,,,,,,,,,,,,,,,
19,sm,LLL, A34,19,spibet,1,100,5,3,75,1,20,0,5,,,,,,,,,,,,
19,mp,LLL,7,20,acegla,1,80,21,0,100,,,,,6,,0,20,,,,,,,,
19,mp,LLL,ALL,20,alninc,3,75,4,3,40,1,40,0,20,,,1,25,,,,,,,,
19,mp,LLL,A,20,menfer,1,50,12,0,100,,,,,,,0,50,,,,,,,,
19,mp,LLL,tml,20,vacmem,3,100,,7,10,3,45,1,40,,,,,,,,,,,,
19,sm,LLL,NA,20,acegla,3,100,1,1,85,0,15,,,12,,,,,,,,,,,
19,sm,LLL,NA,20,spibet,7,100,1,7,25,3,75,,,4,,,,,,,,,,,
19,sm,LLL,NA,20,spipyr,3,100,1,3,80,0,20,,,,,,,,,,,,,,
19,mp,LLL,4,21,acegla,3,40,7,1,25,0,75,,,12,,1,60,,,,,,,,
19,mp,LLL,2,21,samrac,3,100,2,3,100,,,,,,,,,,,,,,,,
19,mp,LLL,9,21,sorsco,1,100,1,1,25,0,75,,,,,,,,,,,,,,
19,mp,LLL,Atml,21,vibedu,3,100,1,3,70,1,20,0,10,,,,,,,,,,,,
19,sm,LLL,13,21,acegla,1,100,3,1,100,,,,,10,,,,,,,,,,,
19,sm,LLL,3,21,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL, cl,21,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,7,21,sorsco,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,sg,22,rubpar,7,100,1,1,50,0,50,,,,,,,,,,,,,,
19,mp,LLL,tml,22,spibet,3,100,1,3,30,1,20,0,50,,,,,,,,,,,,
19,mp,LLL,wjt,22,spipyr,3,100,5,3,10,1,40,0,50,,,,,,,,,,,,
19,mp,LLL,wjt,22,vacmem,3,40,1,25,0,75,,,,,,,,,,,,,,,
19,sm,LLL,15,22,acegla,3,100,3,3,30,1,30,0,40,,,,,,,,,,,,
19,sm,LLL,9,22,betpap,1,100,1,1,100,,,,,6,,,,,,,,,,,
19,sm,LLL, #3,22,menfer,1,100,13,0,100,,,,,,,,,,,,,,,,
19,sm,LLL, CL,22,symalb,NA,NA,NA,3,50,1,25,0,25,,,,,,,,,,,,
19,mp,LLL,3,23,acegla,3,100,15,3,30,1,30,0,40,13,,,,,,,,,,,
19,mp,LLL,10,23,amealn,3,100,2,3,55,1,45,,,9,,,,,,,,,,,
19,mp,LLL,Aski,23,poptre,1,50,11,1,100,,,,,1,,,,,,,,,,,
19,mp,LLL,11,23,shecan,3,20,5,1,60,0,40,,,,,1,60,,,,,,,,
19,sm,LLL,1,23,alnvir,3,50,2,3,20,1,30,0,50,10,,1,50,,,,,,,,
19,sm,LLL,10,23,alnvir,1,100,1,0,100,,,,,7,,,,,,,,,,,
19,sm,LLL,9,23,corsto,3,100,4,3,30,1,55,0,15,,,,,,,,,,,,
19,sm,LLL, ,23,riblac,3,100,1,3,20,1,50,0,30,,,,,,,,,,,,
19,mp,LLL,7,24,menfer,1,100,11,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,sfc,24,riblac,3,100,3,3,70,1,20,0,10,,,,,,,,,,,,
19,mp,LLL,11,24,samrac,1,100,1,1,100,,,,,,,,,,,,,,,,
19,mp,LLL,LL,24,vacmem,1,30,NA,0,100,,,,,,,0,70,,,,,,,,
19,sm,LLL,5,24,alninc,1,100,3,NA,NA,,,,,,,,,,,,,,,,
19,sm,LLL,2,24,alnvir,1,50,2,1,40,0,60,,,,,,,,,,,,,,
19,sm,LLL,1,24,menfer,1,75,8,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,11,24,sorsco,1,100,2,1,50,0,50,,,4,,,,,,,,,,,
19,mp,LLL,3,25,acegla,3,10,9,1,100,,,,,5,,1,90,,,,,,,,
19,mp,LLL,tml,25,spibet,1,100,1,3,20,1,60,0,20,5,,,,,,,,,,,
19,mp,LLL,eg,25,symalb,NA,NA,NA,1,50,0,50,,,,,,,,,,,,,,
19,mp,LLL,Atml,25,vibedu,3,100,1,3,100,,,,,4,,,,,,,,,,,
19,sm,LLL,4,25,alninc,3,100,2,3,85,1,15,,,,,,,,,,,,,,
19,sm,LLL,7,25,popre,1,85,6,0,100,,,,,2,,,,,,,,,,,
19,sm,LLL, D,25,popre,1,100,1,1,90,0,10,,,10,,,,,,,,,,,
19,sm,LLL,11,25,sorsco,1,100,3,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,2,26,amealn,3,100,3,3,90,1,10,,,7,,,,,,,,,,,
19,mp,LLL,NA,26,spibet,1,100,1,1,100,,,,,6,,,,,,,,,,,
19,mp,LLL,NA,26,spipyr,0,100,4,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,14,26,vibedu,7,70,3,3,100,,,,,3,,3,30,,,,,,,,
19,sm,LLL,7,26,acegla,7,30,13,3,5,1,45,0,50,18,,3,25,,,,,,,,
19,sm,LLL,10,26,alnvir,1,100,4,1,40,0,60,,,,,0,60,,,,,,,,
19,sm,LLL, A,26,betpap,1,40,7,NA,NA,,,,,,,,,,,,,,,,
19,sm,LLL,9,26,corsto,3,85,7,1,100,,,,,24,,,,,,,,,,,
19,mp,LLL,4,27,acegla,3,100,5,3,15,1,45,0,40,24,,,,,,,,,,,
19,mp,LLL,4,27,shecan,1,100,6,1,50,0,50,,,,,,,,,,,,,,
19,mp,LLL,8,27,sorsco,3,50,2,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,wjt,27,spipyr,3,100,1,3,100,,,,,6,,,,,,,,,,,
19,sm,LLL,NA,27,corsto,9,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,27,spipyr,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,27,vibedu,9,100,1,10,40,9,30,3,30,7,NA,NA,NA,,,,,,,,
19,mp,LLL,11,28,acegla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLL,9,28,alninc,1,100,4,0,100,,,,,11,,,,,,,,,,,
19,mp,LLL,1,28,amealn,1,100,3,1,5,0,100,,,12,,,,,,,,,,,
19,mp,LLL,6,28,riblac,3,80,6,3,20,1,20,0,60,,,1,20,,,,,,,,
19,sm,LLL,5,28,betpap,1,100,3,1,30,0,70,,,11,,,,,,,,,,,
19,sm,LLL,2,28,menfer,1,85,17,0,100,,,,,,,,,,,,,,,,
19,sm,LLL, cl,28,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,NA,28,shecan,3,80,8,3,25,1,70,0,5,,,,,,,,,,,,
19,mp,LLL,2,29,alnvir,1,100,2,1,1,30,0,70,,7,,,,,,,,,,,
19,mp,LLL,eg,29,symalb,NA,NA,NA,3,5,1,50,0,45,,,,,,,,,,,,
19,mp,LLL,tml,29,vacmem,3,100,NA,3,30,1,30,0,40,,,,,,,,,,,,
19,mp,LLL,A,29,vibedu,3,100,4,3,100,,,,,8,,,,,,,,,,,
19,sm,LLL,1,29,alnvir,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,6,29,amealn,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,8,29,popbal,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL, D,29,popre,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,8,30,popbal,0,100,5,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,6,30,poptre,0,100,11,0,100,,,,,1,,,,,,,,,,,
19,mp,LLL,tml,30,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,1,30,sorsco,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,8,30,shecan,3,100,3,3,40,1,20,0,40,,,,,,,,,,,,
19,sm,LLL,10,30,shecan,3,100,1,3,20,1,80,,,,,,,,,,,,,,
19,sm,LLL,6,30,shecan,1,100,1,1,40,0,60,,,,,,,,,,,,,,
19,sm,LLL,NA,30,sorsco,7,100,1,1,50,0,50,,,,,,,,,,,,,,
19,sm,LLL, b,30,vibedu,10,50,4,10,40,9,20,3,40,,,9,50,,,,,,,,
19,mp,LLL,8,31,loninv,3,100,1,1,100,,,,,6,,,,,,,,,,,
19,mp,LLL,4,31,samrac,1,100,2,3,100,,,,,,,,,,,,,,,,
19,mp,LLL,6,31,shecan,1,100,2,1,30,0,70,,,,,,,,,,,,,,
19,mp,LLL,w/9,31,symalb,NA,NA,NA,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,5,31,acegla,1,100,2,1,40,0,60,,,,,,,,,,,,,,
19,sm,LLL,3,31,amealn,3,100,3,3,60,0,40,,,10,,,,,,,,,,,
19,sm,LLL, A4,31,spibet,1,100,2,3,75,0,25,,,,,,,,,,,,,,
19,sm,LLL, A5,31,spibet,3,100,1,3,100,,,,,,,,,,,,,,,,
19,mp,LLL,11,32,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,4,32,rhoalb,1,100,5,0,100,,,,,7,,,,,,,,,,,
19,mp,LLL,4,32,shecan,1,80,5,1,20,0,80,,,,,0,20,,,,,,,,
19,mp,LLL,14,32,vibedu,3,100,1,3,100,,,,,4,,,,,,,,,,,
19,sm,LLL,10,32,alnvir,NA,NA,NA,3,33,1,66,,,6,,,,,,,,,,,
19,sm,LLL,7,32,betpap,0,100,1,1,50,0,50,,,6,,,,,,,,,,,
19,sm,LLL,10,32,vacmem,3,10,,1,30,0,70,,,,1,70,,,,,,,,,
19,mp,LLL,ALL,33,alninc,3,50,6,1,20,0,80,,,5,,,,,,,,,,,
19,mp,LLL,2,33,alnvir,1,100,3,1,60,0,40,,,,,,,,,,,,,,
19,mp,LLL,9,33,corsto,NA,NA,NA,60,1,15,0,25,,13,,,,,,,,,,,
19,mp,LLL,8,33,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,5,33,amealn,3,100,1,3,25,1,40,0,35,,,,,,,,,,,,
19,sm,LLL,11,33,riblac,3,100,1,1,100,,,,,,,,,,,,,,,,
19,sm,LLL,10,33,shecan,3,100,1,3,25,1,75,,,,,,,,,,,,,,
19,sm,LLL, A,33,sorsco,1,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,2,34,amealn,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,11,34,popbal,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,1,34,sorsco,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,LL,34,vacmem,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,3,34,riblac,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,NA,34,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,Sm,LLL,10,34,shecan,0,100,2,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,A,34,spibet,3,100,4,3,80,1,20,,,,,,,,,,,,,,
19,sm,LLL,NA,34,spibet,3,75,4,3,80,1,10,0,10,,,,,,,,,,,,
19,mp,LLL,6,35,poptre,1,10,10,NA,NA,,,,,,,0,90,,,,,,,,
19,mp,LLL,6,35,riblac,3,100,3,3,80,1,15,0,5,,,,,,,,,,,,
19,mp,LLL,sg,35,rubpar,0,100,2,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,4,35,samrac,1,100,1,1,50,0,50,,,,,,,,,,,,,,
19,sm,LLL,7,35,popre,1,100,2,1,20,0,80,,,9,,,,,,,,,,,
19,sm,LLL, 3b,35,riblac,1,100,1,1,100,,,,,,,,,,,,,,,,
19,sm,LLL,NA,35,spipyr,3,100,1,3,100,,,,,,,,,,,,,,,,
19,mp,LLL,6,36,poptre,1,100,1,0,100,,,,,7,,,,,,,,,,,
19,mp,LLL,4,36,rhoalb,1,60,8,0,100,,,,,2,,,,,,,,,,,
19,mp,LLL,10,36,samrac,3,100,2,NA,NA,,,,,,,,,,,,,,,,
19,mp,LLL,w/6,36,symalb,NA,NA,NA,1,30,,,,,,,,,,,,,,,,
19,sm,LLL,10,36,loninv,3,100,3,3,45,1,45,0,10,16,,,,,,,,,,,
19,sm,LLL,tape,36,spipyr,0,100,1,3,50,0,50,,,,,,,,,,,,,,
19,sm,LLL,NA,36,spipyr,1,100,1,3,40,1,60,,,,,,,,,,,,,,
19,sm,LLL, oc21,36,vacmem,3,100,,1,20,0,80,,,,,,,,,,,,,,
19,mp,LLL,10,37,alnvir,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,Aski,37,poptre,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,9,37,rhoalb,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,Atml,37,vibedu,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,2,37,alnvir,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,11,37,loninv,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,9,37,menfer,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,A,38,alnvir,1,,4,1,35,0,65,,,17,,,,,,,,,,,
19,mp,LLL,8,38,amealn,3,,3,3,60,1,35,0,5,16,,,,,,,,,,,
19,mp,LLL,2,38,menfer,1,35,14,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,eg,38,symalb,NA,NA,NA,1,70,0,30,,,,,,,,,,,,,,
19,sm,LLL,NA,38,riblac,1,100,1,1,40,0,60,NA,NA,20,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,38,shecan,1,80,5,3,10,1,70,0,20,40,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,38,spibet,3,100,1,3,50,1,50,NA,NA,6,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,38,vibedu,10,50,4,10,5,9,10,7,15,19,NA,3,50,,,,,,,,
19,mp,LLL,2,39,alnvir,1,100,2,1,75,0,25,,,,,,,,,,,,,,
19,mp,LLL,8,39,riblac,7,10,7,3,10,1,80,0,10,,,,,,,,,,,,
19,mp,LLL,8,39,riblac,1,100,6,1,60,0,40,,,,,,,,,,,,,,
19,mp,LLL,eg,39,symalb,NA,NA,NA,1,30,0,70,,,,,,,,,,,,,,
19,sm,LLL,10,39,loninv,3,100,7,3,40,1,50,0,10,25,,,,,,,,,,,
19,sm,LLL,10,39,loninv,3,100,8,3,45,1,50,0,5,23,,,,,,,,,,,
19,sm,LLL,12,39,menfer,1,70,17,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,NA,39,symalb,NA,NA,NA,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,6,40,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,5,40,poptre,1,30,7,NA,NA,,,,,0,,0,70,,,,,,,,
19,mp,LLL,9,40,rhoalb,3,50,4,0,100,,,,,11,,,,,,,,,,,
19,mp,LLL,9,40,sorsco,0,100,3,0,100,,,,,,,,,,,,,,,,
19,sm,LLL, A,40,corsto,3,100,1,1,75,0,25,,,,,,,,,,,,,,
19,sm,LLL,NA,40,spibet,0,100,1,9,10,3,30,0,60,,,,,,,,,,,,
19,sm,LLL,NA,40,symalb,NA,NA,NA,3,10,1,50,0,40,,,,,,,,,,,,
19,sm,LLL,3,40,vibedu,3,100,1,10,15,9,15,7,15,7,,,,,,,,,,,
