day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.t,percent4.t,,,,,,,,
19,mp,LHH,A-tape,30,symalb,NA,NA,NA,3,50,1,50,,,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,30,symalb,NA,NA,NA,7,10,3,50,1,20,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,30,popbal,1,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,30,rubpar,9,NA,1,7,25,3,75,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,30,spipyr,1,100,1,7,10,1,40,0,50,22,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,30,vacmem,3,100,NA,9,5,7,20,3,40,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,31,corsto,7,100,1,3,100,NA,NA,NA,NA,8,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,31,riblac,7,100,4,7,20,3,70,1,10,36,NA,NA,NA,,,,,,,,
19,mp,LHH,A,31,vacmem,9,30,NA,7,30,3,30,1,20,NA,NA,7,NA,,,,,,,,
19,mp,LHH,B,31,vacmem,1,80,1,20,0,80,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,31,alninc,3,100,3,1,50,0,50,NA,NA,8,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,31,amealn,10,100,1,10,10,9,20,7,55,9,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,31,betpap,1,100,1,1,90,0,10,NA,NA,8,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,31,loninv,1,100,3,1,60,0,40,NA,NA,14,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,32,alninc,3,100,1,3,10,1,60,0,30,10,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,32,poptre,1,100,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,32,sorsco,9,100,1,1,100,,,NA,NA,3,NA,NA,NA,,,,,,,,
19,mp,LHH,A,32,spibet,3,100,3,3,50,1,30,0,20,10,NA,NA,NA,,,,,,,,
19,mp,LHH,B,32,spibet,1,100,6,3,30,1,20,0,50,51,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,32,alnvir,3,100,6,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,32,betpap,3,100,2,1,85,0,15,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,32,popbal,1,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,32,rubpar ,0,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,33,amealn,3,100,1,1,30,0,70,NA,NA,17,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,33,menfer,1,100,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,33,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,33,vacmem,7,10,NA,7,30,3,25,1,45,NA,NA,3,30,,,,,,,,
19,sm,LHH,13,33,acegla,1,100,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH, b12,33,spipyr,9,100,1,9,15,3,85,0,20,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,4,33,vibedu,15,100,1,11,20,7,20,3,50,10,NA,NA,NA,,,,,,,,
19,sm,LHH,extra- branched,33,vibedu,11,60,5,11,50,3,50,NA,NA,2,NA,10,20,,,,,,,,
19,mp,LHH,NA,34,menfer,1,100,10,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,34,popbal,1,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,34,rubpar,1,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,34,shecan,3,100,2,1,70,0,30,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,34,alninc,1,100,1,0,100,NA,NA,NA,NA,8,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,34,amealn,3,100,3,3,30,1,60,10,NA,13,NA,NA,NA,10,1,40,0,50,NA,shifted,
19,sm,LHH,NA,34,riblac,3,100,1,3,20,1,45,0,35,16,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,34,vibedu,11,50,2,11,10,10,15,9,5,17,NA,9,50,,,,,,,,
19,mp,LHH,NA,35,loninv,3,100,1,3,25,1,75,NA,NA,8,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,35,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,35,spibet,3,100,1,9,25,7,25,3,50,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,35,vibedu,3,100,1,3,100,NA,NA,NA,NA,12,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,35,betpap,0,100,1,0,100,NA,NA,NA,NA,4,NA,NA,NA,,,,,,,,
19,sm,LHH,2,35,menfer,1,50,9,1,10,0,90,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,11,35,menfer,1,80,11,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,35,symalb,NA,NA,NA,1,100,NA,NA,NA,NA,20,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,36,alnvir,3,100,2,3,55,1,35,0,10,9,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,36,menfer,1,100,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,36,poptre,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,36,rubpar,1,100,1,9,20,7,20,3,40,5,NA,NA,NA,,,,,,,,
19,sm,LHH,13,36,acegla,1,100,1,1,75,0,25,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,11,36,sorsco,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,11,36,vibedu,15,20,5,11,10,9,40,7,5,24,NA,11,20,,,,,,,,
19,sm,LHH,2,36,vibedu,10,66,3,10,50,9,25,7,15,13,NA,9,33,,,,,,,,
19,mp,LHH,NA,37,alnvir,3,50,2,3,10,1,60,0,30,10,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,37,loninv,3,100,5,1,100,NA,NA,NA,NA,4,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,37,poptre,1,100,2,1,100,NA,NA,NA,NA,14,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,37,vibedu,9,100,2,9,10,3,80,NA,NA,14,NA,NA,NA,,,,,,,,
19,sm,LHH, b,37,popre,1,75,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,37,sorsco,10,33,3,NA,NA,NA,NA,NA,NA,NA,NA,1,66,,,,,,,,
19,sm,LHH,NA,37,symalb,NA,NA,NA,3,50,1,25,0,25,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,3,37,vibedu,7,100,1,11,30,10,30,3,15,7,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,38,popbal,1,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,38,rubpar,1,100,1,3,50,0,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,38,samrac,3,50,2,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,38,shecan,1,75,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,A,38,spibet,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,unknown,38,spibet,0,100,1,0,100,NA,NA,NA,NA,6,NA,NA,NA,,,,,,,,
19,sm,LHH,A,38,symalb,NA,NA,NA,3,50,1,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,B,38,symalb,NA,NA,NA,7,10,3,50,1,30,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,38,vacmem,3,100,100,3,20,1,40,0,40,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,39,acegla,1,100,2,1,100,NA,NA,NA,NA,6,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,39,corsto,11,100,8,10,15,9,30,7,15,6,NA,9,75,,,,,,,,
19,mp,LHH,NA,39,samrac,1,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,39,shecan,3,100,1,3,70,7,5,1,25,24,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,39,betpap,3,50,2,3,30,1,70,NA,NA,5,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,39,menfer,1,30,7,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,39,sorsco,0,100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,NA,39,vacmem,3,90,NA,3,40,1,40,0,20,NA,NA,1,10,,,,,,,,
19,mp,LHH,NA,40,corsto,11,100,5,10,40,9,10,7,10,11,NA,9,20,,,,,,,,
19,mp,LHH,NA,40,rhoalb,7,100,1,7,20,3,60,1,20,8,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,40,rubpar,0,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHH,NA,40,shecan,3,100,1,3,40,1,40,0,20,24,NA,NA,NA,,,,,,,,
19,sm,LHH,1,40,alninc,1,100,2,0,100,NA,NA,NA,NA,8,NA,NA,NA,,,,,,,,
19,sm,LHH,5,40,amealn,7,40,5,7,50,3,15,1,25,23,NA,1,40,50,1,30,0,20,NA,shift over,
19,sm,LHH, cl,40,symalb,NA,NA,NA,3,70,1,30,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHH,4,40,vibedu,11,100,1,11,10,10,50,9,10,21,NA,NA,NA,,,,,,,,
19,mp,LHL,NA,1,amealn,9,100,6,9,40,7,10,3,5,24,NA,7,50,,,,,,,,
19,mp,LHL,NA,1,menfer,1,65,12,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHL,NA,1,poptre,1,100,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHL,NA,1,rhoalb,1,100,4,1,40,0,60,NA,NA,21,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,1,acegla,3,100,1,1,80,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,1,corsto,9,100,5,7,100,,,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,1,spibet,1,100,0,3,95,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHL,10,2,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHL,9,2,rhoalb,1,100,2,1,50,0,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHL,2,2,samrac,3,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHL,7,2,vibedu,3,100,10,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,3,2,amealn,3,66,3,25,1,40,0,35,NA,NA,NA,1,33,,,,,,,,
19,sm,LHL,10,2,popre,1,45,11,0,100,NA,NS,NA,NA,1,NA,0,55,,,,,,,,
19,sm,LHL,7,2,shecan,3,50,2,3,25,1,60,0,15,NA,NA,NA,NA,,,,,,,,
19,sm,LHL, A29,2,spibet,3,100,1,3,75,0,25,NA,NA,4,NA,NA,NA,,,,,,,,
19,mp,LHL,6,3,popbal,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,sg,3,rubpar,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,NA,3,spibet,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,atml,3,vibedu,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,5,3,betpap,0,100,1,0,100,,,,,6,,,,,,,,,,,
19,sm,LHL,5,3,loninv,3,100,1,3,50,1,25,0,25,,,,,,,,,,,,
19,sm,LHL,8,3,menfer,1,64,14,0,100,,,,,,,,,,,,,,,,
19,sm,LHL, cl,3,symalb,NA,NA,NA,1,100,,,,,,,,,,,,,,,,
19,mp,LHL,10,4,alninc,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,2,4,popbal,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,tml,4,spibet,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,tml,4,spibet,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,8,4,popbal,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
19,sm,LHL, C,4,popre,0,100,5,0,100,,,,,7,,,,,,,,,,,
19,Sm,LHL,7,4,shecan,1,100,1,1,100,,,,,,,,,,,,,,,,
19,sm,LHL, oc21,4,vacmem,3,10,NA,3,10,1,35,0,55,,,,,,,,,,,,
19,mp,LHL,10,5,loninv,3,,1,3,100,,,,,6,,,,,,,,,,,
19,mp,LHL,3,5,riblac,1,,6,1,100,,,,,,,,,,,,,,,,
19,mp,LHL,tml,5,rubpar,0,,1,1,50,,,,,,,,,,,,,,,,
19,mp,LHL,11,5,samrac,1,,2,1,100,,,,,,,,,,,,,,,,
19,sm,LHL,5,5,betpap,1,50,2,1,25,0,75,,,8,,,,,,,,,,,
19,sm,LHL,5,5,loninv,3,70,7,1,30,0,70,,,34,,1,30,,,,,,,,
19,sm,LHL, A,5,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LHL, A34,5,spibet,3,20,5,3,20,1,60,0,20,,,1,80,,,,,,,,
19,mp,LHL,3,6,alninc,1,50,2,1,40,0,60,,,8,,,,,,,,,,,
19,mp,LHL,4,6,alninc,1,100,3,1,30,0,70,,,15,,,,,,,,,,,
19,mp,LHL,6,6,amealn,0,100,4,0,100,,,,,,,,,,,,,,,,
19,mp,LHL,9,6,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LHL,10,6,betpap,1,66,3,1,25,0,75,,,11,,,,,,,,,,,
19,sm,LHL,9,6,loninv,3,100,1,3,50,1,30,0,20,,,,,,,,,,,,
19,sm,LHL, cl,6,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LHL, cl,6,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LHL,7,6,shecan,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,8,7,menfer,1,100,12,0,100,,,,,,,,,,,,,,,,
19,mp,LHL,6,7,riblac,3,100,3,3,50,1,30,0,20,,,,,,,,,,,,
19,mp,LHL,13,7,sorsco,1,100,1,1,100,,,,,,,,,,,,,,,,
19,mp,LHL,11,7,vacmem,,100,,,,,,,,,,,,,,,,,,,
19,sm,LHL,6,7,alnvir,,100,,,,,,,,,,,,,,,,,,,
19,sm,LHL,12,7,sorsco,,100,,,,,,,,,,,,,,,,,,,
19,sm,LHL, oc21,7,vacmem,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,2,8,amealn,1,100,1,1,100,,,,,,,,,,,,,,,,
19,mp,LHL,6,8,corsto,9,100,1,9,10,7,60,1,20,8,,,,,,,,,,,
19,mp,LHL,8,8,menfer,1,85,14,0,100,,,,,,,,,,,,,,,,
19,mp,LHL,9,8,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LHL,13,8,acegla,3,100,1,3,80,1,20,,,,,,,,,,,,,,
19,sm,LHL,9,8,menfer,1,50,13,0,100,,,,,,,,,,,,,,,,
19,sm,LHL,12,8,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LHL,3,8,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LHL,8,9,samrac,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,6,9,shecan,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,tml,9,spibet,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,wjt,9,spipyr,,100,,,,,,,,,,,,,,,,,,,
19,sm,LHL,13,9,acegla,3,100,2,3,20,1,60,0,20,,,,,,,,,,,,
19,sm,LHL,12,9,popbal,0,100,3,NA,NA,NA,,,,,,,,,,,,,,,
19,sm,LHL,7,9,sorsco,3,100,1,1,50,0,50,,,,,,,,,,,,,,
19,mp,LHL,7,10,acegla,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,11,10,shecan,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,NA,10,spipyr,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,A,10,vacmem,,100,,,,,,,,,,,,,,,,,,,
19,sm,LHL, 3b-A,10,riblac,1,100,1,1,100,,,,,,,,,,,,,,,,
19,sm,LHL, 3b,10,riblac,1,100,1,1,100,,,,,,,,,,,,,,,,
19,sm,LHL,8,10,shecan,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,8,11,menfer,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,2,11,shecan,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,wjt,11,spipyr,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,tml,11,vacmem,,100,,,,,,,,,,,,,,,,,,,
19,sm,LHL,9,11,acegla,,100,,,,,,,,,,,,,,,,,,,
19,sm,LHL,4,11,alninc,,100,,,,,,,,,,,,,,,,,,,
19,sm,LHL,7,11,amealn,,100,,,,,,,,,,,,,,,,,,,
19,sm,LHL,3,11,symalb,NA,NA,NA,,,,,,,,,,,,,,,,,,
19,mp,LHL,6,12,amealn,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,6,12,amealn,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,9,12,sorsco,,100,,,,,,,,,,,,,,,,,,,
19,mp,LHL,9,12,sorsco,,100,,,,,,,,,,,,,,,,,,,
19,sm,LHL,NA,12,alninc,1,100,1,1,20,0,80,NA,NA,10,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,12,amealn,3,100,2,3,30,1,30,0,40,7,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,12,sorsco,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,12,vibedu,9,100,2,10,30,9,30,7,10,14,NA,NA,NA,,,,,,,,
19,mp,LHL,3,13,acegla,3,100,2,3,50,1,50,,,,,,,,,,,,,,
19,mp,LHL,10,13,alninc,1,100,2,1,50,50,,,,,,,,,,,,,,,
19,mp,LHL,2,13,shecan,1,100,1,1,100,,,,,,,,,,,,,,,,
19,mp,LHL,wjt,13,spipyr,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LHL,10,13,betpap,1,100,2,1,100,,,,,,,,,,,,,,,,
19,sm,LHL,2,13,menfer,1,80,20,0,100,,,,,,,0,20,,,,,,,,
19,sm,LHL, cl,13,rubpar,3,25,4,3,100,,,,,,,1,75,,,,,,,,
19,sm,LHL,1,13,corsto,7,,1,3,25,1,50,0,25,,,,,,,,,,,,
19,mp,LHL,7,14,acegla,7,10,9,7,10,3,60,1,20,,,,,,,,,,,,
19,mp,LHL,10,14,loninv,NA,NA,NA,1,80,0,20,,,10,,,,,,,,,,,
19,mp,LHL,10,14,menfer,1,65,6,0,100,,,,,,,0,35,,,,,,,,
19,mp,LHL,bski,14,poptre,1,60,16,NA,NA,,,,,,,0,40,,,,,,,,
19,sm,LHL,7,14,acegla,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,10,14,alnvir,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, cl,14,rubpar,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, cl,14,rubpar,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,4,15,alninc,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,9,15,rubpar,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,2,15,spipyr,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,2,15,vibedu,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, A,15,corsto,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, C,15,popre,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,NA,15,symalb,NA,NA,NA,,,,,,,,,,,,,,,,,,
19,sm,LHL,NA,15,symalb,NA,NA,NA,,,,,,,,,,,,,,,,,,
19,mp,LHL,10,16,riblac,1,100,3,1,60,0,40,,,,,,,,,,,,,,
19,mp,LHL,LL,16,symalb,NA,NA,NA,1,100,,,,,,,,,,,,,,,,
19,mp,LHL,Tml,16,vacmem,3,100,NA,3,60,1,30,0,10,,,,,,,,,,,,
19,mp,LHL,11,16,vibedu,3,100,1,3,100,,,,,8,,,,,,,,,,,
19,sm,LHL,NA,16,alnvir,0,100,3,0,100,NA,NA,NA,NA,11,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,16,riblac,1,100,5,1,100,NA,NA,NA,NA,32,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,16,vibedu,9,100,2,9,75,7,15,3,10,13,NA,NA,NA,,,,,,,,
19,mp,LHL,1,17,alnvir,3,33,3,1,40,0,60,,,,,1,66,,,,,,,,
19,mp,LHL,10,17,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LHL,tml,17,spibet,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LHL,eg,17,symalb,NA,NA,NA,1,80,0,20,,,,,,,,,,,,,,
19,sm,LHL,NA,17,amealn,1,100,1,1,50,0,50,NA,NA,10,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,17,loninv,3,100,2,3,40,1,40,0,20,24,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,17,riblac,1,100,1,3,50,1,40,0,10,18,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,17,shecan,1,100,1,3,40,1,30,30,NA,NA,NA,NA,NA,1,20,0,80,NA,NA,,
19,sm,LHL,NA,17,vibedu,10,100,1,9,100,NA,NA,NA,NA,11,NA,NA,NA,,,,,,,,
19,mp,LHL,10,18,alninc,1,,1,1,100,,,,,,,,,,,,,,,,
19,mp,LHL,6,18,popbal,0,,1,0,100,,,,,,,,,,,,,,,,
19,mp,LHL,8,18,samrac,1,,2,1,50,,,,,,,,,,,,,,,,
19,mp,LHL,9,18,samrac,1,,2,3,100,,,,,,,,,,,,,,,,
19,sm,LHL,2,18,acegla,1,100,4,1,30,0,70,,,10,,,,,,,,,,,
19,sm,LHL,9,18,acegla,1,100,3,1,60,0,40,,,12,,,,,,,,,,,
19,sm,LHL,2,18,alninc,1,100,2,0,100,,,,,9,,,,,,,,,,,
19,sm,LHL,12,18,sorsco,9,50,2,0,100,,,,,,1,50,,,,,,,,,
19,mp,LHL,NA,19,corsto,7,100,1,7,30,3,10,1,20,10,NA,NA,NA,,,,,,,,
19,mp,LHL,NA,19,rhoalb,3,100,1,1,100,NA,NA,NA,NA,8,NA,NA,NA,,,,,,,,
19,mp,LHL,8,19,vibedu,3,100,1,3,90,1,10,NA,NA,9,NA,NA,NA,,,,,,,,
19,mp,LHL,11,19,vibedu,3,100,1,3,75,1,20,0,5,18,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,19,loninv,10,80,5,9,15,7,20,3,30,23,NA,9,20,,,,,,,,
19,sm,LHL,NA,19,riblac,NA,NA,1,1,40,0,60,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,19,spibet,3,100,1,3,100,NA,NA,NA,NA,5,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,19,spipyr,1,100,4,3,30,1,40,0,30,32,NA,NA,NA,,,,,,,,
19,mp,LHL,1,20,corsto,1,,2,1,65,,,,,,,,,,,,,,,,
19,mp,LHL,5,20,corsto,3,60,5,3,15,1,60,0,25,6,1,40,,,,,,,,,
19,mp,LHL,11,20,rhoalb,3,20,5,1,80,0,20,,,,,1,80,,,,,,,,
19,mp,LHL,7,20,vibedu,3,100,1,3,80,1,20,,,,,,,,,,,,,,
19,sm,LHL, D,20,popre,1,,9,1,100,,,,,,,,,,,,,,,,
19,sm,LHL,NA,20,rubpar,0,,1,1,25,0,75,,,,,,,,,,,,,,
19,sm,LHL,NA,20,spibet,1,,1,7,10,3,30,70,,,,,,,,,,,,,
19,sm,LHL,NA,20,spipyr,3,,1,3,100,,,,,,,,,,,,,,,,
19,mp,LHL,4,21,alnvir,1,,1,1,40,0,60,,,13,,,,,,,,,,,
19,mp,LHL,3,21,rhoalb,1,,4,1,100,,,,,,,,,,,,,,,,
19,mp,LHL,sg,21,rubpar,1,,2,1,100,,,,,,,,,,,,,,,,
19,mp,LHL,ll,21,symalb,,,,1,60,0,40,,,,,,,,,,,,,,
19,sm,LHL,2,21,alnvir,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,3,21,amealn,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,12,21,sorsco,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,26octt,21,vacmem,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,1,22,alnvir,7,25,4,3,10,1,80,0,10,20,,3,75,,,,,,,,
19,mp,LHL,3,22,alnvir,3,100,5,3,30,1,25,0,45,15,,,,,,,,,,,
19,mp,LHL,2,22,samrac,1,100,2,1,100,,,,,,,,,,,,,,,,
19,mp,LHL,tml,22,vacmem,3,100,,3,50,1,25,0,25,,,,,,,,,,,,
19,sm,LHL, A,22,corsto,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,7,22,loninv,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,13,22,menfer,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,8,22,popbal,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,10,23,loninv,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,6,23,poptre,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,tml,23,rubpar,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,Asf,23,sorsco,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, 3b,23,riblac,3,50,6,1,60,0,40,,,,,,,,,,,,,,
19,sm,LHL,NA,23,spibet,3,100,1,3,100,,,,,,,,,,,,,,,,
19,sm,LHL,NA,23,spipyr,3,50,4,7,20,3,30,1,25,,,1,50,,,,,,,,
19,sm,LHL,3,23,vibedu,9,50,2,10,20,9,10,3,70,8,,3,50,,,,,,,,
19,mp,LHL,4,24,amealn,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,9,24,popbal,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,8,24,sorsco,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,13,24,sorsco,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,NA,24,betpap,0,100,1,1,40,0,60,NA,NA,4,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,24,sorsco,0,100,1,0,100,NA,NA,NA,NA,3,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,24,sorsco,0,100,1,0,100,NA,NA,NA,NA,3,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,24,vibedu,7,100,1,9,45,7,45,3,10,11,NA,NA,NA,,,,,,,,
19,mp,LHL,NA,25,corsto,7,100,1,3,20,1,60,0,20,10,NA,NA,NA,,,,,,,,
