day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.t,percent4.t,Final.percent,Final.percent,
55,sm,LLL,4,18,popbal,9,100,1,11,50,10,25,7,26,4,NA,NA,NA,,,
55,sm,LLL, oc21,18,vacmem,3,70,NA,3,20,1,60,0,20,NA,NA,1,30,,,
55,mp,LLL,10,19,corsto,17,100,1,17,50,9,25,3,25,NA,NA,NA,NA,,,
55,mp,LLL,8,19,loninv,3,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,,,
55,mp,LLL,120,19,loninv,3,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,11,19,shecan,15,100,2,15,75,11,10,10,5,NA,y,NA,NA,,,
55,sm,LLL,11,19,betpap,10,100,2,15,10,10,20,9,70,11,NA,NA,NA,,,
55,sm,LLL, C,19,corsto,17,100,1,15,50,1,50,NA,NA,6,NA,NA,NA,,,
55,sm,LLL,NA,19,sorsco,11,50,2,NA,NA,NA,NA,NA,NA,NA,NA,10,50,,,
55,sm,LLL, A34,19,spibet,7,20,5,7,15,3,85,,,NA,NA,3,80,,,
55,mp,LLL,7,20,acegla,1,80,21,0,100,NA,NA,NA,NA,6,NA,0,20,,,
55,mp,LLL,ALL,20,alninc,15,50,4,15,25,11,30,10,45,20,NA,11,50,,,
55,mp,LLL,A,20,menfer,1,50,12,0,100,NA,NA,NA,NA,NA,NA,0,50,,,
55,mp,LLL,tml,20,vacmem,3,100,NA,10,10,9,10,7,5,NA,NA,NA,NA,,,
55,sm,LLL,NA,20,acegla,3,100,1,1,85,0,15,NA,NA,12,NA,NA,NA,,,
55,sm,LLL,NA,20,spibet,9,100,1,9,25,7,50,3,25,4,NA,NA,NA,,missing,
55,sm,LLL,NA,20,spipyr,3,100,1,3,80,0,20,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,4,21,acegla,7,40,7,1,25,0,75,NA,NA,12,NA,3,60,,,
55,mp,LLL,2,21,samrac,3,100,2,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,9,21,sorsco,15,100,1,3,25,1,75,NA,NA,2,NA,NA,NA,,,
55,mp,LLL,Atml,21,vibedu,3,100,1,15,15,3,55,1,30,NA,NA,NA,NA,,,
55,sm,LLL,13,21,acegla,1,100,3,7,10,3,80,1,10,10,NA,NA,NA,,,
55,sm,LLL,3,21,popbal,10,100,1,15,15,11,30,9,65,6,NA,NA,NA,,,
55,sm,LLL, cl,21,rubpar,1,100,1,15,50,10,50,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,7-DEAD,21,sorsco,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,sg,22,rubpar,17,100,1,1,50,0,50,NA,NA,NA,y,NA,NA,,,
55,mp,LLL,tml,22,spibet,15,100,1,11,10,9,20,3,30,NA,NA,NA,NA,,,
55,mp,LLL,wjt,22,spipyr,11,60,5,11,10,9,30,7,25,NA,NA,3,40,,,
55,mp,LLL,wjt,22,vacmem,3,40,NA,1,25,0,75,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,15,22,acegla,7,100,3,3,60,1,30,0,10,NA,NA,NA,NA,,,
55,sm,LLL,9,22,betpap,11,100,1,10,65,9,35,NA,NA,6,NA,NA,NA,,,
55,sm,LLL, #3,22,menfer,1,100,13,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL, CL,22,symalb,NA,NA,NA,3,50,1,25,0,25,NA,NA,NA,NA,,,
55,mp,LLL,3,23,acegla,3,100,15,3,30,1,30,0,40,13,NA,NA,NA,,,
55,mp,LLL,10,23,amealn,9,100,2,9,65,7,15,3,20,9,NA,NA,NA,,,
55,mp,LLL,Aski,23,poptre,1,50,11,1,100,NA,NA,NA,NA,1,NA,NA,NA,,,
55,mp,LLL,11,23,shecan,15,20,5,11,70,3,15,1,15,NA,y,9,60,,,
55,sm,LLL,1,23,alnvir,3,50,2,3,20,1,30,0,50,10,NA,1,50,,,
55,sm,LLL,10,23,alnvir,1,100,1,0,100,NA,NA,NA,NA,7,NA,NA,NA,,,
55,sm,LLL,9,23,corsto,17,100,4,17,75,15,15,3,10,NA,NA,9,75,,,
55,sm,LLL, ,23,riblac,3,100,1,3,20,1,50,0,30,NA,NA,NA,NA,,,
55,mp,LLL,7,24,menfer,1,100,11,7,10,3,50,0,40,NA,NA,NA,NA,,,
55,mp,LLL,sfc,24,riblac,3,100,3,3,70,1,20,0,10,NA,NA,NA,NA,,,
55,mp,LLL,11,24,samrac,3,100,1,9,50,3,50,NA,NA,2,NA,NA,NA,,,
55,mp,LLL,LL,24,vacmem,1,30,NA,11,5,3,70,1,25,NA,NA,0,70,,,
55,sm,LLL,5,24,alninc,10,35,3,NA,NA,NA,NA,NA,NA,NA,NA,7,65,,,
55,sm,LLL,2,24,alnvir,1,50,2,1,40,0,60,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,1,24,menfer,1,75,8,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,11,24,sorsco,15,100,2,1,50,0,50,NA,NA,4,NA,NA,NA,,,
55,mp,LLL,3,25,acegla,3,10,9,1,100,NA,NA,NA,NA,5,NA,1,90,,,
55,mp,LLL,tml,25,spibet,1,100,1,10,20,1,60,0,20,5,NA,NA,NA,,,
55,mp,LLL,eg,25,symalb,NA,NA,NA,10,50,3,15,1,20,NA,NA,NA,NA,,,
55,mp,LLL,Atml,25,vibedu,3,100,1,15,25,3,75,NA,NA,4,y,NA,NA,,,
55,sm,LLL,4,25,alninc,11,100,1,7,30,3,70,NA,NA,6,NA,NA,NA,,,
55,sm,LLL,7,25,poptre,1,85,6,0,100,NA,NA,NA,NA,2,NA,NA,NA,,,
55,sm,LLL, D,25,poptre,1,100,1,1,90,0,10,NA,NA,10,NA,NA,NA,,,
55,sm,LLL,11,25,sorsco,11,100,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,2,26,amealn,9,100,3,9,90,1,10,NA,NA,7,NA,NA,NA,,,
55,mp,LLL,NA,26,spibet,11,100,1,3,100,NA,NA,NA,NA,6,NA,NA,NA,,"extra- a4, 7, 3",
55,mp,LLL,NA,26,spipyr,3,100,4,3,40,0,60,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,14,26,vibedu,17,30,3,3,100,NA,NA,NA,NA,3,NA,15,30,,,
55,sm,LLL,7,26,acegla,9,30,13,3,5,1,45,0,50,18,NA,3,25,,,
55,sm,LLL,10,26,alnvir,1,100,4,1,40,0,60,NA,NA,NA,NA,0,60,,,
55,sm,LLL, A,26,betpap,11,30,7,NA,NA,NA,NA,NA,NA,NA,NA,10,70,,,
55,sm,LLL,9,26,corsto,17,70,7,15,20,11,35,9,45,14,NA,15,15,,,
55,mp,LLL,4,27,acegla,3,100,5,3,15,1,45,0,40,24,NA,NA,NA,,,
55,mp,LLL,4,27,shecan,11,25,6,11,20,10,5,7,10,NA,y,3,75,,,
55,mp,LLL,8,27,sorsco,17,50,2,0,100,NA,NA,NA,NA,1,y,0,50,,,
55,mp,LLL,wjt,27,spipyr,17,100,1,17,15,3,85,NA,NA,6,NA,NA,NA,,,
55,sm,LLL,NA,27,corsto,17,100,1,15,100,,,,,NA,y,NA,NA,,,
55,sm,LLL,NA,27,spipyr,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,NA,27,vibedu,17,100,1,17,70,3,30,,,7,y,NA,NA,,,
55,mp,LLL,11,28,acegla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,9,28,alninc,15,50,4,15,45,11,55,,,11,NA,11,50,,,
55,mp,LLL,1,28,amealn,9,100,3,9,25,9,75,NA,NA,8,NA,NA,NA,,,
55,mp,LLL,6,28,riblac,3,80,6,3,20,1,20,0,60,NA,NA,1,20,,,
55,sm,LLL,5,28,betpap,7,100,3,7,30,3,70,NA,NA,11,NA,NA,NA,,,
55,sm,LLL,2,28,menfer,3,85,17,1,50,0,50,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL, cl,28,rubpar,3,100,1,17,25,7,25,3,50,NA,y,NA,NA,,,
55,sm,LLL,NA,28,shecan,11,75,8,11,60,10,20,7,5,NA,NA,9,25,,,
55,mp,LLL,2,29,alnvir,1,100,2,1,1,30,0,70,NA,7,NA,NA,NA,,,
55,mp,LLL,eg,29,symalb,NA,NA,NA,7,15,3,50,1,20,NA,NA,NA,NA,,,
55,mp,LLL,tml,29,vacmem,3,100,NA,11,5,3,40,1,40,NA,y,NA,NA,,,
55,mp,LLL,A,29,vibedu,3,100,4,17,25,3,75,NA,NA,8,y,NA,NA,,,
55,sm,LLL,1,29,alnvir,7,100,1,7,15,3,85,NA,NA,7,NA,NA,NA,,,
55,sm,LLL,6,29,amealn,10,50,2,11,45,10,5,9,40,21,NA,NA,NA,,,
55,sm,LLL,8,29,popbal,15,50,2,NA,NA,NA,NA,NA,NA,NA,NA,10,50,,,
55,sm,LLL, D,29,poptre,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,8,30,popbal,7,20,5,1,100,NA,NA,NA,NA,1,NA,1,75,,,
55,mp,LLL,6,30,poptre,0,100,11,0,100,NA,NA,NA,NA,1,NA,NA,NA,,,
55,mp,LLL,tml,30,rubpar,7,100,1,1,100,NA,NA,NA,NA,NA,4,NA,NA,,,
55,mp,LLL,1,30,sorsco,NA,NA,NA,10,30,9,35,1,35,NA,3,NA,NA,,,
55,sm,LLL,8,30,shecan,10,100,3,15,70,10,20,3,10,NA,y,NA,NA,,,
55,sm,LLL,10,30,shecan,15,100,1,15,70,11,30,,,NA,y,NA,NA,,,
55,sm,LLL,6,30,shecan,7,100,1,11,10,10,50,3,40,NA,y,NA,NA,,,
55,sm,LLL,NA,30,sorsco,17,100,1,3,50,1,50,NA,NA,4,y,NA,NA,,,
55,sm,LLL, b,30,vibedu,17,100,4,17,100,,,,,8,NA,,,,,
55,mp,LLL,8,31,loninv,3,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,,,
55,mp,LLL,4,31,samrac,1,100,2,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,6,31,shecan,11,100,2,15,15,11,70,9,10,NA,y,NA,NA,,,
55,mp,LLL,w/9,31,symalb,NA,NA,NA,1,10,0,90,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,5,31,acegla,1,100,2,1,40,0,60,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,3,31,amealn,10,100,3,11,20,10,30,7,10,10,NA,NA,NA,,,
55,sm,LLL, A4,31,spibet,11,100,1,3,75,0,25,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL, A5,31,spibet,17,100,1,17,20,3,80,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,11,32,popbal,15,100,1,11,100,,,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,4,32,rhoalb,1,100,5,0,100,NA,NA,NA,NA,7,NA,NA,NA,,,
55,mp,LLL,4,32,shecan,11,100,1,19,10,3,30,1,60,NA,y,,,,,
55,mp,LLL,14,32,vibedu,17,100,1,3,100,NA,NA,NA,NA,4,NA,NA,NA,,,
55,sm,LLL,10,32,alnvir,NA,NA,NA,3,100,,,NA,NA,6,NA,NA,NA,,,
55,sm,LLL,7,32,betpap,9,100,1,9,50,3,50,,,6,NA,NA,NA,,,
55,sm,LLL,10,32,vacmem,10,10,NA,10,5,3,30,1,70,NA,y,1,70,,,
55,mp,LLL,ALL,33,alninc,11,50,6,7,100,,,,,2,NA,9,30,,,
55,mp,LLL,2,33,alnvir,1,100,3,1,60,0,40,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,9,33,corsto,NA,NA,NA,15,75,3,25,,,11,NA,NA,NA,,,
55,mp,LLL,8,33,popbal,7,20,5,NA,NA,NA,NA,NA,NA,NA,NA,3,80,,,
55,sm,LLL,5,33,amealn,9,100,1,11,25,10,50,9,15,12,NA,NA,NA,,,
55,sm,LLL,11,33,riblac,3,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,10,33,shecan,15,100,1,15,80,11,15,10,5,NA,NA,NA,NA,,,
55,sm,LLL, A,33,sorsco,17,100,1,0,100,NA,NA,NA,NA,2,NA,NA,NA,,,
55,mp,LLL,2,34,amealn,9,100,3,9,80,1,20,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,11,34,popbal,15,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,1,34,sorsco,17,100,1,1,100,NA,NA,NA,NA,NA,y,NA,NA,,,
55,mp,LLL,LL,34,vacmem,1,100,NA,3,20,1,60,0,20,NA,NA,NA,NA,,,
55,sm,LLL,3,34,riblac,7,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,NA,34,rubpar,9,100,1,11,35,3,35,0,30,3,y,NA,NA,,,
55,Sm,LLL,10,34,shecan,10,100,2,15,50,11,50,,,NA,NA,,,,,
55,sm,LLL,A,34,spibet,3,100,4,17,10,7,5,3,70,NA,NA,NA,NA,,,
55,sm,LLL,NA,34,spibet,7,25,4,3,80,1,10,0,10,NA,NA,3,50,,,
55,mp,LLL,6,35,poptre,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,0,90,,,
55,mp,LLL,6,35,riblac,3,100,3,3,80,1,15,0,5,NA,NA,NA,NA,,,
55,mp,LLL,sg,35,rubpar,7,50,2,7,25,3,25,0,50,NA,NA,1,50,,,
55,mp,LLL,4,35,samrac,1,100,1,1,50,0,50,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,7,35,poptre,1,100,2,1,20,0,80,NA,NA,9,NA,NA,NA,,,
55,sm,LLL, 3b,35,riblac,1,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,NA,35,spipyr,11,100,1,11,30,7,35,3,35,3,NA,NA,NA,,,
55,mp,LLL,6,36,poptre,1,100,1,0,100,NA,NA,NA,NA,7,NA,NA,NA,,,
55,mp,LLL,4,36,rhoalb,15,40,8,1,100,NA,NA,NA,NA,1,NA,10,15,,,
55,mp,LLL,10,36,samrac,3,100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,w/6,36,symalb,NA,NA,NA,9,10,7,20,3,30,,NA,NA,NA,,,
55,sm,LLL,10,36,loninv,3,100,3,3,70,1,30,0,10,16,NA,NA,NA,,,
55,sm,LLL,tape,36,spipyr-missing,3,100,1,3,50,0,50,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,NA,36,spipyr,3,100,1,10,40,1,60,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL, oc21,36,vacmem,3,100,NA,9,10,7,20,3,60,NA,NA,NA,NA,,,
55,mp,LLL,10,37,alnvir,3,100,3,3,40,1,60,,,13,,,,,,
55,mp,LLL,Aski,37,poptre,1,100,11,1,100,,,,,,,,,,,
55,mp,LLL,9,37,rhoalb,17,100,2,11,100,,,,,4,,,,,,
55,mp,LLL,Atml,37,vibedu,3,100,1,15,25,11,25,3,50,4,y,,,,,
55,sm,LLL,2,37,alnvir,3,NA,2,3,50,1,50,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,11,37,loninv,1,NA,1,1,100,NA,NA,NA,NA,12,NA,NA,NA,,,
55,sm,LLL,9,37,menfer,1,20,18,1,20,0,80,NA,NA,NA,NA,0,80,,,
55,mp,LLL,A,38,alnvir,3,NA,4,3,30,1,40,0,30,17,NA,NA,NA,,,
55,mp,LLL,8,38,amealn,11,50,2,11,20,10,25,9,30,16,NA,9,50,,,
55,mp,LLL,2,38,menfer,1,35,14,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,eg,38,symalb,NA,NA,NA,7,10,3,30,1,40,NA,NA,NA,NA,,,
55,sm,LLL,NA,38,riblac,1,100,1,1,40,0,60,NA,NA,20,NA,NA,NA,,,
55,sm,LLL,NA,38,shecan,15,80,5,15,50,11,35,7,5,40,y,11,20,,,
55,sm,LLL,NA,38,spibet,9,100,1,3,50,1,50,NA,NA,6,NA,NA,NA,,,
55,sm,LLL,NA,38,vibedu,17,75,4,17,20,15,10,7,5,20,y,3,25,,,
55,mp,LLL,2,39,alnvir,1,100,2,1,75,0,25,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,8,39,riblac,7,10,7,3,10,1,80,0,10,NA,NA,NA,NA,,,
55,mp,LLL,8,39,riblac,1,100,6,1,60,0,40,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,eg,39,symalb,NA,NA,NA,7,30,3,20,1,50,NA,NA,NA,NA,,,
55,sm,LLL,10,39,loninv,9,30,7,3,40,1,50,0,10,25,NA,3,70,,,
55,sm,LLL,10,39,loninv,9,15,8,10,25,7,20,3,25,23,NA,7,25,,,
55,sm,LLL,12,39,menfer,1,70,17,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,NA,39,symalb,NA,NA,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,6,40,popbal,7,50,4,11,100,NA,NA,NA,NA,NA,1,NA,NA,,,
55,mp,LLL,5,40,poptre,1,30,7,NA,NA,NA,NA,NA,NA,0,NA,0,70,,,
55,mp,LLL,9,40,rhoalb,17,75,4,15,20,10,30,9,10,11,NA,11,25,,,
55,mp,LLL,9,40,sorsco,17,100,3,15,15,10,15,3,70,6,NA,NA,NA,,,
55,sm,LLL, A,40,corsto,17,100,1,17,100,,,,,NA,y,NA,NA,,,
55,sm,LLL,NA,40,spibet,0,100,1,9,10,3,30,0,60,NA,NA,NA,NA,,,
55,sm,LLL,NA,40,symalb,NA,NA,NA,3,40,1,30,0,30,NA,NA,NA,NA,,,
55,sm,LLL,3,40,vibedu,3,100,1,17,50,3,50,NA,NA,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,11,1,acegla,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,missing,
27,mp,HC_HP_HF,6,1,loninv,17,50,2,11,25,3,25,1,50,NA,8,10,50,,,
27,mp,HC_HP_HF,10,1,menfer,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,1,1,rhoalb,17,25,4,10,10,3,90,NA,NA,NA,NA,15,50,,,
27,sm,HC_HP_HF,1,1,alninc,15,100,1,17,40,11,60,,,5,NA,NA,NA,,,
27,sm,HC_HP_HF,5,1,amealn,10,100,1,11,15,10,15,9,50,12,,NA,NA,,,
27,sm,HC_HP_HF,11,1,sorsco,15,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,4,1,vibedu,17,50,2,15,50,11,25,3,25,4,NA,15,50,,,
27,mp,HC_HP_HF,,2,acegla,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,8,2,menfer,0,100,NA,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,9,2,menfer,0,100,NA,9,5,7,25,3,75,17,NA,NA,NA,,,
27,mp,HC_HP_HF,,2,rhoalb,17,100,2,11,40,10,20,9,40,5,NA,NA,NA,,,
27,sm,HC_HP_HF,8,2,shecan,11,100,1,11,30,10,20,7,15,NA,y,NA,NA,,,
27,sm,HC_HP_HF,,2,spibet,17,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,,2,symalb,NA,NA,NA,11,10,10,15,9,10,NA,NA,NA,NA,,,
27,sm,HC_HP_HF, D,2,vibedu,17,35,3,17,15,15,40,7,5,12,NA,7,35,,,
27,mp,HC_HP_HF,1,3,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,x,3,spibet,11,100,1,17,20,9,40,0,40,10,NA,NA,NA,,,
27,mp,HC_HP_HF,x,3,spibet,1,100,NA,17,15,10,15,3,40,7,NA,NA,NA,,,
27,mp,HC_HP_HF,x,3,symalb,NA,NA,NA,17,30,11,10,9,30,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,,3,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,,3,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,,3,popbal,17,100,1,10,70,7,30,NA,NA,3,NA,NA,NA,,,
27,sm,HC_HP_HF,,3,sorsco,17,100,1,1,100,NA,NA,NA,NA,NA,y,NA,NA,,,
27,mp,HC_HP_HF,8,4,popbal,11,40,8,15,100,NA,NA,NA,NA,NA,NA,10,15,,,
27,mp,HC_HP_HF,12,4,sorsco,15,50,2,11,50,1,50,NA,NA,NA,NA,1,50,,,
27,mp,HC_HP_HF,w/6,4,symalb,NA,NA,NA,17,55,11,10,9,15,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,LL,4,vacmem,1,100,NA,10,5,9,10,7,5,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,5,4,alninc,15,50,2,7,100,,,NA,NA,4,NA,11,50,,,
27,sm,HC_HP_HF,5,4,amealn,10,100,1,10,70,9,20,3,10,10,NA,NA,NA,,,
27,sm,HC_HP_HF,11,4,sorsco,15,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,5,5,alnvir,3,100,NA,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,10,5,corsto,17,100,2,15,90,11,10,,,10,NA,NA,NA,,,
27,mp,HC_HP_HF,7,5,menfer,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,w/1,5,symalb,NA,NA,NA,17,5,15,35,9,15,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,7,5,acegla,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,19,5,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,9,5,corsto,15,100,2,17,50,15,50,,,8,y,,,,,
27,sm,HC_HP_HF,10,5,riblac,7,50,8,15,15,9,25,7,45,NA,NA,3,50,,,
27,mp,HC_HP_HF,Atml,6,loninv,17,100,1,1,100,NA,NA,NA,NA,8,NA,NA,NA,,,
27,mp,HC_HP_HF,tml,6,rubpar,1,100,1,15,25,3,75,NA,NA,4,NA,NA,NA,,,
27,mp,HC_HP_HF,,6,spipyr,17,100,1,17,50,15,15,9,35,6,NA,NA,NA,,,
27,mp,HC_HP_HF,,6,symalb,NA,NA,NA,17,30,15,20,11,10,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,5,6,amealn,11,100,1,11,10,9,60,1,20,10,NA,NA,NA,,,
27,sm,HC_HP_HF,9,6,loninv,3,100,NA,17,40,11,25,3,20,8,NA,NA,NA,,,
27,sm,HC_HP_HF, C,6,vibedu,17,75,4,11,50,3,50,NA,NA,2,NA,9,25,,,
27,sm,HC_HP_HF, D,6,vibedu,17,70,3,17,40,3,60,,,13,y,3,30,,,
27,mp,HC_HP_HF,1,7,alnvir,3,100,NA,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,6,7,popbal,15,100,1,15,30,11,70,NA,NA,3,NA,NA,NA,,,
27,mp,HC_HP_HF,tml,7,rubpar,1,100,NA,11,35,7,35,3,30,3,NA,NA,NA,,,
27,mp,HC_HP_HF,11,7,shecan,9,100,1,11,30,10,30,9,10,NA,y,NA,NA,,,
27,sm,HC_HP_HF, C,7,poptre,17,30,13,17,15,11,15,10,15,12,NA,11,30,,,
27,sm,HC_HP_HF,3,7,riblac,1,100,1,17,25,10,25,9,15,8,y,NA,NA,,,
27,sm,HC_HP_HF,8,7,shecan,11,100,1,11,15,10,40,7,25,NA,y,NA,NA,,,
27,sm,HC_HP_HF, oc21,7,vacmem,17,100,NA,17,20,15,30,11,5,14,NA,,,,,
27,mp,HC_HP_HF,3,8,acegla,9,50,2,3,25,1,75,NA,NA,NA,NA,3,50,,,
27,mp,HC_HP_HF,9,8,alninc,15,100,1,15,75,11,25,NA,NA,4,NA,NA,NA,,,
27,mp,HC_HP_HF,8,8,poptre,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,sg,8,rubpar,3,100,NA,11,15,10,15,9,15,6,NA,NA,NA,,,
27,sm,HC_HP_HF,6,8,amealn,11,20,5,10,5,9,70,7,30,16,NA,10,20,,,
27,sm,HC_HP_HF,6,8,betpap,9,100,1,11,15,10,15,9,70,6,NA,NA,NA,,,
27,sm,HC_HP_HF,8,8,poptre,1,100,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,12,8,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,2,9,corsto,17,100,3,15,50,11,50,,,4,NA,NA,NA,,,
27,mp,HC_HP_HF,9,9,riblac,3,100,1,15,5,9,10,7,30,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,sg,9,rubpar,11,100,1,15,15,11,15,7,15,6,NA,NA,NA,,,
27,mp,HC_HP_HF,wjt,9,vacmem,3,100,NA,15,5,9,5,1,30,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,13,9,acegla,10,100,1,3,50,1,50,NA,NA,NA,NA,NA,NA,,,
27,sm,HC_HP_HF,11,9,sorsco,15,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,sm,HC_HP_HF, b10,9,spipyr,15,100,2,17,40,10,30,3,30,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,6,10,amealn,17,100,1,17,20,15,10,11,60,14,y,NA,NA,,,
27,mp,HC_HP_HF,1,10,corsto,15,100,3,15,75,11,25,,,8,NA,NA,NA,,,
27,mp,HC_HP_HF,Ase,10,samrac,15,50,2,15,50,10,50,NA,NA,NA,NA,7,50,,,
27,mp,HC_HP_HF,eg,10,symalb,NA,NA,NA,17,20,15,10,9,10,NA,NA,NA,NA,,,
27,sm,HC_HP_HF, b,10,corsto,NA,NA,NA,17,50,15,50,,,4,NA,NA,NA,,,
27,sm,HC_HP_HF,,10,rubpar,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,sm,HC_HP_HF, b40,10,spipyr,17,100,1,17,30,15,15,3,55,6,NA,NA,NA,,,
27,sm,HC_HP_HF,,10,symalb,NA,NA,NA,9,10,7,10,3,50,NA,NA,NA,NA,,,
27,mp,HC_HP_HF,1,11,corsto,17,100,1,15,30,0,70,NA,NA,6,NA,NA,NA,,,
27,mp,HC_HP_HF,5,11,corsto,17,20,5,15,25,11,25,10,50,12,NA,15,80,,,
27,mp,HC_HP_HF,9,11,rhoalb,17,100,4,17,15,15,30,11,15,6,NA,NA,NA,,,
27,mp,HC_HP_HF,LL,11,vacmem,17,5,NA,15,15,10,10,3,50,NA,NA,11,5,,,
27,sm,HC_HP_HF, A,11,betpap,9,100,2,7,25,3,85,NA,NA,8,NA,NA,NA,,,
27,sm,HC_HP_HF, A,11,betpap,7,100,2,7,100,3,60,NA,NA,5,NA,NA,NA,,,
27,sm,HC_HP_HF, B,11,poptre,17,25,4,NA,NA,NA,NA,NA,NA,NA,NA,11,50,,,
27,sm,HC_HP_HF, b,11,poptre,17,30,7,NA,NA,NA,NA,NA,NA,NA,NA,15,15,,,
27,sm,HC_HP_HF,12,11,shecan,9,50,2,10,10,7,25,3,35,NA,y,3,50,,,
