"lab2","latbb1","latbb50","latbb80","treatment","tbb","population","chill","photo","force","flask","species","rep","lab3","chill.n","force.n","photo.n","site.n"
"betpap_sm_1",36,36,36,"HC.LP.LF",36,"sm","HC","LP","LF",19,"betpap",1,"sm.HC.LP.LF.19.betpap.1",1,0,0,1
"shecan_sm_1",39,42,42,"HC.LP.LF",49,"sm","HC","LP","LF",19,"shecan",1,"sm.HC.LP.LF.19.shecan.1",1,0,0,1
"vibedu_sm_1",7,7,NA,"HC.LP.LF",7,"sm","HC","LP","LF",19,"vibedu",1,"sm.HC.LP.LF.19.vibedu.1",1,0,0,1
"amealn_sm_1",10,10,13,"HC.LP.LF",10,"sm","HC","LP","LF",2,"amealn",1,"sm.HC.LP.LF.2.amealn.1",1,0,0,1
"corsto_sm_1",19,24,27,"HC.LP.LF",19,"sm","HC","LP","LF",2,"corsto",1,"sm.HC.LP.LF.2.corsto.1",1,0,0,1
"riblac_sm_1",49,NA,NA,"HC.LP.LF",42,"sm","HC","LP","LF",2,"riblac",1,"sm.HC.LP.LF.2.riblac.1",1,0,0,1
"spipyr_sm_1",16,NA,NA,"HC.LP.LF",24,"sm","HC","LP","LF",2,"spipyr",1,"sm.HC.LP.LF.2.spipyr.1",1,0,0,1
"corsto_sm_1",13,13,13,"HC.LP.LF",13,"sm","HC","LP","LF",20,"corsto",1,"sm.HC.LP.LF.20.corsto.1",1,0,0,1
"loninv_sm_1",10,19,52,"HC.LP.LF",10,"sm","HC","LP","LF",20,"loninv",1,"sm.HC.LP.LF.20.loninv.1",1,0,0,1
"popbal_sm_1",NA,NA,NA,"HC.LP.LF",24,"sm","HC","LP","LF",20,"popbal",1,"sm.HC.LP.LF.20.popbal.1",1,0,0,1
"riblac_sm_1",19,24,33,"HC.LP.LF",12,"sm","HC","LP","LF",21,"riblac",1,"sm.HC.LP.LF.21.riblac.1",1,0,0,1
"rubpar_sm_1",30,33,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",21,"rubpar",1,"sm.HC.LP.LF.21.rubpar.1",1,0,0,1
"vacmem_sm_1",19,NA,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",21,"vacmem",1,"sm.HC.LP.LF.21.vacmem.1",1,0,0,1
"vibedu_sm_1",5,7,NA,"HC.LP.LF",5,"sm","HC","LP","LF",21,"vibedu",1,"sm.HC.LP.LF.21.vibedu.1",1,0,0,1
"riblac_sm_1",20,NA,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",22,"riblac",1,"sm.HC.LP.LF.22.riblac.1",1,0,0,1
"shecan_sm_1",27,36,39,"HC.LP.LF",27,"sm","HC","LP","LF",22,"shecan",1,"sm.HC.LP.LF.22.shecan.1",1,0,0,1
"alninc_sm_1",20,24,27,"HC.LP.LF",20,"sm","HC","LP","LF",23,"alninc",1,"sm.HC.LP.LF.23.alninc.1",1,0,0,1
"amealn_sm_1",20,36,36,"HC.LP.LF",20,"sm","HC","LP","LF",23,"amealn",1,"sm.HC.LP.LF.23.amealn.1",1,0,0,1
"popbal_sm_1",NA,NA,NA,"HC.LP.LF",24,"sm","HC","LP","LF",23,"popbal",1,"sm.HC.LP.LF.23.popbal.1",1,0,0,1
"rubpar_sm_1",36,39,NA,"HC.LP.LF",49,"sm","HC","LP","LF",23,"rubpar",1,"sm.HC.LP.LF.23.rubpar.1",1,0,0,1
"popbal_sm_1",36,36,NA,"HC.LP.LF",27,"sm","HC","LP","LF",24,"popbal",1,"sm.HC.LP.LF.24.popbal.1",1,0,0,1
"poptre_sm_1",NA,NA,NA,"HC.LP.LF",30,"sm","HC","LP","LF",24,"poptre",1,"sm.HC.LP.LF.24.poptre.1",1,0,0,1
"symalb_sm_1",46,NA,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",24,"symalb",1,"sm.HC.LP.LF.24.symalb.1",1,0,0,1
"acegla_sm_1",39,55,67,"HC.LP.LF",33,"sm","HC","LP","LF",25,"acegla",1,"sm.HC.LP.LF.25.acegla.1",1,0,0,1
"riblac_sm_1",33,NA,NA,"HC.LP.LF",33,"sm","HC","LP","LF",25,"riblac",1,"sm.HC.LP.LF.25.riblac.1",1,0,0,1
"spipyr_sm_1",19,NA,NA,"HC.LP.LF",16,"sm","HC","LP","LF",25,"spipyr",1,"sm.HC.LP.LF.25.spipyr.1",1,0,0,1
"vibedu_sm_1",13,13,19,"HC.LP.LF",19,"sm","HC","LP","LF",25,"vibedu",1,"sm.HC.LP.LF.25.vibedu.1",1,0,0,1
"betpap_sm_1",36,36,36,"HC.LP.LF",36,"sm","HC","LP","LF",26,"betpap",1,"sm.HC.LP.LF.26.betpap.1",1,0,0,1
"poptre_sm_1",49,49,49,"HC.LP.LF",42,"sm","HC","LP","LF",26,"poptre",1,"sm.HC.LP.LF.26.poptre.1",1,0,0,1
"symalb_sm_1",19,30,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",26,"symalb",1,"sm.HC.LP.LF.26.symalb.1",1,0,0,1
"riblac_sm_1",13,30,NA,"HC.LP.LF",19,"sm","HC","LP","LF",27,"riblac",1,"sm.HC.LP.LF.27.riblac.1",1,0,0,1
"spibet_sm_1",24,NA,NA,"HC.LP.LF",13,"sm","HC","LP","LF",27,"spibet",1,"sm.HC.LP.LF.27.spibet.1",1,0,0,1
"symalb_sm_1",19,NA,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",27,"symalb",1,"sm.HC.LP.LF.27.symalb.1",1,0,0,1
"vacmem_sm_1",24,36,NA,"HC.LP.LF",30,"sm","HC","LP","LF",27,"vacmem",1,"sm.HC.LP.LF.27.vacmem.1",1,0,0,1
"amealn_sm_1",27,30,36,"HC.LP.LF",27,"sm","HC","LP","LF",28,"amealn",1,"sm.HC.LP.LF.28.amealn.1",1,0,0,1
"amealn_sm_2",13,16,16,"HC.LP.LF",16,"sm","HC","LP","LF",28,"amealn",2,"sm.HC.LP.LF.28.amealn.2",1,0,0,1
"loninv_sm_1",0,24,24,"HC.LP.LF",NA,"sm","HC","LP","LF",28,"loninv",1,"sm.HC.LP.LF.28.loninv.1",1,0,0,1
"shecan_sm_1",24,30,36,"HC.LP.LF",30,"sm","HC","LP","LF",28,"shecan",1,"sm.HC.LP.LF.28.shecan.1",1,0,0,1
"spipyr_sm_1",27,NA,NA,"HC.LP.LF",27,"sm","HC","LP","LF",28,"spipyr",1,"sm.HC.LP.LF.28.spipyr.1",1,0,0,1
"alninc_sm_1",33,36,36,"HC.LP.LF",33,"sm","HC","LP","LF",29,"alninc",1,"sm.HC.LP.LF.29.alninc.1",1,0,0,1
"alninc_sm_2",36,42,42,"HC.LP.LF",36,"sm","HC","LP","LF",29,"alninc",2,"sm.HC.LP.LF.29.alninc.2",1,0,0,1
"betpap_sm_1",33,33,33,"HC.LP.LF",33,"sm","HC","LP","LF",29,"betpap",1,"sm.HC.LP.LF.29.betpap.1",1,0,0,1
"betpap_sm_2",33,33,33,"HC.LP.LF",33,"sm","HC","LP","LF",29,"betpap",2,"sm.HC.LP.LF.29.betpap.2",1,0,0,1
"loninv_sm_1",19,NA,NA,"HC.LP.LF",10,"sm","HC","LP","LF",3,"loninv",1,"sm.HC.LP.LF.3.loninv.1",1,0,0,1
"popbal_sm_1",NA,NA,NA,"HC.LP.LF",42,"sm","HC","LP","LF",3,"popbal",1,"sm.HC.LP.LF.3.popbal.1",1,0,0,1
"riblac_sm_1",19,NA,NA,"HC.LP.LF",25,"sm","HC","LP","LF",3,"riblac",1,"sm.HC.LP.LF.3.riblac.1",1,0,0,1
"alninc_sm_1",36,36,39,"HC.LP.LF",36,"sm","HC","LP","LF",30,"alninc",1,"sm.HC.LP.LF.30.alninc.1",1,0,0,1
"alnvir_sm_1",42,46,49,"HC.LP.LF",46,"sm","HC","LP","LF",30,"alnvir",1,"sm.HC.LP.LF.30.alnvir.1",1,0,0,1
"amealn_sm_1",36,36,NA,"HC.LP.LF",20,"sm","HC","LP","LF",30,"amealn",1,"sm.HC.LP.LF.30.amealn.1",1,0,0,1
"spipyr_sm_1",20,NA,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",30,"spipyr",1,"sm.HC.LP.LF.30.spipyr.1",1,0,0,1
"alninc_sm_1",27,27,27,"HC.LP.LF",27,"sm","HC","LP","LF",31,"alninc",1,"sm.HC.LP.LF.31.alninc.1",1,0,0,1
"amealn_sm_1",10,16,16,"HC.LP.LF",10,"sm","HC","LP","LF",31,"amealn",1,"sm.HC.LP.LF.31.amealn.1",1,0,0,1
"menfer_sm_1",42,61,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",31,"menfer",1,"sm.HC.LP.LF.31.menfer.1",1,0,0,1
"symalb_sm_1",27,36,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",31,"symalb",1,"sm.HC.LP.LF.31.symalb.1",1,0,0,1
"acegla_sm_1",36,36,52,"HC.LP.LF",27,"sm","HC","LP","LF",32,"acegla",1,"sm.HC.LP.LF.32.acegla.1",1,0,0,1
"betpap_sm_1",33,33,33,"HC.LP.LF",33,"sm","HC","LP","LF",32,"betpap",1,"sm.HC.LP.LF.32.betpap.1",1,0,0,1
"popbal_sm_1",24,24,24,"HC.LP.LF",27,"sm","HC","LP","LF",32,"popbal",1,"sm.HC.LP.LF.32.popbal.1",1,0,0,1
"spibet_sm_1",19,NA,NA,"HC.LP.LF",27,"sm","HC","LP","LF",32,"spibet",1,"sm.HC.LP.LF.32.spibet.1",1,0,0,1
"corsto_sm_1",33,33,33,"HC.LP.LF",27,"sm","HC","LP","LF",33,"corsto",1,"sm.HC.LP.LF.33.corsto.1",1,0,0,1
"popbal_sm_1",NA,NA,NA,"HC.LP.LF",24,"sm","HC","LP","LF",33,"popbal",1,"sm.HC.LP.LF.33.popbal.1",1,0,0,1
"rubpar_sm_1",24,24,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",33,"rubpar",1,"sm.HC.LP.LF.33.rubpar.1",1,0,0,1
"shecan_sm_1",39,52,58,"HC.LP.LF",46,"sm","HC","LP","LF",33,"shecan",1,"sm.HC.LP.LF.33.shecan.1",1,0,0,1
"alnvir_sm_1",33,39,39,"HC.LP.LF",33,"sm","HC","LP","LF",34,"alnvir",1,"sm.HC.LP.LF.34.alnvir.1",1,0,0,1
"alnvir_sm_2",46,61,76,"HC.LP.LF",49,"sm","HC","LP","LF",34,"alnvir",2,"sm.HC.LP.LF.34.alnvir.2",1,0,0,1
"corsto_sm_1",19,19,19,"HC.LP.LF",24,"sm","HC","LP","LF",34,"corsto",1,"sm.HC.LP.LF.34.corsto.1",1,0,0,1
"vibedu_sm_1",8,16,52,"HC.LP.LF",12,"sm","HC","LP","LF",34,"vibedu",1,"sm.HC.LP.LF.34.vibedu.1",1,0,0,1
"alninc_sm_1",24,24,27,"HC.LP.LF",24,"sm","HC","LP","LF",35,"alninc",1,"sm.HC.LP.LF.35.alninc.1",1,0,0,1
"amealn_sm_1",27,27,33,"HC.LP.LF",24,"sm","HC","LP","LF",35,"amealn",1,"sm.HC.LP.LF.35.amealn.1",1,0,0,1
"poptre_sm_1",30,30,30,"HC.LP.LF",33,"sm","HC","LP","LF",35,"poptre",1,"sm.HC.LP.LF.35.poptre.1",1,0,0,1
"vacmem_sm_1",30,NA,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",35,"vacmem",1,"sm.HC.LP.LF.35.vacmem.1",1,0,0,1
"acegla_sm_1",49,49,NA,"HC.LP.LF",36,"sm","HC","LP","LF",36,"acegla",1,"sm.HC.LP.LF.36.acegla.1",1,0,0,1
"alninc_sm_1",33,33,36,"HC.LP.LF",36,"sm","HC","LP","LF",36,"alninc",1,"sm.HC.LP.LF.36.alninc.1",1,0,0,1
"corsto_sm_1",16,16,19,"HC.LP.LF",16,"sm","HC","LP","LF",36,"corsto",1,"sm.HC.LP.LF.36.corsto.1",1,0,0,1
"corsto_sm_2",16,16,16,"HC.LP.LF",16,"sm","HC","LP","LF",36,"corsto",2,"sm.HC.LP.LF.36.corsto.2",1,0,0,1
"vibedu_sm_1",7,19,NA,"HC.LP.LF",5,"sm","HC","LP","LF",36,"vibedu",1,"sm.HC.LP.LF.36.vibedu.1",1,0,0,1
"loninv_sm_1",10,33,NA,"HC.LP.LF",9,"sm","HC","LP","LF",37,"loninv",1,"sm.HC.LP.LF.37.loninv.1",1,0,0,1
"rubpar_sm_1",NA,NA,NA,"HC.LP.LF",24,"sm","HC","LP","LF",37,"rubpar",1,"sm.HC.LP.LF.37.rubpar.1",1,0,0,1
"spipyr_sm_1",33,NA,NA,"HC.LP.LF",30,"sm","HC","LP","LF",37,"spipyr",1,"sm.HC.LP.LF.37.spipyr.1",1,0,0,1
"menfer_sm_1",49,49,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",38,"menfer",1,"sm.HC.LP.LF.38.menfer.1",1,0,0,1
"poptre_sm_1",42,42,42,"HC.LP.LF",42,"sm","HC","LP","LF",38,"poptre",1,"sm.HC.LP.LF.38.poptre.1",1,0,0,1
"vacmem_sm_1",42,NA,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",38,"vacmem",1,"sm.HC.LP.LF.38.vacmem.1",1,0,0,1
"acegla_sm_1",36,36,NA,"HC.LP.LF",39,"sm","HC","LP","LF",39,"acegla",1,"sm.HC.LP.LF.39.acegla.1",1,0,0,1
"spibet_sm_1",19,84,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",39,"spibet",1,"sm.HC.LP.LF.39.spibet.1",1,0,0,1
"symalb_sm_1",27,27,52,"HC.LP.LF",NA,"sm","HC","LP","LF",39,"symalb",1,"sm.HC.LP.LF.39.symalb.1",1,0,0,1
"vacmem_sm_1",27,33,NA,"HC.LP.LF",33,"sm","HC","LP","LF",39,"vacmem",1,"sm.HC.LP.LF.39.vacmem.1",1,0,0,1
"acegla_sm_1",49,55,NA,"HC.LP.LF",16,"sm","HC","LP","LF",4,"acegla",1,"sm.HC.LP.LF.4.acegla.1",1,0,0,1
"alnvir_sm_1",52,55,58,"HC.LP.LF",52,"sm","HC","LP","LF",4,"alnvir",1,"sm.HC.LP.LF.4.alnvir.1",1,0,0,1
"corsto_sm_1",19,19,27,"HC.LP.LF",19,"sm","HC","LP","LF",4,"corsto",1,"sm.HC.LP.LF.4.corsto.1",1,0,0,1
"menfer_sm_1",39,NA,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",4,"menfer",1,"sm.HC.LP.LF.4.menfer.1",1,0,0,1
"acegla_sm_1",49,55,NA,"HC.LP.LF",49,"sm","HC","LP","LF",40,"acegla",1,"sm.HC.LP.LF.40.acegla.1",1,0,0,1
"alnvir_sm_1",55,55,67,"HC.LP.LF",49,"sm","HC","LP","LF",40,"alnvir",1,"sm.HC.LP.LF.40.alnvir.1",1,0,0,1
"poptre_sm_1",61,NA,NA,"HC.LP.LF",67,"sm","HC","LP","LF",40,"poptre",1,"sm.HC.LP.LF.40.poptre.1",1,0,0,1
"rubpar_sm_1",27,27,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",40,"rubpar",1,"sm.HC.LP.LF.40.rubpar.1",1,0,0,1
"poptre_sm_1",NA,NA,NA,"HC.LP.LF",36,"sm","HC","LP","LF",5,"poptre",1,"sm.HC.LP.LF.5.poptre.1",1,0,0,1
"rubpar_sm_1",27,27,36,"HC.LP.LF",NA,"sm","HC","LP","LF",5,"rubpar",1,"sm.HC.LP.LF.5.rubpar.1",1,0,0,1
"shecan_sm_1",24,30,30,"HC.LP.LF",16,"sm","HC","LP","LF",5,"shecan",1,"sm.HC.LP.LF.5.shecan.1",1,0,0,1
"vibedu_sm_1",4,9,NA,"HC.LP.LF",7,"sm","HC","LP","LF",5,"vibedu",1,"sm.HC.LP.LF.5.vibedu.1",1,0,0,1
"alnvir_sm_1",39,46,46,"HC.LP.LF",39,"sm","HC","LP","LF",6,"alnvir",1,"sm.HC.LP.LF.6.alnvir.1",1,0,0,1
"sorsco_sm_1",NA,NA,NA,"HC.LP.LF",19,"sm","HC","LP","LF",6,"sorsco",1,"sm.HC.LP.LF.6.sorsco.1",1,0,0,1
"sorsco_sm_2",24,30,NA,"HC.LP.LF",10,"sm","HC","LP","LF",6,"sorsco",2,"sm.HC.LP.LF.6.sorsco.2",1,0,0,1
"symalb_sm_1",27,39,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",6,"symalb",1,"sm.HC.LP.LF.6.symalb.1",1,0,0,1
"poptre_sm_1",42,46,NA,"HC.LP.LF",36,"sm","HC","LP","LF",7,"poptre",1,"sm.HC.LP.LF.7.poptre.1",1,0,0,1
"riblac_sm_1",30,42,NA,"HC.LP.LF",33,"sm","HC","LP","LF",7,"riblac",1,"sm.HC.LP.LF.7.riblac.1",1,0,0,1
"symalb_sm_1",27,49,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",7,"symalb",1,"sm.HC.LP.LF.7.symalb.1",1,0,0,1
"corsto_sm_1",30,30,36,"HC.LP.LF",30,"sm","HC","LP","LF",8,"corsto",1,"sm.HC.LP.LF.8.corsto.1",1,0,0,1
"popbal_sm_1",33,33,33,"HC.LP.LF",30,"sm","HC","LP","LF",8,"popbal",1,"sm.HC.LP.LF.8.popbal.1",1,0,0,1
"rubpar_sm_1",30,30,NA,"HC.LP.LF",33,"sm","HC","LP","LF",8,"rubpar",1,"sm.HC.LP.LF.8.rubpar.1",1,0,0,1
"vacmem_sm_1",27,NA,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",8,"vacmem",1,"sm.HC.LP.LF.8.vacmem.1",1,0,0,1
"acegla_sm_1",NA,NA,NA,"HC.LP.LF",30,"sm","HC","LP","LF",9,"acegla",1,"sm.HC.LP.LF.9.acegla.1",1,0,0,1
"loninv_sm_1",24,NA,NA,"HC.LP.LF",19,"sm","HC","LP","LF",9,"loninv",1,"sm.HC.LP.LF.9.loninv.1",1,0,0,1
"menfer_sm_1",70,NA,NA,"HC.LP.LF",NA,"sm","HC","LP","LF",9,"menfer",1,"sm.HC.LP.LF.9.menfer.1",1,0,0,1
"popbal_sm_1",27,27,30,"HC.LP.LF",30,"sm","HC","LP","LF",9,"popbal",1,"sm.HC.LP.LF.9.popbal.1",1,0,0,1
"amealn_sm_1",23,36,NA,"LC.HP.HF",17,"sm","LC","HP","HF",1,"amealn",1,"sm.LC.HP.HF.1.amealn.1",0,1,1,1
"loninv_sm_1",19,19,23,"LC.HP.HF",NA,"sm","LC","HP","HF",1,"loninv",1,"sm.LC.HP.HF.1.loninv.1",0,1,1,1
"popbal_sm_1",31,31,31,"LC.HP.HF",29,"sm","LC","HP","HF",1,"popbal",1,"sm.LC.HP.HF.1.popbal.1",0,1,1,1
"shecan_sm_1",19,23,23,"LC.HP.HF",23,"sm","LC","HP","HF",1,"shecan",1,"sm.LC.HP.HF.1.shecan.1",0,1,1,1
"riblac_sm_1",15,NA,NA,"LC.HP.HF",19,"sm","LC","HP","HF",10,"riblac",1,"sm.LC.HP.HF.10.riblac.1",0,1,1,1
"rubpar_sm_1",23,23,NA,"LC.HP.HF",25,"sm","LC","HP","HF",11,"rubpar",1,"sm.LC.HP.HF.11.rubpar.1",0,1,1,1
"spipyr_sm_1",25,31,NA,"LC.HP.HF",19,"sm","LC","HP","HF",11,"spipyr",1,"sm.LC.HP.HF.11.spipyr.1",0,1,1,1
"vacmem_sm_1",15,19,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",11,"vacmem",1,"sm.LC.HP.HF.11.vacmem.1",0,1,1,1
"corsto_sm_1",15,19,27,"LC.HP.HF",15,"sm","LC","HP","HF",12,"corsto",1,"sm.LC.HP.HF.12.corsto.1",0,1,1,1
"loninv_sm_1",23,NA,NA,"LC.HP.HF",19,"sm","LC","HP","HF",12,"loninv",1,"sm.LC.HP.HF.12.loninv.1",0,1,1,1
"poptre_sm_1",31,31,NA,"LC.HP.HF",31,"sm","LC","HP","HF",12,"poptre",1,"sm.LC.HP.HF.12.poptre.1",0,1,1,1
"alnvir_sm_1",66,75,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",13,"alnvir",1,"sm.LC.HP.HF.13.alnvir.1",0,1,1,1
"corsto_sm_1",23,25,25,"LC.HP.HF",23,"sm","LC","HP","HF",13,"corsto",1,"sm.LC.HP.HF.13.corsto.1",0,1,1,1
"acegla_sm_1",39,NA,NA,"LC.HP.HF",17,"sm","LC","HP","HF",14,"acegla",1,"sm.LC.HP.HF.14.acegla.1",0,1,1,1
"alninc_sm_1",19,31,36,"LC.HP.HF",NA,"sm","LC","HP","HF",14,"alninc",1,"sm.LC.HP.HF.14.alninc.1",0,1,1,1
"popbal_sm_1",19,21,25,"LC.HP.HF",17,"sm","LC","HP","HF",14,"popbal",1,"sm.LC.HP.HF.14.popbal.1",0,1,1,1
"menfer_sm_1",27,50,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",15,"menfer",1,"sm.LC.HP.HF.15.menfer.1",0,1,1,1
"rubpar_sm_1",31,37,NA,"LC.HP.HF",31,"sm","LC","HP","HF",15,"rubpar",1,"sm.LC.HP.HF.15.rubpar.1",0,1,1,1
"shecan_sm_1",15,19,25,"LC.HP.HF",15,"sm","LC","HP","HF",15,"shecan",1,"sm.LC.HP.HF.15.shecan.1",0,1,1,1
"spipyr_sm_1",19,19,46,"LC.HP.HF",NA,"sm","LC","HP","HF",15,"spipyr",1,"sm.LC.HP.HF.15.spipyr.1",0,1,1,1
"alninc_sm_1",31,31,31,"LC.HP.HF",31,"sm","LC","HP","HF",16,"alninc",1,"sm.LC.HP.HF.16.alninc.1",0,1,1,1
"alnvir_sm_1",63,NA,NA,"LC.HP.HF",60,"sm","LC","HP","HF",16,"alnvir",1,"sm.LC.HP.HF.16.alnvir.1",0,1,1,1
"corsto_sm_1",15,15,23,"LC.HP.HF",9,"sm","LC","HP","HF",16,"corsto",1,"sm.LC.HP.HF.16.corsto.1",0,1,1,1
"vacmem_sm_1",15,17,NA,"LC.HP.HF",15,"sm","LC","HP","HF",16,"vacmem",1,"sm.LC.HP.HF.16.vacmem.1",0,1,1,1
"popbal_sm_1",29,29,29,"LC.HP.HF",NA,"sm","LC","HP","HF",17,"popbal",1,"sm.LC.HP.HF.17.popbal.1",0,1,1,1
"sorsco_sm_1",23,23,23,"LC.HP.HF",23,"sm","LC","HP","HF",17,"sorsco",1,"sm.LC.HP.HF.17.sorsco.1",0,1,1,1
"spibet_sm_1",10,17,17,"LC.HP.HF",NA,"sm","LC","HP","HF",17,"spibet",1,"sm.LC.HP.HF.17.spibet.1",0,1,1,1
"symalb_sm_1",53,NA,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",17,"symalb",1,"sm.LC.HP.HF.17.symalb.1",0,1,1,1
"vibedu_sm_1",10,23,NA,"LC.HP.HF",10,"sm","LC","HP","HF",17,"vibedu",1,"sm.LC.HP.HF.17.vibedu.1",0,1,1,1
"amealn_sm_1",23,27,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",18,"amealn",1,"sm.LC.HP.HF.18.amealn.1",0,1,1,1
"loninv_sm_1",42,NA,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",18,"loninv",1,"sm.LC.HP.HF.18.loninv.1",0,1,1,1
"sorsco_sm_1",NA,NA,NA,"LC.HP.HF",23,"sm","LC","HP","HF",18,"sorsco",1,"sm.LC.HP.HF.18.sorsco.1",0,1,1,1
"sorsco_sm_2",NA,NA,NA,"LC.HP.HF",15,"sm","LC","HP","HF",18,"sorsco",2,"sm.LC.HP.HF.18.sorsco.2",0,1,1,1
"symalb_sm_1",57,NA,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",18,"symalb",1,"sm.LC.HP.HF.18.symalb.1",0,1,1,1
"acegla_sm_1",34,34,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",19,"acegla",1,"sm.LC.HP.HF.19.acegla.1",0,1,1,1
"poptre_sm_1",34,34,53,"LC.HP.HF",34,"sm","LC","HP","HF",19,"poptre",1,"sm.LC.HP.HF.19.poptre.1",0,1,1,1
"riblac_sm_1",42,NA,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",19,"riblac",1,"sm.LC.HP.HF.19.riblac.1",0,1,1,1
"spibet_sm_1",15,19,22,"LC.HP.HF",15,"sm","LC","HP","HF",19,"spibet",1,"sm.LC.HP.HF.19.spibet.1",0,1,1,1
"popbal_sm_1",50,50,50,"LC.HP.HF",37,"sm","LC","HP","HF",2,"popbal",1,"sm.LC.HP.HF.2.popbal.1",0,1,1,1
"riblac_sm_1",27,27,78,"LC.HP.HF",27,"sm","LC","HP","HF",2,"riblac",1,"sm.LC.HP.HF.2.riblac.1",0,1,1,1
"shecan_sm_1",27,50,NA,"LC.HP.HF",27,"sm","LC","HP","HF",2,"shecan",1,"sm.LC.HP.HF.2.shecan.1",0,1,1,1
"alnvir_sm_1",36,40,40,"LC.HP.HF",40,"sm","LC","HP","HF",20,"alnvir",1,"sm.LC.HP.HF.20.alnvir.1",0,1,1,1
"betpap_sm_1",25,25,25,"LC.HP.HF",23,"sm","LC","HP","HF",20,"betpap",1,"sm.LC.HP.HF.20.betpap.1",0,1,1,1
"poptre_sm_1",NA,NA,NA,"LC.HP.HF",34,"sm","LC","HP","HF",20,"poptre",1,"sm.LC.HP.HF.20.poptre.1",0,1,1,1
"rubpar_sm_1",31,36,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",20,"rubpar",1,"sm.LC.HP.HF.20.rubpar.1",0,1,1,1
"alninc_sm_1",31,34,66,"LC.HP.HF",25,"sm","LC","HP","HF",21,"alninc",1,"sm.LC.HP.HF.21.alninc.1",0,1,1,1
"amealn_sm_1",16,19,19,"LC.HP.HF",16,"sm","LC","HP","HF",21,"amealn",1,"sm.LC.HP.HF.21.amealn.1",0,1,1,1
"amealn_sm_2",16,16,16,"LC.HP.HF",16,"sm","LC","HP","HF",21,"amealn",2,"sm.LC.HP.HF.21.amealn.2",0,1,1,1
"menfer_sm_1",40,53,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",21,"menfer",1,"sm.LC.HP.HF.21.menfer.1",0,1,1,1
"corsto_sm_1",17,17,19,"LC.HP.HF",15,"sm","LC","HP","HF",22,"corsto",1,"sm.LC.HP.HF.22.corsto.1",0,1,1,1
"riblac_sm_1",17,27,63,"LC.HP.HF",25,"sm","LC","HP","HF",22,"riblac",1,"sm.LC.HP.HF.22.riblac.1",0,1,1,1
"shecan_sm_1",17,22,25,"LC.HP.HF",19,"sm","LC","HP","HF",22,"shecan",1,"sm.LC.HP.HF.22.shecan.1",0,1,1,1
"spibet_sm_1",15,19,22,"LC.HP.HF",15,"sm","LC","HP","HF",22,"spibet",1,"sm.LC.HP.HF.22.spibet.1",0,1,1,1
"spipyr_sm_1",15,NA,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",22,"spipyr",1,"sm.LC.HP.HF.22.spipyr.1",0,1,1,1
"betpap_sm_1",21,21,21,"LC.HP.HF",21,"sm","LC","HP","HF",23,"betpap",1,"sm.LC.HP.HF.23.betpap.1",0,1,1,1
"menfer_sm_1",66,NA,NA,"LC.HP.HF",NA,"sm","LC","HP","HF",23,"menfer",1,"sm.LC.HP.HF.23.menfer.1",0,1,1,1
"acegla_sm_1",NA,NA,NA,"LC.HP.HF",60,"sm","LC","HP","HF",24,"acegla",1,"sm.LC.HP.HF.24.acegla.1",0,1,1,1
"alnvir_sm_1",39,NA,NA,"LC.HP.HF",50,"sm","LC","HP","HF",24,"alnvir",1,"sm.LC.HP.HF.24.alnvir.1",0,1,1,1
"loninv_sm_1",19,NA,NA,"LC.HP.HF",15,"sm","LC","HP","HF",24,"loninv",1,"sm.LC.HP.HF.24.loninv.1",0,1,1,1
"sorsco_sm_1",NA,NA,NA,"LC.HP.HF",2,"sm","LC","HP","HF",24,"sorsco",1,"sm.LC.HP.HF.24.sorsco.1",0,1,1,1
